OID,city,population,populati_1,populati_2,total_plan,numCyanoge,freqHCN,latitude_c,longitude_,continent,distance,max_dist,std_distan,BUFF_DIST,ORIG_FID,philadelphia_014032_20170730_LST_pcs_OID,philadelphia_014032_20170730_LST_pcs_FID_,philadelphia_014032_20170730_LST_pcs_COUNT,philadelphia_014032_20170730_LST_pcs_AREA,philadelphia_014032_20170730_LST_pcs_MEAN
-1,Philadelphia,11,39.958480000000002,-75.239429999999999,14,2,0.143000000000000,39.951061000000003,-75.165619000000007,North America,6.345300000000000,53.254399999999997,0.119200000000000,100.000000000000000,10,10,10,35,31500.000000000000000,40.719550874399999
-1,Philadelphia,12,39.955289999999998,-75.250159999999994,15,2,0.133000000000000,39.951061000000003,-75.165619000000007,North America,7.221500000000000,53.254399999999997,0.135600000000000,100.000000000000000,11,11,11,32,28800.000000000000000,30.147784139999999
-1,Philadelphia,13,40.143050000000002,-75.738780000000006,15,4,0.267000000000000,39.951061000000003,-75.165619000000007,North America,53.254399999999997,53.254399999999997,1.000000000000000,100.000000000000000,12,12,12,37,33300.000000000000000,25.845551753300001
-1,Philadelphia,14,40.143639999999998,-75.705380000000005,15,4,0.267000000000000,39.951061000000003,-75.165619000000007,North America,50.690100000000001,53.254399999999997,0.951800000000000,100.000000000000000,13,13,13,36,32400.000000000000000,26.334058043999999
-1,Philadelphia,15,40.130749999999999,-75.691879999999998,15,0,0.000000000000000,39.951061000000003,-75.165619000000007,North America,49.053699999999999,53.254399999999997,0.921100000000000,100.000000000000000,14,14,14,36,32400.000000000000000,26.441879355800001
-1,Philadelphia,16,40.125979999999998,-75.671949999999995,15,0,0.000000000000000,39.951061000000003,-75.165619000000007,North America,47.289999999999999,53.254399999999997,0.888000000000000,100.000000000000000,15,15,15,36,32400.000000000000000,27.481123611899999
-1,Philadelphia,17,40.114240000000002,-75.654740000000004,15,3,0.200000000000000,39.951061000000003,-75.165619000000007,North America,45.424700000000001,53.254399999999997,0.853000000000000,100.000000000000000,16,16,16,35,31500.000000000000000,27.002444725299998
-1,Philadelphia,18,40.094329999999999,-75.638170000000002,15,2,0.133000000000000,39.951061000000003,-75.165619000000007,North America,43.277400000000000,53.254399999999997,0.812700000000000,100.000000000000000,17,17,17,32,28800.000000000000000,28.082606985400002
-1,Philadelphia,19,40.087569999999999,-75.628749999999997,15,3,0.200000000000000,39.951061000000003,-75.165619000000007,North America,42.258600000000001,53.254399999999997,0.793500000000000,100.000000000000000,18,18,18,35,31500.000000000000000,25.646971660700000
-1,Philadelphia,20,40.082369999999997,-75.605689999999996,10,2,0.200000000000000,39.951061000000003,-75.165619000000007,North America,40.219999999999999,53.254399999999997,0.755200000000000,100.000000000000000,19,19,19,32,28800.000000000000000,26.083785654600000
-1,Philadelphia,21,40.082670000000000,-75.590159999999997,15,4,0.267000000000000,39.951061000000003,-75.165619000000007,North America,39.003100000000003,53.254399999999997,0.732400000000000,100.000000000000000,20,20,20,32,28800.000000000000000,26.284538814400001
-1,Philadelphia,22,40.073960000000000,-75.578710000000001,15,2,0.133000000000000,39.951061000000003,-75.165619000000007,North America,37.741700000000002,53.254399999999997,0.708700000000000,100.000000000000000,21,21,21,36,32400.000000000000000,27.798802953900001
-1,Philadelphia,23,40.075000000000003,-75.536510000000007,14,4,0.286000000000000,39.951061000000003,-75.165619000000007,North America,34.462100000000000,53.254399999999997,0.647100000000000,100.000000000000000,22,22,22,35,31500.000000000000000,33.532482114200000
-1,Philadelphia,24,40.055560000000000,-75.530379999999994,15,4,0.267000000000000,39.951061000000003,-75.165619000000007,North America,33.170699999999997,53.254399999999997,0.622900000000000,100.000000000000000,23,23,23,35,31500.000000000000000,32.440204762100002
-1,Philadelphia,25,40.040770000000002,-75.505629999999996,15,1,0.067000000000000,39.951061000000003,-75.165619000000007,North America,30.633500000000002,53.254399999999997,0.575200000000000,100.000000000000000,24,24,24,35,31500.000000000000000,31.462411653200000
-1,Philadelphia,26,40.040830000000000,-75.481979999999993,15,3,0.200000000000000,39.951061000000003,-75.165619000000007,North America,28.738499999999998,53.254399999999997,0.539600000000000,100.000000000000000,25,25,25,35,31500.000000000000000,36.160117238900000
-1,Philadelphia,27,40.030799999999999,-75.465260000000001,15,2,0.133000000000000,39.951061000000003,-75.165619000000007,North America,27.022900000000000,53.254399999999997,0.507400000000000,100.000000000000000,26,26,26,32,28800.000000000000000,29.335037237500000
-1,Philadelphia,28,40.021149999999999,-75.448350000000005,15,5,0.333000000000000,39.951061000000003,-75.165619000000007,North America,25.317399999999999,53.254399999999997,0.475400000000000,100.000000000000000,27,27,27,32,28800.000000000000000,25.697480628499999
-1,Philadelphia,29,40.007309999999997,-75.425709999999995,15,5,0.333000000000000,39.951061000000003,-75.165619000000007,North America,23.027100000000001,53.254399999999997,0.432400000000000,100.000000000000000,28,28,28,36,32400.000000000000000,33.088050527999997
-1,Philadelphia,30,39.988109999999999,-75.402259999999998,15,3,0.200000000000000,39.951061000000003,-75.165619000000007,North America,20.582599999999999,53.254399999999997,0.386500000000000,100.000000000000000,29,29,29,36,32400.000000000000000,34.605029519600002
-1,Philadelphia,31,39.983609999999999,-75.378320000000002,15,6,0.400000000000000,39.951061000000003,-75.165619000000007,North America,18.484400000000001,53.254399999999997,0.347100000000000,100.000000000000000,30,30,30,35,31500.000000000000000,34.351655872000002
-1,Philadelphia,32,39.980589999999999,-75.356669999999994,15,1,0.067000000000000,39.951061000000003,-75.165619000000007,North America,16.609700000000000,53.254399999999997,0.311900000000000,100.000000000000000,31,31,31,36,32400.000000000000000,33.374024169099997
-1,Philadelphia,33,39.978520000000003,-75.342250000000007,14,2,0.143000000000000,39.951061000000003,-75.165619000000007,North America,15.359800000000000,53.254399999999997,0.288400000000000,100.000000000000000,32,32,32,32,28800.000000000000000,30.290897233700001
-1,Philadelphia,34,39.974350000000001,-75.327230000000000,15,0,0.000000000000000,39.951061000000003,-75.165619000000007,North America,14.014900000000001,53.254399999999997,0.263200000000000,100.000000000000000,33,33,33,36,32400.000000000000000,31.823040274200000
-1,Philadelphia,35,39.971220000000002,-75.314629999999994,15,4,0.267000000000000,39.951061000000003,-75.165619000000007,North America,12.896300000000000,53.254399999999997,0.242200000000000,100.000000000000000,34,34,34,37,33300.000000000000000,33.926219207199999
-1,Philadelphia,36,39.969459999999998,-75.301169999999999,15,7,0.467000000000000,39.951061000000003,-75.165619000000007,North America,11.732699999999999,53.254399999999997,0.220300000000000,100.000000000000000,35,35,35,32,28800.000000000000000,34.043866942100003
-1,Philadelphia,37,39.967210000000001,-75.289140000000003,15,2,0.133000000000000,39.951061000000003,-75.165619000000007,North America,10.679900000000000,53.254399999999997,0.200500000000000,100.000000000000000,36,36,36,36,32400.000000000000000,34.622261975599997
-1,Philadelphia,38,39.964149999999997,-75.274529999999999,15,6,0.400000000000000,39.951061000000003,-75.165619000000007,North America,9.396200000000000,53.254399999999997,0.176400000000000,100.000000000000000,37,37,37,36,32400.000000000000000,35.277290510900002
-1,Philadelphia,39,39.962200000000003,-75.263450000000006,15,3,0.200000000000000,39.951061000000003,-75.165619000000007,North America,8.430000000000000,53.254399999999997,0.158300000000000,100.000000000000000,38,38,38,35,31500.000000000000000,38.629307844000003
-1,Philadelphia,40,39.962620000000001,-75.254540000000006,15,2,0.133000000000000,39.951061000000003,-75.165619000000007,North America,7.687300000000000,53.254399999999997,0.144400000000000,100.000000000000000,39,39,39,35,31500.000000000000000,37.745945223000000
