OID,city,population,populati_1,populati_2,total_plan,numCyanoge,freqHCN,latitude_c,longitude_,continent,distance,max_dist,std_distan,BUFF_DIST,ORIG_FID,manchester_203023_20180627_LST_pcs_OID,manchester_203023_20180627_LST_pcs_FID_,manchester_203023_20180627_LST_pcs_COUNT,manchester_203023_20180627_LST_pcs_AREA,manchester_203023_20180627_LST_pcs_MEAN
-1,Manchester,12,53.415300000000002,-2.251000000000000,15,7,0.467000000000000,53.480758999999999,-2.242631000000000,Europe,7.299800000000000,33.088000000000001,0.220600000000000,100.000000000000000,11,10,11,37,33300.000000000000000,31.512173988899999
-1,Manchester,13,53.410299999999999,-2.254200000000000,20,15,0.750000000000000,53.480758999999999,-2.242631000000000,Europe,7.872100000000000,33.088000000000001,0.237900000000000,100.000000000000000,12,11,12,35,31500.000000000000000,35.069564039299998
-1,Manchester,14,53.402999999999999,-2.249300000000000,20,6,0.300000000000000,53.480758999999999,-2.242631000000000,Europe,8.657700000000000,33.088000000000001,0.261700000000000,100.000000000000000,13,12,13,32,28800.000000000000000,35.686472417499999
-1,Manchester,15,53.390099999999997,-2.248900000000000,19,14,0.737000000000000,53.480758999999999,-2.242631000000000,Europe,10.089399999999999,33.088000000000001,0.304900000000000,100.000000000000000,14,13,14,34,30600.000000000000000,36.416021476499999
-1,Manchester,16,53.392099999999999,-2.237500000000000,20,0,0.000000000000000,53.480758999999999,-2.242631000000000,Europe,9.864300000000000,33.088000000000001,0.298100000000000,100.000000000000000,15,14,15,35,31500.000000000000000,38.252711681100003
-1,Manchester,17,53.386299999999999,-2.233800000000000,18,5,0.278000000000000,53.480758999999999,-2.242631000000000,Europe,10.519600000000001,33.088000000000001,0.317900000000000,100.000000000000000,16,15,16,35,31500.000000000000000,37.108036637700003
-1,Manchester,18,53.377200000000002,-2.247000000000000,20,5,0.250000000000000,53.480758999999999,-2.242631000000000,Europe,11.518900000000000,33.088000000000001,0.348100000000000,100.000000000000000,17,16,17,35,31500.000000000000000,36.918392889099998
-1,Manchester,19,53.371400000000001,-2.241500000000000,18,4,0.222000000000000,53.480758999999999,-2.242631000000000,Europe,12.160399999999999,33.088000000000001,0.367500000000000,100.000000000000000,18,17,18,36,32400.000000000000000,35.297784612699999
-1,Manchester,20,53.366900000000001,-2.231500000000000,20,1,0.050000000000000,53.480758999999999,-2.242631000000000,Europe,12.682000000000000,33.088000000000001,0.383300000000000,100.000000000000000,19,18,19,36,32400.000000000000000,36.683748980300003
-1,Manchester,21,53.358300000000000,-2.244500000000000,20,7,0.350000000000000,53.480758999999999,-2.242631000000000,Europe,13.617400000000000,33.088000000000001,0.411600000000000,100.000000000000000,20,19,20,36,32400.000000000000000,34.591389089800003
-1,Manchester,22,53.347799999999999,-2.241900000000000,18,5,0.278000000000000,53.480758999999999,-2.242631000000000,Europe,14.784400000000000,33.088000000000001,0.446800000000000,100.000000000000000,21,20,21,37,33300.000000000000000,34.103022505500000
-1,Manchester,23,53.342399999999998,-2.240300000000000,20,2,0.100000000000000,53.480758999999999,-2.242631000000000,Europe,15.385600000000000,33.088000000000001,0.465000000000000,100.000000000000000,22,21,22,36,32400.000000000000000,34.562440014200000
-1,Manchester,24,53.336199999999998,-2.256700000000000,20,12,0.600000000000000,53.480758999999999,-2.242631000000000,Europe,16.101299999999998,33.088000000000001,0.486600000000000,100.000000000000000,23,22,23,32,28800.000000000000000,36.772827053800000
-1,Manchester,25,53.329700000000003,-2.251200000000000,20,7,0.350000000000000,53.480758999999999,-2.242631000000000,Europe,16.806600000000000,33.088000000000001,0.507900000000000,100.000000000000000,24,23,24,34,30600.000000000000000,33.521443040500003
-1,Manchester,26,53.309500000000000,-2.258900000000000,20,2,0.100000000000000,53.480758999999999,-2.242631000000000,Europe,19.073699999999999,33.088000000000001,0.576500000000000,100.000000000000000,25,24,25,32,28800.000000000000000,34.919040057799997
-1,Manchester,27,53.300699999999999,-2.244600000000000,19,4,0.211000000000000,53.480758999999999,-2.242631000000000,Europe,20.022099999999998,33.088000000000001,0.605100000000000,100.000000000000000,26,25,26,35,31500.000000000000000,34.619307716800002
-1,Manchester,28,53.295499999999997,-2.263600000000000,18,12,0.667000000000000,53.480758999999999,-2.242631000000000,Europe,20.646699999999999,33.088000000000001,0.624000000000000,100.000000000000000,27,26,27,34,30600.000000000000000,34.164530769000002
-1,Manchester,29,53.287399999999998,-2.264400000000000,20,9,0.450000000000000,53.480758999999999,-2.242631000000000,Europe,21.548999999999999,33.088000000000001,0.651300000000000,100.000000000000000,28,27,28,34,30600.000000000000000,32.917161899299998
-1,Manchester,30,53.268599999999999,-2.269200000000000,20,14,0.700000000000000,53.480758999999999,-2.242631000000000,Europe,23.656800000000000,33.088000000000001,0.715000000000000,100.000000000000000,29,28,29,34,30600.000000000000000,32.364292434699998
-1,Manchester,31,53.266399999999997,-2.275000000000000,18,5,0.278000000000000,53.480758999999999,-2.242631000000000,Europe,23.932200000000002,33.088000000000001,0.723300000000000,100.000000000000000,30,29,30,32,28800.000000000000000,39.015307027100000
-1,Manchester,32,53.251199999999997,-2.284600000000000,19,4,0.211000000000000,53.480758999999999,-2.242631000000000,Europe,25.677199999999999,33.088000000000001,0.776000000000000,100.000000000000000,31,30,31,36,32400.000000000000000,31.187690837200002
-1,Manchester,33,53.243099999999998,-2.297500000000000,20,2,0.100000000000000,53.480758999999999,-2.242631000000000,Europe,26.676100000000002,33.088000000000001,0.806200000000000,100.000000000000000,32,31,32,32,28800.000000000000000,34.693988596099999
-1,Manchester,34,53.240600000000001,-2.307800000000000,20,8,0.400000000000000,53.480758999999999,-2.242631000000000,Europe,27.052299999999999,33.088000000000001,0.817600000000000,100.000000000000000,33,32,33,34,30600.000000000000000,33.560406476499999
-1,Manchester,35,53.230899999999998,-2.301000000000000,15,5,0.333000000000000,53.480758999999999,-2.242631000000000,Europe,28.051800000000000,33.088000000000001,0.847800000000000,100.000000000000000,34,33,34,37,33300.000000000000000,34.334673215599999
-1,Manchester,36,53.228000000000002,-2.290600000000000,16,7,0.438000000000000,53.480758999999999,-2.242631000000000,Europe,28.285299999999999,33.088000000000001,0.854900000000000,100.000000000000000,35,34,35,35,31500.000000000000000,33.417295870200000
-1,Manchester,37,53.223999999999997,-2.280700000000000,19,5,0.263000000000000,53.480758999999999,-2.242631000000000,Europe,28.661899999999999,33.088000000000001,0.866200000000000,100.000000000000000,36,35,36,36,32400.000000000000000,38.558810942599997
-1,Manchester,38,53.202700000000000,-2.299000000000000,18,11,0.611000000000000,53.480758999999999,-2.242631000000000,Europe,31.144400000000001,33.088000000000001,0.941300000000000,100.000000000000000,37,36,37,32,28800.000000000000000,32.414974642499999
-1,Manchester,39,53.199300000000001,-2.299800000000000,20,4,0.200000000000000,53.480758999999999,-2.242631000000000,Europe,31.526100000000000,33.088000000000001,0.952800000000000,100.000000000000000,38,37,38,35,31500.000000000000000,35.529819323200002
-1,Manchester,40,53.185699999999997,-2.307200000000000,20,20,1.000000000000000,53.480758999999999,-2.242631000000000,Europe,33.088000000000001,33.088000000000001,1.000000000000000,100.000000000000000,39,38,39,35,31500.000000000000000,32.162755923100001
