OID,city,population,populati_1,populati_2,total_plan,numCyanoge,freqHCN,latitude_c,longitude_,continent,distance,max_dist,std_distan,BUFF_DIST,ORIG_FID,pittsburgh_017032_20170820_LST_pcs_OID,pittsburgh_017032_20170820_LST_pcs_FID_,pittsburgh_017032_20170820_LST_pcs_COUNT,pittsburgh_017032_20170820_LST_pcs_AREA,pittsburgh_017032_20170820_LST_pcs_MEAN
-1,Pittsburgh,11,40.767180000000003,-80.065280000000001,15,5,0.333000000000000,40.440587999999998,-80.002596999999994,North America,36.698900000000002,50.944699999999997,0.720400000000000,100.000000000000000,10,10,10,35,31500.000000000000000,31.153377114400001
-1,Pittsburgh,12,40.757660000000001,-80.066919999999996,15,6,0.400000000000000,40.440587999999998,-80.002596999999994,North America,35.672600000000003,50.944699999999997,0.700200000000000,100.000000000000000,11,11,11,37,33300.000000000000000,26.501743993300000
-1,Pittsburgh,13,40.743479999999998,-80.073589999999996,15,2,0.133000000000000,40.440587999999998,-80.002596999999994,North America,34.209299999999999,50.944699999999997,0.671500000000000,100.000000000000000,12,12,12,35,31500.000000000000000,27.252166787600000
-1,Pittsburgh,14,40.725800000000000,-80.073670000000007,15,5,0.333000000000000,40.440587999999998,-80.002596999999994,North America,32.277099999999997,50.944699999999997,0.633600000000000,100.000000000000000,13,13,13,35,31500.000000000000000,29.942870810799999
-1,Pittsburgh,15,40.705280000000002,-80.076040000000006,14,4,0.286000000000000,40.440587999999998,-80.002596999999994,North America,30.079000000000001,50.944699999999997,0.590400000000000,100.000000000000000,14,14,14,35,31500.000000000000000,31.473044335200001
-1,Pittsburgh,16,40.686639999999997,-80.075879999999998,15,2,0.133000000000000,40.440587999999998,-80.002596999999994,North America,28.051300000000001,50.944699999999997,0.550600000000000,100.000000000000000,15,15,15,36,32400.000000000000000,29.125435819800000
-1,Pittsburgh,17,40.670729999999999,-80.070509999999999,15,2,0.133000000000000,40.440587999999998,-80.002596999999994,North America,26.225899999999999,50.944699999999997,0.514800000000000,100.000000000000000,16,16,16,33,29700.000000000000000,28.282278114200000
-1,Pittsburgh,18,40.654989999999998,-80.079700000000003,15,4,0.267000000000000,40.440587999999998,-80.002596999999994,North America,24.714500000000001,50.944699999999997,0.485100000000000,100.000000000000000,17,17,17,37,33300.000000000000000,31.651489574199999
-1,Pittsburgh,19,40.640329999999999,-80.066199999999995,15,2,0.133000000000000,40.440587999999998,-80.002596999999994,North America,22.851299999999998,50.944699999999997,0.448600000000000,100.000000000000000,18,18,18,35,31500.000000000000000,30.101068279100001
-1,Pittsburgh,20,40.628520000000002,-80.056809999999999,15,1,0.067000000000000,40.440587999999998,-80.002596999999994,North America,21.393400000000000,50.944699999999997,0.419900000000000,100.000000000000000,19,19,19,32,28800.000000000000000,33.844424050500002
-1,Pittsburgh,21,40.616129999999998,-80.056460000000001,15,4,0.267000000000000,40.440587999999998,-80.002596999999994,North America,20.043199999999999,50.944699999999997,0.393400000000000,100.000000000000000,20,20,20,35,31500.000000000000000,35.425368172299997
-1,Pittsburgh,22,40.601529999999997,-80.049890000000005,15,4,0.267000000000000,40.440587999999998,-80.002596999999994,North America,18.337000000000000,50.944699999999997,0.359900000000000,100.000000000000000,21,21,21,36,32400.000000000000000,32.384576474399999
-1,Pittsburgh,23,40.587049999999998,-80.045289999999994,15,2,0.133000000000000,40.440587999999998,-80.002596999999994,North America,16.680900000000001,50.944699999999997,0.327400000000000,100.000000000000000,22,22,22,34,30600.000000000000000,33.359695158000001
-1,Pittsburgh,24,40.574330000000003,-80.037279999999996,15,3,0.200000000000000,40.440587999999998,-80.002596999999994,North America,15.157800000000000,50.944699999999997,0.297500000000000,100.000000000000000,23,23,23,36,32400.000000000000000,30.522590147199999
-1,Pittsburgh,25,40.561819999999997,-80.039479999999998,15,6,0.400000000000000,40.440587999999998,-80.002596999999994,North America,13.836399999999999,50.944699999999997,0.271600000000000,100.000000000000000,24,24,24,35,31500.000000000000000,32.412322272600001
-1,Pittsburgh,26,40.547440000000002,-80.037120000000002,15,3,0.200000000000000,40.440587999999998,-80.002596999999994,North America,12.234800000000000,50.944699999999997,0.240200000000000,100.000000000000000,25,25,25,35,31500.000000000000000,33.956067640500002
-1,Pittsburgh,27,40.533600000000000,-80.036029999999997,15,3,0.200000000000000,40.440587999999998,-80.002596999999994,North America,10.722000000000000,50.944699999999997,0.210500000000000,100.000000000000000,26,26,26,37,33300.000000000000000,31.124497002100000
-1,Pittsburgh,28,40.517580000000002,-80.033209999999997,15,1,0.067000000000000,40.440587999999998,-80.002596999999994,North America,8.944100000000001,50.944699999999997,0.175600000000000,100.000000000000000,27,27,27,35,31500.000000000000000,34.385174360299999
-1,Pittsburgh,29,40.504080000000002,-80.022490000000005,15,1,0.067000000000000,40.440587999999998,-80.002596999999994,North America,7.257800000000000,50.944699999999997,0.142500000000000,100.000000000000000,28,28,28,35,31500.000000000000000,29.905261507900001
-1,Pittsburgh,30,40.491549999999997,-80.022069999999999,15,10,0.667000000000000,40.440587999999998,-80.002596999999994,North America,5.901300000000000,50.944699999999997,0.115800000000000,100.000000000000000,29,29,29,35,31500.000000000000000,31.845746638100000
-1,Pittsburgh,31,40.481140000000003,-80.013499999999993,15,3,0.200000000000000,40.440587999999998,-80.002596999999994,North America,4.602600000000000,50.944699999999997,0.090300000000000,100.000000000000000,30,30,30,35,31500.000000000000000,28.130255666200000
-1,Pittsburgh,32,40.470770000000002,-80.009519999999995,15,2,0.133000000000000,40.440587999999998,-80.002596999999994,North America,3.406800000000000,50.944699999999997,0.066900000000000,100.000000000000000,31,31,31,32,28800.000000000000000,31.630783789599999
-1,Pittsburgh,33,40.456780000000002,-80.006730000000005,15,1,0.067000000000000,40.440587999999998,-80.002596999999994,North America,1.834100000000000,50.944699999999997,0.036000000000000,100.000000000000000,32,32,32,36,32400.000000000000000,38.979990040399997
-1,Pittsburgh,34,40.453980000000001,-80.002440000000007,15,0,0.000000000000000,40.440587999999998,-80.002596999999994,North America,1.489200000000000,50.944699999999997,0.029200000000000,100.000000000000000,33,33,33,35,31500.000000000000000,35.232847156600002
-1,Pittsburgh,35,40.441749999999999,-80.007320000000007,15,1,0.067000000000000,40.440587999999998,-80.002596999999994,North America,0.420100000000000,50.944699999999997,0.008200000000000,100.000000000000000,34,34,34,37,33300.000000000000000,34.156881755699999
-1,Pittsburgh,36,40.443170000000002,-80.004419999999996,10,1,0.100000000000000,40.440587999999998,-80.002596999999994,North America,0.325900000000000,50.944699999999997,0.006400000000000,100.000000000000000,35,35,35,35,31500.000000000000000,33.402835761600002
-1,Pittsburgh,37,40.441540000000003,-80.005369999999999,15,4,0.267000000000000,40.440587999999998,-80.002596999999994,North America,0.257400000000000,50.944699999999997,0.005100000000000,100.000000000000000,36,36,36,29,26100.000000000000000,35.312051429199997
-1,Pittsburgh,38,40.447760000000002,-79.986859999999993,15,7,0.467000000000000,40.440587999999998,-80.002596999999994,North America,1.552200000000000,50.944699999999997,0.030500000000000,100.000000000000000,37,37,37,36,32400.000000000000000,35.243344928699997
-1,Pittsburgh,39,40.451929999999997,-79.981639999999999,14,2,0.143000000000000,40.440587999999998,-80.002596999999994,North America,2.176100000000000,50.944699999999997,0.042700000000000,100.000000000000000,38,38,38,36,32400.000000000000000,39.008110108799997
-1,Pittsburgh,40,40.446959999999997,-79.993719999999996,15,3,0.200000000000000,40.440587999999998,-80.002596999999994,North America,1.032600000000000,50.944699999999997,0.020300000000000,100.000000000000000,39,39,39,35,31500.000000000000000,34.958541689999997
