OID,city,population,populati_1,populati_2,total_plan,numCyanoge,freqHCN,latitude_c,longitude_,Country,continent,distance,max_dist,std_distan,BUFF_DIST,ORIG_FID,st_albert_043023_20180728_LST_pcs_OID,st_albert_043023_20180728_LST_pcs_FID_,st_albert_043023_20180728_LST_pcs_COUNT,st_albert_043023_20180728_LST_pcs_AREA,st_albert_043023_20180728_LST_pcs_MEAN
-1,St_Albert,22,53.661099999999998,-113.589799999999997,20,2,0.100000000000000,53.642969000000001,-113.625910000000005,Canada,North America,3.119000000000000,6.965200000000000,0.447800000000000,100.000000000000000,21,21,21,37,33300.000000000000000,26.674754024999999
-1,St_Albert,23,53.662900000000000,-113.587599999999995,18,4,0.222000000000000,53.642969000000001,-113.625910000000005,Canada,North America,3.359400000000000,6.965200000000000,0.482300000000000,100.000000000000000,22,22,22,36,32400.000000000000000,26.571423243100000
-1,St_Albert,24,53.664999999999999,-113.585700000000003,16,2,0.125000000000000,53.642969000000001,-113.625910000000005,Canada,North America,3.608700000000000,6.965200000000000,0.518100000000000,100.000000000000000,23,23,23,35,31500.000000000000000,30.184610349900002
-1,St_Albert,25,53.666600000000003,-113.583399999999997,10,2,0.200000000000000,53.642969000000001,-113.625910000000005,Canada,North America,3.840900000000000,6.965200000000000,0.551400000000000,100.000000000000000,24,24,24,37,33300.000000000000000,30.576181419099999
-1,St_Albert,26,53.669100000000000,-113.580799999999996,18,1,0.056000000000000,53.642969000000001,-113.625910000000005,Canada,North America,4.156800000000000,6.965200000000000,0.596800000000000,100.000000000000000,25,25,25,32,28800.000000000000000,30.581677025099999
-1,St_Albert,27,53.671500000000002,-113.578000000000003,20,3,0.150000000000000,53.642969000000001,-113.625910000000005,Canada,North America,4.475700000000000,6.965200000000000,0.642600000000000,100.000000000000000,26,26,26,36,32400.000000000000000,30.082269831900000
-1,St_Albert,28,53.671900000000001,-113.574299999999994,18,2,0.111000000000000,53.642969000000001,-113.625910000000005,Canada,North America,4.681300000000000,6.965200000000000,0.672100000000000,100.000000000000000,27,27,27,36,32400.000000000000000,30.437685021400000
-1,St_Albert,29,53.674100000000003,-113.574500000000000,19,4,0.211000000000000,53.642969000000001,-113.625910000000005,Canada,North America,4.843400000000000,6.965200000000000,0.695400000000000,100.000000000000000,28,28,28,35,31500.000000000000000,29.169230946799999
-1,St_Albert,30,53.675600000000003,-113.572800000000001,17,3,0.176000000000000,53.642969000000001,-113.625910000000005,Canada,North America,5.041000000000000,6.965200000000000,0.723700000000000,100.000000000000000,29,29,29,35,31500.000000000000000,28.617666149700000
-1,St_Albert,31,53.676900000000003,-113.569999999999993,15,4,0.267000000000000,53.642969000000001,-113.625910000000005,Canada,North America,5.273200000000000,6.965200000000000,0.757100000000000,100.000000000000000,30,30,30,34,30600.000000000000000,29.938237272300000
-1,St_Albert,32,53.677300000000002,-113.565299999999993,20,4,0.200000000000000,53.642969000000001,-113.625910000000005,Canada,North America,5.524700000000000,6.965200000000000,0.793200000000000,100.000000000000000,31,31,31,36,32400.000000000000000,29.888167305500001
-1,St_Albert,33,53.679600000000001,-113.565799999999996,13,2,0.154000000000000,53.642969000000001,-113.625910000000005,Canada,North America,5.681300000000000,6.965200000000000,0.815700000000000,100.000000000000000,32,32,32,36,32400.000000000000000,30.553610429599999
-1,St_Albert,34,53.681800000000003,-113.551100000000005,16,1,0.062000000000000,53.642969000000001,-113.625910000000005,Canada,North America,6.552800000000000,6.965200000000000,0.940800000000000,100.000000000000000,33,33,33,35,31500.000000000000000,28.546340780000001
-1,St_Albert,35,53.684899999999999,-113.568399999999997,7,2,0.286000000000000,53.642969000000001,-113.625910000000005,Canada,North America,6.008000000000000,6.965200000000000,0.862600000000000,100.000000000000000,34,34,34,36,32400.000000000000000,29.005885283600001
-1,St_Albert,36,53.686100000000003,-113.564800000000005,12,0,0.000000000000000,53.642969000000001,-113.625910000000005,Canada,North America,6.261900000000000,6.965200000000000,0.899000000000000,100.000000000000000,35,35,35,32,28800.000000000000000,31.718137582800001
-1,St_Albert,37,53.688800000000001,-113.564400000000006,15,5,0.333000000000000,53.642969000000001,-113.625910000000005,Canada,North America,6.511000000000000,6.965200000000000,0.934800000000000,100.000000000000000,36,36,36,34,30600.000000000000000,32.905549358099996
-1,St_Albert,38,53.689599999999999,-113.561499999999995,17,4,0.235000000000000,53.642969000000001,-113.625910000000005,Canada,North America,6.700200000000000,6.965200000000000,0.962000000000000,100.000000000000000,37,37,37,35,31500.000000000000000,31.149276973500001
-1,St_Albert,39,53.690100000000001,-113.558300000000003,20,7,0.350000000000000,53.642969000000001,-113.625910000000005,Canada,North America,6.877900000000000,6.965200000000000,0.987500000000000,100.000000000000000,38,38,38,36,32400.000000000000000,30.853865662699999
-1,St_Albert,40,53.691899999999997,-113.559899999999999,19,4,0.211000000000000,53.642969000000001,-113.625910000000005,Canada,North America,6.965200000000000,6.965200000000000,1.000000000000000,100.000000000000000,39,39,39,34,30600.000000000000000,32.592841898400003
