OID,city,population,populati_1,populati_2,total_plan,numCyanoge,freqHCN,latitude_c,longitude_,continent,distance,max_dist,std_distan,BUFF_DIST,ORIG_FID,norrtalje_192018_20180716_LST_pcs_OID,norrtalje_192018_20180716_LST_pcs_FID_,norrtalje_192018_20180716_LST_pcs_COUNT,norrtalje_192018_20180716_LST_pcs_AREA,norrtalje_192018_20180716_LST_pcs_MEAN
-1,Norrtalje,11,59.767659999999999,18.717020000000002,18,2,0.111000000000000,59.759723999999999,18.701070999999999,Europe,1.255500000000000,6.587100000000000,0.190600000000000,100.000000000000000,10,10,10,35,31500.000000000000000,39.544300442299999
-1,Norrtalje,12,59.769250000000000,18.723600000000001,19,2,0.105000000000000,59.759723999999999,18.701070999999999,Europe,1.647200000000000,6.587100000000000,0.250100000000000,100.000000000000000,11,11,11,34,30600.000000000000000,38.978104205400001
-1,Norrtalje,13,59.770470000000003,18.729120000000002,19,0,0.000000000000000,59.759723999999999,18.701070999999999,Europe,1.973400000000000,6.587100000000000,0.299600000000000,100.000000000000000,12,12,12,35,31500.000000000000000,39.619290518000000
-1,Norrtalje,14,59.771120000000003,18.733979999999999,20,3,0.150000000000000,59.759723999999999,18.701070999999999,Europe,2.236300000000000,6.587100000000000,0.339500000000000,100.000000000000000,13,13,13,35,31500.000000000000000,39.361057463500003
-1,Norrtalje,15,59.771470000000001,18.738579999999999,15,3,0.200000000000000,59.759723999999999,18.701070999999999,Europe,2.473200000000000,6.587100000000000,0.375500000000000,100.000000000000000,14,14,14,32,28800.000000000000000,38.928444500600001
-1,Norrtalje,16,59.771929999999998,18.742750000000001,15,2,0.133000000000000,59.759723999999999,18.701070999999999,Europe,2.699600000000000,6.587100000000000,0.409800000000000,100.000000000000000,15,15,15,35,31500.000000000000000,37.583382575199998
-1,Norrtalje,17,59.772669999999998,18.746030000000001,15,2,0.133000000000000,59.759723999999999,18.701070999999999,Europe,2.899800000000000,6.587100000000000,0.440200000000000,100.000000000000000,16,16,16,35,31500.000000000000000,36.822127953600003
-1,Norrtalje,18,59.773919999999997,18.749430000000000,16,4,0.250000000000000,59.759723999999999,18.701070999999999,Europe,3.134100000000000,6.587100000000000,0.475800000000000,100.000000000000000,17,17,17,35,31500.000000000000000,34.128576549300000
-1,Norrtalje,19,59.775329999999997,18.753280000000000,20,2,0.100000000000000,59.759723999999999,18.701070999999999,Europe,3.399400000000000,6.587100000000000,0.516100000000000,100.000000000000000,18,18,18,35,31500.000000000000000,32.101402297699998
-1,Norrtalje,20,59.776380000000003,18.757169999999999,17,10,0.588000000000000,59.759723999999999,18.701070999999999,Europe,3.646200000000000,6.587100000000000,0.553500000000000,100.000000000000000,19,19,19,36,32400.000000000000000,37.459631802899999
-1,Norrtalje,21,59.777369999999998,18.760980000000000,18,3,0.167000000000000,59.759723999999999,18.701070999999999,Europe,3.885800000000000,6.587100000000000,0.589900000000000,100.000000000000000,20,20,20,35,31500.000000000000000,38.259158761199998
-1,Norrtalje,22,59.778329999999997,18.764830000000000,20,2,0.100000000000000,59.759723999999999,18.701070999999999,Europe,4.125800000000000,6.587100000000000,0.626300000000000,100.000000000000000,21,21,21,33,29700.000000000000000,33.460308671999996
-1,Norrtalje,23,59.779600000000002,18.768750000000001,17,0,0.000000000000000,59.759723999999999,18.701070999999999,Europe,4.386400000000000,6.587100000000000,0.665900000000000,100.000000000000000,22,22,22,35,31500.000000000000000,35.169010821299999
-1,Norrtalje,24,59.781170000000003,18.771350000000002,20,1,0.050000000000000,59.759723999999999,18.701070999999999,Europe,4.600700000000000,6.587100000000000,0.698400000000000,100.000000000000000,23,23,23,35,31500.000000000000000,36.113023979300003
-1,Norrtalje,25,59.782919999999997,18.773730000000000,14,1,0.071000000000000,59.759723999999999,18.701070999999999,Europe,4.816400000000000,6.587100000000000,0.731200000000000,100.000000000000000,24,24,24,36,32400.000000000000000,35.565336951200003
-1,Norrtalje,26,59.784199999999998,18.776170000000000,17,0,0.000000000000000,59.759723999999999,18.701070999999999,Europe,5.008100000000000,6.587100000000000,0.760300000000000,100.000000000000000,25,25,25,32,28800.000000000000000,34.250857675399999
-1,Norrtalje,27,59.783980000000000,18.779769999999999,18,0,0.000000000000000,59.759723999999999,18.701070999999999,Europe,5.165700000000000,6.587100000000000,0.784200000000000,100.000000000000000,26,26,26,33,29700.000000000000000,36.369473631799998
-1,Norrtalje,28,59.783430000000003,18.782950000000000,20,1,0.050000000000000,59.759723999999999,18.701070999999999,Europe,5.287600000000000,6.587100000000000,0.802700000000000,100.000000000000000,27,27,27,34,30600.000000000000000,36.232150942399997
-1,Norrtalje,29,59.783169999999998,18.786780000000000,17,0,0.000000000000000,59.759723999999999,18.701070999999999,Europe,5.460600000000000,6.587100000000000,0.829000000000000,100.000000000000000,28,28,28,34,30600.000000000000000,35.424950094099998
-1,Norrtalje,30,59.782980000000002,18.790379999999999,18,1,0.056000000000000,59.759723999999999,18.701070999999999,Europe,5.628800000000000,6.587100000000000,0.854500000000000,100.000000000000000,29,29,29,37,33300.000000000000000,35.470034480400003
-1,Norrtalje,31,59.782370000000000,18.793620000000001,17,0,0.000000000000000,59.759723999999999,18.701070999999999,Europe,5.760600000000000,6.587100000000000,0.874500000000000,100.000000000000000,30,30,30,35,31500.000000000000000,33.654504612700002
-1,Norrtalje,32,59.781599999999997,18.796720000000001,18,0,0.000000000000000,59.759723999999999,18.701070999999999,Europe,5.881300000000000,6.587100000000000,0.892900000000000,100.000000000000000,31,31,31,34,30600.000000000000000,33.067017188599998
-1,Norrtalje,33,59.780729999999998,18.800219999999999,16,8,0.500000000000000,59.759723999999999,18.701070999999999,Europe,6.022100000000000,6.587100000000000,0.914200000000000,100.000000000000000,32,32,32,36,32400.000000000000000,36.060236480999997
-1,Norrtalje,34,59.780020000000000,18.803370000000001,15,8,0.533000000000000,59.759723999999999,18.701070999999999,Europe,6.155700000000000,6.587100000000000,0.934500000000000,100.000000000000000,33,33,33,35,31500.000000000000000,34.350079538800003
-1,Norrtalje,35,59.779449999999997,18.806930000000001,16,1,0.062000000000000,59.759723999999999,18.701070999999999,Europe,6.319300000000000,6.587100000000000,0.959300000000000,100.000000000000000,34,34,34,35,31500.000000000000000,35.571595105000000
-1,Norrtalje,36,59.779429999999998,18.812030000000000,17,1,0.059000000000000,59.759723999999999,18.701070999999999,Europe,6.587100000000000,6.587100000000000,1.000000000000000,100.000000000000000,35,35,35,36,32400.000000000000000,36.829678244800000
