OID,city,population,populati_1,populati_2,total_plan,numCyanoge,freqHCN,latitude_c,longitude_,continent,distance,max_dist,std_distan,BUFF_DIST,ORIG_FID,portland_me_012030_20180719_LST_pcs_OID,portland_me_012030_20180719_LST_pcs_FID_,portland_me_012030_20180719_LST_pcs_COUNT,portland_me_012030_20180719_LST_pcs_AREA,portland_me_012030_20180719_LST_pcs_MEAN
-1,Portlandme,24,43.685690000000001,-70.293689999999998,20,2,0.100000000000000,43.656678999999997,-70.253451999999996,North America,4.569500000000000,13.654700000000000,0.334600000000000,100.000000000000000,23,23,23,34,30600.000000000000000,37.143927129300003
-1,Portlandme,25,43.689509999999999,-70.292109999999994,17,4,0.235000000000000,43.656678999999997,-70.253451999999996,North America,4.795200000000000,13.654700000000000,0.351200000000000,100.000000000000000,24,24,24,32,28800.000000000000000,32.893369782299999
-1,Portlandme,26,43.697519999999997,-70.295140000000004,20,8,0.400000000000000,43.656678999999997,-70.253451999999996,North America,5.644800000000000,13.654700000000000,0.413400000000000,100.000000000000000,26,25,26,37,33300.000000000000000,32.338309983199998
-1,Portlandme,27,43.697400000000002,-70.285910000000001,20,4,0.200000000000000,43.656678999999997,-70.253451999999996,North America,5.226500000000000,13.654700000000000,0.382800000000000,100.000000000000000,27,26,27,34,30600.000000000000000,34.368071065800002
-1,Portlandme,28,43.701529999999998,-70.284809999999993,20,1,0.050000000000000,43.656678999999997,-70.253451999999996,North America,5.588500000000000,13.654700000000000,0.409300000000000,100.000000000000000,28,27,28,36,32400.000000000000000,35.341107010000002
-1,Portlandme,29,43.706539999999997,-70.288730000000001,20,1,0.050000000000000,43.656678999999997,-70.253451999999996,North America,6.227900000000000,13.654700000000000,0.456100000000000,100.000000000000000,29,28,29,35,31500.000000000000000,33.505010348200003
-1,Portlandme,30,43.708449999999999,-70.285570000000007,20,5,0.250000000000000,43.656678999999997,-70.253451999999996,North America,6.309500000000000,13.654700000000000,0.462100000000000,100.000000000000000,30,29,30,35,31500.000000000000000,33.852270987700003
-1,Portlandme,31,43.712470000000003,-70.272949999999994,20,5,0.250000000000000,43.656678999999997,-70.253451999999996,North America,6.398700000000000,13.654700000000000,0.468600000000000,100.000000000000000,31,30,31,32,28800.000000000000000,28.162943309599999
-1,Portlandme,32,43.713169999999998,-70.265400000000000,20,6,0.300000000000000,43.656678999999997,-70.253451999999996,North America,6.354600000000000,13.654700000000000,0.465400000000000,100.000000000000000,32,31,32,35,31500.000000000000000,27.846558216799998
-1,Portlandme,33,43.726120000000002,-70.247979999999998,19,3,0.158000000000000,43.656678999999997,-70.253451999999996,North America,7.734000000000000,13.654700000000000,0.566400000000000,100.000000000000000,33,32,33,37,33300.000000000000000,32.118714518300003
-1,Portlandme,34,43.740630000000003,-70.221230000000006,20,3,0.150000000000000,43.656678999999997,-70.253451999999996,North America,9.687700000000000,13.654700000000000,0.709500000000000,100.000000000000000,34,33,34,36,32400.000000000000000,30.430200115800002
-1,Portlandme,35,43.743029999999997,-70.218100000000007,20,2,0.100000000000000,43.656678999999997,-70.253451999999996,North America,10.013600000000000,13.654700000000000,0.733300000000000,100.000000000000000,35,34,35,32,28800.000000000000000,30.915826343500001
-1,Portlandme,36,43.746729999999999,-70.212950000000006,20,3,0.150000000000000,43.656678999999997,-70.253451999999996,North America,10.529299999999999,13.654700000000000,0.771100000000000,100.000000000000000,36,35,36,35,31500.000000000000000,26.740824326199998
-1,Portlandme,37,43.750390000000003,-70.214830000000006,20,1,0.050000000000000,43.656678999999997,-70.253451999999996,North America,10.872900000000000,13.654700000000000,0.796300000000000,100.000000000000000,37,36,37,32,28800.000000000000000,27.910621041599999
-1,Portlandme,38,43.754320000000000,-70.209680000000006,20,1,0.050000000000000,43.656678999999997,-70.253451999999996,North America,11.413100000000000,13.654700000000000,0.835800000000000,100.000000000000000,38,37,38,36,32400.000000000000000,29.539494424600001
-1,Portlandme,39,43.757910000000003,-70.208110000000005,20,4,0.200000000000000,43.656678999999997,-70.253451999999996,North America,11.831700000000000,13.654700000000000,0.866500000000000,100.000000000000000,39,38,39,37,33300.000000000000000,26.324513175500002
-1,Portlandme,40,43.773980000000002,-70.203180000000003,18,3,0.167000000000000,43.656678999999997,-70.253451999999996,North America,13.654700000000000,13.654700000000000,1.000000000000000,100.000000000000000,40,39,40,35,31500.000000000000000,30.203499600800001
