OID,city,population,populati_1,populati_2,total_plan,numCyanoge,freqHCN,latitude_c,longitude_,Country,continent,distance,max_dist,std_distan,BUFF_DIST,ORIG_FID,amsterdam_198023_20150803_LST_pcs_OID,amsterdam_198023_20150803_LST_pcs_FID_,amsterdam_198023_20150803_LST_pcs_COUNT,amsterdam_198023_20150803_LST_pcs_AREA,amsterdam_198023_20150803_LST_pcs_MEAN
,Amsterdam,Kattenburg,52.375239999999998,4.914497000000000,20,0,0.000000000000000,52.373168999999997,4.890660000000000,Netherlands,Europe,1.634500000000000,10.972000000000000,0.149000000000000,100.000000000000000,21,21,21,36,32400.000000000000000,30.584723423200000
,Amsterdam,Lamenhofstraat,52.387918999999997,4.924977000000000,20,4,0.200000000000000,52.373168999999997,4.890660000000000,Netherlands,Europe,2.848800000000000,10.972000000000000,0.259600000000000,100.000000000000000,22,22,22,36,32400.000000000000000,35.808187480100003
,Amsterdam,Leidseplein,52.363128000000003,4.880632000000000,20,6,0.300000000000000,52.373168999999997,4.890660000000000,Netherlands,Europe,1.307700000000000,10.972000000000000,0.119200000000000,100.000000000000000,23,23,23,35,31500.000000000000000,34.353617083800003
,Amsterdam,Meeuwenplein,52.382196999999998,4.910530000000000,20,2,0.100000000000000,52.373168999999997,4.890660000000000,Netherlands,Europe,1.681300000000000,10.972000000000000,0.153200000000000,100.000000000000000,24,24,24,37,33300.000000000000000,30.445273958600001
,Amsterdam,Molengouw,52.432219000000003,5.006563000000000,20,5,0.250000000000000,52.373168999999997,4.890660000000000,Netherlands,Europe,10.244000000000000,10.972000000000000,0.933600000000000,100.000000000000000,25,25,25,37,33300.000000000000000,29.429393543600000
,Amsterdam,Nieuwe Gouw,52.405945000000003,4.963313000000000,20,5,0.250000000000000,52.373168999999997,4.890660000000000,Netherlands,Europe,6.131100000000000,10.972000000000000,0.558800000000000,100.000000000000000,26,26,26,36,32400.000000000000000,30.318285112100000
,Amsterdam,Op camping Vliegenbos,52.390912000000000,4.932819000000000,18,2,0.111000000000000,52.373168999999997,4.890660000000000,Netherlands,Europe,3.475700000000000,10.972000000000000,0.316800000000000,100.000000000000000,27,27,27,35,31500.000000000000000,30.614854943899999
,Amsterdam,Park Camping (midden),52.390121000000001,4.928551000000000,20,0,0.000000000000000,52.373168999999997,4.890660000000000,Netherlands,Europe,3.188600000000000,10.972000000000000,0.290600000000000,100.000000000000000,28,28,28,35,31500.000000000000000,28.583680845000000
,Amsterdam,Park Meeuwenlaan (kop),52.389930000000000,4.925690000000000,19,2,0.105000000000000,52.373168999999997,4.890660000000000,Netherlands,Europe,3.021000000000000,10.972000000000000,0.275300000000000,100.000000000000000,29,29,29,33,29700.000000000000000,31.980077207800001
,Amsterdam,Plantage Parklaan,52.368144999999998,4.908780000000000,12,5,0.417000000000000,52.373168999999997,4.890660000000000,Netherlands,Europe,1.351100000000000,10.972000000000000,0.123100000000000,100.000000000000000,30,30,30,32,28800.000000000000000,32.249266257700000
,Amsterdam,Sarphatipark,52.355016999999997,4.896752000000000,12,1,0.083000000000000,52.373168999999997,4.890660000000000,Netherlands,Europe,2.060400000000000,10.972000000000000,0.187800000000000,100.000000000000000,31,31,31,34,30600.000000000000000,32.587743666000001
,Amsterdam,Scheepvaartmuseum,52.372278000000001,4.916428000000000,15,0,0.000000000000000,52.373168999999997,4.890660000000000,Netherlands,Europe,1.752100000000000,10.972000000000000,0.159700000000000,100.000000000000000,32,32,32,32,28800.000000000000000,31.418579574300001
,Amsterdam,Sportpark de Weeren,52.400540999999997,4.957557000000000,18,6,0.333000000000000,52.373168999999997,4.890660000000000,Netherlands,Europe,5.465800000000000,10.972000000000000,0.498200000000000,100.000000000000000,33,33,33,35,31500.000000000000000,31.175558929400001
,Amsterdam,Trambaan Broek in Waterland,52.434643000000001,5.001365000000000,20,4,0.200000000000000,52.373168999999997,4.890660000000000,Netherlands,Europe,10.155200000000001,10.972000000000000,0.925600000000000,100.000000000000000,34,34,34,32,28800.000000000000000,29.695325393400001
,Amsterdam,Werengauw,52.395741000000001,4.942175000000000,15,1,0.067000000000000,52.373168999999997,4.890660000000000,Netherlands,Europe,4.303900000000000,10.972000000000000,0.392300000000000,100.000000000000000,35,35,35,34,30600.000000000000000,30.013667256900000
,Amsterdam,Weteringschans,52.358753999999998,4.891475000000000,12,4,0.333000000000000,52.373168999999997,4.890660000000000,Netherlands,Europe,1.603800000000000,10.972000000000000,0.146200000000000,100.000000000000000,36,36,36,35,31500.000000000000000,32.779824425400001
,Amsterdam,Zunderdorp,52.409244000000001,4.965058000000000,20,4,0.200000000000000,52.373168999999997,4.890660000000000,Netherlands,Europe,6.448200000000000,10.972000000000000,0.587700000000000,100.000000000000000,37,37,37,36,32400.000000000000000,29.615008161100000
,Amsterdam,Zunderdorpergouw,52.403843999999999,4.960637000000000,18,7,0.389000000000000,52.373168999999997,4.890660000000000,Netherlands,Europe,5.846800000000000,10.972000000000000,0.532900000000000,100.000000000000000,38,38,38,35,31500.000000000000000,29.900156094500002
,Amsterdam,Zwanenplein,52.386938000000001,4.918367000000000,20,2,0.100000000000000,52.373168999999997,4.890660000000000,Netherlands,Europe,2.425100000000000,10.972000000000000,0.221000000000000,100.000000000000000,39,39,39,36,32400.000000000000000,35.092336496400002
