OID,city,population,populati_1,populati_2,total_plan,numCyanoge,freqHCN,latitude_c,longitude_,continent,distance,max_dist,std_distan,BUFF_DIST,ORIG_FID,warsaw_187024_20150705_NDVI_pcs_OID,warsaw_187024_20150705_NDVI_pcs_FID_,warsaw_187024_20150705_NDVI_pcs_COUNT,warsaw_187024_20150705_NDVI_pcs_AREA,warsaw_187024_20150705_NDVI_pcs_MEAN
-1,Warsaw,21,52.144489999999998,21.094719999999999,16,0,0.000000000000000,52.229675000000000,21.012229999999999,Europe,11.015700000000001,27.533100000000001,0.400100000000000,100.000000000000000,20,20,20,34,30600.000000000000000,0.543915763497000
-1,Warsaw,22,52.139580000000002,21.097930000000002,14,0,0.000000000000000,52.229675000000000,21.012229999999999,Europe,11.597400000000000,27.533100000000001,0.421200000000000,100.000000000000000,21,21,21,35,31500.000000000000000,0.524250426463000
-1,Warsaw,23,52.133699999999997,21.099299999999999,14,2,0.143000000000000,52.229675000000000,21.012229999999999,Europe,12.211900000000000,27.533100000000001,0.443500000000000,100.000000000000000,22,22,22,35,31500.000000000000000,0.493879764421000
-1,Warsaw,24,52.128149999999998,21.097380000000001,14,0,0.000000000000000,52.229675000000000,21.012229999999999,Europe,12.694500000000000,27.533100000000001,0.461100000000000,100.000000000000000,23,23,23,37,33300.000000000000000,0.405162055750000
-1,Warsaw,25,52.123049999999999,21.096620000000001,11,2,0.182000000000000,52.229675000000000,21.012229999999999,Europe,13.178800000000001,27.533100000000001,0.478700000000000,100.000000000000000,24,24,24,37,33300.000000000000000,0.459311920243000
-1,Warsaw,26,52.118940000000002,21.103510000000000,12,0,0.000000000000000,52.229675000000000,21.012229999999999,Europe,13.797100000000000,27.533100000000001,0.501100000000000,100.000000000000000,25,25,25,34,30600.000000000000000,0.411446787855000
-1,Warsaw,27,52.114429999999999,21.108940000000000,12,0,0.000000000000000,52.229675000000000,21.012229999999999,Europe,14.412200000000000,27.533100000000001,0.523400000000000,100.000000000000000,26,26,26,36,32400.000000000000000,0.619554517998000
-1,Warsaw,28,52.109600000000000,21.113280000000000,16,0,0.000000000000000,52.229675000000000,21.012229999999999,Europe,15.025300000000000,27.533100000000001,0.545700000000000,100.000000000000000,27,27,27,35,31500.000000000000000,0.452374704821000
-1,Warsaw,29,52.104070000000000,21.114090000000001,12,0,0.000000000000000,52.229675000000000,21.012229999999999,Europe,15.599000000000000,27.533100000000001,0.566600000000000,100.000000000000000,28,28,28,35,31500.000000000000000,0.535018261841000
-1,Warsaw,30,52.098329999999997,21.115829999999999,10,0,0.000000000000000,52.229675000000000,21.012229999999999,Europe,16.224499999999999,27.533100000000001,0.589300000000000,100.000000000000000,29,29,29,35,31500.000000000000000,0.601840916702000
-1,Warsaw,31,52.093200000000003,21.117540000000002,15,0,0.000000000000000,52.229675000000000,21.012229999999999,Europe,16.789600000000000,27.533100000000001,0.609800000000000,100.000000000000000,30,30,30,34,30600.000000000000000,0.333179280600000
-1,Warsaw,32,52.088960000000000,21.122940000000000,13,0,0.000000000000000,52.229675000000000,21.012229999999999,Europe,17.373999999999999,27.533100000000001,0.631000000000000,100.000000000000000,31,31,31,32,28800.000000000000000,0.473463839386000
-1,Warsaw,33,52.084110000000003,21.127870000000001,12,0,0.000000000000000,52.229675000000000,21.012229999999999,Europe,18.006200000000000,27.533100000000001,0.654000000000000,100.000000000000000,32,32,32,35,31500.000000000000000,0.667502444983000
-1,Warsaw,34,52.079219999999999,21.132549999999998,10,0,0.000000000000000,52.229675000000000,21.012229999999999,Europe,18.635100000000001,27.533100000000001,0.676800000000000,100.000000000000000,33,33,33,32,28800.000000000000000,0.590189378709000
-1,Warsaw,35,52.074579999999997,21.137550000000001,14,0,0.000000000000000,52.229675000000000,21.012229999999999,Europe,19.248899999999999,27.533100000000001,0.699100000000000,100.000000000000000,34,34,34,35,31500.000000000000000,0.483109701106000
-1,Warsaw,36,52.070709999999998,21.143239999999999,2,0,0.000000000000000,52.229675000000000,21.012229999999999,Europe,19.807700000000001,27.533100000000001,0.719400000000000,100.000000000000000,35,35,35,37,33300.000000000000000,0.586723570888000
-1,Warsaw,37,52.064529999999998,21.149699999999999,8,1,0.125000000000000,52.229675000000000,21.012229999999999,Europe,20.620300000000000,27.533100000000001,0.748900000000000,100.000000000000000,36,36,36,36,32400.000000000000000,0.647836821775000
-1,Warsaw,38,52.061120000000003,21.153400000000001,17,0,0.000000000000000,52.229675000000000,21.012229999999999,Europe,21.073000000000000,27.533100000000001,0.765400000000000,100.000000000000000,37,37,37,35,31500.000000000000000,0.579809309755000
-1,Warsaw,39,52.057740000000003,21.158410000000000,13,2,0.154000000000000,52.229675000000000,21.012229999999999,Europe,21.564100000000000,27.533100000000001,0.783200000000000,100.000000000000000,38,38,38,35,31500.000000000000000,0.539240319388000
-1,Warsaw,40,52.052610000000001,21.164980000000000,20,0,0.000000000000000,52.229675000000000,21.012229999999999,Europe,22.277899999999999,27.533100000000001,0.809100000000000,100.000000000000000,39,39,39,35,31500.000000000000000,0.676079938241000
-1,Warsaw,41,52.048740000000002,21.168900000000001,11,2,0.182000000000000,52.229675000000000,21.012229999999999,Europe,22.783600000000000,27.533100000000001,0.827500000000000,100.000000000000000,40,40,40,36,32400.000000000000000,0.679427328209000
-1,Warsaw,42,52.044269999999997,21.173800000000000,16,0,0.000000000000000,52.229675000000000,21.012229999999999,Europe,23.379799999999999,27.533100000000001,0.849200000000000,100.000000000000000,41,41,41,35,31500.000000000000000,0.568720694951000
-1,Warsaw,43,52.039070000000002,21.176259999999999,20,0,0.000000000000000,52.229675000000000,21.012229999999999,Europe,23.969500000000000,27.533100000000001,0.870600000000000,100.000000000000000,42,42,42,34,30600.000000000000000,0.624884262681000
-1,Warsaw,44,52.033870000000000,21.179469999999998,16,0,0.000000000000000,52.229675000000000,21.012229999999999,Europe,24.583500000000001,27.533100000000001,0.892900000000000,100.000000000000000,43,43,43,36,32400.000000000000000,0.545046726035000
-1,Warsaw,45,52.028579999999998,21.187889999999999,10,0,0.000000000000000,52.229675000000000,21.012229999999999,Europe,25.372800000000002,27.533100000000001,0.921500000000000,100.000000000000000,44,44,44,35,31500.000000000000000,0.535282755750000
-1,Warsaw,46,52.024839999999998,21.189219999999999,15,0,0.000000000000000,52.229675000000000,21.012229999999999,Europe,25.782699999999998,27.533100000000001,0.936400000000000,100.000000000000000,45,45,45,35,31500.000000000000000,0.649219972747000
-1,Warsaw,47,52.019559999999998,21.192419999999998,20,0,0.000000000000000,52.229675000000000,21.012229999999999,Europe,26.404199999999999,27.533100000000001,0.959000000000000,100.000000000000000,46,46,46,36,32400.000000000000000,0.814865441786000
-1,Warsaw,48,52.016880000000000,21.194759999999999,6,0,0.000000000000000,52.229675000000000,21.012229999999999,Europe,26.742500000000000,27.533100000000001,0.971300000000000,100.000000000000000,47,47,47,36,32400.000000000000000,0.706588103539000
-1,Warsaw,49,52.013489999999997,21.195060000000002,10,0,0.000000000000000,52.229675000000000,21.012229999999999,Europe,27.086200000000002,27.533100000000001,0.983800000000000,100.000000000000000,48,48,48,35,31500.000000000000000,0.707189295122000
-1,Warsaw,50,52.009239999999998,21.195910000000001,10,0,0.000000000000000,52.229675000000000,21.012229999999999,Europe,27.533100000000001,27.533100000000001,1.000000000000000,100.000000000000000,49,49,49,36,32400.000000000000000,0.594300376872000
