OID,city,population,populati_1,populati_2,total_plan,numCyanoge,freqHCN,latitude_c,longitude_,continent,distance,max_dist,std_distan,BUFF_DIST,ORIG_FID,starkville_022037_20180607_NDVI_pcs_OID,starkville_022037_20180607_NDVI_pcs_FID_,starkville_022037_20180607_NDVI_pcs_COUNT,starkville_022037_20180607_NDVI_pcs_AREA,starkville_022037_20180607_NDVI_pcs_MEAN
-1,Starkville,31,33.430700000000002,-88.792900000000003,20,16,0.800000000000000,33.462845000000002,-88.810263000000006,North America,3.920600000000000,5.461500000000000,0.717900000000000,100.000000000000000,30,30,30,34,30600.000000000000000,0.625574222382000
-1,Starkville,32,33.429099999999998,-88.791799999999995,20,13,0.650000000000000,33.462845000000002,-88.810263000000006,North America,4.124800000000000,5.461500000000000,0.755300000000000,100.000000000000000,31,31,31,37,33300.000000000000000,0.616215214536000
-1,Starkville,33,33.427300000000002,-88.791100000000000,20,18,0.900000000000000,33.462845000000002,-88.810263000000006,North America,4.333900000000000,5.461500000000000,0.793500000000000,100.000000000000000,32,32,32,36,32400.000000000000000,0.570491881834000
-1,Starkville,34,33.426200000000001,-88.790800000000004,20,15,0.750000000000000,33.462845000000002,-88.810263000000006,North America,4.457000000000000,5.461500000000000,0.816100000000000,100.000000000000000,33,33,33,27,24300.000000000000000,0.557408763303000
-1,Starkville,35,33.424700000000001,-88.790700000000001,20,18,0.900000000000000,33.462845000000002,-88.810263000000006,North America,4.613600000000000,5.461500000000000,0.844700000000000,100.000000000000000,34,34,34,33,29700.000000000000000,0.556520331990000
-1,Starkville,36,33.423099999999998,-88.790499999999994,20,15,0.750000000000000,33.462845000000002,-88.810263000000006,North America,4.784800000000000,5.461500000000000,0.876100000000000,100.000000000000000,35,35,35,33,29700.000000000000000,0.582009481661000
-1,Starkville,37,33.421700000000001,-88.790000000000006,20,19,0.950000000000000,33.462845000000002,-88.810263000000006,North America,4.946400000000000,5.461500000000000,0.905700000000000,100.000000000000000,36,36,36,32,28800.000000000000000,0.674383951351000
-1,Starkville,38,33.420099999999998,-88.789699999999996,20,14,0.700000000000000,33.462845000000002,-88.810263000000006,North America,5.121700000000000,5.461500000000000,0.937800000000000,100.000000000000000,37,37,37,34,30600.000000000000000,0.625520581708000
-1,Starkville,39,33.418300000000002,-88.789900000000003,20,16,0.800000000000000,33.462845000000002,-88.810263000000006,North America,5.301300000000000,5.461500000000000,0.970700000000000,100.000000000000000,38,38,38,35,31500.000000000000000,0.627548341240000
-1,Starkville,40,33.416699999999999,-88.790099999999995,20,15,0.750000000000000,33.462845000000002,-88.810263000000006,North America,5.461500000000000,5.461500000000000,1.000000000000000,100.000000000000000,39,39,39,33,29700.000000000000000,0.649667723612000
