OID,city,population,populati_1,populati_2,total_plan,numCyanoge,freqHCN,latitude_c,longitude_,continent,distance,max_dist,std_distan,BUFF_DIST,ORIG_FID,vancouver_047026_20170822_NDVI_pcs_OID,vancouver_047026_20170822_NDVI_pcs_FID_,vancouver_047026_20170822_NDVI_pcs_COUNT,vancouver_047026_20170822_NDVI_pcs_AREA,vancouver_047026_20170822_NDVI_pcs_MEAN
-1,Vancouver,11,49.236370000000001,-123.036720000000003,20,3,0.150000000000000,49.282730000000001,-123.120734999999996,North America,7.984100000000000,46.597299999999997,0.171300000000000,100.000000000000000,10,10,10,36,32400.000000000000000,0.506433267974000
-1,Vancouver,12,49.229230000000001,-123.037660000000002,19,1,0.053000000000000,49.282730000000001,-123.120734999999996,North America,8.470000000000001,46.597299999999997,0.181800000000000,100.000000000000000,11,11,11,34,30600.000000000000000,0.425092102850000
-1,Vancouver,13,49.228149999999999,-123.020619999999994,20,5,0.250000000000000,49.282730000000001,-123.120734999999996,North America,9.467100000000000,46.597299999999997,0.203200000000000,100.000000000000000,12,12,12,32,28800.000000000000000,0.678981957026000
-1,Vancouver,14,49.227960000000003,-123.008759999999995,19,5,0.263000000000000,49.282730000000001,-123.120734999999996,North America,10.155400000000000,46.597299999999997,0.217900000000000,100.000000000000000,13,13,13,36,32400.000000000000000,0.423164655765000
-1,Vancouver,15,49.218280000000000,-122.995720000000006,20,3,0.150000000000000,49.282730000000001,-123.120734999999996,North America,11.562700000000000,46.597299999999997,0.248100000000000,100.000000000000000,14,14,14,37,33300.000000000000000,0.415807357511000
-1,Vancouver,16,49.215020000000003,-122.983710000000002,19,7,0.368000000000000,49.282730000000001,-123.120734999999996,North America,12.474299999999999,46.597299999999997,0.267700000000000,100.000000000000000,15,15,15,35,31500.000000000000000,0.360309549315000
-1,Vancouver,17,49.214630000000000,-122.966099999999997,19,5,0.263000000000000,49.282730000000001,-123.120734999999996,North America,13.539700000000000,46.597299999999997,0.290600000000000,100.000000000000000,16,16,16,35,31500.000000000000000,0.538860499007000
-1,Vancouver,18,49.212190000000000,-122.954040000000006,17,4,0.235000000000000,49.282730000000001,-123.120734999999996,North America,14.419800000000000,46.597299999999997,0.309500000000000,100.000000000000000,17,17,17,34,30600.000000000000000,0.391270548324000
-1,Vancouver,19,49.216230000000003,-122.933830000000000,18,7,0.389000000000000,49.282730000000001,-123.120734999999996,North America,15.450699999999999,46.597299999999997,0.331600000000000,100.000000000000000,18,18,18,33,29700.000000000000000,0.403148971272000
-1,Vancouver,20,49.207039999999999,-122.911220000000000,17,12,0.706000000000000,49.282730000000001,-123.120734999999996,North America,17.382300000000001,46.597299999999997,0.373000000000000,100.000000000000000,19,19,19,35,31500.000000000000000,0.527211517096000
-1,Vancouver,21,49.180669999999999,-122.881460000000004,19,1,0.053000000000000,49.282730000000001,-123.120734999999996,North America,20.751899999999999,46.597299999999997,0.445300000000000,100.000000000000000,20,20,20,35,31500.000000000000000,0.410672968626000
-1,Vancouver,22,49.174140000000001,-122.878219999999999,16,5,0.312000000000000,49.282730000000001,-123.120734999999996,North America,21.352300000000000,46.597299999999997,0.458200000000000,100.000000000000000,21,21,21,34,30600.000000000000000,0.486655143692000
-1,Vancouver,23,49.172919999999998,-122.862660000000005,20,2,0.100000000000000,49.282730000000001,-123.120734999999996,North America,22.367300000000000,46.597299999999997,0.480000000000000,100.000000000000000,22,22,22,35,31500.000000000000000,0.405507923876000
-1,Vancouver,24,49.166539999999998,-122.855580000000003,18,4,0.222000000000000,49.282730000000001,-123.120734999999996,North America,23.188400000000001,46.597299999999997,0.497600000000000,100.000000000000000,23,23,23,32,28800.000000000000000,0.487626523711000
-1,Vancouver,25,49.155349999999999,-122.845420000000004,18,5,0.278000000000000,49.282730000000001,-123.120734999999996,North America,24.504100000000001,46.597299999999997,0.525900000000000,100.000000000000000,24,24,24,35,31500.000000000000000,0.416140692149000
-1,Vancouver,26,49.140670000000000,-122.842540000000000,20,11,0.550000000000000,49.282730000000001,-123.120734999999996,North America,25.649300000000000,46.597299999999997,0.550400000000000,100.000000000000000,25,25,25,36,32400.000000000000000,0.292858550118000
-1,Vancouver,27,49.133490000000002,-122.819010000000006,20,9,0.450000000000000,49.282730000000001,-123.120734999999996,North America,27.492200000000000,46.597299999999997,0.590000000000000,100.000000000000000,26,26,26,35,31500.000000000000000,0.423951216681000
-1,Vancouver,28,49.131059999999998,-122.810810000000004,20,4,0.200000000000000,49.282730000000001,-123.120734999999996,North America,28.131000000000000,46.597299999999997,0.603700000000000,100.000000000000000,27,27,27,34,30600.000000000000000,0.431285426021000
-1,Vancouver,29,49.117880000000000,-122.812420000000003,20,2,0.100000000000000,49.282730000000001,-123.120734999999996,North America,28.945000000000000,46.597299999999997,0.621200000000000,100.000000000000000,28,28,28,36,32400.000000000000000,0.200631914143000
-1,Vancouver,30,49.111789999999999,-122.808440000000004,20,3,0.150000000000000,49.282730000000001,-123.120734999999996,North America,29.600700000000000,46.597299999999997,0.635200000000000,100.000000000000000,29,29,29,35,31500.000000000000000,0.452759619057000
-1,Vancouver,31,49.097259999999999,-122.778890000000004,20,1,0.050000000000000,49.282730000000001,-123.120734999999996,North America,32.287199999999999,46.597299999999997,0.692900000000000,100.000000000000000,30,30,30,34,30600.000000000000000,0.669837654513000
-1,Vancouver,32,49.100830000000002,-122.756420000000006,20,17,0.850000000000000,49.282730000000001,-123.120734999999996,North America,33.316600000000001,46.597299999999997,0.715000000000000,100.000000000000000,31,31,31,35,31500.000000000000000,0.517256369761000
-1,Vancouver,33,49.086030000000001,-122.757019999999997,17,5,0.294000000000000,49.282730000000001,-123.120734999999996,North America,34.310099999999998,46.597299999999997,0.736300000000000,100.000000000000000,32,32,32,37,33300.000000000000000,0.421078331466000
-1,Vancouver,34,49.075009999999999,-122.753330000000005,18,1,0.056000000000000,49.282730000000001,-123.120734999999996,North America,35.308599999999998,46.597299999999997,0.757700000000000,100.000000000000000,33,33,33,35,31500.000000000000000,0.482344976706000
-1,Vancouver,35,49.074489999999997,-122.713600000000000,18,5,0.278000000000000,49.282730000000001,-123.120734999999996,North America,37.576099999999997,46.597299999999997,0.806400000000000,100.000000000000000,34,34,34,36,32400.000000000000000,0.565097201202000
-1,Vancouver,36,49.055720000000001,-122.717759999999998,19,8,0.421000000000000,49.282730000000001,-123.120734999999996,North America,38.671599999999998,46.597299999999997,0.829900000000000,100.000000000000000,35,35,35,37,33300.000000000000000,0.630840523823000
-1,Vancouver,37,49.041200000000003,-122.717449999999999,20,3,0.150000000000000,49.282730000000001,-123.120734999999996,North America,39.764099999999999,46.597299999999997,0.853400000000000,100.000000000000000,36,36,36,37,33300.000000000000000,0.584398496795000
-1,Vancouver,38,49.031039999999997,-122.692089999999993,20,4,0.200000000000000,49.282730000000001,-123.120734999999996,North America,41.891399999999997,46.597299999999997,0.899000000000000,100.000000000000000,37,37,37,34,30600.000000000000000,0.629246838829000
-1,Vancouver,39,49.017049999999998,-122.657370000000000,20,9,0.450000000000000,49.282730000000001,-123.120734999999996,North America,44.816000000000003,46.597299999999997,0.961800000000000,100.000000000000000,38,38,38,35,31500.000000000000000,0.733214407308000
-1,Vancouver,40,49.004660000000001,-122.641480000000001,18,10,0.556000000000000,49.282730000000001,-123.120734999999996,North America,46.597299999999997,46.597299999999997,1.000000000000000,100.000000000000000,39,39,39,32,28800.000000000000000,0.673769951798000
