OID,city,population,populati_1,populati_2,total_plan,numCyanoge,freqHCN,latitude_c,longitude_,continent,distance,max_dist,std_distan,BUFF_DIST,ORIG_FID,sapporo_108030_20150712_NDVI_pcs_OID,sapporo_108030_20150712_NDVI_pcs_FID_,sapporo_108030_20150712_NDVI_pcs_COUNT,sapporo_108030_20150712_NDVI_pcs_AREA,sapporo_108030_20150712_NDVI_pcs_MEAN
-1,Sapporo,15,43.110570000000003,141.412059999999997,20,5,0.250000000000000,43.061449000000003,141.354537999999991,Asia,7.187100000000000,21.217099999999999,0.338700000000000,100.000000000000000,14,14,14,35,31500.000000000000000,0.550869874443000
-1,Sapporo,16,43.114210000000000,141.415259999999989,20,5,0.250000000000000,43.061449000000003,141.354537999999991,Asia,7.663800000000000,21.217099999999999,0.361200000000000,100.000000000000000,15,15,15,35,31500.000000000000000,0.477284217307000
-1,Sapporo,17,43.116650000000000,141.411180000000002,20,6,0.300000000000000,43.061449000000003,141.354537999999991,Asia,7.670200000000000,21.217099999999999,0.361500000000000,100.000000000000000,16,16,16,34,30600.000000000000000,0.490293632097000
-1,Sapporo,18,43.119900000000001,141.419659999999993,20,2,0.100000000000000,43.061449000000003,141.354537999999991,Asia,8.378900000000000,21.217099999999999,0.394900000000000,100.000000000000000,17,17,17,32,28800.000000000000000,0.590789709240000
-1,Sapporo,19,43.119489999999999,141.425279999999987,20,5,0.250000000000000,43.061449000000003,141.354537999999991,Asia,8.640100000000000,21.217099999999999,0.407200000000000,100.000000000000000,18,18,18,37,33300.000000000000000,0.740409159177000
-1,Sapporo,20,43.122549999999997,141.431369999999987,20,4,0.200000000000000,43.061449000000003,141.354537999999991,Asia,9.224000000000000,21.217099999999999,0.434700000000000,100.000000000000000,19,19,19,32,28800.000000000000000,0.647330572363000
-1,Sapporo,21,43.132500000000000,141.433549999999997,19,3,0.158000000000000,43.061449000000003,141.354537999999991,Asia,10.177199999999999,21.217099999999999,0.479700000000000,100.000000000000000,20,20,20,34,30600.000000000000000,0.367104504477000
-1,Sapporo,22,43.131219999999999,141.445920000000001,20,6,0.300000000000000,43.061449000000003,141.354537999999991,Asia,10.735099999999999,21.217099999999999,0.506000000000000,100.000000000000000,21,21,21,35,31500.000000000000000,0.646517037494000
-1,Sapporo,23,43.141399999999997,141.443849999999998,20,1,0.050000000000000,43.061449000000003,141.354537999999991,Asia,11.472300000000001,21.217099999999999,0.540700000000000,100.000000000000000,22,22,22,35,31500.000000000000000,0.612735571180000
-1,Sapporo,24,43.150410000000001,141.446040000000011,20,9,0.450000000000000,43.061449000000003,141.354537999999991,Asia,12.370600000000000,21.217099999999999,0.583000000000000,100.000000000000000,23,23,23,35,31500.000000000000000,0.721153209039000
-1,Sapporo,25,43.145299999999999,141.444929999999999,20,2,0.100000000000000,43.061449000000003,141.354537999999991,Asia,11.865399999999999,21.217099999999999,0.559200000000000,100.000000000000000,24,24,24,35,31500.000000000000000,0.727705705166000
-1,Sapporo,26,43.158990000000003,141.465519999999998,20,5,0.250000000000000,43.061449000000003,141.354537999999991,Asia,14.099700000000000,21.217099999999999,0.664500000000000,100.000000000000000,25,25,25,35,31500.000000000000000,0.537043441193000
-1,Sapporo,27,43.159599999999998,141.473569999999995,20,6,0.300000000000000,43.061449000000003,141.354537999999991,Asia,14.576599999999999,21.217099999999999,0.687000000000000,100.000000000000000,26,26,26,35,31500.000000000000000,0.635110135589000
-1,Sapporo,28,43.160029999999999,141.484270000000009,20,2,0.100000000000000,43.061449000000003,141.354537999999991,Asia,15.200799999999999,21.217099999999999,0.716400000000000,100.000000000000000,27,27,27,37,33300.000000000000000,0.677555375003000
-1,Sapporo,29,43.160820000000001,141.490970000000004,20,5,0.250000000000000,43.061449000000003,141.354537999999991,Asia,15.644399999999999,21.217099999999999,0.737300000000000,100.000000000000000,28,28,28,37,33300.000000000000000,0.548774736153000
-1,Sapporo,30,43.165390000000002,141.493380000000002,20,14,0.700000000000000,43.061449000000003,141.354537999999991,Asia,16.143000000000001,21.217099999999999,0.760800000000000,100.000000000000000,29,29,29,35,31500.000000000000000,0.539826697963000
-1,Sapporo,31,43.171450000000000,141.492430000000013,20,11,0.550000000000000,43.061449000000003,141.354537999999991,Asia,16.579599999999999,21.217099999999999,0.781400000000000,100.000000000000000,30,30,30,35,31500.000000000000000,0.599482766220000
-1,Sapporo,32,43.171889999999998,141.500180000000000,20,4,0.200000000000000,43.061449000000003,141.354537999999991,Asia,17.045800000000000,21.217099999999999,0.803400000000000,100.000000000000000,31,31,31,35,31500.000000000000000,0.612433459929000
-1,Sapporo,33,43.172289999999997,141.506149999999991,20,1,0.050000000000000,43.061449000000003,141.354537999999991,Asia,17.416699999999999,21.217099999999999,0.820900000000000,100.000000000000000,32,32,32,35,31500.000000000000000,0.602814177956000
-1,Sapporo,34,43.177309999999999,141.505429999999990,20,4,0.200000000000000,43.061449000000003,141.354537999999991,Asia,17.775500000000001,21.217099999999999,0.837800000000000,100.000000000000000,33,33,33,36,32400.000000000000000,0.668178039292000
-1,Sapporo,35,43.177999999999997,141.512130000000013,20,11,0.550000000000000,43.061449000000003,141.354537999999991,Asia,18.208900000000000,21.217099999999999,0.858200000000000,100.000000000000000,34,34,34,37,33300.000000000000000,0.664064475813000
-1,Sapporo,36,43.178570000000001,141.519149999999996,20,9,0.450000000000000,43.061449000000003,141.354537999999991,Asia,18.657699999999998,21.217099999999999,0.879400000000000,100.000000000000000,35,35,35,36,32400.000000000000000,0.611651808023000
-1,Sapporo,37,43.183239999999998,141.518650000000008,15,2,0.133000000000000,43.061449000000003,141.354537999999991,Asia,18.994900000000001,21.217099999999999,0.895300000000000,100.000000000000000,36,36,36,32,28800.000000000000000,0.509734014980000
-1,Sapporo,38,43.185299999999998,141.523040000000009,20,9,0.450000000000000,43.061449000000003,141.354537999999991,Asia,19.408200000000001,21.217099999999999,0.914700000000000,100.000000000000000,37,37,37,35,31500.000000000000000,0.623126557895000
-1,Sapporo,39,43.184849999999997,141.528780000000012,20,3,0.150000000000000,43.061449000000003,141.354537999999991,Asia,19.704300000000000,21.217099999999999,0.928700000000000,100.000000000000000,38,38,38,36,32400.000000000000000,0.526052184403000
-1,Sapporo,40,43.191020000000002,141.531160000000000,20,8,0.400000000000000,43.061449000000003,141.354537999999991,Asia,20.323399999999999,21.217099999999999,0.957900000000000,100.000000000000000,39,39,39,32,28800.000000000000000,0.600610811263000
-1,Sapporo,41,43.194730000000000,141.541629999999998,20,2,0.100000000000000,43.061449000000003,141.354537999999991,Asia,21.217099999999999,21.217099999999999,1.000000000000000,100.000000000000000,40,40,40,32,28800.000000000000000,0.757493206300000
-1,Sapporo,42,43.060690000000001,141.351910000000004,20,4,0.200000000000000,43.061449000000003,141.354537999999991,Asia,0.229600000000000,21.217099999999999,0.010800000000000,100.000000000000000,41,41,41,36,32400.000000000000000,0.267736633722000
-1,Sapporo,43,43.062339999999999,141.344760000000008,20,2,0.100000000000000,43.061449000000003,141.354537999999991,Asia,0.800500000000000,21.217099999999999,0.037700000000000,100.000000000000000,42,42,42,32,28800.000000000000000,0.300055293483000
-1,Sapporo,44,43.063079999999999,141.348500000000001,20,5,0.250000000000000,43.061449000000003,141.354537999999991,Asia,0.523000000000000,21.217099999999999,0.024600000000000,100.000000000000000,43,43,43,33,29700.000000000000000,0.379769930672000
