OID,city,population,populati_1,populati_2,total_plan,numCyanoge,freqHCN,latitude_c,longitude_,Country,continent,distance,max_dist,std_distan,BUFF_DIST,ORIG_FID,punta_arenas_229097_20140214_NDVI_pcs_OID,punta_arenas_229097_20140214_NDVI_pcs_FID_,punta_arenas_229097_20140214_NDVI_pcs_COUNT,punta_arenas_229097_20140214_NDVI_pcs_AREA,punta_arenas_229097_20140214_NDVI_pcs_MEAN
-1,Punta_Arenas,15,-53.129469999999998,-70.890209999999996,20,12,0.600000000000000,-53.162989000000003,-70.908124000000001,Chile,South America,3.913900000000000,23.604900000000001,0.165800000000000,100.000000000000000,14,14,14,37,33300.000000000000000,0.621627270370000
-1,Punta_Arenas,16,-53.125100000000003,-70.887839999999997,20,13,0.650000000000000,-53.162989000000003,-70.908124000000001,Chile,South America,4.424900000000000,23.604900000000001,0.187500000000000,100.000000000000000,15,15,15,35,31500.000000000000000,0.506696282008000
-1,Punta_Arenas,17,-53.126700000000000,-70.879570000000001,20,10,0.500000000000000,-53.162989000000003,-70.908124000000001,Chile,South America,4.462000000000000,23.604900000000001,0.189000000000000,100.000000000000000,16,16,16,35,31500.000000000000000,0.255122427855000
-1,Punta_Arenas,18,-53.128850000000000,-70.875010000000003,20,13,0.650000000000000,-53.162989000000003,-70.908124000000001,Chile,South America,4.391800000000000,23.604900000000001,0.186100000000000,100.000000000000000,17,17,17,37,33300.000000000000000,0.353901264837000
-1,Punta_Arenas,19,-53.125579999999999,-70.870779999999996,20,9,0.450000000000000,-53.162989000000003,-70.908124000000001,Chile,South America,4.848300000000000,23.604900000000001,0.205400000000000,100.000000000000000,18,18,18,36,32400.000000000000000,0.246305259074000
-1,Punta_Arenas,20,-52.954960000000000,-70.837760000000003,20,15,0.750000000000000,-53.162989000000003,-70.908124000000001,Chile,South America,23.604900000000001,23.604900000000001,1.000000000000000,100.000000000000000,19,19,19,35,31500.000000000000000,0.591819992236000
-1,Punta_Arenas,21,-52.963569999999997,-70.832170000000005,20,14,0.700000000000000,-53.162989000000003,-70.908124000000001,Chile,South America,22.747800000000002,23.604900000000001,0.963700000000000,100.000000000000000,20,20,20,35,31500.000000000000000,0.710259622335000
-1,Punta_Arenas,22,-52.972859999999997,-70.826400000000007,20,17,0.850000000000000,-53.162989000000003,-70.908124000000001,Chile,South America,21.835100000000001,23.604900000000001,0.925000000000000,100.000000000000000,21,21,21,35,31500.000000000000000,0.559581655690000
-1,Punta_Arenas,23,-52.987470000000002,-70.814130000000006,20,15,0.750000000000000,-53.162989000000003,-70.908124000000001,Chile,South America,20.501999999999999,23.604900000000001,0.868500000000000,100.000000000000000,22,22,22,35,31500.000000000000000,0.550367817708000
-1,Punta_Arenas,24,-52.993800000000000,-70.822320000000005,20,18,0.900000000000000,-53.162989000000003,-70.908124000000001,Chile,South America,19.666599999999999,23.604900000000001,0.833200000000000,100.000000000000000,23,23,23,35,31500.000000000000000,0.750206564154000
-1,Punta_Arenas,25,-53.002839999999999,-70.823509999999999,20,13,0.650000000000000,-53.162989000000003,-70.908124000000001,Chile,South America,18.683000000000000,23.604900000000001,0.791500000000000,100.000000000000000,24,24,24,35,31500.000000000000000,0.532223119055000
-1,Punta_Arenas,26,-53.010579999999997,-70.835099999999997,20,14,0.700000000000000,-53.162989000000003,-70.908124000000001,Chile,South America,17.634899999999998,23.604900000000001,0.747100000000000,100.000000000000000,25,25,25,35,31500.000000000000000,0.489848702720000
-1,Punta_Arenas,27,-53.028359999999999,-70.831869999999995,20,9,0.450000000000000,-53.162989000000003,-70.908124000000001,Chile,South America,15.812200000000001,23.604900000000001,0.669900000000000,100.000000000000000,26,26,26,35,31500.000000000000000,0.578833412273000
-1,Punta_Arenas,28,-53.032339999999998,-70.837289999999996,20,17,0.850000000000000,-53.162989000000003,-70.908124000000001,Chile,South America,15.277900000000001,23.604900000000001,0.647200000000000,100.000000000000000,27,27,27,37,33300.000000000000000,0.624759827111000
-1,Punta_Arenas,29,-53.165100000000002,-70.911760000000001,20,11,0.550000000000000,-53.162989000000003,-70.908124000000001,Chile,South America,0.337400000000000,23.604900000000001,0.014300000000000,100.000000000000000,28,28,28,32,28800.000000000000000,0.206757915672000
-1,Punta_Arenas,30,-53.064480000000003,-70.866370000000003,20,8,0.400000000000000,-53.162989000000003,-70.908124000000001,Chile,South America,11.302600000000000,23.604900000000001,0.478800000000000,100.000000000000000,29,29,29,35,31500.000000000000000,0.495272289642000
-1,Punta_Arenas,31,-53.067100000000003,-70.867890000000003,20,19,0.950000000000000,-53.162989000000003,-70.908124000000001,Chile,South America,10.995300000000000,23.604900000000001,0.465800000000000,100.000000000000000,30,30,30,36,32400.000000000000000,0.458349034397000
-1,Punta_Arenas,32,-53.034399999999998,-70.840919999999997,20,13,0.650000000000000,-53.162989000000003,-70.908124000000001,Chile,South America,14.985900000000001,23.604900000000001,0.634900000000000,100.000000000000000,31,31,31,35,31500.000000000000000,0.399789424028000
-1,Punta_Arenas,33,-53.043579999999999,-70.852080000000001,20,19,0.950000000000000,-53.162989000000003,-70.908124000000001,Chile,South America,13.794700000000001,23.604900000000001,0.584400000000000,100.000000000000000,32,32,32,36,32400.000000000000000,0.812050226662000
-1,Punta_Arenas,34,-53.052779999999998,-70.864750000000001,20,16,0.800000000000000,-53.162989000000003,-70.908124000000001,Chile,South America,12.592100000000000,23.604900000000001,0.533500000000000,100.000000000000000,33,33,33,34,30600.000000000000000,0.609399803421000
-1,Punta_Arenas,35,-53.052639999999997,-70.852549999999994,19,15,0.789000000000000,-53.162989000000003,-70.908124000000001,Chile,South America,12.818800000000000,23.604900000000001,0.543100000000000,100.000000000000000,34,34,34,35,31500.000000000000000,0.311977077754000
-1,Punta_Arenas,36,-53.062019999999997,-70.862790000000004,20,17,0.850000000000000,-53.162989000000003,-70.908124000000001,Chile,South America,11.627800000000001,23.604900000000001,0.492600000000000,100.000000000000000,35,35,35,35,31500.000000000000000,0.564597573876000
-1,Punta_Arenas,37,-53.072989999999997,-70.870729999999995,20,14,0.700000000000000,-53.162989000000003,-70.908124000000001,Chile,South America,10.313900000000000,23.604900000000001,0.436900000000000,100.000000000000000,36,36,36,36,32400.000000000000000,0.431324441193000
-1,Punta_Arenas,38,-53.079400000000000,-70.879559999999998,20,13,0.650000000000000,-53.162989000000003,-70.908124000000001,Chile,South America,9.488099999999999,23.604900000000001,0.402000000000000,100.000000000000000,37,37,37,35,31500.000000000000000,0.639199898924000
-1,Punta_Arenas,39,-53.086449999999999,-70.887900000000002,20,13,0.650000000000000,-53.162989000000003,-70.908124000000001,Chile,South America,8.617100000000001,23.604900000000001,0.365100000000000,100.000000000000000,38,38,38,36,32400.000000000000000,0.510005392962000
-1,Punta_Arenas,40,-53.097639999999998,-70.884979999999999,20,15,0.750000000000000,-53.162989000000003,-70.908124000000001,Chile,South America,7.428700000000000,23.604900000000001,0.314700000000000,100.000000000000000,39,39,39,35,31500.000000000000000,0.504317220034000
-1,Punta_Arenas,41,-53.103149999999999,-70.830590000000001,20,16,0.800000000000000,-53.162989000000003,-70.908124000000001,Chile,South America,8.427800000000000,23.604900000000001,0.357000000000000,100.000000000000000,40,40,40,35,31500.000000000000000,-0.274674284884000
-1,Punta_Arenas,42,-53.114440000000002,-70.880409999999998,20,7,0.350000000000000,-53.162989000000003,-70.908124000000001,Chile,South America,5.706200000000000,23.604900000000001,0.241700000000000,100.000000000000000,41,41,41,34,30600.000000000000000,0.366887903170000
