OID,city,population,populati_1,populati_2,total_plan,numCyanoge,freqHCN,latitude_c,longitude_,continent,distance,max_dist,std_distan,BUFF_DIST,ORIG_FID,woodstock_019030_20180704_NDVI_pcs_OID,woodstock_019030_20180704_NDVI_pcs_FID_,woodstock_019030_20180704_NDVI_pcs_COUNT,woodstock_019030_20180704_NDVI_pcs_AREA,woodstock_019030_20180704_NDVI_pcs_MEAN
-1,Woodstock,16,43.138857999999999,-80.693881000000005,NA,NA,0.400000000000000,43.131442999999997,-80.747106000000002,North America,4.39687287,10.764455440000001,0.4085,100.000000000000000,15,14,14,32,28800.000000000000000,0.396518276539000
-1,Woodstock,17,43.139764000000000,-80.688513000000000,NA,NA,0.100000000000000,43.131442999999997,-80.747106000000002,North America,4.843612986,10.764455440000001,0.45,100.000000000000000,16,15,15,35,31500.000000000000000,0.420330054419000
-1,Woodstock,18,43.140825999999997,-80.680774000000000,NA,NA,0.555555556000000,43.131442999999997,-80.747106000000002,North America,5.482529154,10.764455440000001,0.5093,100.000000000000000,17,16,16,35,31500.000000000000000,0.546950319409000
-1,Woodstock,19,43.141244000000000,-80.678252000000001,NA,NA,0.380952381000000,43.131442999999997,-80.747106000000002,North America,5.692260925,10.764455440000001,0.5288,100.000000000000000,18,17,17,35,31500.000000000000000,0.565268556561000
-1,Woodstock,20,43.142313999999999,-80.672882999999999,NA,NA,0.200000000000000,43.131442999999997,-80.747106000000002,North America,6.142672099,10.764455440000001,0.5706,100.000000000000000,19,18,18,32,28800.000000000000000,0.348845059518000
-1,Woodstock,21,43.142732000000002,-80.668011000000007,NA,NA,0.466666667000000,43.131442999999997,-80.747106000000002,North America,6.539467467,10.764455440000001,0.6075,100.000000000000000,20,19,19,35,31500.000000000000000,0.484803238937000
-1,Woodstock,22,43.143151000000003,-80.664350999999996,NA,NA,0.450000000000000,43.131442999999997,-80.747106000000002,North America,6.839851398,10.764455440000001,0.6354,100.000000000000000,21,20,20,32,28800.000000000000000,0.544269594364000
-1,Woodstock,23,43.143949999999997,-80.659184999999994,NA,NA,0.750000000000000,43.131442999999997,-80.747106000000002,North America,7.268230549,10.764455440000001,0.6752,100.000000000000000,22,21,21,32,28800.000000000000000,0.612832243554000
-1,Woodstock,24,43.143869000000002,-80.655432000000005,NA,NA,0.500000000000000,43.131442999999997,-80.747106000000002,North America,7.565702827,10.764455440000001,0.7028,100.000000000000000,23,22,22,34,30600.000000000000000,0.635459293337000
-1,Woodstock,25,43.145598999999997,-80.648143000000005,NA,NA,0.750000000000000,43.131442999999997,-80.747106000000002,North America,8.182610618,10.764455440000001,0.7602,100.000000000000000,24,23,23,35,31500.000000000000000,0.637425835643000
-1,Woodstock,26,43.146664000000001,-80.641385000000000,NA,NA,0.300000000000000,43.131442999999997,-80.747106000000002,North America,8.743422104,10.764455440000001,0.8122,100.000000000000000,25,24,24,36,32400.000000000000000,0.683676042491000
-1,Woodstock,27,43.147185000000000,-80.637891999999994,NA,NA,0.315789474000000,43.131442999999997,-80.747106000000002,North America,9.032655717,10.764455440000001,0.8391,100.000000000000000,26,25,25,34,30600.000000000000000,0.684255275656000
-1,Woodstock,28,43.149113000000000,-80.629244999999997,NA,NA,0.350000000000000,43.131442999999997,-80.747106000000002,North America,9.762638061,10.764455440000001,0.9069,100.000000000000000,27,26,26,35,31500.000000000000000,0.684868835551000
-1,Woodstock,30,43.149318999999998,-80.616716999999994,NA,NA,0.238095238000000,43.131442999999997,-80.747106000000002,North America,10.76445544,10.764455440000001,1,100.000000000000000,29,27,27,36,32400.000000000000000,0.648361576100000
