OID,city,population,populati_1,populati_2,total_plan,numCyanoge,freqHCN,latitude_c,longitude_,continent,distance,max_dist,std_distan,BUFF_DIST,ORIG_FID,whitchurch_stouffville_018029_20180611_NDVI_pcs_OID,whitchurch_stouffville_018029_20180611_NDVI_pcs_FID_,whitchurch_stouffville_018029_20180611_NDVI_pcs_COUNT,whitchurch_stouffville_018029_20180611_NDVI_pcs_AREA,whitchurch_stouffville_018029_20180611_NDVI_pcs_MEAN
-1,Whitchurch-Stouffville,16,43.962699999999998,-79.286833999999999,NA,NA,0.263157895000000,43.968425000000003,-80.520409000000001,North America,98.728270826499994,102.090787736999999,0.967100000000000,100.000000000000000,15,15,15,35,31500.000000000000000,0.646870199272000
-1,Whitchurch-Stouffville,17,43.959645000000002,-79.300495999999995,NA,NA,0.500000000000000,43.968425000000003,-80.520409000000001,North America,97.640224443899996,102.090787736999999,0.956400000000000,100.000000000000000,16,16,16,35,31500.000000000000000,0.672230913809000
-1,Whitchurch-Stouffville,18,43.962721000000002,-79.304562000000004,NA,NA,0.300000000000000,43.968425000000003,-80.520409000000001,North America,97.309476162999999,102.090787736999999,0.953200000000000,100.000000000000000,17,17,17,32,28800.000000000000000,0.720615310594000
-1,Whitchurch-Stouffville,19,43.954841999999999,-79.305385000000001,NA,NA,0.315789474000000,43.968425000000003,-80.520409000000001,North America,97.259719570900003,102.090787736999999,0.952700000000000,100.000000000000000,18,18,18,37,33300.000000000000000,0.581586181312000
-1,Whitchurch-Stouffville,20,43.956581000000000,-79.305947000000003,NA,NA,0.100000000000000,43.968425000000003,-80.520409000000001,North America,97.210510242900000,102.090787736999999,0.952200000000000,100.000000000000000,19,19,19,32,28800.000000000000000,0.707889446989000
-1,Whitchurch-Stouffville,21,43.956890999999999,-79.311665000000005,NA,NA,0.100000000000000,43.968425000000003,-80.520409000000001,North America,96.752195092899996,102.090787736999999,0.947700000000000,100.000000000000000,20,20,20,35,31500.000000000000000,0.511710371290000
-1,Whitchurch-Stouffville,22,43.956194000000004,-79.313603000000001,NA,NA,0.150000000000000,43.968425000000003,-80.520409000000001,North America,96.598727252499998,102.090787736999999,0.946200000000000,100.000000000000000,21,21,21,32,28800.000000000000000,0.580657969229000
-1,Whitchurch-Stouffville,23,43.956167000000001,-79.315651000000003,NA,NA,0.400000000000000,43.968425000000003,-80.520409000000001,North America,96.434894921999998,102.090787736999999,0.944600000000000,100.000000000000000,22,22,22,28,25200.000000000000000,0.684551903180000
-1,Whitchurch-Stouffville,24,43.955615999999999,-79.319244999999995,NA,NA,0.473684211000000,43.968425000000003,-80.520409000000001,North America,96.148609510300005,102.090787736999999,0.941800000000000,100.000000000000000,23,23,23,37,33300.000000000000000,0.538853721844000
-1,Whitchurch-Stouffville,25,43.952981000000001,-79.323065000000000,NA,NA,0.444444444000000,43.968425000000003,-80.520409000000001,North America,95.849832066000005,102.090787736999999,0.938900000000000,100.000000000000000,24,24,24,36,32400.000000000000000,0.449103192737000
