OID,city,population,populati_1,populati_2,total_plan,numCyanoge,freqHCN,latitude_c,longitude_,continent,distance,max_dist,std_distan,BUFF_DIST,ORIG_FID,santiago_233083_20170117_NDVI_pcs_OID,santiago_233083_20170117_NDVI_pcs_FID_,santiago_233083_20170117_NDVI_pcs_COUNT,santiago_233083_20170117_NDVI_pcs_AREA,santiago_233083_20170117_NDVI_pcs_MEAN
-1,Santiago,11,-33.785290000000003,-70.658580000000001,20,19,0.950000000000000,-33.442137000000002,-70.645768000000004,South America,38.175300000000000,47.888700000000000,0.797200000000000,100.000000000000000,10,10,10,37,33300.000000000000000,0.455244744146000
-1,Santiago,12,-33.464350000000003,-70.398570000000007,20,10,0.500000000000000,-33.442137000000002,-70.645768000000004,South America,23.066099999999999,47.888700000000000,0.481700000000000,100.000000000000000,11,11,11,34,30600.000000000000000,0.151347075753000
-1,Santiago,13,-33.451459999999997,-70.403700000000001,20,20,1.000000000000000,-33.442137000000002,-70.645768000000004,South America,22.483200000000000,47.888700000000000,0.469500000000000,100.000000000000000,12,12,12,35,31500.000000000000000,0.230037742427000
-1,Santiago,14,-33.744590000000002,-70.677670000000006,20,15,0.750000000000000,-33.442137000000002,-70.645768000000004,South America,33.760800000000003,47.888700000000000,0.705000000000000,100.000000000000000,13,13,13,33,29700.000000000000000,0.618538068551000
-1,Santiago,15,-33.740400000000001,-70.679259999999999,20,18,0.900000000000000,-33.442137000000002,-70.645768000000004,South America,33.310099999999998,47.888700000000000,0.695600000000000,100.000000000000000,14,14,14,36,32400.000000000000000,0.230958032111000
-1,Santiago,16,-33.731659999999998,-70.685969999999998,20,16,0.800000000000000,-33.442137000000002,-70.645768000000004,South America,32.408200000000001,47.888700000000000,0.676700000000000,100.000000000000000,15,15,15,35,31500.000000000000000,0.449826435532000
-1,Santiago,17,-33.724100000000000,-70.682890000000000,20,18,0.900000000000000,-33.442137000000002,-70.645768000000004,South America,31.540900000000001,47.888700000000000,0.658600000000000,100.000000000000000,16,16,16,35,31500.000000000000000,0.404645375695000
-1,Santiago,18,-33.699939999999998,-70.674850000000006,17,16,0.941000000000000,-33.442137000000002,-70.645768000000004,South America,28.792700000000000,47.888700000000000,0.601200000000000,100.000000000000000,17,17,17,36,32400.000000000000000,0.394697480318000
-1,Santiago,19,-33.670800000000000,-70.665989999999994,20,14,0.700000000000000,-33.442137000000002,-70.645768000000004,South America,25.495100000000001,47.888700000000000,0.532400000000000,100.000000000000000,18,18,18,35,31500.000000000000000,0.455814448850000
-1,Santiago,20,-33.661090000000002,-70.663380000000004,11,8,0.727000000000000,-33.442137000000002,-70.645768000000004,South America,24.401100000000000,47.888700000000000,0.509500000000000,100.000000000000000,19,19,19,36,32400.000000000000000,0.289613505825000
-1,Santiago,21,-33.647720000000000,-70.604759999999999,20,16,0.800000000000000,-33.442137000000002,-70.645768000000004,South America,23.173500000000001,47.888700000000000,0.483900000000000,100.000000000000000,20,20,20,36,32400.000000000000000,0.552749598192000
-1,Santiago,22,-33.436669999999999,-70.636669999999995,20,12,0.600000000000000,-33.442137000000002,-70.645768000000004,South America,1.040300000000000,47.888700000000000,0.021700000000000,100.000000000000000,21,21,21,36,32400.000000000000000,0.349757717715000
-1,Santiago,23,-33.439340000000001,-70.644250000000000,19,15,0.789000000000000,-33.442137000000002,-70.645768000000004,South America,0.341400000000000,47.888700000000000,0.007100000000000,100.000000000000000,22,22,22,35,31500.000000000000000,0.303783447828000
-1,Santiago,24,-33.441139999999997,-70.637950000000004,19,17,0.895000000000000,-33.442137000000002,-70.645768000000004,South America,0.733800000000000,47.888700000000000,0.015300000000000,100.000000000000000,23,23,23,35,31500.000000000000000,0.456429049160000
-1,Santiago,25,-33.435639999999999,-70.631379999999993,20,10,0.500000000000000,-33.442137000000002,-70.645768000000004,South America,1.518000000000000,47.888700000000000,0.031700000000000,100.000000000000000,24,24,24,35,31500.000000000000000,0.317825787834000
-1,Santiago,26,-33.440640000000002,-70.632170000000002,20,10,0.500000000000000,-33.442137000000002,-70.645768000000004,South America,1.272600000000000,47.888700000000000,0.026600000000000,100.000000000000000,25,25,25,32,28800.000000000000000,0.333884538617000
-1,Santiago,27,-33.446089999999998,-70.630840000000006,20,16,0.800000000000000,-33.442137000000002,-70.645768000000004,South America,1.453100000000000,47.888700000000000,0.030300000000000,100.000000000000000,26,26,26,35,31500.000000000000000,0.256849411024000
-1,Santiago,28,-33.453020000000002,-70.628460000000004,20,11,0.550000000000000,-33.442137000000002,-70.645768000000004,South America,2.010800000000000,47.888700000000000,0.042000000000000,100.000000000000000,27,27,27,35,31500.000000000000000,0.180832391771000
-1,Santiago,29,-33.462829999999997,-70.624279999999999,20,10,0.500000000000000,-33.442137000000002,-70.645768000000004,South America,3.044400000000000,47.888700000000000,0.063600000000000,100.000000000000000,28,28,28,36,32400.000000000000000,0.358726538718000
-1,Santiago,30,-33.466549999999998,-70.624060000000000,20,14,0.700000000000000,-33.442137000000002,-70.645768000000004,South America,3.380100000000000,47.888700000000000,0.070600000000000,100.000000000000000,29,29,29,37,33300.000000000000000,0.257527334062000
-1,Santiago,31,-33.477600000000002,-70.623050000000006,16,8,0.500000000000000,-33.442137000000002,-70.645768000000004,South America,4.471100000000000,47.888700000000000,0.093400000000000,100.000000000000000,30,30,30,35,31500.000000000000000,0.172917003131000
-1,Santiago,32,-33.484620000000000,-70.620739999999998,20,17,0.850000000000000,-33.442137000000002,-70.645768000000004,South America,5.263600000000000,47.888700000000000,0.109900000000000,100.000000000000000,31,31,31,32,28800.000000000000000,0.143790546630000
-1,Santiago,33,-33.490470000000002,-70.618139999999997,20,15,0.750000000000000,-33.442137000000002,-70.645768000000004,South America,5.954100000000000,47.888700000000000,0.124300000000000,100.000000000000000,32,32,32,35,31500.000000000000000,0.188141381528000
-1,Santiago,34,-33.498240000000003,-70.615269999999995,20,19,0.950000000000000,-33.442137000000002,-70.645768000000004,South America,6.849800000000000,47.888700000000000,0.143000000000000,100.000000000000000,33,33,33,35,31500.000000000000000,0.230778861259000
-1,Santiago,35,-33.508130000000001,-70.612769999999998,20,8,0.400000000000000,-33.442137000000002,-70.645768000000004,South America,7.950800000000000,47.888700000000000,0.166000000000000,100.000000000000000,34,34,34,35,31500.000000000000000,0.147686068607000
-1,Santiago,36,-33.511879999999998,-70.605999999999995,20,14,0.700000000000000,-33.442137000000002,-70.645768000000004,South America,8.587500000000000,47.888700000000000,0.179300000000000,100.000000000000000,35,35,35,34,30600.000000000000000,0.164005523520000
-1,Santiago,37,-33.520060000000001,-70.599950000000007,20,11,0.550000000000000,-33.442137000000002,-70.645768000000004,South America,9.650499999999999,47.888700000000000,0.201500000000000,100.000000000000000,36,36,36,35,31500.000000000000000,0.176360690381000
-1,Santiago,38,-33.547600000000003,-70.587739999999997,20,14,0.700000000000000,-33.442137000000002,-70.645768000000004,South America,12.902500000000000,47.888700000000000,0.269400000000000,100.000000000000000,37,37,37,35,31500.000000000000000,0.154769855206000
-1,Santiago,39,-33.560749999999999,-70.584819999999993,20,14,0.700000000000000,-33.442137000000002,-70.645768000000004,South America,14.348900000000000,47.888700000000000,0.299600000000000,100.000000000000000,38,38,38,36,32400.000000000000000,0.212710822622000
-1,Santiago,40,-33.569290000000002,-70.583439999999996,20,8,0.400000000000000,-33.442137000000002,-70.645768000000004,South America,15.274200000000000,47.888700000000000,0.319000000000000,100.000000000000000,39,39,39,36,32400.000000000000000,0.147971958371000
-1,Santiago,41,-33.577060000000003,-70.581580000000002,20,10,0.500000000000000,-33.442137000000002,-70.645768000000004,South America,16.140000000000001,47.888700000000000,0.337000000000000,100.000000000000000,40,40,40,36,32400.000000000000000,0.148121785269000
-1,Santiago,42,-33.588340000000002,-70.580079999999995,20,14,0.700000000000000,-33.442137000000002,-70.645768000000004,South America,17.360199999999999,47.888700000000000,0.362500000000000,100.000000000000000,41,41,41,36,32400.000000000000000,0.187824683833000
-1,Santiago,43,-33.602440000000001,-70.576939999999993,20,12,0.600000000000000,-33.442137000000002,-70.645768000000004,South America,18.932400000000001,47.888700000000000,0.395300000000000,100.000000000000000,42,42,42,35,31500.000000000000000,0.199118454981000
-1,Santiago,44,-33.614319999999999,-70.575100000000006,20,14,0.700000000000000,-33.442137000000002,-70.645768000000004,South America,20.235399999999998,47.888700000000000,0.422600000000000,100.000000000000000,43,43,43,37,33300.000000000000000,0.163633608335000
