Sample	total_reads	mapped_reads	mapped_reads_pct	forward_strand	forward_strand_pct	reverse_strand	reverse_strand_pct	failed_qc	failed_qc_pct	duplicates	duplicates_pct	paired_end	paired_end_pct	both_mapped	both_mapped_pct	read_1	read_2	singletons	singletons_pct
home | santang3 | scratch | glue | results | qc | bamtools_stats | Albuquerque_29_12	587619.0	571417.0	97.2428	301318.0	51.2778	286301.0	48.7222	0.0	0.0	41798.0	7.11311	576805.0	98.1597	564940.0	97.943	288406.0	288399.0	1462.0	0.253465
home | santang3 | scratch | glue | results | qc | bamtools_stats | Albuquerque_29_13	24910122.0	24054502.0	96.5652	12872986.0	51.6777	12037136.0	48.3223	0.0	0.0	3257254.0	13.076	24772066.0	99.4458	23907634.0	96.5105	12385928.0	12386138.0	26405.0	0.106592
home | santang3 | scratch | glue | results | qc | bamtools_stats | Albuquerque_29_5	12495875.0	12227911.0	97.8556	6379342.0	51.0516	6116533.0	48.9484	0.0	0.0	2181722.0	17.4595	12397961.0	99.2164	12129571.0	97.8352	6198009.0	6199952.0	10225.0	0.0824732
home | santang3 | scratch | glue | results | qc | bamtools_stats | Albuquerque_29_6	16609999.0	16205795.0	97.5665	8503959.0	51.1978	8106040.0	48.8022	0.0	0.0	2119636.0	12.7612	16536479.0	99.5574	16138898.0	97.5957	8268354.0	8268125.0	8538.0	0.0516313
home | santang3 | scratch | glue | results | qc | bamtools_stats | Albuquerque_29_7	4128009.0	4052945.0	98.1816	2100779.0	50.8909	2027230.0	49.1091	0.0	0.0	553214.0	13.4015	4114948.0	99.6836	4043279.0	98.2583	2057491.0	2057457.0	1127.0	0.027388
home | santang3 | scratch | glue | results | qc | bamtools_stats | Albuquerque_29_8	16027403.0	15790033.0	98.519	8130178.0	50.7267	7897225.0	49.2733	0.0	0.0	1972711.0	12.3084	15982291.0	99.7185	15743215.0	98.5041	7991099.0	7991192.0	6992.0	0.0437484
home | santang3 | scratch | glue | results | qc | bamtools_stats | Albuquerque_29_9	9680913.0	9330607.0	96.3815	5010182.0	51.7532	4670731.0	48.2468	0.0	0.0	1457649.0	15.0569	9642081.0	99.5989	9282035.0	96.2659	4820766.0	4821315.0	13820.0	0.14333
home | santang3 | scratch | glue | results | qc | bamtools_stats | Albuquerque_2_1	6361962.0	5410507.0	85.0446	3654948.0	57.45	2707014.0	42.55	0.0	0.0	720462.0	11.3245	6316369.0	99.2833	5367707.0	84.9809	3158150.0	3158219.0	4838.0	0.0765946
home | santang3 | scratch | glue | results | qc | bamtools_stats | Albuquerque_2_12	594849.0	558511.0	93.8912	315427.0	53.0264	279422.0	46.9736	0.0	0.0	59838.0	10.0594	582935.0	97.9971	550843.0	94.4948	291422.0	291513.0	586.0	0.100526
home | santang3 | scratch | glue | results | qc | bamtools_stats | Albuquerque_2_13	3372143.0	3290235.0	97.571	1724657.0	51.1442	1647486.0	48.8558	0.0	0.0	406584.0	12.0571	3340734.0	99.0686	3259007.0	97.5536	1670440.0	1670294.0	5640.0	0.168825
home | santang3 | scratch | glue | results | qc | bamtools_stats | Albuquerque_2_14	12429601.0	12259805.0	98.6339	6291181.0	50.6145	6138420.0	49.3855	0.0	0.0	1782597.0	14.3415	12364540.0	99.4766	12178707.0	98.497	6181196.0	6183344.0	22947.0	0.185587
home | santang3 | scratch | glue | results | qc | bamtools_stats | Albuquerque_2_15	4858940.0	4702924.0	96.7891	2500566.0	51.4632	2358374.0	48.5368	0.0	0.0	761656.0	15.6754	4773646.0	98.2446	4603964.0	96.4454	2387561.0	2386085.0	18605.0	0.389744
home | santang3 | scratch | glue | results | qc | bamtools_stats | Albuquerque_2_19	5741847.0	5654187.0	98.4733	2911795.0	50.7118	2830052.0	49.2882	0.0	0.0	810501.0	14.1157	5698093.0	99.238	5606905.0	98.3997	2849036.0	2849057.0	6630.0	0.116355
home | santang3 | scratch | glue | results | qc | bamtools_stats | Albuquerque_2_3	5054240.0	4773993.0	94.4552	2663169.0	52.6918	2391071.0	47.3082	0.0	0.0	647962.0	12.8202	4967589.0	98.2856	4702083.0	94.6552	2483747.0	2483842.0	7974.0	0.160521
home | santang3 | scratch | glue | results | qc | bamtools_stats | Albuquerque_2_6	6593856.0	6464229.0	98.0341	3360106.0	50.9581	3233750.0	49.0419	0.0	0.0	843156.0	12.787	6528934.0	99.0154	6398771.0	98.0064	3264343.0	3264591.0	4852.0	0.0743154
home | santang3 | scratch | glue | results | qc | bamtools_stats | Albuquerque_2_7	10672167.0	10187398.0	95.4576	5569495.0	52.1871	5102672.0	47.8129	0.0	0.0	1818020.0	17.0352	10452415.0	97.9409	9956883.0	95.2592	5226033.0	5226382.0	23616.0	0.225938
home | santang3 | scratch | glue | results | qc | bamtools_stats | Albuquerque_2_8	5794396.0	5629381.0	97.1522	2978036.0	51.3951	2816360.0	48.6049	0.0	0.0	711526.0	12.2796	5754309.0	99.3082	5592594.0	97.1897	2876948.0	2877361.0	4034.0	0.070104
home | santang3 | scratch | glue | results | qc | bamtools_stats | Albuquerque_32_1	5740049.0	5589975.0	97.3855	2943609.0	51.2819	2796440.0	48.7181	0.0	0.0	617715.0	10.7615	5716240.0	99.5852	5567918.0	97.4053	2857963.0	2858277.0	4456.0	0.0779533
home | santang3 | scratch | glue | results | qc | bamtools_stats | Albuquerque_32_10	7495444.0	7193686.0	95.9741	3896665.0	51.9871	3598779.0	48.0129	0.0	0.0	888393.0	11.8524	7461417.0	99.546	7160243.0	95.9636	3730644.0	3730773.0	5629.0	0.0754414
home | santang3 | scratch | glue | results | qc | bamtools_stats | Albuquerque_32_11	4274966.0	3997475.0	93.5089	2274891.0	53.2142	2000075.0	46.7858	0.0	0.0	419310.0	9.8085	4255092.0	99.5351	3978032.0	93.4887	2127359.0	2127733.0	4018.0	0.094428
home | santang3 | scratch | glue | results | qc | bamtools_stats | Albuquerque_32_12	6575640.0	6454106.0	98.1518	3345832.0	50.8822	3229808.0	49.1178	0.0	0.0	803311.0	12.2165	6489099.0	98.6839	6405095.0	98.7055	3244537.0	3244562.0	6767.0	0.104283
home | santang3 | scratch | glue | results | qc | bamtools_stats | Albuquerque_32_13	9265785.0	9044008.0	97.6065	4730079.0	51.0489	4535706.0	48.9511	0.0	0.0	1440966.0	15.5515	9204160.0	99.3349	8957181.0	97.3167	4602477.0	4601683.0	29680.0	0.322463
home | santang3 | scratch | glue | results | qc | bamtools_stats | Albuquerque_32_14	14089389.0	13547478.0	96.1538	7312335.0	51.8996	6777054.0	48.1004	0.0	0.0	1818191.0	12.9047	14001824.0	99.3785	13464145.0	96.1599	7000677.0	7001147.0	8045.0	0.0574568
home | santang3 | scratch | glue | results | qc | bamtools_stats | Albuquerque_32_3	6163063.0	5189651.0	84.2057	3561087.0	57.7811	2601976.0	42.2189	0.0	0.0	795604.0	12.9092	6112181.0	99.1744	5130922.0	83.9458	3055722.0	3056459.0	15687.0	0.256651
home | santang3 | scratch | glue | results | qc | bamtools_stats | Albuquerque_32_7	971454.0	948774.0	97.6654	496842.0	51.1442	474612.0	48.8558	0.0	0.0	82456.0	8.4879	962842.0	99.1135	944803.0	98.1265	481384.0	481458.0	561.0	0.058265
home | santang3 | scratch | glue | results | qc | bamtools_stats | Albuquerque_32_8	13683836.0	13158559.0	96.1613	7102084.0	51.9013	6581752.0	48.0987	0.0	0.0	1547323.0	11.3077	13629512.0	99.603	13108191.0	96.1751	6814332.0	6815180.0	6493.0	0.0476393
home | santang3 | scratch | glue | results | qc | bamtools_stats | Albuquerque_32_9	17483417.0	17062526.0	97.5926	8948396.0	51.1822	8535021.0	48.8178	0.0	0.0	2236230.0	12.7906	17396007.0	99.5001	16984189.0	97.6327	8697578.0	8698429.0	9513.0	0.054685
home | santang3 | scratch | glue | results | qc | bamtools_stats | Albuquerque_33_1	6717517.0	6540042.0	97.358	3445669.0	51.2938	3271848.0	48.7062	0.0	0.0	804779.0	11.9803	6673093.0	99.3387	6511870.0	97.584	3336534.0	3336559.0	4404.0	0.0659964
home | santang3 | scratch | glue | results | qc | bamtools_stats | Albuquerque_33_10	5585544.0	5295420.0	94.8058	2936881.0	52.58	2648663.0	47.42	0.0	0.0	616002.0	11.0285	5560839.0	99.5577	5273161.0	94.8267	2780420.0	2780419.0	2587.0	0.0465218
home | santang3 | scratch | glue | results | qc | bamtools_stats | Albuquerque_33_11	2084103.0	1415908.0	67.9385	1375673.0	66.0079	708430.0	33.9921	0.0	0.0	140470.0	6.74007	2072912.0	99.463	1409605.0	68.0012	1036465.0	1036447.0	841.0	0.0405709
home | santang3 | scratch | glue | results | qc | bamtools_stats | Albuquerque_33_12	7785890.0	7455490.0	95.7564	4055430.0	52.0869	3730460.0	47.9131	0.0	0.0	1013298.0	13.0145	7743609.0	99.457	7413546.0	95.7376	3872033.0	3871576.0	7258.0	0.0937289
home | santang3 | scratch | glue | results | qc | bamtools_stats | Albuquerque_33_14	4310725.0	4004321.0	92.8921	2305629.0	53.4859	2005096.0	46.5141	0.0	0.0	472676.0	10.9651	4261777.0	98.8645	3957528.0	92.861	2130959.0	2130818.0	6661.0	0.156296
home | santang3 | scratch | glue | results | qc | bamtools_stats | Albuquerque_33_2	5334768.0	4746807.0	88.9787	2955369.0	55.3983	2379399.0	44.6017	0.0	0.0	722695.0	13.5469	5287318.0	99.1105	4691005.0	88.7218	2643755.0	2643563.0	14039.0	0.265522
home | santang3 | scratch | glue | results | qc | bamtools_stats | Albuquerque_33_4	3915144.0	3352168.0	85.6206	2238782.0	57.1826	1676362.0	42.8174	0.0	0.0	378912.0	9.67811	3899856.0	99.6095	3341831.0	85.6911	1949998.0	1949858.0	1433.0	0.0367449
home | santang3 | scratch | glue | results | qc | bamtools_stats | Albuquerque_33_6	11067075.0	10666467.0	96.3802	5726773.0	51.746	5340302.0	48.254	0.0	0.0	1338775.0	12.0969	11013363.0	99.5147	10602013.0	96.265	5506899.0	5506464.0	18023.0	0.163647
home | santang3 | scratch | glue | results | qc | bamtools_stats | Albuquerque_33_7	5452676.0	5207867.0	95.5103	2843998.0	52.1578	2608678.0	47.8422	0.0	0.0	812989.0	14.9099	5416712.0	99.3404	5163521.0	95.3257	2708361.0	2708351.0	12387.0	0.228681
home | santang3 | scratch | glue | results | qc | bamtools_stats | Albuquerque_33_9	5221307.0	4837648.0	92.6521	2800748.0	53.6407	2420559.0	46.3593	0.0	0.0	609327.0	11.67	5169697.0	99.0116	4814243.0	93.1243	2584939.0	2584758.0	4253.0	0.0822679
home | santang3 | scratch | glue | results | qc | bamtools_stats | Albuquerque_35_10	8450552.0	7411284.0	87.7018	4743453.0	56.1319	3707099.0	43.8681	0.0	0.0	816879.0	9.66658	8422356.0	99.6663	7387495.0	87.7129	4211242.0	4211114.0	2825.0	0.0335417
home | santang3 | scratch | glue | results | qc | bamtools_stats | Albuquerque_35_11	5938670.0	5722291.0	96.3564	3074995.0	51.7792	2863675.0	48.2208	0.0	0.0	637630.0	10.7369	5891243.0	99.2014	5684616.0	96.4926	2945769.0	2945474.0	6287.0	0.106718
home | santang3 | scratch | glue | results | qc | bamtools_stats | Albuquerque_35_12	6795500.0	5755652.0	84.698	3908900.0	57.5219	2886600.0	42.4781	0.0	0.0	902426.0	13.2798	6730960.0	99.0503	5678274.0	84.3605	3365796.0	3365164.0	22760.0	0.338139
home | santang3 | scratch | glue | results | qc | bamtools_stats | Albuquerque_35_3	7687945.0	7196553.0	93.6083	4088658.0	53.1827	3599287.0	46.8173	0.0	0.0	1253245.0	16.3014	7636125.0	99.326	7153553.0	93.6804	3817571.0	3818554.0	3086.0	0.0404132
home | santang3 | scratch | glue | results | qc | bamtools_stats | Albuquerque_35_4	9883911.0	9709023.0	98.2306	5026365.0	50.854	4857546.0	49.146	0.0	0.0	1275403.0	12.9038	9839229.0	99.5479	9661330.0	98.1919	4919849.0	4919380.0	8141.0	0.0827402
home | santang3 | scratch | glue | results | qc | bamtools_stats | Albuquerque_35_5	5032674.0	4636874.0	92.1354	2713821.0	53.924	2318853.0	46.076	0.0	0.0	674790.0	13.4082	5017281.0	99.6941	4623882.0	92.1591	2508760.0	2508521.0	1510.0	0.030096
home | santang3 | scratch | glue | results | qc | bamtools_stats | Albuquerque_35_7	8558185.0	8396388.0	98.1095	4355998.0	50.8986	4202187.0	49.1014	0.0	0.0	1019030.0	11.9071	8523218.0	99.5914	8354186.0	98.0168	4262118.0	4261100.0	10606.0	0.124437
home | santang3 | scratch | glue | results | qc | bamtools_stats | Albuquerque_35_8	4730144.0	4561250.0	96.4294	2443876.0	51.666	2286268.0	48.334	0.0	0.0	613048.0	12.9605	4682982.0	99.0029	4508593.0	96.2761	2342046.0	2340936.0	11462.0	0.244759
home | santang3 | scratch | glue | results | qc | bamtools_stats | Albuquerque_35_9	2966120.0	2773020.0	93.4898	1579198.0	53.2412	1386922.0	46.7588	0.0	0.0	378321.0	12.7547	2954357.0	99.6034	2763349.0	93.5347	1477210.0	1477147.0	1261.0	0.0426827
home | santang3 | scratch | glue | results | qc | bamtools_stats | Albuquerque_36_1	7543783.0	7306881.0	96.8596	3888776.0	51.5494	3655007.0	48.4506	0.0	0.0	918070.0	12.1699	7505129.0	99.4876	7280237.0	97.0035	3752733.0	3752396.0	4004.0	0.0533502
home | santang3 | scratch | glue | results | qc | bamtools_stats | Albuquerque_36_10	5465980.0	5238650.0	95.841	2844026.0	52.0314	2621954.0	47.9686	0.0	0.0	635255.0	11.622	5430314.0	99.3475	5206335.0	95.8754	2715158.0	2715156.0	6447.0	0.118722
home | santang3 | scratch | glue | results | qc | bamtools_stats | Albuquerque_36_11	6238959.0	5391568.0	86.4178	3533304.0	56.6329	2705655.0	43.3671	0.0	0.0	935628.0	14.9965	6036032.0	96.7474	5206753.0	86.2612	3018289.0	3017743.0	21538.0	0.356824
home | santang3 | scratch | glue | results | qc | bamtools_stats | Albuquerque_36_12	4858132.0	4695125.0	96.6447	2508929.0	51.6439	2349203.0	48.3561	0.0	0.0	537491.0	11.0637	4832010.0	99.4623	4674642.0	96.7432	2416251.0	2415759.0	4378.0	0.0906041
home | santang3 | scratch | glue | results | qc | bamtools_stats | Albuquerque_36_13	5780687.0	5673305.0	98.1424	2940884.0	50.8743	2839803.0	49.1257	0.0	0.0	660791.0	11.431	5720717.0	98.9626	5612728.0	98.1123	2860343.0	2860374.0	8697.0	0.152026
home | santang3 | scratch | glue | results | qc | bamtools_stats | Albuquerque_36_2	7372173.0	6890391.0	93.4649	3918362.0	53.1507	3453811.0	46.8493	0.0	0.0	790747.0	10.7261	7317016.0	99.2518	6829099.0	93.3317	3658897.0	3658119.0	18407.0	0.251564
home | santang3 | scratch | glue | results | qc | bamtools_stats | Albuquerque_36_3	1902931.0	1748305.0	91.8743	1028507.0	54.0486	874424.0	45.9514	0.0	0.0	252481.0	13.268	1866968.0	98.1101	1722936.0	92.2852	933401.0	933567.0	1285.0	0.0688282
home | santang3 | scratch | glue | results | qc | bamtools_stats | Albuquerque_36_6	6322713.0	6191059.0	97.9178	3227002.0	51.0382	3095711.0	48.9618	0.0	0.0	739174.0	11.6908	6299288.0	99.6295	6174477.0	98.0186	3149754.0	3149534.0	2322.0	0.0368613
home | santang3 | scratch | glue | results | qc | bamtools_stats | Albuquerque_36_7	1507631.0	1424648.0	94.4958	794814.0	52.7194	712817.0	47.2806	0.0	0.0	182064.0	12.0762	1494650.0	99.139	1418297.0	94.8916	747345.0	747305.0	980.0	0.0655672
home | santang3 | scratch | glue | results | qc | bamtools_stats | Albuquerque_36_9	333257.0	312862.0	93.8801	176442.0	52.9447	156815.0	47.0553	0.0	0.0	7151.0	2.14579	320917.0	96.2971	308858.0	96.2423	160491.0	160426.0	698.0	0.217502
home | santang3 | scratch | glue | results | qc | bamtools_stats | Albuquerque_3_1	4088699.0	3931758.0	96.1616	2118101.0	51.8038	1970598.0	48.1962	0.0	0.0	672579.0	16.4497	3965656.0	96.9907	3804045.0	95.9247	1982906.0	1982750.0	12102.0	0.30517
home | santang3 | scratch | glue | results | qc | bamtools_stats | Albuquerque_3_10	5102483.0	4993038.0	97.8551	2604733.0	51.0483	2497750.0	48.9517	0.0	0.0	682693.0	13.3796	5075404.0	99.4693	4966951.0	97.8632	2537364.0	2538040.0	4024.0	0.0792843
home | santang3 | scratch | glue | results | qc | bamtools_stats | Albuquerque_3_12	4460912.0	4220869.0	94.619	2349393.0	52.6662	2111519.0	47.3338	0.0	0.0	573055.0	12.8461	4424140.0	99.1757	4186438.0	94.6272	2211974.0	2212166.0	3324.0	0.0751332
home | santang3 | scratch | glue | results | qc | bamtools_stats | Albuquerque_3_14	3315248.0	3095361.0	93.3674	1765271.0	53.247	1549977.0	46.753	0.0	0.0	382561.0	11.5394	3280604.0	98.955	3061523.0	93.3219	1640540.0	1640064.0	5423.0	0.165305
home | santang3 | scratch | glue | results | qc | bamtools_stats | Albuquerque_3_16	4109468.0	3960424.0	96.3732	2127692.0	51.7754	1981776.0	48.2246	0.0	0.0	540968.0	13.1639	4081052.0	99.3085	3931468.0	96.3347	2040470.0	2040582.0	4054.0	0.0993371
home | santang3 | scratch | glue | results | qc | bamtools_stats | Albuquerque_3_7	9508950.0	9244749.0	97.2215	4877886.0	51.2978	4631064.0	48.7022	0.0	0.0	1270142.0	13.3573	9386553.0	98.7128	9112112.0	97.0762	4693897.0	4692656.0	20580.0	0.21925
home | santang3 | scratch | glue | results | qc | bamtools_stats | Albuquerque_3_8	10415228.0	9995853.0	95.9734	5405855.0	51.9034	5009373.0	48.0966	0.0	0.0	1763746.0	16.9343	10216416.0	98.0911	9781759.0	95.7455	5108089.0	5108327.0	27398.0	0.268176
home | santang3 | scratch | glue | results | qc | bamtools_stats | Albuquerque_3_9	1346572.0	1318787.0	97.9366	686996.0	51.0181	659576.0	48.9819	0.0	0.0	154645.0	11.4843	1333949.0	99.0626	1310433.0	98.2371	666906.0	667043.0	728.0	0.0545748
home | santang3 | scratch | glue | results | qc | bamtools_stats | Antwerp_1_10	6727098.0	6210346.0	92.3184	3614886.0	53.7362	3112212.0	46.2638	0.0	0.0	974189.0	14.4816	6608743.0	98.2406	6084382.0	92.0656	3304271.0	3304472.0	18102.0	0.27391
home | santang3 | scratch | glue | results | qc | bamtools_stats | Antwerp_1_11	10052361.0	9689997.0	96.3952	5192692.0	51.6564	4859669.0	48.3436	0.0	0.0	1565602.0	15.5745	9899144.0	98.4758	9511336.0	96.0824	4949013.0	4950131.0	32843.0	0.331776
home | santang3 | scratch | glue | results | qc | bamtools_stats | Antwerp_1_13	10817149.0	10300346.0	95.2224	5664914.0	52.3698	5152235.0	47.6302	0.0	0.0	1443425.0	13.3439	10671316.0	98.6518	10255333.0	96.1019	5335656.0	5335660.0	3288.0	0.0308116
home | santang3 | scratch | glue | results | qc | bamtools_stats | Antwerp_1_14	1382103.0	1216541.0	88.021	773471.0	55.9633	608632.0	44.0367	0.0	0.0	117923.0	8.53214	1368575.0	99.0212	1208727.0	88.3201	684251.0	684324.0	784.0	0.0572859
home | santang3 | scratch | glue | results | qc | bamtools_stats | Antwerp_1_17	9651268.0	8571082.0	88.8078	5361602.0	55.5533	4289666.0	44.4467	0.0	0.0	934034.0	9.67784	9600794.0	99.477	8526864.0	88.8142	4800454.0	4800340.0	10316.0	0.107449
home | santang3 | scratch | glue | results | qc | bamtools_stats | Antwerp_1_19	228231.0	208373.0	91.2992	123898.0	54.2862	104333.0	45.7138	0.0	0.0	5239.0	2.29548	221161.0	96.9023	205954.0	93.124	110570.0	110591.0	349.0	0.157804
