continent,city,pop,individual,site,plantID,qubit_1,qubit_2,qubit_3,row_firstPlating,column_firstPlating,row_secondPlating,column_secondPlating,max_qubit,initial_vol,TE_vol,leftover
EU,Brighton,4,3,u,Brighton_4_3,NA,NA,25.4,NA,NA,h,4,25.4,9.84,15.16,Yes
EU,Brighton,5,3,u,Brighton_5_3,NA,NA,22.8,NA,NA,h,5,22.8,10.96,14.04,Yes
NAM,Edmonton,37,1,r,Edmonton_37_1,10.9,NA,NA,a,7,NA,NA,10.9,22.94,2.06,No
NAM,Edmonton,39,18,r,Edmonton_39_18,11.8,NA,NA,e,10,NA,NA,11.8,21.19,3.81,No
NAM,Edmonton,40,11,r,Edmonton_40_11,16.1,NA,NA,d,11,NA,NA,16.1,15.53,9.47,Yes
NAM,Edmonton,41,11,r,Edmonton_41_11,11.3,NA,NA,d,12,NA,NA,11.3,22.12,2.88,No
NAM,Edmonton,40,10,r,Edmonton_40_10,11.2,NA,NA,c,11,NA,NA,11.2,22.32,2.68,No
NAM,Edmonton,37,3,r,Edmonton_37_3,12.9,NA,NA,c,7,NA,NA,12.9,19.38,5.62,Yes
NAM,Edmonton,40,6,r,Edmonton_40_6,9.28,NA,NA,h,10,NA,NA,9.28,25,0,No
NAM,Edmonton,1,5,u,Edmonton_1_5,11.1,NA,NA,d,1,NA,NA,11.1,22.52,2.48,No
NAM,Edmonton,2,9,u,Edmonton_2_9,19.6,NA,NA,g,2,NA,NA,19.6,12.76,12.24,Yes
NAM,Edmonton,2,16,u,Edmonton_2_16,10.4,NA,NA,d,3,NA,NA,10.4,24.04,0.96,No
NAM,Edmonton,4,5,u,Edmonton_4_5,42.2,NA,NA,h,4,NA,NA,42.2,5.92,19.08,Yes
NAM,Edmonton,4,9,u,Edmonton_4_9,10.1,NA,NA,b,5,NA,NA,10.1,24.75,0.25,No
NAM,Edmonton,5,5,u,Edmonton_5_5,14.7,NA,NA,h,5,NA,NA,14.7,17.01,7.99,Yes
NAM,Edmonton,4,2,u,Edmonton_4_2,23.7,NA,NA,f,4,NA,NA,23.7,10.55,14.45,Yes
ASI,Lanzhou,1,7,r,Lanzhou_1_7,14.8,NA,NA,c,1,NA,NA,14.8,16.89,8.11,Yes
ASI,Lanzhou,2,4,r,Lanzhou_2_4,13.6,NA,NA,f,2,NA,NA,13.6,18.38,6.62,Yes
ASI,Lanzhou,3,1,r,Lanzhou_3_1,10.7,NA,NA,b,4,NA,NA,10.7,23.36,1.64,No
ASI,Lanzhou,4,6,r,Lanzhou_4_6,14.5,NA,NA,f,4,NA,NA,14.5,17.24,7.76,Yes
ASI,Lanzhou,4,12,r,Lanzhou_4_12,16.7,NA,NA,d,5,NA,NA,16.7,14.97,10.03,Yes
ASI,Lanzhou,5,10,r,Lanzhou_5_10,59.1,NA,NA,d,6,NA,NA,59.1,4.23,20.77,Yes
ASI,Lanzhou,5,12,r,Lanzhou_5_12,10.1,NA,NA,f,6,NA,NA,10.1,24.75,0.25,No
ASI,Lanzhou,35,11,u,Lanzhou_35_11,13,NA,NA,c,10,NA,NA,13,19.23,5.77,Yes
ASI,Lanzhou,35,13,u,Lanzhou_35_13,10.3,NA,NA,e,10,NA,NA,10.3,24.27,0.73,No
ASI,Lanzhou,35,7,u,Lanzhou_35_7,10.3,NA,NA,d,10,NA,NA,10.3,24.27,0.73,No
ASI,Lanzhou,35,10,u,Lanzhou_35_10,19.7,NA,NA,e,9,NA,NA,19.7,12.69,12.31,Yes
ASI,Lanzhou,33,11,u,Lanzhou_33_11,7.970000000000001,NA,NA,b,8,NA,NA,7.970000000000001,25,0,No
ASI,Lanzhou,35,9,u,Lanzhou_35_9,7.88,NA,NA,g,9,NA,NA,7.88,25,0,No
ASI,Lanzhou,37,1,u,Lanzhou_37_1,6.319999999999999,NA,NA,e,11,NA,NA,6.319999999999999,25,0,No
EU,Munster,36,2,r,Munster_36_2,3.82,NA,12,a,7,b,7,12,20.83,4.17,No
EU,Munster,36,13,r,Munster_36_13,10.2,NA,18.9,g,7,g,7,18.9,13.23,11.77,Yes
EU,Munster,37,8,r,Munster_37_8,5.1499999999999995,NA,17.8,h,8,h,8,17.8,14.04,10.96,Yes
EU,Munster,38,9,r,Munster_38_9,15.3,NA,7.3,c,10,e,10,15.3,16.34,8.66,Yes
EU,Munster,38,2,r,Munster_38_2,9.93,NA,17.7,e,9,f,9,17.7,14.12,10.88,Yes
EU,Munster,39,8,r,Munster_39_8,10,NA,0,f,10,f,11,10,25,0,No
EU,Munster,40,2,r,Munster_40_2,21.5,NA,NA,h,12,NA,NA,21.5,11.63,13.37,Yes
EU,Munster,1,2,u,Munster_1_2,11.8,NA,23.8,h,1,b,1,23.8,10.5,14.5,Yes
EU,Munster,2,7,u,Munster_2_7,14.1,NA,0,d,2,a,3,14.1,17.73,7.27,Yes
EU,Munster,3,9,u,Munster_3_9,12,NA,0,d,4,d,4,12,20.83,4.17,No
EU,Munster,4,5,u,Munster_4_5,9.15,NA,17.1,b,5,b,5,17.1,14.62,10.38,Yes
EU,Munster,4,9,u,Munster_4_9,4.26,NA,11,f,5,f,5,11,22.73,2.27,No
EU,Munster,5,5,u,Munster_5_5,10,NA,13.3,c,6,d,6,13.3,18.8,6.2,Yes
EU,Munster,5,10,u,Munster_5_10,13.9,NA,8.84,h,6,a,7,13.9,17.99,7.01,Yes
OCE,Newcastle,50,6,r,Newcastle_50_6,12.6,NA,NA,d,12,NA,NA,12.6,19.84,5.16,Yes
OCE,Newcastle,47,6,r,Newcastle_47_6,13,NA,NA,g,8,NA,NA,13,19.23,5.77,Yes
OCE,Newcastle,50,2,r,Newcastle_50_2,10.2,NA,NA,h,11,NA,NA,10.2,24.51,0.49,No
OCE,Newcastle,50,1,r,Newcastle_50_1,8.139999999999999,NA,NA,g,11,NA,NA,8.139999999999999,25,0,No
OCE,Newcastle,50,5,r,Newcastle_50_5,8,NA,NA,c,12,NA,NA,8,25,0,No
OCE,Newcastle,49,8,r,Newcastle_49_8,7.44,NA,NA,e,11,NA,NA,7.44,25,0,No
OCE,Newcastle,49,3,r,Newcastle_49_3,6.26,NA,NA,h,10,NA,NA,6.26,25,0,No
OCE,Newcastle,10,1,u,Newcastle_10_1,11.1,NA,NA,h,5,NA,NA,11.1,22.52,2.48,No
OCE,Newcastle,6,9,u,Newcastle_6_9,14,NA,NA,c,3,NA,NA,14,17.86,7.14,Yes
OCE,Newcastle,6,1,u,Newcastle_6_1,13.4,NA,NA,c,2,NA,NA,13.4,18.66,6.34,Yes
OCE,Newcastle,7,5,u,Newcastle_7_5,18.6,NA,NA,h,3,NA,NA,18.6,13.44,11.56,Yes
OCE,Newcastle,7,10,u,Newcastle_7_10,12.1,NA,NA,e,4,NA,NA,12.1,20.66,4.34,No
OCE,Newcastle,6,2,u,Newcastle_6_2,12.3,NA,NA,d,2,NA,NA,12.3,20.33,4.67,No
OCE,Newcastle,7,1,u,Newcastle_7_1,20.6,NA,NA,a,4,NA,NA,20.6,12.14,12.86,Yes
NAM,Norfolk,2,3,r,Norfolk_2_3,NA,NA,17.1,NA,NA,d,2,17.1,14.62,10.38,Yes
NAM,Norfolk,2,4,r,Norfolk_2_4,NA,NA,30.8,NA,NA,e,2,30.8,8.12,16.88,Yes
NAM,Norfolk,2,1,r,Norfolk_2_1,NA,NA,17.2,NA,NA,c,2,17.2,14.53,10.47,Yes
NAM,Norfolk,2,9,r,Norfolk_2_9,NA,NA,38,NA,NA,g,2,38,6.58,18.42,Yes
NAM,Norfolk,4,11,r,Norfolk_4_11,NA,NA,5.26,NA,NA,c,5,5.26,25,0,No
NAM,Norfolk,5,6,r,Norfolk_5_6,NA,NA,5.24,NA,NA,g,6,5.24,25,0,No
NAM,Norfolk,4,15,r,Norfolk_4_15,NA,NA,3.3,NA,NA,b,5,3.3,25,0,No
NAM,Norfolk,39,2,u,Norfolk_39_2,NA,NA,11.5,NA,NA,b,12,11.5,21.74,3.26,No
NAM,Norfolk,35,5,u,Norfolk_35_5,NA,NA,15.4,NA,NA,f,8,15.4,16.23,8.77,Yes
NAM,Norfolk,34,4,u,Norfolk_34_4,NA,NA,9.82,NA,NA,d,7,9.82,25,0,No
NAM,Norfolk,34,13,u,Norfolk_34_13,NA,NA,7,NA,NA,a,8,7,25,0,No
NAM,Norfolk,34,7,u,Norfolk_34_7,NA,NA,6.22,NA,NA,b,7,6.22,25,0,No
NAM,Norfolk,35,8,u,Norfolk_35_8,NA,NA,5.42,NA,NA,e,8,5.42,25,0,No
NAM,Norfolk,39,7,u,Norfolk_39_7,NA,NA,5.2,NA,NA,a,12,5.2,25,0,No
OCE,Palmerston_North,36,10,r,Palmerston_North_36_10,37.5,NA,NA,g,7,NA,NA,37.5,6.67,18.33,Yes
OCE,Palmerston_North,37,7,r,Palmerston_North_37_7,35.1,NA,NA,a,9,NA,NA,35.1,7.12,17.88,Yes
OCE,Palmerston_North,37,3,r,Palmerston_North_37_3,24.4,NA,NA,e,8,NA,NA,24.4,10.25,14.75,Yes
OCE,Palmerston_North,38,5,r,Palmerston_North_38_5,16.6,NA,NA,h,9,NA,NA,16.6,15.06,9.94,Yes
OCE,Palmerston_North,39,5,r,Palmerston_North_39_5,29.4,NA,NA,e,11,NA,NA,29.4,8.5,16.5,Yes
OCE,Palmerston_North,39,6,r,Palmerston_North_39_6,33.2,NA,NA,h,10,NA,NA,33.2,7.53,17.47,Yes
OCE,Palmerston_North,40,6,r,Palmerston_North_40_6,11,NA,NA,f,12,NA,NA,11,22.73,2.27,No
OCE,Palmerston_North,10,8,u,Palmerston_North_10_8,13.2,NA,NA,a,5,NA,NA,13.2,18.94,6.06,Yes
OCE,Palmerston_North,10,6,u,Palmerston_North_10_6,16.2,NA,NA,h,4,NA,NA,16.2,15.43,9.57,Yes
OCE,Palmerston_North,11,8,u,Palmerston_North_11_8,22.8,NA,NA,d,6,NA,NA,22.8,10.96,14.04,Yes
OCE,Palmerston_North,11,2,u,Palmerston_North_11_2,63.2,NA,NA,a,6,NA,NA,63.2,3.96,21.04,Yes
OCE,Palmerston_North,6,3,u,Palmerston_North_6_3,29.1,NA,NA,h,1,NA,NA,29.1,8.59,16.41,Yes
OCE,Palmerston_North,7,9,u,Palmerston_North_7_9,17,NA,NA,f,2,NA,NA,17,14.71,10.29,Yes
OCE,Palmerston_North,8,5,u,Palmerston_North_8_5,11.6,NA,NA,b,4,NA,NA,11.6,21.55,3.45,No
SAM,Punta_Arenas,20,6,r,Punta_Arenas_20_6,NA,NA,36.6,NA,NA,c,7,36.6,6.83,18.17,Yes
SAM,Punta_Arenas,20,19,r,Punta_Arenas_20_19,NA,NA,37.6,NA,NA,b,8,37.6,6.65,18.35,Yes
SAM,Punta_Arenas,21,9,r,Punta_Arenas_21_9,NA,NA,24.8,NA,NA,g,8,24.8,10.08,14.92,Yes
SAM,Punta_Arenas,22,14,r,Punta_Arenas_22_14,NA,NA,18.6,NA,NA,e,9,18.6,13.44,11.56,Yes
SAM,Punta_Arenas,23,1,r,Punta_Arenas_23_1,NA,NA,53.6,NA,NA,f,11,53.6,4.66,20.34,Yes
SAM,Punta_Arenas,24,6,r,Punta_Arenas_24_6,NA,NA,11.4,NA,NA,a,12,11.4,21.93,3.07,No
SAM,Punta_Arenas,24,20,r,Punta_Arenas_24_20,NA,NA,12.7,NA,NA,h,12,12.7,19.69,5.31,Yes
SAM,Punta_Arenas,1,11,u,Punta_Arenas_1_11,NA,NA,39.8,NA,NA,g,1,39.8,6.28,18.72,Yes
SAM,Punta_Arenas,2,9,u,Punta_Arenas_2_9,NA,NA,31,NA,NA,h,2,31,8.06,16.94,Yes
SAM,Punta_Arenas,2,15,u,Punta_Arenas_2_15,NA,NA,28,NA,NA,b,3,28,8.93,16.07,Yes
SAM,Punta_Arenas,3,11,u,Punta_Arenas_3_11,NA,NA,24.8,NA,NA,a,4,24.8,10.08,14.92,Yes
SAM,Punta_Arenas,4,11,u,Punta_Arenas_4_11,NA,NA,33.2,NA,NA,b,5,33.2,7.53,17.47,Yes
SAM,Punta_Arenas,4,18,u,Punta_Arenas_4_18,NA,NA,30.6,NA,NA,f,5,30.6,8.17,16.83,Yes
SAM,Punta_Arenas,5,3,u,Punta_Arenas_5_3,NA,NA,14.2,NA,NA,a,6,14.2,17.61,7.39,Yes
SAM,Rancagua,22,3,r,Rancagua_22_3,NA,NA,16.6,NA,NA,b,4,16.6,15.06,9.94,Yes
SAM,Rancagua,25,12,r,Rancagua_25_12,NA,NA,30,NA,NA,f,4,30,8.33,16.67,Yes
SAM,Rancagua,31,4,r,Rancagua_31_4,NA,NA,38.6,NA,NA,a,6,38.6,6.48,18.52,Yes
SAM,Rancagua,34,11,r,Rancagua_34_11,NA,NA,20.8,NA,NA,g,6,20.8,12.02,12.98,Yes
SAM,Rancagua,22,5,r,Rancagua_22_5,NA,NA,12.6,NA,NA,a,4,12.6,19.84,5.16,Yes
SAM,Rancagua,34,4,r,Rancagua_34_4,NA,NA,49.8,NA,NA,d,6,49.8,5.02,19.98,Yes
SAM,Rancagua,22,2,r,Rancagua_22_2,NA,NA,18.3,NA,NA,d,4,18.3,13.66,11.34,Yes
SAM,Rancagua,1,6,u,Rancagua_1_6,NA,NA,29.2,NA,NA,c,1,29.2,8.56,16.44,Yes
SAM,Rancagua,10,1,u,Rancagua_10_1,NA,NA,40.2,NA,NA,a,3,40.2,6.22,18.78,Yes
SAM,Rancagua,4,6,u,Rancagua_4_6,NA,NA,46.6,NA,NA,a,2,46.6,5.36,19.64,Yes
SAM,Rancagua,7,7,u,Rancagua_7_7,NA,NA,14.8,NA,NA,e,2,14.8,16.89,8.11,Yes
SAM,Rancagua,10,14,u,Rancagua_10_14,NA,NA,53.6,NA,NA,d,3,53.6,4.66,20.34,Yes
SAM,Rancagua,7,1,u,Rancagua_7_1,NA,NA,94.2,NA,NA,c,2,94.2,2.65,22.35,Yes
SAM,Rancagua,10,4,u,Rancagua_10_4,NA,NA,13.1,NA,NA,b,3,13.1,19.08,5.92,Yes
EU,Reading,40,5,r,Reading_40_5,28.2,NA,NA,a,9,NA,NA,28.2,8.87,16.13,Yes
EU,Reading,43,10,r,Reading_43_10,25.4,NA,NA,d,12,NA,NA,25.4,9.84,15.16,Yes
EU,Reading,42,10,r,Reading_42_10,7.99,NA,NA,d,11,NA,NA,7.99,25,0,No
EU,Reading,43,1,r,Reading_43_1,7.3,NA,NA,a,12,NA,NA,7.3,25,0,No
EU,Reading,40,14,r,Reading_40_14,7.13,NA,NA,c,9,NA,NA,7.13,25,0,No
EU,Reading,42,2,r,Reading_42_2,5.98,NA,NA,g,11,NA,NA,5.98,25,0,No
EU,Reading,42,13,r,Reading_42_13,5.9,NA,NA,h,10,NA,NA,5.9,25,0,No
EU,Reading,2,15,u,Reading_2_15,20.6,NA,NA,a,2,NA,NA,20.6,12.14,12.86,Yes
EU,Reading,4,12,u,Reading_4_12,22.3,NA,NA,c,3,NA,NA,22.3,11.21,13.79,Yes
EU,Reading,4,10,u,Reading_4_10,30.2,NA,NA,f,3,NA,NA,30.2,8.28,16.72,Yes
EU,Reading,5,14,u,Reading_5_14,22.1,NA,NA,e,5,NA,NA,22.1,11.31,13.69,Yes
EU,Reading,5,11,u,Reading_5_11,14.1,NA,NA,b,5,NA,NA,14.1,17.73,7.27,Yes
EU,Reading,2,9,u,Reading_2_9,39.5,NA,NA,f,1,NA,NA,39.5,6.33,18.67,Yes
EU,Reading,2,6,u,Reading_2_6,27.4,NA,NA,e,1,NA,NA,27.4,9.12,15.88,Yes
NAM,Sacramento,37,10,r,Sacramento_37_10,24.7,NA,NA,a,8,NA,NA,24.7,10.12,14.88,Yes
NAM,Sacramento,37,9,r,Sacramento_37_9,13.3,NA,NA,b,7,NA,NA,13.3,18.8,6.2,Yes
NAM,Sacramento,38,7,r,Sacramento_38_7,28.3,NA,NA,a,9,NA,NA,28.3,8.83,16.17,Yes
NAM,Sacramento,39,7,r,Sacramento_39_7,23.2,NA,NA,a,10,NA,NA,23.2,10.78,14.22,Yes
NAM,Sacramento,39,13,r,Sacramento_39_13,17.7,NA,NA,c,10,NA,NA,17.7,14.12,10.88,Yes
NAM,Sacramento,40,3,r,Sacramento_40_3,18.1,NA,NA,f,10,NA,NA,18.1,13.81,11.19,Yes
NAM,Sacramento,41,14,r,Sacramento_41_14,10.9,NA,NA,e,12,NA,NA,10.9,22.94,2.06,No
NAM,Sacramento,1,4,u,Sacramento_1_4,10.2,NA,NA,a,1,NA,NA,10.2,24.51,0.49,No
NAM,Sacramento,2,13,u,Sacramento_2_13,21.5,NA,NA,c,2,NA,NA,21.5,11.63,13.37,Yes
NAM,Sacramento,2,16,u,Sacramento_2_16,10.2,NA,NA,a,3,NA,NA,10.2,24.51,0.49,No
NAM,Sacramento,3,2,u,Sacramento_3_2,53,NA,NA,b,4,NA,NA,53,4.72,20.28,Yes
NAM,Sacramento,1,11,u,Sacramento_1_11,12.9,NA,NA,g,1,NA,NA,12.9,19.38,5.62,Yes
NAM,Sacramento,2,4,u,Sacramento_2_4,22.5,NA,NA,h,2,NA,NA,22.5,11.11,13.89,Yes
NAM,Sacramento,1,20,u,Sacramento_1_20,20.7,NA,NA,f,1,NA,NA,20.7,12.08,12.92,Yes
SAM,Santiago,1,17,r,Santiago_1_17,43,NA,NA,f,12,f,12,43,5.81,19.19,Yes
SAM,Santiago,17,16,r,Santiago_17_16,21.4,NA,NA,h,7,h,7,21.4,11.68,13.32,Yes
SAM,Santiago,5,2,r,Santiago_5_2,15.9,NA,NA,f,10,f,10,15.9,15.72,9.28,Yes
SAM,Santiago,9,9,r,Santiago_9_9,20,NA,NA,f,9,f,9,20,12.5,12.5,Yes
SAM,Santiago,9,3,r,Santiago_9_3,22.4,NA,NA,e,9,e,9,22.4,11.16,13.84,Yes
SAM,Santiago,9,15,r,Santiago_9_15,49.8,NA,NA,h,9,h,9,49.8,5.02,19.98,Yes
SAM,Santiago,1,20,r,Santiago_1_20,13,NA,NA,h,12,h,12,13,19.23,5.77,Yes
SAM,Santiago,22,4,u,Santiago_22_4,13.6,NA,NA,b,6,b,6,13.6,18.38,6.62,Yes
SAM,Santiago,22,9,u,Santiago_22_9,11.3,NA,NA,f,6,f,6,11.3,22.12,2.88,No
SAM,Santiago,26,19,u,Santiago_26_19,23.4,NA,NA,f,5,f,5,23.4,10.68,14.32,Yes
SAM,Santiago,30,3,u,Santiago_30_3,15.4,NA,NA,f,3,f,3,15.4,16.23,8.77,Yes
SAM,Santiago,34,12,u,Santiago_34_12,13.5,NA,NA,b,3,b,3,13.5,18.52,6.48,Yes
SAM,Santiago,34,10,u,Santiago_34_10,32.2,NA,NA,a,3,a,3,32.2,7.76,17.24,Yes
SAM,Santiago,38,1,u,Santiago_38_1,34.8,NA,NA,a,1,a,1,34.8,7.18,17.82,Yes
ASI,Sapporo,35,8,r,Sapporo_35_8,10.4,NA,NA,a,10,NA,NA,10.4,24.04,0.96,No
ASI,Sapporo,35,16,r,Sapporo_35_16,11,NA,NA,c,10,NA,NA,11,22.73,2.27,No
ASI,Sapporo,36,9,r,Sapporo_36_9,48.2,NA,NA,g,8,NA,NA,48.2,5.19,19.81,Yes
ASI,Sapporo,38,4,r,Sapporo_38_4,11.1,NA,NA,g,10,NA,NA,11.1,22.52,2.48,No
ASI,Sapporo,38,19,r,Sapporo_38_19,10.9,NA,NA,g,11,NA,NA,10.9,22.94,2.06,No
ASI,Sapporo,39,13,r,Sapporo_39_13,22.9,NA,NA,d,12,NA,NA,22.9,10.92,14.08,Yes
ASI,Sapporo,40,5,r,Sapporo_40_5,21.9,NA,NA,a,8,NA,NA,21.9,11.42,13.58,Yes
ASI,Sapporo,1,8,u,Sapporo_1_8,23.1,NA,NA,b,1,NA,NA,23.1,10.82,14.18,Yes
ASI,Sapporo,1,11,u,Sapporo_1_11,32.8,NA,NA,e,1,NA,NA,32.8,7.62,17.38,Yes
ASI,Sapporo,2,8,u,Sapporo_2_8,12.2,NA,NA,g,2,NA,NA,12.2,20.49,4.51,No
ASI,Sapporo,3,8,u,Sapporo_3_8,14.8,NA,NA,a,4,NA,NA,14.8,16.89,8.11,Yes
ASI,Sapporo,43,5,u,Sapporo_43_5,18.5,NA,NA,e,5,NA,NA,18.5,13.51,11.49,Yes
ASI,Sapporo,43,6,u,Sapporo_43_6,17.1,NA,NA,d,5,NA,NA,17.1,14.62,10.38,Yes
ASI,Sapporo,44,18,u,Sapporo_44_18,14.9,NA,NA,h,5,NA,NA,14.9,16.78,8.22,Yes
ASI,Shanghai,8,11,r,Shanghai_8_11,NA,NA,18.3,NA,NA,a,9,18.3,13.66,11.34,Yes
ASI,Shanghai,7,7,r,Shanghai_7_7,NA,NA,10.4,NA,NA,e,7,10.4,24.04,0.96,No
ASI,Shanghai,10,6,r,Shanghai_10_6,NA,NA,13.9,NA,NA,b,11,13.9,17.99,7.01,Yes
ASI,Shanghai,7,2,r,Shanghai_7_2,NA,NA,19.8,NA,NA,h,7,19.8,12.63,12.37,Yes
ASI,Shanghai,7,8,r,Shanghai_7_8,NA,NA,9.92,NA,NA,d,7,9.92,25,0,No
ASI,Shanghai,7,11,r,Shanghai_7_11,NA,NA,9.739999999999998,NA,NA,b,7,9.739999999999998,25,0,No
ASI,Shanghai,7,19,r,Shanghai_7_19,NA,NA,9.08,NA,NA,a,8,9.08,25,0,No
ASI,Shanghai,1,13,u,Shanghai_1_13,NA,NA,30.8,NA,NA,b,1,30.8,8.12,16.88,Yes
ASI,Shanghai,2,9,u,Shanghai_2_9,NA,NA,38.2,NA,NA,e,2,38.2,6.54,18.46,Yes
ASI,Shanghai,3,9,u,Shanghai_3_9,NA,NA,12.4,NA,NA,e,3,12.4,20.16,4.84,No
ASI,Shanghai,5,10,u,Shanghai_5_10,NA,NA,37.2,NA,NA,e,5,37.2,6.72,18.28,Yes
ASI,Shanghai,5,3,u,Shanghai_5_3,NA,NA,16,NA,NA,c,5,16,15.62,9.38,Yes
ASI,Shanghai,6,8,u,Shanghai_6_8,NA,NA,11.6,NA,NA,h,5,11.6,21.55,3.45,No
ASI,Shanghai,6,3,u,Shanghai_6_3,NA,NA,25,NA,NA,e,6,25,10,15,Yes
EU,Stockholm,42,13,r,Stockholm_42_13,NA,NA,13.3,NA,NA,b,5,13.3,18.8,6.2,Yes
EU,Stockholm,42,5,r,Stockholm_42_5,NA,NA,29,NA,NA,f,4,29,8.62,16.38,Yes
EU,Stockholm,45,6,r,Stockholm_45_6,NA,NA,58.6,NA,NA,f,6,58.6,4.27,20.73,Yes
EU,Stockholm,44,9,r,Stockholm_44_9,NA,NA,18.4,NA,NA,a,6,18.4,13.59,11.41,Yes
EU,Stockholm,45,10,r,Stockholm_45_10,NA,NA,11.8,NA,NA,h,6,11.8,21.19,3.81,No
EU,Stockholm,41,14,r,Stockholm_41_14,NA,NA,9.82,NA,NA,e,4,9.82,25,0,No
EU,Stockholm,41,2,r,Stockholm_41_2,NA,NA,6.22,NA,NA,c,4,6.22,25,0,No
EU,Stockholm,1,12,u,Stockholm_1_12,NA,NA,23,NA,NA,e,1,23,10.87,14.13,Yes
EU,Stockholm,1,4,u,Stockholm_1_4,NA,NA,22.8,NA,NA,b,1,22.8,10.96,14.04,Yes
EU,Stockholm,2,11,u,Stockholm_2_11,NA,NA,38,NA,NA,g,1,38,6.58,18.42,Yes
EU,Stockholm,2,12,u,Stockholm_2_12,NA,NA,18.3,NA,NA,h,1,18.3,13.66,11.34,Yes
EU,Stockholm,4,15,u,Stockholm_4_15,NA,NA,14.8,NA,NA,b,3,14.8,16.89,8.11,Yes
EU,Stockholm,1,7,u,Stockholm_1_7,NA,NA,15.3,NA,NA,d,1,15.3,16.34,8.66,Yes
EU,Stockholm,2,10,u,Stockholm_2_10,NA,NA,19.8,NA,NA,f,1,19.8,12.63,12.37,Yes
OCE,Sydney,36,4,r,Sydney_36_4,40.2,NA,NA,d,7,NA,NA,40.2,6.22,18.78,Yes
OCE,Sydney,36,9,r,Sydney_36_9,37.2,NA,NA,a,8,NA,NA,37.2,6.72,18.28,Yes
OCE,Sydney,37,6,r,Sydney_37_6,16.4,NA,NA,h,8,NA,NA,16.4,15.24,9.76,Yes
OCE,Sydney,40,9,r,Sydney_40_9,55.7,NA,NA,a,12,NA,NA,55.7,4.49,20.51,Yes
OCE,Sydney,36,8,r,Sydney_36_8,49.7,NA,NA,h,7,NA,NA,49.7,5.03,19.97,Yes
OCE,Sydney,36,7,r,Sydney_36_7,43.9,NA,NA,g,7,NA,NA,43.9,5.69,19.31,Yes
OCE,Sydney,36,6,r,Sydney_36_6,27.4,NA,NA,f,7,NA,NA,27.4,9.12,15.88,Yes
