continent,city,pop,individual,site,plantID,qubit_1,qubit_2,qubit_3,row_firstPlating,column_firstPlating,row_secondPlating,column_secondPlating,max_qubit,initial_vol,TE_vol,leftover,Bioruptor_label
NAM,Norfolk,38,14,u,Norfolk_38_14,NA,NA,12.9,NA,NA,b,11,12.9,19.38,5.62,Yes,NOR-11
OCE,Palmerston_North,38,4,r,Palmerston_North_38_4,17.1,NA,NA,g,9,NA,NA,17.1,14.62,10.38,Yes,PNR-6
OCE,Palmerston_North,36,2,r,Palmerston_North_36_2,26,NA,NA,a,7,NA,NA,26,9.62,15.38,Yes,PNR-1
OCE,Palmerston_North,40,8,r,Palmerston_North_40_8,14.9,NA,NA,g,12,NA,NA,14.9,16.78,8.22,Yes,PNR-9
OCE,Palmerston_North,8,13,u,Palmerston_North_8_13,54.3,NA,NA,f,3,NA,NA,54.3,4.6,20.4,Yes,PNR-19
OCE,Palmerston_North,7,8,u,Palmerston_North_7_8,23.8,NA,NA,g,2,NA,NA,23.8,10.5,14.5,Yes,PNR-17
OCE,Palmerston_North,6,16,u,Palmerston_North_6_16,40.9,NA,NA,b,2,NA,NA,40.9,6.11,18.89,Yes,PNR-16
SAM,Punta_Arenas,23,13,r,Punta_Arenas_23_13,NA,NA,13.8,NA,NA,g,10,13.8,18.12,6.88,Yes,PAR-8
SAM,Punta_Arenas,21,5,r,Punta_Arenas_21_5,NA,NA,17.6,NA,NA,d,8,17.6,14.2,10.8,Yes,PAR-3
SAM,Punta_Arenas,22,9,r,Punta_Arenas_22_9,NA,NA,11.9,NA,NA,a,10,11.9,21.01,3.99,No,PAR-6
SAM,Punta_Arenas,1,20,u,Punta_Arenas_1_20,NA,NA,141,NA,NA,c,2,141,1.77,23.23,Yes,PAR-12
SAM,Punta_Arenas,3,5,u,Punta_Arenas_3_5,NA,NA,72.8,NA,NA,f,3,72.8,3.43,21.57,Yes,PAR-15
SAM,Punta_Arenas,5,5,u,Punta_Arenas_5_5,NA,NA,30.2,NA,NA,b,6,30.2,8.28,16.72,Yes,PAR-19
SAM,Rancagua,22,9,r,Rancagua_22_9,NA,NA,19.4,NA,NA,c,4,19.4,12.89,12.11,Yes,RAN-2
SAM,Rancagua,25,19,r,Rancagua_25_19,NA,NA,12.8,NA,NA,h,4,12.8,19.53,5.47,Yes,RAN-3
SAM,Rancagua,34,7,r,Rancagua_34_7,NA,NA,14.1,NA,NA,f,6,14.1,17.73,7.27,Yes,RAN-7
SAM,Rancagua,1,10,u,Rancagua_1_10,NA,NA,37,NA,NA,d,1,37,6.76,18.24,Yes,RAN-11
SAM,Rancagua,7,8,u,Rancagua_7_8,NA,NA,28,NA,NA,f,2,28,8.93,16.07,Yes,RAN-17
SAM,Rancagua,10,2,u,Rancagua_10_2,NA,NA,18.3,NA,NA,h,2,18.3,13.66,11.34,Yes,RAN-13
EU,Reading,39,7,r,Reading_39_7,5.71,NA,NA,a,7,NA,NA,5.71,25,0,No,RDG-10
EU,Reading,40,10,r,Reading_40_10,21.4,NA,NA,d,8,NA,NA,21.4,11.68,13.32,Yes,RDG-2
EU,Reading,42,12,r,Reading_42_12,32,NA,NA,a,11,NA,NA,32,7.81,17.19,Yes,RDG-3
EU,Reading,3,13,u,Reading_3_13,10.7,NA,NA,e,2,NA,NA,10.7,23.36,1.64,No,RDG-13
EU,Reading,5,7,u,Reading_5_7,14.5,NA,NA,f,5,NA,NA,14.5,17.24,7.76,Yes,RDG-16
EU,Reading,2,14,u,Reading_2_14,46.3,NA,NA,b,1,NA,NA,46.3,5.4,19.6,Yes,RDG-12
NAM,Sacramento,38,13,r,Sacramento_38_13,15.7,NA,NA,c,8,NA,NA,15.7,15.92,9.08,Yes,SAC-3
NAM,Sacramento,41,7,r,Sacramento_41_7,49.9,NA,NA,b,12,NA,NA,49.9,5.01,19.99,Yes,SAC-9
NAM,Sacramento,40,13,r,Sacramento_40_13,14.5,NA,NA,c,11,NA,NA,14.5,17.24,7.76,Yes,SAC-8
NAM,Sacramento,5,5,u,Sacramento_5_5,23.2,NA,NA,b,6,NA,NA,23.2,10.78,14.22,Yes,SAC-16
NAM,Sacramento,1,10,u,Sacramento_1_10,41.2,NA,NA,b,2,NA,NA,41.2,6.07,18.93,Yes,SAC-11
NAM,Sacramento,2,17,u,Sacramento_2_17,11.1,NA,NA,e,2,NA,NA,11.1,22.52,2.48,No,SAC-19
SAM,Santiago,1,1,r,Santiago_1_1,35,NA,NA,g,11,g,11,35,7.14,17.86,Yes,SAN-1
SAM,Santiago,5,11,r,Santiago_5_11,13.6,NA,NA,c,11,c,11,13.6,18.38,6.62,Yes,SAN-5
SAM,Santiago,17,13,r,Santiago_17_13,11.5,NA,NA,g,7,g,7,11.5,21.74,3.26,No,SAN-4
SAM,Santiago,38,10,u,Santiago_38_10,12.7,NA,NA,g,1,g,1,12.7,19.69,5.31,Yes,SAN-19
SAM,Santiago,26,2,u,Santiago_26_2,12.3,NA,NA,g,4,g,4,12.3,20.33,4.67,No,SAN-13
SAM,Santiago,22,20,u,Santiago_22_20,11.7,NA,NA,g,5,NA,NA,11.7,21.37,3.63,No,SAN-20
ASI,Sapporo,39,20,r,Sapporo_39_20,20.1,NA,NA,h,12,NA,NA,20.1,12.44,12.56,Yes,SAP-7
ASI,Sapporo,36,5,r,Sapporo_36_5,16,NA,NA,e,8,NA,NA,16,15.62,9.38,Yes,SAP-3
ASI,Sapporo,40,18,r,Sapporo_40_18,12.6,NA,NA,e,7,NA,NA,12.6,19.84,5.16,Yes,SAP-9
ASI,Sapporo,44,9,u,Sapporo_44_9,13.7,NA,NA,g,6,NA,NA,13.7,18.25,6.75,Yes,SAP-20
ASI,Sapporo,2,15,u,Sapporo_2_15,12.1,NA,NA,b,3,NA,NA,12.1,20.66,4.34,No,SAP-13
ASI,Sapporo,3,2,u,Sapporo_3_2,19.1,NA,NA,d,3,NA,NA,19.1,13.09,11.91,Yes,SAP-15
ASI,Shanghai,10,7,r,Shanghai_10_7,NA,NA,8.66,NA,NA,a,11,8.66,25,0,No,SHA-10
ASI,Shanghai,8,2,r,Shanghai_8_2,NA,NA,9.4,NA,NA,c,9,9.4,25,0,No,SHA-7
ASI,Shanghai,11,10,r,Shanghai_11_10,NA,NA,8.78,NA,NA,h,11,8.78,25,0,No,SHA-9
ASI,Shanghai,3,4,u,Shanghai_3_4,NA,NA,32.2,NA,NA,a,4,32.2,7.76,17.24,Yes,SHA-16
ASI,Shanghai,1,14,u,Shanghai_1_14,NA,NA,10.3,NA,NA,a,1,10.3,24.27,0.73,No,SHA-11
ASI,Shanghai,2,17,u,Shanghai_2_17,NA,NA,38.6,NA,NA,c,3,38.6,6.48,18.52,Yes,SHA-13
EU,Stockholm,43,12,r,Stockholm_43_12,NA,NA,43.2,NA,NA,f,5,43.2,5.79,19.21,Yes,STK-8
EU,Stockholm,44,17,r,Stockholm_44_17,NA,NA,15.2,NA,NA,d,6,15.2,16.45,8.55,Yes,STK-5
EU,Stockholm,42,6,r,Stockholm_42_6,NA,NA,12.4,NA,NA,g,4,12.4,20.16,4.84,No,STK-6
EU,Stockholm,5,4,u,Stockholm_5_4,NA,NA,32.2,NA,NA,e,3,32.2,7.76,17.24,Yes,STK-17
EU,Stockholm,1,6,u,Stockholm_1_6,NA,NA,16.5,NA,NA,c,1,16.5,15.15,9.85,Yes,STK-19
EU,Stockholm,4,18,u,Stockholm_4_18,NA,NA,17.5,NA,NA,d,3,17.5,14.29,10.71,Yes,STK-15
OCE,Sydney,37,7,r,Sydney_37_7,28.1,NA,NA,a,9,NA,NA,28.1,8.9,16.1,Yes,SYD-3
OCE,Sydney,39,3,r,Sydney_39_3,35.3,NA,NA,h,10,NA,NA,35.3,7.08,17.92,Yes,SYD-5
OCE,Sydney,40,1,r,Sydney_40_1,113,NA,NA,a,11,NA,NA,113,2.21,22.79,Yes,SYD-7
OCE,Sydney,4,2,u,Sydney_4_2,45,NA,NA,g,4,NA,NA,45,5.56,19.44,Yes,SYD-17
OCE,Sydney,2,9,u,Sydney_2_9,44.9,NA,NA,c,3,NA,NA,44.9,5.57,19.43,Yes,SYD-13
OCE,Sydney,1,9,u,Sydney_1_9,42.4,NA,NA,a,2,NA,NA,42.4,5.9,19.1,Yes,SYD-12
SAM,Talca,20,5,r,Talca_20_5,10.8,NA,NA,g,7,NA,NA,10.8,23.15,1.85,No,TLC-2
SAM,Talca,27,20,r,Talca_27_20,10.4,NA,NA,d,9,NA,NA,10.4,24.04,0.96,No,TLC-5
SAM,Talca,34,4,r,Talca_34_4,0,NA,11.5,g,12,d,12,11.5,21.74,3.26,No,TLC-9
SAM,Talca,1,13,u,Talca_1_13,8.62,NA,19.5,b,1,e,7,19.5,12.82,12.18,Yes,TLC-12
SAM,Talca,13,15,u,Talca_13_15,11.6,NA,NA,a,6,NA,NA,11.6,21.55,3.45,No,TLC-15
SAM,Talca,4,3,u,Talca_4_3,11.7,NA,NA,c,3,NA,NA,11.7,21.37,3.63,No,TLC-17
NAM,Tampa,14,11,r,Tampa_14_11,32.8,NA,NA,d,5,NA,NA,32.8,7.62,17.38,Yes,TPA-7
NAM,Tampa,13,7,r,Tampa_13_7,12.3,NA,NA,g,3,NA,NA,12.3,20.33,4.67,No,TPA-5
NAM,Tampa,12,8,r,Tampa_12_8,14.7,NA,NA,h,2,NA,NA,14.7,17.01,7.99,Yes,TPA-4
NAM,Tampa,7,12,u,Tampa_7_12,13.3,NA,NA,e,12,NA,NA,13.3,18.8,6.2,Yes,TPA-18
NAM,Tampa,5,11,u,Tampa_5_11,15,NA,NA,c,10,NA,NA,15,16.67,8.33,Yes,TPA-15
NAM,Tampa,4,5,u,Tampa_4_5,13.2,NA,NA,d,8,NA,NA,13.2,18.94,6.06,Yes,TPA-14
SAM,Temuco,47,1,r,Temuco_47_1,NA,NA,27.6,NA,NA,h,11,27.6,9.06,15.94,Yes,TEM-8
SAM,Temuco,44,5,r,Temuco_44_5,NA,NA,10,NA,NA,f,9,10,25,0,No,TEM-5
SAM,Temuco,46,3,r,Temuco_46_3,NA,NA,25.6,NA,NA,h,10,25.6,9.77,15.23,Yes,TEM-7
SAM,Temuco,2,15,u,Temuco_2_15,NA,NA,18.6,NA,NA,a,3,18.6,13.44,11.56,Yes,TEM-14
SAM,Temuco,5,7,u,Temuco_5_7,NA,NA,14,NA,NA,b,6,14,17.86,7.14,Yes,TEM-20
SAM,Temuco,1,3,u,Temuco_1_3,NA,NA,33.8,NA,NA,b,1,33.8,7.4,17.6,Yes,TEM-11
ASI,Tokyo,8,7,r,Tokyo_8_7,0,NA,9,c,7,c,4,9,25,0,No,TYO-6
ASI,Tokyo,13,10,r,Tokyo_13_10,32.4,NA,NA,b,10,NA,NA,32.4,7.72,17.28,Yes,TYO-4
ASI,Tokyo,35,8,r,Tokyo_35_8,5.359999999999999,NA,0,a,12,g,6,5.359999999999999,25,0,No,TYO-10
ASI,Tokyo,39,4,u,Tokyo_39_4,5.14,NA,14,d,3,c,2,14,17.86,7.14,Yes,TYO-16
ASI,Tokyo,21,8,u,Tokyo_21_8,14.2,NA,NA,g,1,NA,NA,14.2,17.61,7.39,Yes,TYO-14
ASI,Tokyo,25,19,u,Tokyo_25_19,11.9,NA,NA,c,3,NA,NA,11.9,21.01,3.99,No,TYO-15
NAM,Vancouver,37,3,r,Vancouver_37_3,11.3,NA,NA,d,8,NA,NA,11.3,22.12,2.88,No,VAN-4
NAM,Vancouver,36,14,r,Vancouver_36_14,11.6,NA,NA,f,7,NA,NA,11.6,21.55,3.45,No,VAN-2
NAM,Vancouver,38,12,r,Vancouver_38_12,22.3,NA,NA,a,10,NA,NA,22.3,11.21,13.79,Yes,VAN-5
NAM,Vancouver,2,4,u,Vancouver_2_4,10.1,NA,NA,e,2,NA,NA,10.1,24.75,0.25,No,VAN-13
NAM,Vancouver,5,12,u,Vancouver_5_12,18.7,NA,NA,f,6,NA,NA,18.7,13.37,11.63,Yes,VAN-20
NAM,Vancouver,3,8,u,Vancouver_3_8,13.5,NA,NA,f,3,NA,NA,13.5,18.52,6.48,Yes,VAN-15
EU,Warsaw,46,3,r,Warsaw_46_3,3.08,NA,34.2,a,8,f,7,34.2,7.31,17.69,Yes,WAW-2
EU,Warsaw,48,1,r,Warsaw_48_1,6.78,NA,19.4,b,10,g,9,19.4,12.89,12.11,Yes,WAW-6
EU,Warsaw,49,8,r,Warsaw_49_8,NA,NA,20,NA,NA,d,10,20,12.5,12.5,Yes,WAW-7
EU,Warsaw,1,5,u,Warsaw_1_5,NA,NA,18.6,NA,NA,d,1,18.6,13.44,11.56,Yes,WAW-11
EU,Warsaw,5,4,u,Warsaw_5_4,2.94,NA,13.9,f,6,a,6,13.9,17.99,7.01,Yes,WAW-19
EU,Warsaw,2,15,u,Warsaw_2_15,NA,NA,63.6,NA,NA,b,3,63.6,3.93,21.07,Yes,WAW-14
OCE,Wollongong,39,10,r,Wollongong_39_10,9.4,NA,12.5,d,11,h,8,12.5,20,5,No,WOL-7
OCE,Wollongong,40,20,r,Wollongong_40_20,28.2,NA,NA,e,12,NA,NA,28.2,8.87,16.13,Yes,WOL-9
OCE,Wollongong,37,6,r,Wollongong_37_6,8.96,NA,77,g,8,g,7,77,3.25,21.75,Yes,WOL-4
OCE,Wollongong,1,17,u,Wollongong_1_17,11,NA,0,d,1,e,10,11,22.73,2.27,No,WOL-12
OCE,Wollongong,5,3,u,Wollongong_5_3,11.8,NA,NA,h,6,NA,NA,11.8,21.19,3.81,No,WOL-20
OCE,Wollongong,3,13,u,Wollongong_3_13,13.9,NA,NA,b,4,NA,NA,13.9,17.99,7.01,Yes,WOL-15
