continent,city,pop,individual,site,plantID,qubit_1,qubit_2,qubit_3,row_firstPlating,column_firstPlating,row_secondPlating,column_secondPlating,max_qubit,initial_vol,TE_vol,leftover,Bioruptor_label
EU,Antwerp,39,10,r,Antwerp_39_10,6.3,NA,19.1,a,11,g,4,19.1,13.09,11.91,Yes,ANT-84
EU,Antwerp,39,3,r,Antwerp_39_3,26,NA,NA,b,11,NA,NA,26,9.62,15.38,Yes,ANT-85
EU,Antwerp,39,7,r,Antwerp_39_7,16.4,NA,NA,c,11,NA,NA,16.4,15.24,9.76,Yes,ANT-86
EU,Antwerp,39,4,r,Antwerp_39_4,6.575,NA,302,d,11,h,4,302,0.83,24.17,Yes,ANT-87
EU,Antwerp,39,2,r,Antwerp_39_2,18.3,NA,NA,e,11,NA,NA,18.3,13.66,11.34,Yes,ANT-88
EU,Antwerp,39,6,r,Antwerp_39_6,6.8,NA,0,g,11,a,5,6.8,25,0,No,ANT-89
EU,Antwerp,40,1,r,Antwerp_40_1,9.25,NA,1540,a,12,b,5,1540,0.16,24.84,Yes,ANT-90
EU,Antwerp,40,8,r,Antwerp_40_8,19.8,NA,NA,b,12,NA,NA,19.8,12.63,12.37,Yes,ANT-91
EU,Antwerp,40,3,r,Antwerp_40_3,13.6,NA,NA,c,12,NA,NA,13.6,18.38,6.62,Yes,ANT-92
EU,Antwerp,40,4,r,Antwerp_40_4,4.35,NA,155,d,12,c,5,155,1.61,23.39,Yes,ANT-93
EU,Antwerp,40,9,r,Antwerp_40_9,4.8,NA,9.2,e,12,d,5,9.2,25,0,No,ANT-94
EU,Antwerp,40,7,r,Antwerp_40_7,15,NA,NA,g,12,NA,NA,15,16.67,8.33,Yes,ANT-95
EU,Antwerp,40,6,r,Antwerp_40_6,33,NA,NA,h,12,NA,NA,33,7.58,17.42,Yes,ANT-96
OCE,Armidale,1,17,u,Armidale_1_17,10,NA,NA,a,1,NA,NA,10,25,0,No,NA
OCE,Armidale,1,10,u,Armidale_1_10,8.51,NA,NA,d,1,NA,NA,8.51,25,0,No,NA
OCE,Armidale,1,7,u,Armidale_1_7,24.2,NA,NA,e,1,NA,NA,24.2,10.33,14.67,Yes,NA
OCE,Armidale,1,6,u,Armidale_1_6,24,NA,NA,f,1,NA,NA,24,10.42,14.58,Yes,NA
OCE,Armidale,1,4,u,Armidale_1_4,33.6,NA,NA,g,1,NA,NA,33.6,7.44,17.56,Yes,NA
OCE,Armidale,1,2,u,Armidale_1_2,16.6,NA,NA,h,1,NA,NA,16.6,15.06,9.94,Yes,NA
OCE,Armidale,1,12,u,Armidale_1_12,6.72,NA,NA,a,2,NA,NA,6.72,25,0,No,NA
OCE,Armidale,2,13,u,Armidale_2_13,10.7,NA,NA,b,2,NA,NA,10.7,23.36,1.64,No,NA
OCE,Armidale,2,18,u,Armidale_2_18,3.12,NA,NA,c,2,NA,NA,3.12,25,0,No,NA
OCE,Armidale,2,10,u,Armidale_2_10,10.7,NA,NA,d,2,NA,NA,10.7,23.36,1.64,No,NA
OCE,Armidale,2,3,u,Armidale_2_3,8.07,NA,NA,e,2,NA,NA,8.07,25,0,No,NA
OCE,Armidale,2,7,u,Armidale_2_7,10.6,NA,NA,f,2,NA,NA,10.6,23.58,1.42,No,NA
OCE,Armidale,2,6,u,Armidale_2_6,34.5,NA,NA,g,2,NA,NA,34.5,7.25,17.75,Yes,NA
OCE,Armidale,2,4,u,Armidale_2_4,4.92,NA,NA,h,2,NA,NA,4.92,25,0,No,NA
OCE,Armidale,2,1,u,Armidale_2_1,12.4,NA,NA,a,3,NA,NA,12.4,20.16,4.84,No,NA
OCE,Armidale,3,1,u,Armidale_3_1,14.8,NA,NA,d,3,NA,NA,14.8,16.89,8.11,Yes,NA
OCE,Armidale,3,10,u,Armidale_3_10,5.84,NA,NA,e,3,NA,NA,5.84,25,0,No,NA
OCE,Armidale,3,15,u,Armidale_3_15,15.8,NA,NA,g,3,NA,NA,15.8,15.82,9.18,Yes,NA
OCE,Armidale,3,2,u,Armidale_3_2,13.3,NA,NA,h,3,NA,NA,13.3,18.8,6.2,Yes,NA
OCE,Armidale,3,6,u,Armidale_3_6,3.82,NA,NA,a,4,NA,NA,3.82,25,0,No,NA
OCE,Armidale,3,19,u,Armidale_3_19,5.91,NA,NA,c,4,NA,NA,5.91,25,0,No,NA
OCE,Armidale,3,17,u,Armidale_3_17,25.5,NA,NA,d,4,NA,NA,25.5,9.8,15.2,Yes,NA
OCE,Armidale,3,15,u,Armidale_3_15,9.01,NA,NA,e,4,NA,NA,9.01,25,0,No,NA
OCE,Armidale,4,2,u,Armidale_4_2,8.79,NA,NA,f,4,NA,NA,8.79,25,0,No,NA
OCE,Armidale,4,19,u,Armidale_4_19,5.7700000000000005,NA,NA,a,5,NA,NA,5.7700000000000005,25,0,No,NA
OCE,Armidale,4,16,u,Armidale_4_16,14.7,NA,NA,b,5,NA,NA,14.7,17.01,7.99,Yes,NA
OCE,Armidale,4,12,u,Armidale_4_12,4.81,NA,NA,c,5,NA,NA,4.81,25,0,No,NA
OCE,Armidale,4,7,u,Armidale_4_7,4.75,NA,NA,d,5,NA,NA,4.75,25,0,No,NA
OCE,Armidale,4,5,u,Armidale_4_5,23.5,NA,NA,e,5,NA,NA,23.5,10.64,14.36,Yes,NA
OCE,Armidale,4,10,u,Armidale_4_10,11.4,NA,NA,f,5,NA,NA,11.4,21.93,3.07,No,NA
OCE,Armidale,4,3,u,Armidale_4_3,24.5,NA,NA,g,5,NA,NA,24.5,10.2,14.8,Yes,NA
OCE,Armidale,5,5,u,Armidale_5_5,14.9,NA,NA,h,5,NA,NA,14.9,16.78,8.22,Yes,NA
OCE,Armidale,5,16,u,Armidale_5_16,4.819999999999999,NA,NA,a,6,NA,NA,4.819999999999999,25,0,No,NA
OCE,Armidale,5,4,u,Armidale_5_4,7.53,NA,NA,b,6,NA,NA,7.53,25,0,No,NA
OCE,Armidale,5,12,u,Armidale_5_12,13.2,NA,NA,c,6,NA,NA,13.2,18.94,6.06,Yes,NA
OCE,Armidale,5,8,u,Armidale_5_8,10.8,NA,NA,e,6,NA,NA,10.8,23.15,1.85,No,NA
OCE,Armidale,35,12,r,Armidale_35_12,4.2,NA,NA,b,7,NA,NA,4.2,25,0,No,NA
OCE,Armidale,35,6,r,Armidale_35_6,5.46,NA,NA,d,7,NA,NA,5.46,25,0,No,NA
OCE,Armidale,35,5,r,Armidale_35_5,6.33,NA,NA,e,7,NA,NA,6.33,25,0,No,NA
OCE,Armidale,35,3,r,Armidale_35_3,9,NA,NA,f,7,NA,NA,9,25,0,No,NA
OCE,Armidale,35,1,r,Armidale_35_1,8.92,NA,NA,g,7,NA,NA,8.92,25,0,No,NA
OCE,Armidale,35,15,r,Armidale_35_15,3.7,NA,NA,h,7,NA,NA,3.7,25,0,No,NA
OCE,Armidale,35,20,r,Armidale_35_20,4.930000000000001,NA,NA,b,8,NA,NA,4.930000000000001,25,0,No,NA
OCE,Armidale,36,3,r,Armidale_36_3,7.98,NA,NA,c,8,NA,NA,7.98,25,0,No,NA
OCE,Armidale,36,7,r,Armidale_36_7,3.34,NA,NA,e,8,NA,NA,3.34,25,0,No,NA
OCE,Armidale,36,5,r,Armidale_36_5,2.84,NA,NA,f,8,NA,NA,2.84,25,0,No,NA
OCE,Armidale,36,12,r,Armidale_36_12,2.8,NA,NA,g,8,NA,NA,2.8,25,0,No,NA
OCE,Armidale,36,13,r,Armidale_36_13,7.71,NA,NA,h,8,NA,NA,7.71,25,0,No,NA
OCE,Armidale,36,15,r,Armidale_36_15,4.38,NA,NA,a,9,NA,NA,4.38,25,0,No,NA
OCE,Armidale,36,17,r,Armidale_36_17,1.52,NA,NA,b,9,NA,NA,1.52,25,0,No,NA
OCE,Armidale,37,12,r,Armidale_37_12,4.45,NA,NA,d,9,NA,NA,4.45,25,0,No,NA
OCE,Armidale,37,11,r,Armidale_37_11,8.139999999999999,NA,NA,e,9,NA,NA,8.139999999999999,25,0,No,NA
OCE,Armidale,37,16,r,Armidale_37_16,8.97,NA,NA,g,9,NA,NA,8.97,25,0,No,NA
OCE,Armidale,37,8,r,Armidale_37_8,6.5,NA,NA,h,9,NA,NA,6.5,25,0,No,NA
OCE,Armidale,37,3,r,Armidale_37_3,6.7,NA,NA,a,10,NA,NA,6.7,25,0,No,NA
OCE,Armidale,37,5,r,Armidale_37_5,3.04,NA,NA,b,10,NA,NA,3.04,25,0,No,NA
OCE,Armidale,37,7,r,Armidale_37_7,9.41,NA,NA,c,10,NA,NA,9.41,25,0,No,NA
OCE,Armidale,37,20,r,Armidale_37_20,6.4,NA,NA,d,10,NA,NA,6.4,25,0,No,NA
OCE,Armidale,37,1,r,Armidale_37_1,3.27,NA,NA,e,10,NA,NA,3.27,25,0,No,NA
OCE,Armidale,39,2,r,Armidale_39_2,2.68,NA,NA,f,10,NA,NA,2.68,25,0,No,NA
OCE,Armidale,39,3,r,Armidale_39_3,4.74,NA,NA,g,10,NA,NA,4.74,25,0,No,NA
OCE,Armidale,39,6,r,Armidale_39_6,5.83,NA,NA,h,10,NA,NA,5.83,25,0,No,NA
OCE,Armidale,39,7,r,Armidale_39_7,3.96,NA,NA,a,11,NA,NA,3.96,25,0,No,NA
OCE,Armidale,39,9,r,Armidale_39_9,3.55,NA,NA,b,11,NA,NA,3.55,25,0,No,NA
OCE,Armidale,39,19,r,Armidale_39_19,5.619999999999999,NA,NA,f,11,NA,NA,5.619999999999999,25,0,No,NA
