OID,city,population,populati_1,populati_2,total_plan,numCyanoge,freqHCN,latitude_c,longitude_,continent,distance,max_dist,std_distan,BUFF_DIST,ORIG_FID,jacksonville_016039_20160709_LST_pcs_OID,jacksonville_016039_20160709_LST_pcs_FID_,jacksonville_016039_20160709_LST_pcs_COUNT,jacksonville_016039_20160709_LST_pcs_AREA,jacksonville_016039_20160709_LST_pcs_MEAN
-1,Jacksonville,26,30.606430000000000,-81.516970000000001,15,15,1.000000000000000,30.325970000000002,-81.656761000000003,North America,33.941899999999997,41.157699999999998,0.824700000000000,100.000000000000000,25,25,25,37,33300.000000000000000,37.435414957900001
-1,Jacksonville,27,30.617979999999999,-81.515090000000001,15,15,1.000000000000000,30.325970000000002,-81.656761000000003,North America,35.194400000000002,41.157699999999998,0.855100000000000,100.000000000000000,26,26,26,35,31500.000000000000000,38.859589087899998
-1,Jacksonville,28,30.643750000000001,-81.529799999999994,15,13,0.867000000000000,30.325970000000002,-81.656761000000003,North America,37.371200000000002,41.157699999999998,0.908000000000000,100.000000000000000,27,27,27,36,32400.000000000000000,34.692461289100002
-1,Jacksonville,29,30.640010000000000,-81.545270000000002,14,14,1.000000000000000,30.325970000000002,-81.656761000000003,North America,36.517400000000002,41.157699999999998,0.887300000000000,100.000000000000000,28,28,28,35,31500.000000000000000,33.854009382900003
-1,Jacksonville,30,30.641819999999999,-81.612740000000002,14,12,0.857000000000000,30.325970000000002,-81.656761000000003,North America,35.373300000000000,41.157699999999998,0.859500000000000,100.000000000000000,29,29,29,34,30600.000000000000000,36.156151873699997
-1,Jacksonville,31,30.650929999999999,-81.623739999999998,14,14,1.000000000000000,30.325970000000002,-81.656761000000003,North America,36.272199999999998,41.157699999999998,0.881300000000000,100.000000000000000,30,30,30,35,31500.000000000000000,36.906426780700002
-1,Jacksonville,32,30.658639999999998,-81.631180000000001,14,14,1.000000000000000,30.325970000000002,-81.656761000000003,North America,37.072299999999998,41.157699999999998,0.900700000000000,100.000000000000000,31,31,31,35,31500.000000000000000,34.273261817900000
-1,Jacksonville,33,30.668559999999999,-81.638959999999997,15,12,0.800000000000000,30.325970000000002,-81.656761000000003,North America,38.132399999999997,41.157699999999998,0.926500000000000,100.000000000000000,32,32,32,32,28800.000000000000000,35.511591602599999
-1,Jacksonville,34,30.684529999999999,-81.651169999999993,15,15,1.000000000000000,30.325970000000002,-81.656761000000003,North America,39.873699999999999,41.157699999999998,0.968800000000000,100.000000000000000,33,33,33,35,31500.000000000000000,34.200297479500001
-1,Jacksonville,35,30.696100000000001,-81.659970000000001,12,12,1.000000000000000,30.325970000000002,-81.656761000000003,North America,41.157699999999998,41.157699999999998,1.000000000000000,100.000000000000000,34,34,34,35,31500.000000000000000,33.273695588599999
