PC1,PC2,sample,continent,range,city,pop,individual,site
-0.010755194876159398,0.011770246844233974,Antwerp_36_8,EU,Native,Antwerp,36,8,r
-0.01097504987565208,0.02956991158276531,Antwerp_37_13,EU,Native,Antwerp,37,13,r
-0.021163217835894577,0.02111574479501116,Antwerp_37_11,EU,Native,Antwerp,37,11,r
-0.009342827417323896,0.02505549357315657,Antwerp_38_14,EU,Native,Antwerp,38,14,r
-0.01396954497476416,0.020136787702424018,Antwerp_38_10,EU,Native,Antwerp,38,10,r
0.0012987461151632914,0.004141192787429933,Antwerp_39_15,EU,Native,Antwerp,39,15,r
0.026679066661251277,0.0017719159258851908,Antwerp_39_9,EU,Native,Antwerp,39,9,r
-0.014477802905107258,0.028478981716258216,Antwerp_40_5,EU,Native,Antwerp,40,5,r
-0.017725998416305053,0.014126042703469946,Antwerp_40_10,EU,Native,Antwerp,40,10,r
-0.026671024764582007,0.028912653522273124,Antwerp_1_10,EU,Native,Antwerp,1,10,u
-0.002088203560467659,0.008377342183862596,Antwerp_1_11,EU,Native,Antwerp,1,11,u
-7.77932245495619e-6,-0.007032156297747813,Antwerp_2_3,EU,Native,Antwerp,2,3,u
-0.016322730677273762,0.01605835692333206,Antwerp_2_7,EU,Native,Antwerp,2,7,u
-0.020230981387105582,0.017175661557111005,Antwerp_3_1,EU,Native,Antwerp,3,1,u
-0.02004492149292021,0.014349506753492407,Antwerp_3_9,EU,Native,Antwerp,3,9,u
-0.01805382035073321,0.014968449811907935,Antwerp_4_10,EU,Native,Antwerp,4,10,u
-0.021705178494292682,0.0045206177717333745,Antwerp_4_3,EU,Native,Antwerp,4,3,u
-0.011659565797318586,0.012300003032220895,Antwerp_5_4,EU,Native,Antwerp,5,4,u
-0.01599370766590513,0.00917603459549228,Antwerp_5_9,EU,Native,Antwerp,5,9,u
-0.0045693974212650205,-0.007271534140351935,Armidale_35_11,OCE,Introduced,Armidale,35,11,r
-0.006725387208092813,0.010814591971484017,Armidale_35_16,OCE,Introduced,Armidale,35,16,r
0.025104124980040162,-0.017630397341843608,Armidale_36_6,OCE,Introduced,Armidale,36,6,r
0.01966117787365175,-0.013154838018557078,Armidale_37_17,OCE,Introduced,Armidale,37,17,r
0.02539520883744902,-0.013340097454917928,Armidale_39_11,OCE,Introduced,Armidale,39,11,r
0.016352239645115042,-0.029993372537296618,Armidale_39_17,OCE,Introduced,Armidale,39,17,r
0.03270301728596656,-0.01695156691841189,Armidale_40_16,OCE,Introduced,Armidale,40,16,r
0.02873028015758853,-0.02791393323845209,Armidale_40_9,OCE,Introduced,Armidale,40,9,r
-5.048762630355257e-4,0.0047158523615085405,Armidale_39_13,OCE,Introduced,Armidale,39,13,r
0.01172515541047745,-0.0033372547329248462,Armidale_35_8,OCE,Introduced,Armidale,35,8,r
-0.012987006475410482,0.00590414923251454,Armidale_1_15,OCE,Introduced,Armidale,1,15,u
-0.002832116477125031,0.009628095902317621,Armidale_1_14,OCE,Introduced,Armidale,1,14,u
-0.006927545021633409,0.006645536641040232,Armidale_2_20,OCE,Introduced,Armidale,2,20,u
0.018290774050966074,-0.03403907998626359,Armidale_2_14,OCE,Introduced,Armidale,2,14,u
0.024768249238337668,-0.030713429610571642,Armidale_3_9,OCE,Introduced,Armidale,3,9,u
0.011486747971406653,-0.01589293916728325,Armidale_3_4,OCE,Introduced,Armidale,3,4,u
0.03285626309161382,-0.026056958653499968,Armidale_4_20,OCE,Introduced,Armidale,4,20,u
0.015218207445914275,-0.001281141015456665,Armidale_4_8,OCE,Introduced,Armidale,4,8,u
0.013111112540051812,0.003527923348289863,Armidale_5_10,OCE,Introduced,Armidale,5,10,u
0.02480217658845773,0.003030990325647931,Armidale_5_13,OCE,Introduced,Armidale,5,13,u
0.021972261904481826,-0.0074432214338878205,Athens_21_3,NAM,Introduced,Athens,21,3,r
0.028212419996661485,8.400511841789048e-4,Athens_21_18,NAM,Introduced,Athens,21,18,r
0.028634778280549184,-0.003723800650956162,Athens_22_4,NAM,Introduced,Athens,22,4,r
0.042319358960840985,-0.00840441946403451,Athens_22_6,NAM,Introduced,Athens,22,6,r
0.030426732810678824,0.006803513622234849,Athens_23_5,NAM,Introduced,Athens,23,5,r
0.018278907075410293,3.0713482325957377e-4,Athens_23_6,NAM,Introduced,Athens,23,6,r
0.03179662234005688,-0.013848298210741232,Athens_24_17,NAM,Introduced,Athens,24,17,r
0.020902575108674968,-0.005243916455215168,Athens_24_7,NAM,Introduced,Athens,24,7,r
0.035346042832224485,0.006420151520728926,Athens_25_17,NAM,Introduced,Athens,25,17,r
0.026454782528056896,0.006436207391959218,Athens_24_13,NAM,Introduced,Athens,24,13,r
0.01039110205479681,0.017498612115294104,Athens_10_15,NAM,Introduced,Athens,10,15,u
-0.003695799281816303,0.03341543539887261,Athens_10_14,NAM,Introduced,Athens,10,14,u
0.017681678952889322,0.029920895901284984,Athens_6_10,NAM,Introduced,Athens,6,10,u
-6.431603372227797e-5,0.002757561915673985,Athens_6_4,NAM,Introduced,Athens,6,4,u
0.017659829007790794,0.0088616589779986,Athens_7_19,NAM,Introduced,Athens,7,19,u
0.02132000239620216,0.00930465231123333,Athens_7_3,NAM,Introduced,Athens,7,3,u
0.016551445983807887,0.011441394147279007,Athens_8_4,NAM,Introduced,Athens,8,4,u
0.017431376997748327,0.024595126501516452,Athens_8_19,NAM,Introduced,Athens,8,19,u
0.041244775555381495,-0.01734884213750545,Athens_9_5,NAM,Introduced,Athens,9,5,u
0.020164017200913677,0.005170863994522595,Athens_9_15,NAM,Introduced,Athens,9,15,u
-0.0044063519965383815,0.002703823363777139,Bogota_36_8,SAM,Introduced,Bogota,36,8,r
-0.014999179279135407,0.011348230421716407,Bogota_36_1,SAM,Introduced,Bogota,36,1,r
0.02332047326638561,-0.0030519394095691508,Bogota_37_1,SAM,Introduced,Bogota,37,1,r
0.009899803168766659,0.02795820889186425,Bogota_38_4,SAM,Introduced,Bogota,38,4,r
-0.00578412653476728,8.88804873657934e-4,Bogota_38_1,SAM,Introduced,Bogota,38,1,r
-0.0016665210470355716,0.02840251244259973,Bogota_39_2,SAM,Introduced,Bogota,39,2,r
-2.575538811637521e-4,0.003033575567548844,Bogota_39_6,SAM,Introduced,Bogota,39,6,r
-0.01455674055071731,0.0129478569697974,Bogota_40_1,SAM,Introduced,Bogota,40,1,r
0.003891046920732322,0.02075775978366196,Bogota_36_5,SAM,Introduced,Bogota,36,5,r
-0.009930086005107152,-0.0037655489713460237,Bogota_36_4,SAM,Introduced,Bogota,36,4,r
-0.006840058626414891,0.01161113268151721,Bogota_1_4,SAM,Introduced,Bogota,1,4,u
-0.008031724510942983,0.018100322349566572,Bogota_1_8,SAM,Introduced,Bogota,1,8,u
-0.01330106150290606,0.011092865697885935,Bogota_2_9,SAM,Introduced,Bogota,2,9,u
0.008167898531255447,0.0036931595003129782,Bogota_3_7,SAM,Introduced,Bogota,3,7,u
-0.005759744726978929,6.001122928455177e-4,Bogota_3_8,SAM,Introduced,Bogota,3,8,u
0.0013223096920369187,0.0026531965954557247,Bogota_4_7,SAM,Introduced,Bogota,4,7,u
-0.00563727295943713,0.023981730116290817,Bogota_4_10,SAM,Introduced,Bogota,4,10,u
0.010648498222031337,0.004944711046489578,Bogota_5_9,SAM,Introduced,Bogota,5,9,u
0.01238651391702287,-0.012842262682593548,Bogota_5_4,SAM,Introduced,Bogota,5,4,u
0.00941721946288902,-8.407774439598959e-4,Bogota_3_1,SAM,Introduced,Bogota,3,1,u
0.02762573701909803,0.009246494168851732,Buen_Air_1_17,SAM,Introduced,Buenos_Aires,1,17,r
0.018188996235259283,-0.011605224767983665,Buen_Air_1_15,SAM,Introduced,Buenos_Aires,1,15,r
0.026351891008874532,-0.00282623062738377,Buen_Air_2_6,SAM,Introduced,Buenos_Aires,2,6,r
0.024472624006087473,-0.017318537833119957,Buen_Air_2_9,SAM,Introduced,Buenos_Aires,2,9,r
0.014598007455030447,0.010376840437687563,Buen_Air_3_16,SAM,Introduced,Buenos_Aires,3,16,r
0.024562483631163232,4.637260401472544e-4,Buen_Air_4_7,SAM,Introduced,Buenos_Aires,4,7,r
0.018217212697684348,0.0012161744205782202,Buen_Air_4_19,SAM,Introduced,Buenos_Aires,4,19,r
0.028758304048193007,0.006171330529958219,Buen_Air_5_6,SAM,Introduced,Buenos_Aires,5,6,r
0.019973729328061164,-0.0029810495994282054,Buen_Air_5_10,SAM,Introduced,Buenos_Aires,5,10,r
0.025403392101840134,-0.001714003162783014,Buen_Air_1_14,SAM,Introduced,Buenos_Aires,1,14,r
0.03470720292683814,-0.009917487343795679,Buen_Air_18_7,SAM,Introduced,Buenos_Aires,18,7,u
0.021115649234965138,0.014225786792748532,Buen_Air_18_12,SAM,Introduced,Buenos_Aires,18,12,u
0.028107726741022517,0.009944283684414024,Buen_Air_19_15,SAM,Introduced,Buenos_Aires,19,15,u
0.02546313201474143,-0.00369208222966894,Buen_Air_19_8,SAM,Introduced,Buenos_Aires,19,8,u
0.02923478917473507,0.0013173190921506428,Buen_Air_21_13,SAM,Introduced,Buenos_Aires,21,13,u
0.02718318064488456,-0.005346030998809435,Buen_Air_21_4,SAM,Introduced,Buenos_Aires,21,4,u
0.02587373887760198,0.010365143739815442,Buen_Air_22_8,SAM,Introduced,Buenos_Aires,22,8,u
0.03284165218018146,-0.014737512779102013,Buen_Air_22_18,SAM,Introduced,Buenos_Aires,22,18,u
0.02116212369923186,-0.014568174440168117,Buen_Air_23_5,SAM,Introduced,Buenos_Aires,23,5,u
0.03206762961543844,-0.006980120487576619,Buen_Air_23_13,SAM,Introduced,Buenos_Aires,23,13,u
-0.012598331899309857,0.009215287471309862,Calgary_23_1,NAM,Introduced,Calgary,23,1,r
-0.021127314869833717,0.02866742344508317,Calgary_23_9,NAM,Introduced,Calgary,23,9,r
-0.0051391322965787176,0.01786899546952614,Calgary_24_12,NAM,Introduced,Calgary,24,12,r
-0.01789032378727185,0.03290210013864858,Calgary_24_14,NAM,Introduced,Calgary,24,14,r
-0.007932177966097234,0.001829727072931245,Calgary_25_16,NAM,Introduced,Calgary,25,16,r
-8.24969951478288e-4,0.0034462524965889877,Calgary_27_10,NAM,Introduced,Calgary,27,10,r
-0.004942055362002401,0.013736074434305977,Calgary_28_9,NAM,Introduced,Calgary,28,9,r
-0.024295732741539136,0.019787385234314458,Calgary_28_1,NAM,Introduced,Calgary,28,1,r
-0.00713243973025318,0.016187926094483517,Calgary_28_8,NAM,Introduced,Calgary,28,8,r
-0.03135135014011511,0.015550780643479355,Calgary_2_6,NAM,Introduced,Calgary,2,6,u
-0.022933273966454195,0.017463875845278587,Calgary_2_13,NAM,Introduced,Calgary,2,13,u
-0.022081451375513116,0.00749155348844453,Calgary_32_5,NAM,Introduced,Calgary,32,5,u
-0.009741639384680733,0.024689571786992083,Calgary_32_10,NAM,Introduced,Calgary,32,10,u
-0.00954529592235851,0.0175339621047276,Calgary_35_1,NAM,Introduced,Calgary,35,1,u
-0.01625805783526822,0.020215398029360836,Calgary_35_2,NAM,Introduced,Calgary,35,2,u
0.0051190386156086945,0.023050528654758578,Calgary_36_16,NAM,Introduced,Calgary,36,16,u
-0.0015993855514471057,0.04984053217675323,Calgary_36_17,NAM,Introduced,Calgary,36,17,u
-0.02047587243275014,0.030613685561608126,Calgary_37_7,NAM,Introduced,Calgary,37,7,u
-0.007125610709257673,0.020700198662183426,Calgary_37_10,NAM,Introduced,Calgary,37,10,u
-0.009916348986314594,-0.039044084000157686,Canberra_30_9,OCE,Introduced,Canberra,30,9,r
0.04453678342497645,-0.031330176275165315,Canberra_30_4,OCE,Introduced,Canberra,30,4,r
0.04188042276703862,-0.015975993323264683,Canberra_31_1,OCE,Introduced,Canberra,31,1,r
0.03533139923049587,-0.015217528070733321,Canberra_31_2,OCE,Introduced,Canberra,31,2,r
0.028196198427357936,-0.02131569068633003,Canberra_33_9,OCE,Introduced,Canberra,33,9,r
-0.014307499574070204,0.0033517160530285996,Canberra_34_14,OCE,Introduced,Canberra,34,14,r
0.013574815927502724,-0.030670949626829935,Canberra_30_10,OCE,Introduced,Canberra,30,10,r
0.04346752708686706,-0.03840874064584252,Canberra_30_3,OCE,Introduced,Canberra,30,3,r
0.01034739474944404,-0.018426354106288553,Canberra_30_7,OCE,Introduced,Canberra,30,7,r
0.034826542155252806,-0.031246973736668845,Canberra_30_13,OCE,Introduced,Canberra,30,13,r
-0.01822640410844066,-0.014406163542901109,Canberra_1_15,OCE,Introduced,Canberra,1,15,u
0.010486437720291607,-0.01665826352352605,Canberra_1_3,OCE,Introduced,Canberra,1,3,u
-0.019116657551129408,0.03684748497802985,Canberra_2_11,OCE,Introduced,Canberra,2,11,u
0.026746783464742848,-4.408641532233472e-4,Canberra_2_17,OCE,Introduced,Canberra,2,17,u
0.012394357933908475,-0.02621714774649128,Canberra_3_9,OCE,Introduced,Canberra,3,9,u
-0.009353269887429506,0.025671232308717803,Canberra_3_3,OCE,Introduced,Canberra,3,3,u
0.044752446210133544,-0.031054481951354213,Canberra_4_13,OCE,Introduced,Canberra,4,13,u
0.047555464544470044,-0.042461541958467366,Canberra_4_7,OCE,Introduced,Canberra,4,7,u
0.052371877167934025,-0.030012679965795715,Canberra_5_11,OCE,Introduced,Canberra,5,11,u
0.036235829082074095,-0.03835464421640024,Canberra_5_10,OCE,Introduced,Canberra,5,10,u
0.04615342905855313,-0.02028321296464808,Cape_Town_7_14,AFR,Introduced,Cape_Town,7,14,r
0.00782731129414885,-0.02440642462123289,Cape_Town_19_8,AFR,Introduced,Cape_Town,19,8,r
0.04696584075100441,-0.038507498504181746,Cape_Town_18_3,AFR,Introduced,Cape_Town,18,3,r
0.043354743535085935,-0.023192799116616373,Cape_Town_7_5,AFR,Introduced,Cape_Town,7,5,r
0.020429197442045608,-0.005967651889919966,Cape_Town_19_14,AFR,Introduced,Cape_Town,19,14,r
0.009231413067661894,0.005688468758569709,Cape_Town_19_11,AFR,Introduced,Cape_Town,19,11,r
0.04026440744085908,-0.041392577361135906,Cape_Town_8_6,AFR,Introduced,Cape_Town,8,6,r
0.046396606183929566,-0.036117060684514195,Cape_Town_8_8,AFR,Introduced,Cape_Town,8,8,r
0.0357604778548291,-0.03057227857012967,Cape_Town_18_13,AFR,Introduced,Cape_Town,18,13,r
0.04489400552481212,-0.021300744613267808,Cape_Town_8_1,AFR,Introduced,Cape_Town,8,1,r
0.04720629516086192,-0.03378632989804826,Cape_Town_13_7,AFR,Introduced,Cape_Town,13,7,u
0.02598227986485104,-0.018975315525116884,Cape_Town_14_9,AFR,Introduced,Cape_Town,14,9,u
0.03611457146376231,-0.04184251327343627,Cape_Town_13_10,AFR,Introduced,Cape_Town,13,10,u
-0.008657852562261897,-0.006140028324459302,Cape_Town_13_5,AFR,Introduced,Cape_Town,13,5,u
0.034102099934448134,-0.01760734024983517,Cape_Town_4_2,AFR,Introduced,Cape_Town,4,2,u
0.028845753327452397,-0.006076127552315451,Cape_Town_4_10,AFR,Introduced,Cape_Town,4,10,u
0.028702812614687493,-0.02215424742603902,Cape_Town_13_8,AFR,Introduced,Cape_Town,13,8,u
0.003784387049235942,-0.04052308631095272,Cape_Town_4_4,AFR,Introduced,Cape_Town,4,4,u
0.03311016450981742,-0.02319011758511044,Cape_Town_4_13,AFR,Introduced,Cape_Town,4,13,u
0.03171658728418949,-0.018358634836701734,Cape_Town_4_9,AFR,Introduced,Cape_Town,4,9,u
0.018488962689560625,-0.0015505253372522978,Chrchurch_37_13,OCE,Introduced,Christchurch,37,13,r
0.02609638904913102,-0.019650661698930375,Chrchurch_37_2,OCE,Introduced,Christchurch,37,2,r
0.025540042786020966,-0.022423223053582537,Chrchurch_38_7,OCE,Introduced,Christchurch,38,7,r
0.016756279575932516,-0.004682847795550427,Chrchurch_38_8,OCE,Introduced,Christchurch,38,8,r
5.669079159085699e-7,0.004437813073679475,Chrchurch_39_17,OCE,Introduced,Christchurch,39,17,r
0.017528763478677233,0.009044680806954374,Chrchurch_39_1,OCE,Introduced,Christchurch,39,1,r
0.01994750913054042,0.006056068321434349,Chrchurch_40_2,OCE,Introduced,Christchurch,40,2,r
0.013938251138247603,0.004783944698005675,Chrchurch_40_13,OCE,Introduced,Christchurch,40,13,r
0.02109577757787856,-4.116919591104267e-4,Chrchurch_41_5,OCE,Introduced,Christchurch,41,5,r
0.006707827308861315,-0.005736337466532711,Chrchurch_41_13,OCE,Introduced,Christchurch,41,13,r
-0.011731711952962567,0.007442342545095916,Chrchurch_1_5,OCE,Introduced,Christchurch,1,5,u
-4.643712848456502e-5,0.0070923263626512115,Chrchurch_1_9,OCE,Introduced,Christchurch,1,9,u
0.011942090191094603,-0.021667231319926823,Chrchurch_2_3,OCE,Introduced,Christchurch,2,3,u
0.006585301208444539,0.00883685866124942,Chrchurch_2_17,OCE,Introduced,Christchurch,2,17,u
0.012291870457043262,0.009619622487985013,Chrchurch_3_7,OCE,Introduced,Christchurch,3,7,u
0.005291801172862649,0.0033483036284168814,Chrchurch_3_1,OCE,Introduced,Christchurch,3,1,u
0.018379440563667016,0.006388260795805801,Chrchurch_4_16,OCE,Introduced,Christchurch,4,16,u
0.003402286377326417,-0.0037140471378304053,Chrchurch_4_10,OCE,Introduced,Christchurch,4,10,u
0.009618958195397846,0.009305609146262777,Chrchurch_6_13,OCE,Introduced,Christchurch,6,13,u
0.0023530620860888222,3.9888544200686256e-4,Chrchurch_6_1,OCE,Introduced,Christchurch,6,1,u
0.023218158743567578,-0.006103326464605595,Hiroshima_25_17,ASI,Introduced,Hiroshima,25,17,r
-0.031354409024228896,0.041616045025990527,Hiroshima_22_6,ASI,Introduced,Hiroshima,22,6,r
0.0168149371872248,-0.011461437093668788,Hiroshima_23_14,ASI,Introduced,Hiroshima,23,14,r
-0.01021036027250363,0.004569203319985067,Hiroshima_25_20,ASI,Introduced,Hiroshima,25,20,r
-0.0034222248004112943,0.025401836727659062,Hiroshima_23_9,ASI,Introduced,Hiroshima,23,9,r
-0.01253465816350453,0.030184052853671234,Hiroshima_21_8,ASI,Introduced,Hiroshima,21,8,r
0.02056533283747568,-0.02687440557294634,Hiroshima_21_15,ASI,Introduced,Hiroshima,21,15,r
0.0018238727290559116,-0.03863444154737713,Hiroshima_21_11,ASI,Introduced,Hiroshima,21,11,r
-0.011428856935710427,-0.023163414224465623,Hiroshima_21_17,ASI,Introduced,Hiroshima,21,17,r
0.010051987368053013,0.01843883415307403,Hiroshima_24_19,ASI,Introduced,Hiroshima,24,19,r
-0.008832729964181756,-0.044869212199881665,Hiroshima_1_18,ASI,Introduced,Hiroshima,1,18,u
-0.013809741955905432,0.016348038406220577,Hiroshima_1_1,ASI,Introduced,Hiroshima,1,1,u
-0.010717946954960944,-0.03582748813955498,Hiroshima_2_10,ASI,Introduced,Hiroshima,2,10,u
-0.020676086438024075,0.009285296700993812,Hiroshima_2_20,ASI,Introduced,Hiroshima,2,20,u
8.932406831213064e-4,-0.003885203982496592,Hiroshima_3_20,ASI,Introduced,Hiroshima,3,20,u
0.03524081904200143,-0.0036535050582877705,Hiroshima_3_11,ASI,Introduced,Hiroshima,3,11,u
-0.019833910273063367,0.01389243650001999,Hiroshima_4_11,ASI,Introduced,Hiroshima,4,11,u
-0.024479650612059128,0.012940920047522248,Hiroshima_4_2,ASI,Introduced,Hiroshima,4,2,u
-0.007219179837063412,-0.026596970535694837,Hiroshima_5_2,ASI,Introduced,Hiroshima,5,2,u
-0.01676582866710107,-0.024373189252429487,Hiroshima_5_1,ASI,Introduced,Hiroshima,5,1,u
0.010113716822319771,0.009526562840647816,Kunming_46_6,ASI,Introduced,Kunming,46,6,r
0.0037703286543043445,0.0042566622801305486,Kunming_46_1,ASI,Introduced,Kunming,46,1,r
0.023956274950922382,-9.457889677209519e-4,Kunming_47_7,ASI,Introduced,Kunming,47,7,r
0.00925798458092097,0.0404340764093318,Kunming_47_9,ASI,Introduced,Kunming,47,9,r
-0.013993131323132627,0.02529295053172738,Kunming_48_1,ASI,Introduced,Kunming,48,1,r
0.010379584371046338,0.030140962809585004,Kunming_48_15,ASI,Introduced,Kunming,48,15,r
0.004969704409612026,0.017687128810184118,Kunming_49_3,ASI,Introduced,Kunming,49,3,r
0.01214895759356223,-0.012626251048100775,Kunming_49_8,ASI,Introduced,Kunming,49,8,r
0.015391542237663163,0.0046086598712058655,Kunming_50_10,ASI,Introduced,Kunming,50,10,r
0.007834728149905525,0.013087379216911403,Kunming_50_8,ASI,Introduced,Kunming,50,8,r
0.005485584026338518,0.009936005971880664,Kunming_1_9,ASI,Introduced,Kunming,1,9,u
0.018434597320331782,0.024531313540919523,Kunming_1_3,ASI,Introduced,Kunming,1,3,u
0.029904301323093057,0.004425945903214119,Kunming_2_12,ASI,Introduced,Kunming,2,12,u
0.014941478307134373,-0.0035924177574027756,Kunming_2_7,ASI,Introduced,Kunming,2,7,u
0.012045928565394414,0.005166536733449881,Kunming_3_16,ASI,Introduced,Kunming,3,16,u
0.012436300804550021,0.0022204622062384043,Kunming_4_4,ASI,Introduced,Kunming,4,4,u
0.00854021456302459,0.013795225822183697,Kunming_4_13,ASI,Introduced,Kunming,4,13,u
0.025602715841918935,0.006973831182609076,Kunming_5_5,ASI,Introduced,Kunming,5,5,u
0.043059199903924296,-0.02604645505837491,Kunming_5_13,ASI,Introduced,Kunming,5,13,u
0.048064027358111515,-0.02699366374931338,Kunming_5_9,ASI,Introduced,Kunming,5,9,u
-0.019825773057563344,0.011197622813598887,Kyoto_22_4,ASI,Introduced,Kyoto,22,4,r
0.003934105192784444,0.04075748067939852,Kyoto_22_3,ASI,Introduced,Kyoto,22,3,r
0.00800430027037514,-0.004112141690741179,Kyoto_23_19,ASI,Introduced,Kyoto,23,19,r
0.003547444084017914,-0.013191639478824835,Kyoto_23_15,ASI,Introduced,Kyoto,23,15,r
0.0010986835601207456,0.0020799484319854447,Kyoto_24_7,ASI,Introduced,Kyoto,24,7,r
0.006990500662932274,0.02535054612498087,Kyoto_24_16,ASI,Introduced,Kyoto,24,16,r
0.015564552384943364,-0.022107155869192915,Kyoto_25_11,ASI,Introduced,Kyoto,25,11,r
0.012242241638953445,-0.027794271523707947,Kyoto_25_16,ASI,Introduced,Kyoto,25,16,r
0.0028801167552657565,-0.02463423360985537,Kyoto_25_2,ASI,Introduced,Kyoto,25,2,r
-0.002777739524834614,-0.01218900899788788,Kyoto_24_6,ASI,Introduced,Kyoto,24,6,r
-0.010031075523390668,-0.0010925156400539504,Kyoto_1_7,ASI,Introduced,Kyoto,1,7,u
0.013979401567851699,0.007643555052086216,Kyoto_1_3,ASI,Introduced,Kyoto,1,3,u
-0.006420241566526912,0.006213318064273792,Kyoto_3_17,ASI,Introduced,Kyoto,3,17,u
-0.0018899347971626638,0.01685927139584932,Kyoto_3_8,ASI,Introduced,Kyoto,3,8,u
0.005572881754656839,-0.00606939748206545,Kyoto_4_2,ASI,Introduced,Kyoto,4,2,u
4.505787839274282e-5,0.02396278848392779,Kyoto_4_6,ASI,Introduced,Kyoto,4,6,u
0.009752328837061942,-4.82526833663694e-4,Kyoto_5_13,ASI,Introduced,Kyoto,5,13,u
5.143517362680194e-4,0.027340012394068927,Kyoto_5_20,ASI,Introduced,Kyoto,5,20,u
0.009676013110243646,-0.01140680521310867,Kyoto_5_8,ASI,Introduced,Kyoto,5,8,u
-0.008657637317990609,-0.023614906155985424,Kyoto_5_9,ASI,Introduced,Kyoto,5,9,u
-0.025478454794129784,-0.01843891926394607,Landshut_1_1,EU,Native,Landshut,1,1,r
-0.024535694425347265,-0.00683083574836333,Landshut_1_18,EU,Native,Landshut,1,18,r
-0.01807417344327484,-0.00223101103510467,Landshut_2_8,EU,Native,Landshut,2,8,r
-0.016019699052026923,-0.00975551486999723,Landshut_2_20,EU,Native,Landshut,2,20,r
-0.013729447398364302,-0.007910067843933586,Landshut_3_16,EU,Native,Landshut,3,16,r
-0.015417506047293344,0.01045954315307321,Landshut_3_20,EU,Native,Landshut,3,20,r
-0.033854139160870975,-0.02339776132757779,Landshut_4_11,EU,Native,Landshut,4,11,r
-0.024181029834863418,-0.022598341312433375,Landshut_4_4,EU,Native,Landshut,4,4,r
-0.030621943952541864,-0.006250340272258944,Landshut_5_15,EU,Native,Landshut,5,15,r
-0.04427855307569319,-0.010528630465611685,Landshut_5_12,EU,Native,Landshut,5,12,r
-0.003500331353526627,-3.653877859883868e-4,Landshut_47_14,EU,Native,Landshut,47,14,u
-0.019399977479407304,5.367114414335727e-5,Landshut_47_1,EU,Native,Landshut,47,1,u
-0.045976356797826114,-0.018209329290306872,Landshut_48_8,EU,Native,Landshut,48,8,u
-0.02400207717799352,-0.0015486522684559718,Landshut_48_6,EU,Native,Landshut,48,6,u
-0.026567583709130132,-0.010428476761277825,Landshut_49_19,EU,Native,Landshut,49,19,u
-0.031709796389861,-0.020496767985694525,Landshut_49_15,EU,Native,Landshut,49,15,u
-0.02448667299343916,-0.007407257808130775,Landshut_50_20,EU,Native,Landshut,50,20,u
-7.814950336869611e-4,-0.019077096267036374,Landshut_50_14,EU,Native,Landshut,50,14,u
-0.009518022015542102,-0.013399863304756997,Landshut_51_14,EU,Native,Landshut,51,14,u
-0.018067970503389413,-0.013571623060874984,Landshut_51_8,EU,Native,Landshut,51,8,u
-0.03422303858961107,-0.004027902762674062,Linkoping_25_9,EU,Native,Linkoping,25,9,r
-0.03724873107513466,0.005302966266410779,Linkoping_25_7,EU,Native,Linkoping,25,7,r
-0.04927894545063092,0.008980150625918212,Linkoping_27_8,EU,Native,Linkoping,27,8,r
