city,seed,fst,num_sum,denom_sum,nSites,betaLog_Dist,pvalLog_Dist,betaLog_fromGlobalModel,sig
Albuquerque,57,0.003094494228093787,12.547525000000011,4054.790242,229910,-0.839,0.004,-0.425,Significantly negative
Albuquerque,58,0.003862531987470648,15.674862000000006,4058.183091,229960,-0.839,0.004,-0.425,Significantly negative
Albuquerque,59,0.002340182361697462,9.496656,4058.083744,229978,-0.839,0.004,-0.425,Significantly negative
Albuquerque,6,0.0035177231830013167,14.287240000000006,4061.502073,230021,-0.839,0.004,-0.425,Significantly negative
Albuquerque,60,0.00462853494963379,18.80247,4062.294053,230042,-0.839,0.004,-0.425,Significantly negative
Albuquerque,61,0.004344950885846133,17.648820000000004,4061.914729,229977,-0.839,0.004,-0.425,Significantly negative
Albuquerque,62,0.003920992092961275,15.916610000000007,4059.332338,229682,-0.839,0.004,-0.425,Significantly negative
Albuquerque,63,0.003430669837570671,13.919566000000001,4057.390148,229825,-0.839,0.004,-0.425,Significantly negative
Albuquerque,64,0.003656196653281717,14.853206000000014,4062.47459,230017,-0.839,0.004,-0.425,Significantly negative
Albuquerque,65,0.0036866596800305433,14.976642000000002,4062.387988,230041,-0.839,0.004,-0.425,Significantly negative
Albuquerque,66,0.002873486807008261,11.671423000000011,4061.763211,229978,-0.839,0.004,-0.425,Significantly negative
Albuquerque,67,0.003585253530114758,14.545016000000002,4056.900266,229854,-0.839,0.004,-0.425,Significantly negative
Albuquerque,68,0.003537191348572082,14.363779000000003,4060.786535,229938,-0.839,0.004,-0.425,Significantly negative
Albuquerque,69,0.0035112881600604245,14.254361000000003,4059.581655,229902,-0.839,0.004,-0.425,Significantly negative
Albuquerque,7,0.0029260441815601567,11.869353,4056.450369,229874,-0.839,0.004,-0.425,Significantly negative
Albuquerque,70,0.002978541289409657,12.071367,4052.778131,229779,-0.839,0.004,-0.425,Significantly negative
Albuquerque,71,0.0032755372443459573,13.289315000000004,4057.140557,229976,-0.839,0.004,-0.425,Significantly negative
Albuquerque,72,0.003452411390417427,14.021465000000005,4061.354055,230033,-0.839,0.004,-0.425,Significantly negative
Albuquerque,73,0.0036514487644109723,14.841359,4064.51246,229976,-0.839,0.004,-0.425,Significantly negative
Albuquerque,74,0.003042690956085953,12.355975000000004,4060.870847,230034,-0.839,0.004,-0.425,Significantly negative
Albuquerque,75,0.003225183130745869,13.082015000000002,4056.208429,229956,-0.839,0.004,-0.425,Significantly negative
Albuquerque,76,0.003449708143833096,14.011591000000001,4061.674326,229965,-0.839,0.004,-0.425,Significantly negative
Albuquerque,77,0.003972909162633942,16.115701,4056.398055,229871,-0.839,0.004,-0.425,Significantly negative
Albuquerque,78,0.002179982834180101,8.832739,4051.747042,229930,-0.839,0.004,-0.425,Significantly negative
Albuquerque,79,0.0026164740570273765,10.604894000000003,4053.124078,229765,-0.839,0.004,-0.425,Significantly negative
Albuquerque,8,0.0035297494598112767,14.339307000000002,4062.414957,229952,-0.839,0.004,-0.425,Significantly negative
Albuquerque,80,0.0030076690320139346,12.18237,4050.435693,229812,-0.839,0.004,-0.425,Significantly negative
Albuquerque,81,0.0026467089425173647,10.735603000000001,4056.208383,229959,-0.839,0.004,-0.425,Significantly negative
Albuquerque,82,0.003826947270152992,15.531621000000008,4058.488373,229894,-0.839,0.004,-0.425,Significantly negative
Albuquerque,83,0.003665096805219727,14.876137000000005,4058.866052,229715,-0.839,0.004,-0.425,Significantly negative
Albuquerque,84,0.003703480063112741,15.045095000000002,4062.420951,229922,-0.839,0.004,-0.425,Significantly negative
Albuquerque,85,0.0026240645026038216,10.642142000000002,4055.594666,229898,-0.839,0.004,-0.425,Significantly negative
Albuquerque,86,0.003138173207655119,12.737487000000002,4058.885905,229991,-0.839,0.004,-0.425,Significantly negative
Albuquerque,87,0.0030449028313550897,12.364150000000008,4060.605768,229908,-0.839,0.004,-0.425,Significantly negative
Albuquerque,88,0.002959692065742875,12.003926000000002,4055.802338,229921,-0.839,0.004,-0.425,Significantly negative
Albuquerque,89,0.0025839511876425587,10.482786,4056.882363,229988,-0.839,0.004,-0.425,Significantly negative
Albuquerque,9,0.0031571980966245677,12.809755000000001,4057.3174719999997,229889,-0.839,0.004,-0.425,Significantly negative
Albuquerque,90,0.0027986932266059698,11.358998000000001,4058.679205,229979,-0.839,0.004,-0.425,Significantly negative
Albuquerque,91,0.0025068052051954895,10.179165000000001,4060.612679,230092,-0.839,0.004,-0.425,Significantly negative
Albuquerque,92,0.004997892098995737,20.28076499999999,4057.863715,229895,-0.839,0.004,-0.425,Significantly negative
Albuquerque,93,0.0037684492906002076,15.287238000000004,4056.638904,229731,-0.839,0.004,-0.425,Significantly negative
Albuquerque,94,0.0028234232795627183,11.468462,4061.8996389999998,230011,-0.839,0.004,-0.425,Significantly negative
Albuquerque,95,0.004038091449689472,16.408890000000007,4063.5261,230040,-0.839,0.004,-0.425,Significantly negative
Albuquerque,96,0.002323502222958781,9.430695,4058.827621,230095,-0.839,0.004,-0.425,Significantly negative
Albuquerque,97,0.0033936076583384305,13.785864000000005,4062.303421,230015,-0.839,0.004,-0.425,Significantly negative
Albuquerque,98,0.004259424807904165,17.284686,4057.985944,229853,-0.839,0.004,-0.425,Significantly negative
Albuquerque,99,0.003468086544672673,14.073842,4058.099998,229986,-0.839,0.004,-0.425,Significantly negative
Antwerp,1,0.006536454060125224,26.94374599999999,4122.073796,229334,2.15,0,2.142,Significantly positive
Antwerp,10,0.003940866300958525,16.168675,4102.822518,229029,2.15,0,2.142,Significantly positive
Antwerp,100,0.003727149097829175,15.326366000000002,4112.088247,228766,2.15,0,2.142,Significantly positive
Antwerp,11,0.00357855284263174,14.775704000000001,4128.960686,229643,2.15,0,2.142,Significantly positive
Antwerp,12,0.004114320195621157,16.935697,4116.280745,229501,2.15,0,2.142,Significantly positive
Antwerp,13,0.0032265934389115575,13.293761,4120.060755,229501,2.15,0,2.142,Significantly positive
Antwerp,14,0.0047616927803243855,19.607855999999998,4117.83307,229359,2.15,0,2.142,Significantly positive
Antwerp,15,0.0038330909477334463,15.825125000000003,4128.554531,229503,2.15,0,2.142,Significantly positive
Antwerp,16,0.005100660556612051,21.076990999999996,4132.2081259999995,229431,2.15,0,2.142,Significantly positive
Antwerp,17,0.003218850091295284,13.271361,4123.013071,229464,2.15,0,2.142,Significantly positive
Antwerp,18,0.002986450599217777,12.310072000000002,4121.974093,228946,2.15,0,2.142,Significantly positive
Antwerp,19,0.0025876803414621842,10.672062,4124.180962,229615,2.15,0,2.142,Significantly positive
Antwerp,2,0.004383772436744692,18.094179,4127.536103,229591,2.15,0,2.142,Significantly positive
Antwerp,20,0.003230889320695,13.319504000000004,4122.550381,229512,2.15,0,2.142,Significantly positive
Antwerp,21,0.004095668793783302,16.883403,4122.25789,229424,2.15,0,2.142,Significantly positive
Antwerp,22,0.002716620925472787,11.191121,4119.500404,229334,2.15,0,2.142,Significantly positive
Antwerp,23,0.0035354793076503126,14.582997000000002,4124.758125,229340,2.15,0,2.142,Significantly positive
Antwerp,24,0.0024119112182738184,9.945838,4123.633542,229520,2.15,0,2.142,Significantly positive
Antwerp,25,0.002930955494625408,12.089807,4124.868843,229511,2.15,0,2.142,Significantly positive
Antwerp,26,0.0029968681325568056,12.366584000000001,4126.502553,229343,2.15,0,2.142,Significantly positive
Antwerp,27,0.0032608460269959085,13.444432,4122.988908,229245,2.15,0,2.142,Significantly positive
Antwerp,28,0.0030565827038057042,12.609968000000006,4125.511796,229590,2.15,0,2.142,Significantly positive
Antwerp,29,0.003202379337826904,13.226344000000001,4130.161547,229607,2.15,0,2.142,Significantly positive
Antwerp,3,0.0029975545139069495,12.356077000000008,4122.052474,229572,2.15,0,2.142,Significantly positive
Antwerp,30,0.003201308146376138,13.201669,4123.835756,229416,2.15,0,2.142,Significantly positive
Antwerp,31,0.004856063608192958,20.041555,4127.119539,229356,2.15,0,2.142,Significantly positive
Antwerp,32,0.003139640631846445,12.950328000000003,4124.780355,229430,2.15,0,2.142,Significantly positive
Antwerp,33,0.0035315867137815757,14.558037000000002,4122.236881,229547,2.15,0,2.142,Significantly positive
Antwerp,34,0.0036093595076966555,14.898309000000001,4127.687743,229573,2.15,0,2.142,Significantly positive
Antwerp,35,0.0037465481617274107,15.462491000000002,4127.129916,229516,2.15,0,2.142,Significantly positive
Antwerp,36,0.0032896129249847202,13.572301,4125.804862,229501,2.15,0,2.142,Significantly positive
Antwerp,37,0.0019195201436482587,7.910953,4121.318042,229613,2.15,0,2.142,Significantly positive
Antwerp,38,0.003443640621929166,14.156320000000001,4110.858697,229162,2.15,0,2.142,Significantly positive
Antwerp,39,0.004387569073238018,18.054896,4115.011228,229248,2.15,0,2.142,Significantly positive
Antwerp,4,0.0018486579786806023,7.620097,4121.961492,229580,2.15,0,2.142,Significantly positive
Antwerp,40,0.0026968621120475743,11.120798,4123.60645,229612,2.15,0,2.142,Significantly positive
Antwerp,41,0.0033449224917717108,13.787420000000001,4121.895211,229561,2.15,0,2.142,Significantly positive
Antwerp,42,0.003690747175189204,15.216270000000007,4122.815592,229303,2.15,0,2.142,Significantly positive
Antwerp,43,0.0033042453633715446,13.63352,4126.061627,229645,2.15,0,2.142,Significantly positive
Antwerp,44,0.003397694391917484,14.014004000000002,4124.562831,229523,2.15,0,2.142,Significantly positive
Antwerp,45,0.003437671610578071,14.170194000000004,4122.03247,229098,2.15,0,2.142,Significantly positive
Antwerp,46,0.004510020476212515,18.640226000000002,4133.06904,229577,2.15,0,2.142,Significantly positive
Antwerp,47,0.0033639983327989503,13.824951,4109.678315,228857,2.15,0,2.142,Significantly positive
Antwerp,48,0.0035283381221423,14.548289000000002,4123.26951,229209,2.15,0,2.142,Significantly positive
Antwerp,49,0.0024908711820359974,10.268283000000002,4122.366132,229482,2.15,0,2.142,Significantly positive
Antwerp,5,0.0029901002590431826,12.339997,4126.950915,229584,2.15,0,2.142,Significantly positive
Antwerp,50,0.003099819258646241,12.722368000000005,4104.228969,228292,2.15,0,2.142,Significantly positive
Antwerp,51,0.0030782799414731917,12.670300000000001,4116.032408,229136,2.15,0,2.142,Significantly positive
Antwerp,52,0.0037839199907397005,15.617750000000003,4127.399638,229461,2.15,0,2.142,Significantly positive
Antwerp,53,0.0030189178895599477,12.458457000000001,4126.795579,229497,2.15,0,2.142,Significantly positive
Antwerp,54,0.003590331002816213,14.808304000000001,4124.495482,229554,2.15,0,2.142,Significantly positive
Antwerp,55,0.0030763290443326175,12.685779000000002,4123.674294,229543,2.15,0,2.142,Significantly positive
Antwerp,56,0.003367237801470269,13.898874000000001,4127.67818,229629,2.15,0,2.142,Significantly positive
Antwerp,57,0.003519590261478075,14.503649000000003,4120.834507,229351,2.15,0,2.142,Significantly positive
Antwerp,58,0.0037241260296522524,15.359270000000002,4124.261606,229430,2.15,0,2.142,Significantly positive
Antwerp,59,0.00294419422042304,12.121116,4116.9553,229265,2.15,0,2.142,Significantly positive
Antwerp,6,0.003708281383394248,15.292134000000003,4123.779298,229606,2.15,0,2.142,Significantly positive
Antwerp,60,0.0035876317738901516,14.812822000000008,4128.857958,229613,2.15,0,2.142,Significantly positive
Antwerp,61,0.0032658699479647035,13.473620000000007,4125.583754,229551,2.15,0,2.142,Significantly positive
Antwerp,62,0.0022391754368737975,9.22733,4120.860674,229477,2.15,0,2.142,Significantly positive
Antwerp,63,0.004269598965301101,17.621259000000002,4127.1461659999995,229494,2.15,0,2.142,Significantly positive
Antwerp,64,0.003137598628624437,12.939971000000007,4124.163901,229568,2.15,0,2.142,Significantly positive
Antwerp,65,0.003466239801058259,14.318069000000003,4130.720845,229582,2.15,0,2.142,Significantly positive
Antwerp,66,0.004058576307414345,16.740887000000008,4124.817604,229268,2.15,0,2.142,Significantly positive
Antwerp,67,0.0040951264090240466,16.816528000000005,4106.473481,228602,2.15,0,2.142,Significantly positive
Antwerp,68,0.00352857160534958,14.566852000000006,4128.257445,229566,2.15,0,2.142,Significantly positive
Antwerp,69,0.002649028794834078,10.921561,4122.854769,229544,2.15,0,2.142,Significantly positive
Antwerp,7,0.002919593884881164,12.043921000000001,4125.204215,229524,2.15,0,2.142,Significantly positive
Antwerp,70,0.0028711915259703896,11.842011000000001,4124.423917,229591,2.15,0,2.142,Significantly positive
Antwerp,71,0.0027705819513254345,11.430108,4125.526045,229568,2.15,0,2.142,Significantly positive
Antwerp,72,0.002516754301715629,10.35359,4113.866019,229286,2.15,0,2.142,Significantly positive
Antwerp,73,0.0028784602017818263,11.873279000000004,4124.871691,229615,2.15,0,2.142,Significantly positive
Antwerp,74,0.0038081896792964555,15.721229000000001,4128.26837,229576,2.15,0,2.142,Significantly positive
Antwerp,75,0.0034878062993855844,14.395545000000002,4127.392339,229641,2.15,0,2.142,Significantly positive
Antwerp,76,0.0030321472154376614,12.504279000000004,4123.902341,229556,2.15,0,2.142,Significantly positive
Antwerp,77,0.0030429443706377736,12.542041000000014,4121.679358,229301,2.15,0,2.142,Significantly positive
Antwerp,78,0.003907792349350227,16.097643,4119.37011,229370,2.15,0,2.142,Significantly positive
Antwerp,79,0.0035467119306007945,14.601235000000004,4116.837027,229330,2.15,0,2.142,Significantly positive
Antwerp,8,0.00330592638015296,13.631319000000001,4123.297809,229521,2.15,0,2.142,Significantly positive
Antwerp,80,0.003549834699909046,14.651794,4127.458104,229451,2.15,0,2.142,Significantly positive
Antwerp,81,0.004749403244127245,19.602771,4127.417697,229347,2.15,0,2.142,Significantly positive
Antwerp,82,0.004201398180262981,17.346857000000004,4128.82956,229554,2.15,0,2.142,Significantly positive
Antwerp,83,0.003892598241770884,16.084399000000005,4132.047029,229575,2.15,0,2.142,Significantly positive
Antwerp,84,0.002530621852444223,10.436486000000002,4124.079617,229593,2.15,0,2.142,Significantly positive
Antwerp,85,0.002667470183204602,10.995306000000001,4121.997715,229226,2.15,0,2.142,Significantly positive
Antwerp,86,0.0027937889647184507,11.503960000000001,4117.691116,229489,2.15,0,2.142,Significantly positive
Antwerp,87,0.0034962525533628838,14.428610000000008,4126.878645,229524,2.15,0,2.142,Significantly positive
Antwerp,88,0.0033036901413671486,13.632763000000002,4126.52592,229475,2.15,0,2.142,Significantly positive
Antwerp,89,0.004354420293314109,17.958463000000002,4124.191463,229428,2.15,0,2.142,Significantly positive
Antwerp,9,0.002985624772291328,12.31207,4123.783442,229572,2.15,0,2.142,Significantly positive
Antwerp,90,0.003369110391944869,13.895831000000001,4124.480763,229593,2.15,0,2.142,Significantly positive
Antwerp,91,0.003093840765852285,12.774485000000004,4129.005326,229546,2.15,0,2.142,Significantly positive
Antwerp,92,0.0031223904024472384,12.894152000000002,4129.577131,229524,2.15,0,2.142,Significantly positive
Antwerp,93,0.003843020263240047,15.859677000000001,4126.878318,229459,2.15,0,2.142,Significantly positive
Antwerp,94,0.0037744424817130594,15.557703000000002,4121.854572,229269,2.15,0,2.142,Significantly positive
Antwerp,95,0.0025702333632355826,10.59753,4123.178133,229509,2.15,0,2.142,Significantly positive
Antwerp,96,0.0033785743174591675,13.935185,4124.575543,229463,2.15,0,2.142,Significantly positive
Antwerp,97,0.004218931290622392,17.418882,4128.742755,229361,2.15,0,2.142,Significantly positive
Antwerp,98,0.0041856024530696565,17.249142000000006,4121.065532,229313,2.15,0,2.142,Significantly positive
Antwerp,99,0.003573422261993405,14.728719000000002,4121.740427,229365,2.15,0,2.142,Significantly positive
Armidale,1,0.0025155350682462825,10.297704000000001,4093.643587,231606,1.487,0,0.32,Significantly positive
Armidale,10,0.0018575970660555641,7.62561,4105.093693,232086,1.487,0,0.32,Significantly positive
Armidale,100,0.0024649715200014233,10.110002000000003,4101.4680769999995,231905,1.487,0,0.32,Significantly positive
Armidale,11,0.0025216985689504217,10.348587000000007,4103.816026,232036,1.487,0,0.32,Significantly positive
Armidale,12,0.0023137553404854283,9.485735000000004,4099.71393,231773,1.487,0,0.32,Significantly positive
Armidale,13,0.0026937150126688032,11.050972,4102.502287,231973,1.487,0,0.32,Significantly positive
Armidale,14,0.0016905705103211148,6.9314990000000005,4100.094588,232029,1.487,0,0.32,Significantly positive
Armidale,15,0.0024339220088405345,9.986354,4102.988495,232122,1.487,0,0.32,Significantly positive
Armidale,16,0.0022422538824797096,9.181963000000009,4094.970276,231520,1.487,0,0.32,Significantly positive
Armidale,17,0.003983655023893405,16.367277000000012,4108.608025,231876,1.487,0,0.32,Significantly positive
Armidale,18,0.002203251893458492,9.018277000000005,4093.166572,231183,1.487,0,0.32,Significantly positive
Armidale,19,0.003217578173071115,13.21334300000001,4106.611336,232090,1.487,0,0.32,Significantly positive
Armidale,2,0.002578593415517081,10.583161000000004,4104.237968,232031,1.487,0,0.32,Significantly positive
Armidale,20,0.0024636972147492517,10.083826000000004,4092.964809,231655,1.487,0,0.32,Significantly positive
Armidale,21,0.0022231451482504893,9.091725000000007,4089.57778,231165,1.487,0,0.32,Significantly positive
Armidale,22,0.002951076715483301,12.125278000000014,4108.764078,232109,1.487,0,0.32,Significantly positive
Armidale,23,0.0015616731773339112,6.392399000000001,4093.301398,231874,1.487,0,0.32,Significantly positive
Armidale,24,0.0016663956893924097,6.826492000000003,4096.561245,231924,1.487,0,0.32,Significantly positive
Armidale,25,0.0025944443781349257,10.645607,4103.231925,232071,1.487,0,0.32,Significantly positive
Armidale,26,0.002410687492557608,9.889669000000007,4102.42681,231840,1.487,0,0.32,Significantly positive
Armidale,27,0.0025332774871182095,10.376403000000005,4096.038848,231456,1.487,0,0.32,Significantly positive
Armidale,28,0.0025089574884124876,10.294873,4103.247284,231958,1.487,0,0.32,Significantly positive
Armidale,29,0.0021102713745807674,8.657051000000001,4102.340156,232017,1.487,0,0.32,Significantly positive
Armidale,3,0.002448060502271563,10.042905000000005,4102.392482,231891,1.487,0,0.32,Significantly positive
Armidale,30,0.002074057055868546,8.460864000000008,4079.378615,231247,1.487,0,0.32,Significantly positive
Armidale,31,9.784978220935326e-4,4.002159,4090.105169,231813,1.487,0,0.32,Significantly positive
Armidale,32,0.001651332144259072,6.745483,4084.873551,231654,1.487,0,0.32,Significantly positive
Armidale,33,0.0023116234582839,9.485497,4103.391911,232109,1.487,0,0.32,Significantly positive
Armidale,34,0.0015198546018264487,6.223588,4094.85749,232007,1.487,0,0.32,Significantly positive
Armidale,35,0.0037240512088724236,15.297667000000008,4107.802536,232049,1.487,0,0.32,Significantly positive
Armidale,36,0.002516021350491087,10.325796,4104.017638,232038,1.487,0,0.32,Significantly positive
Armidale,37,0.0022125785892885418,9.074349,4101.254999,232128,1.487,0,0.32,Significantly positive
Armidale,38,0.003082748527510536,12.54559500000001,4069.613492,230540,1.487,0,0.32,Significantly positive
Armidale,39,0.0027279339048079097,11.19543000000001,4103.996061,232058,1.487,0,0.32,Significantly positive
Armidale,4,0.0030536530718526995,12.536224,4105.320318,232022,1.487,0,0.32,Significantly positive
Armidale,40,0.0026079448670072235,10.708341000000003,4106.045774,232084,1.487,0,0.32,Significantly positive
Armidale,41,0.002481582813961508,10.171446,4098.77355,231890,1.487,0,0.32,Significantly positive
Armidale,42,0.002566745399251766,10.533168000000005,4103.705807,232067,1.487,0,0.32,Significantly positive
Armidale,43,0.002659378472267516,10.909184000000003,4102.15549,232111,1.487,0,0.32,Significantly positive
Armidale,44,0.002226287041621661,9.134728000000004,4103.122297,232082,1.487,0,0.32,Significantly positive
Armidale,45,0.0016879478976800548,6.913859000000001,4096.014462,231683,1.487,0,0.32,Significantly positive
Armidale,46,0.0024592005775641457,10.07736,4097.819467,231946,1.487,0,0.32,Significantly positive
Armidale,47,0.0018699886312668168,7.671104000000001,4102.219592,232085,1.487,0,0.32,Significantly positive
Armidale,48,0.002852060043526942,11.699810000000005,4102.231307,231779,1.487,0,0.32,Significantly positive
Armidale,49,0.0019430955703148224,7.973802,4103.659193,232059,1.487,0,0.32,Significantly positive
Armidale,5,0.0024904493367246816,10.210935000000001,4100.03723,231792,1.487,0,0.32,Significantly positive
Armidale,50,0.004165067986047499,17.120475000000003,4110.491127,232142,1.487,0,0.32,Significantly positive
Armidale,51,0.0022512500649946253,9.240544000000007,4104.627977,232015,1.487,0,0.32,Significantly positive
Armidale,52,0.0011238262965072908,4.60179,4094.752022,231992,1.487,0,0.32,Significantly positive
Armidale,53,0.0026170442189740067,10.750355000000011,4107.823216,232116,1.487,0,0.32,Significantly positive
Armidale,54,0.0026797004558409545,10.990908000000005,4101.543505,232051,1.487,0,0.32,Significantly positive
Armidale,55,0.0029496080872536846,12.09394400000001,4100.186751,231953,1.487,0,0.32,Significantly positive
Armidale,56,0.002472951415834578,10.142431,4101.346648,232054,1.487,0,0.32,Significantly positive
Armidale,57,0.002455555948111482,10.070272000000001,4101.015091,231847,1.487,0,0.32,Significantly positive
Armidale,58,0.0028018591031137735,11.493145,4101.971076,232012,1.487,0,0.32,Significantly positive
Armidale,59,0.002497154791353724,10.246490000000005,4103.265859,231934,1.487,0,0.32,Significantly positive
Armidale,6,0.0018118870074597393,7.433823,4102.807167,231975,1.487,0,0.32,Significantly positive
Armidale,60,0.0025415864399783543,10.383560000000012,4085.464038,231846,1.487,0,0.32,Significantly positive
Armidale,61,0.002064702796777508,8.469792,4102.184592,232039,1.487,0,0.32,Significantly positive
Armidale,62,0.002174620785979077,8.924633000000002,4103.995077,231645,1.487,0,0.32,Significantly positive
Armidale,63,0.0022544152064320573,9.243516000000001,4100.183486,232030,1.487,0,0.32,Significantly positive
Armidale,64,0.0021600651496072264,8.845728000000003,4095.120928,232039,1.487,0,0.32,Significantly positive
Armidale,65,0.0025923824465724906,10.641824000000002,4105.036282,232023,1.487,0,0.32,Significantly positive
Armidale,66,0.0024100792296269874,9.892985000000001,4104.838081,232049,1.487,0,0.32,Significantly positive
Armidale,67,0.002308520358640346,9.467124000000009,4100.948889,231970,1.487,0,0.32,Significantly positive
