OID,city,population,populati_1,populati_2,total_plan,numCyanoge,freqHCN,latitude_c,longitude_,continent,distance,max_dist,std_distan,F6_Medellin_gcs_PET_Jun_OID,F6_Medellin_gcs_PET_Jun_FID_,F6_Medellin_gcs_PET_Jun_COUNT,F6_Medellin_gcs_PET_Jun_AREA,F6_Medellin_gcs_PET_Jun_MEAN
-1,Medellin,21,6.159900000000000,-75.602199999999996,14,0,0.000000000000000,6.249957000000000,-75.566258000000005,South America,10.773300000000001,18.102200000000000,0.595100000000000,,,,,
-1,Medellin,22,6.155700000000000,-75.607500000000002,20,0,0.000000000000000,6.249957000000000,-75.566258000000005,South America,11.429500000000001,18.102200000000000,0.631400000000000,11,21,1,0.000069444451688,127.000000000000000
-1,Medellin,23,6.154400000000000,-75.609800000000007,20,0,0.000000000000000,6.249957000000000,-75.566258000000005,South America,11.664800000000000,18.102200000000000,0.644400000000000,12,22,1,0.000069444451688,130.000000000000000
-1,Medellin,24,6.146600000000000,-75.616399999999999,13,2,0.154000000000000,6.249957000000000,-75.566258000000005,South America,12.759600000000001,18.102200000000000,0.704900000000000,13,23,1,0.000069444451688,126.000000000000000
-1,Medellin,25,6.146900000000000,-75.620300000000000,19,0,0.000000000000000,6.249957000000000,-75.566258000000005,South America,12.923100000000000,18.102200000000000,0.713900000000000,14,24,1,0.000069444451688,128.000000000000000
-1,Medellin,26,6.145100000000000,-75.621300000000005,17,0,0.000000000000000,6.249957000000000,-75.566258000000005,South America,13.151700000000000,18.102200000000000,0.726500000000000,,,,,
-1,Medellin,27,6.146200000000000,-75.625100000000003,19,0,0.000000000000000,6.249957000000000,-75.566258000000005,South America,13.244600000000000,18.102200000000000,0.731700000000000,15,26,1,0.000069444451688,126.000000000000000
-1,Medellin,28,6.143600000000000,-75.629300000000001,15,0,0.000000000000000,6.249957000000000,-75.566258000000005,South America,13.727000000000000,18.102200000000000,0.758300000000000,,,,,
-1,Medellin,29,6.141400000000000,-75.631900000000002,20,0,0.000000000000000,6.249957000000000,-75.566258000000005,South America,14.084199999999999,18.102200000000000,0.778000000000000,16,28,1,0.000069444451688,121.000000000000000
-1,Medellin,30,6.139200000000000,-75.631900000000002,18,0,0.000000000000000,6.249957000000000,-75.566258000000005,South America,14.294400000000000,18.102200000000000,0.789600000000000,,,,,
-1,Medellin,31,6.136000000000000,-75.631600000000006,15,0,0.000000000000000,6.249957000000000,-75.566258000000005,South America,14.585699999999999,18.102200000000000,0.805700000000000,,,,,
-1,Medellin,32,6.132200000000000,-75.631299999999996,20,0,0.000000000000000,6.249957000000000,-75.566258000000005,South America,14.938200000000000,18.102200000000000,0.825200000000000,17,31,1,0.000069444451688,121.000000000000000
-1,Medellin,33,6.128300000000000,-75.629700000000000,17,1,0.059000000000000,6.249957000000000,-75.566258000000005,South America,15.237600000000000,18.102200000000000,0.841800000000000,,,,,
-1,Medellin,34,6.120300000000000,-75.629300000000001,19,0,0.000000000000000,6.249957000000000,-75.566258000000005,South America,16.013300000000001,18.102200000000000,0.884600000000000,18,33,1,0.000069444451688,122.000000000000000
-1,Medellin,35,6.117100000000000,-75.629900000000006,20,0,0.000000000000000,6.249957000000000,-75.566258000000005,South America,16.362800000000000,18.102200000000000,0.903900000000000,,,,,
-1,Medellin,36,6.113600000000000,-75.629900000000006,20,0,0.000000000000000,6.249957000000000,-75.566258000000005,South America,16.715000000000000,18.102200000000000,0.923400000000000,19,35,1,0.000069444451688,118.000000000000000
-1,Medellin,37,6.113700000000000,-75.633499999999998,20,1,0.050000000000000,6.249957000000000,-75.566258000000005,South America,16.876400000000000,18.102200000000000,0.932300000000000,20,36,1,0.000069444451688,121.000000000000000
-1,Medellin,38,6.110500000000000,-75.633300000000006,20,0,0.000000000000000,6.249957000000000,-75.566258000000005,South America,17.187000000000001,18.102200000000000,0.949400000000000,,,,,
-1,Medellin,39,6.107300000000000,-75.633399999999995,20,0,0.000000000000000,6.249957000000000,-75.566258000000005,South America,17.513400000000001,18.102200000000000,0.967500000000000,21,38,1,0.000069444451688,120.000000000000000
-1,Medellin,40,6.102200000000000,-75.635000000000005,19,1,0.053000000000000,6.249957000000000,-75.566258000000005,South America,18.102200000000000,18.102200000000000,1.000000000000000,,,,,
