OID,city,population,populati_1,populati_2,total_plan,numCyanoge,freqHCN,latitude_c,longitude_,continent,distance,max_dist,std_distan,F8_Albuquerque_gcs_PET_Aug_OID,F8_Albuquerque_gcs_PET_Aug_FID_,F8_Albuquerque_gcs_PET_Aug_COUNT,F8_Albuquerque_gcs_PET_Aug_AREA,F8_Albuquerque_gcs_PET_Aug_MEAN
-1,Albuquerque,15,35.084000000000003,-106.626000000000005,20,8,0.400000000000000,35.084384999999997,-106.650420999999994,North America,2.222500000000000,19.152300000000000,0.116000000000000,,,,,
-1,Albuquerque,16,35.139000000000003,-106.655000000000001,20,4,0.200000000000000,35.084384999999997,-106.650420999999994,North America,6.087200000000000,19.152300000000000,0.317800000000000,12,15,1,0.000069444451688,186.000000000000000
-1,Albuquerque,17,35.185000000000002,-106.694999999999993,20,5,0.250000000000000,35.084384999999997,-106.650420999999994,North America,11.899699999999999,19.152300000000000,0.621300000000000,13,16,1,0.000069444451688,182.000000000000000
-1,Albuquerque,18,35.151000000000003,-106.742000000000004,20,1,0.050000000000000,35.084384999999997,-106.650420999999994,North America,11.146699999999999,19.152300000000000,0.582000000000000,14,17,1,0.000069444451688,179.000000000000000
-1,Albuquerque,19,35.192000000000000,-106.742000000000004,20,2,0.100000000000000,35.084384999999997,-106.650420999999994,North America,14.578600000000000,19.152300000000000,0.761200000000000,15,18,1,0.000069444451688,179.000000000000000
-1,Albuquerque,20,35.192000000000000,-106.730000000000004,20,3,0.150000000000000,35.084384999999997,-106.650420999999994,North America,13.984100000000000,19.152300000000000,0.730200000000000,16,19,1,0.000069444451688,181.000000000000000
-1,Albuquerque,21,35.195000000000000,-106.727000000000004,20,4,0.200000000000000,35.084384999999997,-106.650420999999994,North America,14.134100000000000,19.152300000000000,0.738000000000000,,,,,
-1,Albuquerque,22,35.198000000000000,-106.733999999999995,20,1,0.050000000000000,35.084384999999997,-106.650420999999994,North America,14.743100000000000,19.152300000000000,0.769800000000000,17,21,1,0.000069444451688,180.000000000000000
-1,Albuquerque,23,35.198000000000000,-106.740600000000001,20,2,0.100000000000000,35.084384999999997,-106.650420999999994,North America,15.061199999999999,19.152300000000000,0.786400000000000,,,,,
-1,Albuquerque,24,35.244000000000000,-106.729600000000005,20,6,0.300000000000000,35.084384999999997,-106.650420999999994,North America,19.152300000000000,19.152300000000000,1.000000000000000,18,23,1,0.000069444451688,178.000000000000000
-1,Albuquerque,25,35.240000000000002,-106.727999999999994,20,2,0.100000000000000,35.084384999999997,-106.650420999999994,North America,18.685500000000001,19.152300000000000,0.975600000000000,19,24,1,0.000069444451688,179.000000000000000
-1,Albuquerque,26,35.231000000000002,-106.688999999999993,20,6,0.300000000000000,35.084384999999997,-106.650420999999994,North America,16.675799999999999,19.152300000000000,0.870700000000000,20,25,1,0.000069444451688,182.000000000000000
-1,Albuquerque,27,35.215000000000003,-106.683999999999997,20,1,0.050000000000000,35.084384999999997,-106.650420999999994,North America,14.841100000000001,19.152300000000000,0.774900000000000,21,26,1,0.000069444451688,182.000000000000000
-1,Albuquerque,28,35.216600000000000,-106.697999999999993,20,4,0.200000000000000,35.084384999999997,-106.650420999999994,North America,15.324800000000000,19.152300000000000,0.800200000000000,22,27,1,0.000069444451688,182.000000000000000
-1,Albuquerque,29,35.207999999999998,-106.733000000000004,20,6,0.300000000000000,35.084384999999997,-106.650420999999994,North America,15.662400000000000,19.152300000000000,0.817800000000000,23,28,1,0.000069444451688,181.000000000000000
-1,Albuquerque,30,35.207000000000001,-106.736000000000004,20,3,0.150000000000000,35.084384999999997,-106.650420999999994,North America,15.698300000000000,19.152300000000000,0.819700000000000,24,29,1,0.000069444451688,180.000000000000000
-1,Albuquerque,31,35.206000000000003,-106.721999999999994,20,3,0.150000000000000,35.084384999999997,-106.650420999999994,North America,15.007600000000000,19.152300000000000,0.783600000000000,25,30,1,0.000069444451688,181.000000000000000
-1,Albuquerque,32,35.189999999999998,-106.713999999999999,20,4,0.200000000000000,35.084384999999997,-106.650420999999994,North America,13.089800000000000,19.152300000000000,0.683500000000000,26,31,1,0.000069444451688,180.000000000000000
-1,Albuquerque,33,35.179000000000002,-106.732600000000005,20,5,0.250000000000000,35.084384999999997,-106.650420999999994,North America,12.904800000000000,19.152300000000000,0.673800000000000,27,32,1,0.000069444451688,180.000000000000000
-1,Albuquerque,34,35.177000000000000,-106.731499999999997,20,10,0.500000000000000,35.084384999999997,-106.650420999999994,North America,12.665699999999999,19.152300000000000,0.661300000000000,,,,,
-1,Albuquerque,35,35.168999999999997,-106.700999999999993,12,0,0.000000000000000,35.084384999999997,-106.650420999999994,North America,10.473000000000001,19.152300000000000,0.546800000000000,28,34,1,0.000069444451688,182.000000000000000
-1,Albuquerque,36,35.192999999999998,-106.719600000000000,20,4,0.200000000000000,35.084384999999997,-106.650420999999994,North America,13.617500000000000,19.152300000000000,0.711000000000000,29,35,1,0.000069444451688,180.000000000000000
-1,Albuquerque,37,35.195999999999998,-106.710700000000003,20,4,0.200000000000000,35.084384999999997,-106.650420999999994,North America,13.567500000000001,19.152300000000000,0.708400000000000,30,36,1,0.000069444451688,181.000000000000000
-1,Albuquerque,38,35.133000000000003,-106.710499999999996,20,2,0.100000000000000,35.084384999999997,-106.650420999999994,North America,7.686900000000000,19.152300000000000,0.401400000000000,31,37,1,0.000069444451688,184.000000000000000
-1,Albuquerque,39,35.137000000000000,-106.692999999999998,20,2,0.100000000000000,35.084384999999997,-106.650420999999994,North America,7.016400000000000,19.152300000000000,0.366300000000000,32,38,1,0.000069444451688,185.000000000000000
-1,Albuquerque,40,35.148000000000003,-106.715000000000003,20,1,0.050000000000000,35.084384999999997,-106.650420999999994,North America,9.194500000000000,19.152300000000000,0.480100000000000,33,39,1,0.000069444451688,183.000000000000000
