OID,city,population,populati_1,populati_2,total_plan,numCyanoge,freqHCN,latitude_c,longitude_,Country,continent,distance,max_dist,std_distan,F5_Amsterdam_gcs_PET_May_OID,F5_Amsterdam_gcs_PET_May_FID_,F5_Amsterdam_gcs_PET_May_COUNT,F5_Amsterdam_gcs_PET_May_AREA,F5_Amsterdam_gcs_PET_May_MEAN
-1,Amsterdam,Nieuwe Gouw,52.405945000000003,4.963313000000000,20,5,0.250000000000000,52.373168999999997,4.890660000000000,Netherlands,Europe,6.131100000000000,10.972000000000000,0.558800000000000,16,26,1,0.000069444451688,93.000000000000000
-1,Amsterdam,Op camping Vliegenbos,52.390912000000000,4.932819000000000,18,2,0.111000000000000,52.373168999999997,4.890660000000000,Netherlands,Europe,3.475700000000000,10.972000000000000,0.316800000000000,17,27,1,0.000069444451688,93.000000000000000
-1,Amsterdam,Park Camping (midden),52.390121000000001,4.928551000000000,20,0,0.000000000000000,52.373168999999997,4.890660000000000,Netherlands,Europe,3.188600000000000,10.972000000000000,0.290600000000000,,,,,
-1,Amsterdam,Park Meeuwenlaan (kop),52.389930000000000,4.925690000000000,19,2,0.105000000000000,52.373168999999997,4.890660000000000,Netherlands,Europe,3.021000000000000,10.972000000000000,0.275300000000000,,,,,
-1,Amsterdam,Plantage Parklaan,52.368144999999998,4.908780000000000,12,5,0.417000000000000,52.373168999999997,4.890660000000000,Netherlands,Europe,1.351100000000000,10.972000000000000,0.123100000000000,18,30,1,0.000069444451688,93.000000000000000
-1,Amsterdam,Sarphatipark,52.355016999999997,4.896752000000000,12,1,0.083000000000000,52.373168999999997,4.890660000000000,Netherlands,Europe,2.060400000000000,10.972000000000000,0.187800000000000,19,31,1,0.000069444451688,93.000000000000000
-1,Amsterdam,Scheepvaartmuseum,52.372278000000001,4.916428000000000,15,0,0.000000000000000,52.373168999999997,4.890660000000000,Netherlands,Europe,1.752100000000000,10.972000000000000,0.159700000000000,,,,,
-1,Amsterdam,Sportpark de Weeren,52.400540999999997,4.957557000000000,18,6,0.333000000000000,52.373168999999997,4.890660000000000,Netherlands,Europe,5.465800000000000,10.972000000000000,0.498200000000000,,,,,
-1,Amsterdam,Trambaan Broek in Waterland,52.434643000000001,5.001365000000000,20,4,0.200000000000000,52.373168999999997,4.890660000000000,Netherlands,Europe,10.155200000000001,10.972000000000000,0.925600000000000,20,34,1,0.000069444451688,93.000000000000000
-1,Amsterdam,Werengauw,52.395741000000001,4.942175000000000,15,1,0.067000000000000,52.373168999999997,4.890660000000000,Netherlands,Europe,4.303900000000000,10.972000000000000,0.392300000000000,,,,,
-1,Amsterdam,Weteringschans,52.358753999999998,4.891475000000000,12,4,0.333000000000000,52.373168999999997,4.890660000000000,Netherlands,Europe,1.603800000000000,10.972000000000000,0.146200000000000,21,36,1,0.000069444451688,93.000000000000000
-1,Amsterdam,Zunderdorp,52.409244000000001,4.965058000000000,20,4,0.200000000000000,52.373168999999997,4.890660000000000,Netherlands,Europe,6.448200000000000,10.972000000000000,0.587700000000000,22,37,1,0.000069444451688,93.000000000000000
-1,Amsterdam,Zunderdorpergouw,52.403843999999999,4.960637000000000,18,7,0.389000000000000,52.373168999999997,4.890660000000000,Netherlands,Europe,5.846800000000000,10.972000000000000,0.532900000000000,,,,,
-1,Amsterdam,Zwanenplein,52.386938000000001,4.918367000000000,20,2,0.100000000000000,52.373168999999997,4.890660000000000,Netherlands,Europe,2.425100000000000,10.972000000000000,0.221000000000000,,,,,
