OID,city,population,populati_1,populati_2,total_plan,numCyanoge,freqHCN,latitude_c,longitude_,continent,distance,max_dist,std_distan,F11_Rancagua_gcs_PET_Nov_OID,F11_Rancagua_gcs_PET_Nov_FID_,F11_Rancagua_gcs_PET_Nov_COUNT,F11_Rancagua_gcs_PET_Nov_AREA,F11_Rancagua_gcs_PET_Nov_MEAN
-1,Rancagua,16,-34.161110000000001,-70.714119999999994,20,14,0.700000000000000,-34.167701999999998,-70.738297000000003,South America,2.342100000000000,17.080600000000000,0.137100000000000,,,,,
-1,Rancagua,17,-34.160020000000003,-70.710390000000004,20,11,0.550000000000000,-34.167701999999998,-70.738297000000003,South America,2.706000000000000,17.080600000000000,0.158400000000000,,,,,
-1,Rancagua,18,-34.158709999999999,-70.708619999999996,20,14,0.700000000000000,-34.167701999999998,-70.738297000000003,South America,2.907800000000000,17.080600000000000,0.170200000000000,,,,,
-1,Rancagua,19,-34.158110000000001,-70.706010000000006,20,11,0.550000000000000,-34.167701999999998,-70.738297000000003,South America,3.156300000000000,17.080600000000000,0.184800000000000,7,18,1,0.000069444451688,159.000000000000000
-1,Rancagua,20,-34.155709999999999,-70.705290000000005,20,9,0.450000000000000,-34.167701999999998,-70.738297000000003,South America,3.316800000000000,17.080600000000000,0.194200000000000,,,,,
-1,Rancagua,21,-34.140889999999999,-70.691540000000003,20,16,0.800000000000000,-34.167701999999998,-70.738297000000003,South America,5.234500000000000,17.080600000000000,0.306500000000000,8,20,1,0.000069444451688,160.000000000000000
-1,Rancagua,22,-34.135420000000003,-70.686130000000006,20,13,0.650000000000000,-34.167701999999998,-70.738297000000003,South America,5.994100000000000,17.080600000000000,0.350900000000000,,,,,
-1,Rancagua,23,-34.124580000000002,-70.685299999999998,20,15,0.750000000000000,-34.167701999999998,-70.738297000000003,South America,6.839400000000000,17.080600000000000,0.400400000000000,9,22,1,0.000069444451688,161.000000000000000
-1,Rancagua,24,-34.120980000000003,-70.685580000000002,20,11,0.550000000000000,-34.167701999999998,-70.738297000000003,South America,7.108200000000000,17.080600000000000,0.416200000000000,,,,,
-1,Rancagua,25,-34.117860000000000,-70.671329999999998,20,16,0.800000000000000,-34.167701999999998,-70.738297000000003,South America,8.288399999999999,17.080600000000000,0.485300000000000,10,24,1,0.000069444451688,161.000000000000000
-1,Rancagua,26,-34.110390000000002,-70.681319999999999,20,17,0.850000000000000,-34.167701999999998,-70.738297000000003,South America,8.252900000000000,17.080600000000000,0.483200000000000,11,25,1,0.000069444451688,161.000000000000000
-1,Rancagua,27,-34.106439999999999,-70.681870000000004,20,17,0.850000000000000,-34.167701999999998,-70.738297000000003,South America,8.565899999999999,17.080600000000000,0.501500000000000,12,26,1,0.000069444451688,161.000000000000000
-1,Rancagua,28,-34.101779999999998,-70.680719999999994,20,6,0.300000000000000,-34.167701999999998,-70.738297000000003,South America,9.045100000000000,17.080600000000000,0.529600000000000,,,,,
-1,Rancagua,29,-34.096380000000003,-70.673739999999995,20,6,0.300000000000000,-34.167701999999998,-70.738297000000003,South America,9.909700000000001,17.080600000000000,0.580200000000000,13,28,1,0.000069444451688,162.000000000000000
-1,Rancagua,30,-34.089849999999998,-70.674090000000007,20,10,0.500000000000000,-34.167701999999998,-70.738297000000003,South America,10.481700000000000,17.080600000000000,0.613700000000000,14,29,1,0.000069444451688,162.000000000000000
-1,Rancagua,31,-34.087370000000000,-70.676280000000006,20,16,0.800000000000000,-34.167701999999998,-70.738297000000003,South America,10.600700000000000,17.080600000000000,0.620600000000000,15,30,1,0.000069444451688,162.000000000000000
-1,Rancagua,32,-34.085949999999997,-70.677090000000007,20,18,0.900000000000000,-34.167701999999998,-70.738297000000003,South America,10.694699999999999,17.080600000000000,0.626100000000000,,,,,
-1,Rancagua,33,-34.084969999999998,-70.678129999999996,20,19,0.950000000000000,-34.167701999999998,-70.738297000000003,South America,10.737800000000000,17.080600000000000,0.628700000000000,,,,,
-1,Rancagua,34,-34.081310000000002,-70.679400000000001,20,15,0.750000000000000,-34.167701999999998,-70.738297000000003,South America,11.030600000000000,17.080600000000000,0.645800000000000,16,33,1,0.000069444451688,162.000000000000000
-1,Rancagua,35,-34.081280000000000,-70.685029999999998,20,15,0.750000000000000,-34.167701999999998,-70.738297000000003,South America,10.788300000000000,17.080600000000000,0.631600000000000,17,34,1,0.000069444451688,161.000000000000000
-1,Rancagua,36,-34.077710000000003,-70.691469999999995,20,16,0.800000000000000,-34.167701999999998,-70.738297000000003,South America,10.895600000000000,17.080600000000000,0.637900000000000,,,,,
-1,Rancagua,37,-34.075679999999998,-70.693969999999993,5,5,1.000000000000000,-34.167701999999998,-70.738297000000003,South America,11.016000000000000,17.080600000000000,0.644900000000000,18,36,1,0.000069444451688,162.000000000000000
-1,Rancagua,38,-34.070090000000000,-70.711730000000003,20,4,0.200000000000000,-34.167701999999998,-70.738297000000003,South America,11.126099999999999,17.080600000000000,0.651400000000000,19,37,1,0.000069444451688,162.000000000000000
-1,Rancagua,39,-34.016889999999997,-70.703059999999994,20,12,0.600000000000000,-34.167701999999998,-70.738297000000003,South America,17.080600000000000,17.080600000000000,1.000000000000000,20,38,1,0.000069444451688,162.000000000000000
