OID,city,population,populati_1,populati_2,total_plan,numCyanoge,freqHCN,latitude_c,longitude_,continent,distance,max_dist,std_distan,F7_Norfolk_gcs_PET_Jul_OID,F7_Norfolk_gcs_PET_Jul_FID_,F7_Norfolk_gcs_PET_Jul_COUNT,F7_Norfolk_gcs_PET_Jul_AREA,F7_Norfolk_gcs_PET_Jul_MEAN
-1,Norfolk,13,36.631019999999999,-76.208699999999993,15,2,0.133000000000000,36.845714000000001,-76.288634000000002,North America,24.912800000000001,35.753300000000003,0.696800000000000,12,13,1,0.000069444451688,158.000000000000000
-1,Norfolk,14,36.644720000000000,-76.216359999999995,15,8,0.533000000000000,36.845714000000001,-76.288634000000002,North America,23.258800000000001,35.753300000000003,0.650500000000000,13,14,1,0.000069444451688,158.000000000000000
-1,Norfolk,15,36.654200000000003,-76.223190000000002,15,9,0.600000000000000,36.845714000000001,-76.288634000000002,North America,22.079200000000000,35.753300000000003,0.617500000000000,14,15,1,0.000069444451688,158.000000000000000
-1,Norfolk,16,36.666570000000000,-76.226389999999995,15,11,0.733000000000000,36.845714000000001,-76.288634000000002,North America,20.677299999999999,35.753300000000003,0.578300000000000,15,16,1,0.000069444451688,158.000000000000000
-1,Norfolk,17,36.675109999999997,-76.226349999999996,15,4,0.267000000000000,36.845714000000001,-76.288634000000002,North America,19.765100000000000,35.753300000000003,0.552800000000000,16,17,1,0.000069444451688,158.000000000000000
-1,Norfolk,18,36.686560000000000,-76.229690000000005,15,9,0.600000000000000,36.845714000000001,-76.288634000000002,North America,18.459599999999998,35.753300000000003,0.516300000000000,17,18,1,0.000069444451688,158.000000000000000
-1,Norfolk,19,36.697409999999998,-76.232789999999994,15,13,0.867000000000000,36.845714000000001,-76.288634000000002,North America,17.224499999999999,35.753300000000003,0.481800000000000,18,19,1,0.000069444451688,158.000000000000000
-1,Norfolk,20,36.706200000000003,-76.235479999999995,15,7,0.467000000000000,36.845714000000001,-76.288634000000002,North America,16.219500000000000,35.753300000000003,0.453700000000000,19,20,1,0.000069444451688,158.000000000000000
-1,Norfolk,21,36.715960000000003,-76.238299999999995,14,5,0.357000000000000,36.845714000000001,-76.288634000000002,North America,15.108300000000000,35.753300000000003,0.422600000000000,20,21,1,0.000069444451688,159.000000000000000
-1,Norfolk,22,36.725740000000002,-76.242220000000003,14,6,0.429000000000000,36.845714000000001,-76.288634000000002,North America,13.966200000000001,35.753300000000003,0.390600000000000,21,22,1,0.000069444451688,159.000000000000000
-1,Norfolk,23,36.739240000000002,-76.241470000000007,15,5,0.333000000000000,36.845714000000001,-76.288634000000002,North America,12.562200000000001,35.753300000000003,0.351400000000000,22,23,1,0.000069444451688,158.000000000000000
-1,Norfolk,24,36.750320000000002,-76.245679999999993,15,3,0.200000000000000,36.845714000000001,-76.288634000000002,North America,11.275800000000000,35.753300000000003,0.315400000000000,23,24,1,0.000069444451688,159.000000000000000
-1,Norfolk,25,36.758380000000002,-76.248450000000005,15,5,0.333000000000000,36.845714000000001,-76.288634000000002,North America,10.349200000000000,35.753300000000003,0.289500000000000,24,25,1,0.000069444451688,158.000000000000000
-1,Norfolk,26,36.768740000000001,-76.251940000000005,15,6,0.400000000000000,36.845714000000001,-76.288634000000002,North America,9.161400000000000,35.753300000000003,0.256200000000000,25,26,1,0.000069444451688,158.000000000000000
-1,Norfolk,27,36.785240000000002,-76.258459999999999,11,3,0.273000000000000,36.845714000000001,-76.288634000000002,North America,7.241000000000000,35.753300000000003,0.202500000000000,26,27,1,0.000069444451688,158.000000000000000
-1,Norfolk,28,36.793590000000002,-76.260700000000000,15,11,0.733000000000000,36.845714000000001,-76.288634000000002,North America,6.306800000000000,35.753300000000003,0.176400000000000,27,28,1,0.000069444451688,158.000000000000000
-1,Norfolk,29,36.804580000000001,-76.262900000000002,15,7,0.467000000000000,36.845714000000001,-76.288634000000002,North America,5.115400000000000,35.753300000000003,0.143100000000000,28,29,1,0.000069444451688,158.000000000000000
-1,Norfolk,30,36.813870000000001,-76.263469999999998,15,5,0.333000000000000,36.845714000000001,-76.288634000000002,North America,4.189700000000000,35.753300000000003,0.117200000000000,29,30,1,0.000069444451688,158.000000000000000
-1,Norfolk,31,36.828899999999997,-76.260810000000006,15,4,0.267000000000000,36.845714000000001,-76.288634000000002,North America,3.102700000000000,35.753300000000003,0.086800000000000,30,31,1,0.000069444451688,157.000000000000000
-1,Norfolk,32,36.835780000000000,-76.263059999999996,15,1,0.067000000000000,36.845714000000001,-76.288634000000002,North America,2.529700000000000,35.753300000000003,0.070800000000000,31,32,1,0.000069444451688,158.000000000000000
-1,Norfolk,33,36.847040000000000,-76.271870000000007,15,3,0.200000000000000,36.845714000000001,-76.288634000000002,North America,1.499000000000000,35.753300000000003,0.041900000000000,32,33,1,0.000069444451688,158.000000000000000
-1,Norfolk,34,36.853600000000000,-76.278859999999995,15,4,0.267000000000000,36.845714000000001,-76.288634000000002,North America,1.235000000000000,35.753300000000003,0.034500000000000,33,34,1,0.000069444451688,158.000000000000000
-1,Norfolk,35,36.852330000000002,-76.285659999999993,14,1,0.071000000000000,36.845714000000001,-76.288634000000002,North America,0.781800000000000,35.753300000000003,0.021900000000000,34,35,1,0.000069444451688,158.000000000000000
-1,Norfolk,36,36.846919999999997,-76.285780000000003,15,5,0.333000000000000,36.845714000000001,-76.288634000000002,North America,0.287200000000000,35.753300000000003,0.008000000000000,35,36,1,0.000069444451688,157.000000000000000
-1,Norfolk,37,36.846860000000000,-76.294680000000000,9,2,0.222000000000000,36.845714000000001,-76.288634000000002,North America,0.552900000000000,35.753300000000003,0.015500000000000,,,,,
-1,Norfolk,38,36.843600000000002,-76.288229999999999,15,0,0.000000000000000,36.845714000000001,-76.288634000000002,North America,0.237800000000000,35.753300000000003,0.006700000000000,,,,,
-1,Norfolk,39,36.849060000000001,-76.290700000000001,15,3,0.200000000000000,36.845714000000001,-76.288634000000002,North America,0.415000000000000,35.753300000000003,0.011600000000000,,,,,
-1,Norfolk,40,36.860799999999998,-76.285960000000003,15,1,0.067000000000000,36.845714000000001,-76.288634000000002,North America,1.694300000000000,35.753300000000003,0.047400000000000,36,40,1,0.000069444451688,158.000000000000000
