OID,city,population,populati_1,populati_2,total_plan,numCyanoge,freqHCN,latitude_c,longitude_,continent,distance,max_dist,std_distan,F2_New_Haven_gcs_PET_Feb_OID,F2_New_Haven_gcs_PET_Feb_FID_,F2_New_Haven_gcs_PET_Feb_COUNT,F2_New_Haven_gcs_PET_Feb_AREA,F2_New_Haven_gcs_PET_Feb_MEAN
-1,Newhaven,28,41.443939999999998,-72.990170000000006,20,5,0.250000000000000,41.308214000000000,-72.925051999999994,North America,16.040299999999998,17.709800000000001,0.905700000000000,21,27,1,0.000069444451688,24.000000000000000
-1,Newhaven,29,41.455399999999997,-72.987930000000006,21,7,0.333000000000000,41.308214000000000,-72.925051999999994,North America,17.186599999999999,17.709800000000001,0.970500000000000,22,28,1,0.000069444451688,24.000000000000000
-1,Newhaven,30,41.459640000000000,-72.990840000000006,20,2,0.100000000000000,41.308214000000000,-72.925051999999994,North America,17.709800000000001,17.709800000000001,1.000000000000000,23,29,1,0.000069444451688,24.000000000000000
-1,Newhaven,31,41.390819999999998,-73.002989999999997,20,3,0.150000000000000,41.308214000000000,-72.925051999999994,North America,11.255900000000000,17.709800000000001,0.635600000000000,,,,,
-1,Newhaven,32,41.399749999999997,-73.000929999999997,20,5,0.250000000000000,41.308214000000000,-72.925051999999994,North America,11.987900000000000,17.709800000000001,0.676900000000000,24,31,1,0.000069444451688,24.000000000000000
-1,Newhaven,33,41.416589999999999,-73.005970000000005,20,6,0.300000000000000,41.308214000000000,-72.925051999999994,North America,13.814100000000000,17.709800000000001,0.780000000000000,25,32,1,0.000069444451688,24.000000000000000
-1,Newhaven,34,41.422469999999997,-73.003069999999994,18,3,0.167000000000000,41.308214000000000,-72.925051999999994,North America,14.275900000000000,17.709800000000001,0.806100000000000,26,33,1,0.000069444451688,24.000000000000000
-1,Newhaven,35,41.422770000000000,-72.997280000000003,21,6,0.286000000000000,41.308214000000000,-72.925051999999994,North America,14.092200000000000,17.709800000000001,0.795700000000000,27,34,1,0.000069444451688,24.000000000000000
-1,Newhaven,36,41.432389999999998,-72.993840000000006,21,10,0.476000000000000,41.308214000000000,-72.925051999999994,North America,14.953400000000000,17.709800000000001,0.844400000000000,28,35,1,0.000069444451688,24.000000000000000
-1,Newhaven,37,41.437159999999999,-72.990759999999995,20,5,0.250000000000000,41.308214000000000,-72.925051999999994,North America,15.350700000000000,17.709800000000001,0.866800000000000,29,36,1,0.000069444451688,24.000000000000000
-1,Newhaven,38,41.440710000000003,-72.989310000000003,22,8,0.364000000000000,41.308214000000000,-72.925051999999994,North America,15.678200000000000,17.709800000000001,0.885300000000000,,,,,
-1,Newhaven,39,41.426800000000000,-72.994039999999998,20,6,0.300000000000000,41.308214000000000,-72.925051999999994,North America,14.388100000000000,17.709800000000001,0.812400000000000,,,,,
-1,Newhaven,40,41.308940000000000,-72.927419999999998,20,0,0.000000000000000,41.308214000000000,-72.925051999999994,North America,0.213600000000000,17.709800000000001,0.012100000000000,30,39,1,0.000069444451688,26.000000000000000
