OID,city,population,populati_1,populati_2,total_plan,numCyanoge,freqHCN,latitude_c,longitude_,continent,distance,max_dist,std_distan,F12_Minneapolis_gcs_PET_Dec_OID,F12_Minneapolis_gcs_PET_Dec_FID_,F12_Minneapolis_gcs_PET_Dec_COUNT,F12_Minneapolis_gcs_PET_Dec_AREA,F12_Minneapolis_gcs_PET_Dec_MEAN
-1,Minneapolis,19,44.682720000000003,-93.249489999999994,16,5,0.312000000000000,44.977300000000000,-93.265468999999996,North America,32.780000000000001,51.695300000000003,0.634100000000000,17,18,1,0.000069444451688,9.000000000000000
-1,Minneapolis,20,44.694360000000003,-93.258470000000003,11,0,0.000000000000000,44.977300000000000,-93.265468999999996,North America,31.466300000000000,51.695300000000003,0.608700000000000,18,19,1,0.000069444451688,9.000000000000000
-1,Minneapolis,21,44.694830000000003,-93.259780000000006,16,1,0.062000000000000,44.977300000000000,-93.265468999999996,North America,31.412400000000002,51.695300000000003,0.607600000000000,,,,,
-1,Minneapolis,22,44.712670000000003,-93.263859999999994,6,0,0.000000000000000,44.977300000000000,-93.265468999999996,North America,29.425799999999999,51.695300000000003,0.569200000000000,19,21,1,0.000069444451688,9.000000000000000
-1,Minneapolis,23,44.725349999999999,-93.258110000000002,15,0,0.000000000000000,44.977300000000000,-93.265468999999996,North America,28.021599999999999,51.695300000000003,0.542100000000000,20,22,1,0.000069444451688,9.000000000000000
-1,Minneapolis,24,44.744579999999999,-93.263720000000006,15,3,0.200000000000000,44.977300000000000,-93.265468999999996,North America,25.877700000000001,51.695300000000003,0.500600000000000,21,23,1,0.000069444451688,9.000000000000000
-1,Minneapolis,25,44.760010000000001,-93.274389999999997,15,1,0.067000000000000,44.977300000000000,-93.265468999999996,North America,24.171800000000001,51.695300000000003,0.467600000000000,22,24,1,0.000069444451688,9.000000000000000
-1,Minneapolis,26,44.776380000000003,-93.272409999999994,15,1,0.067000000000000,44.977300000000000,-93.265468999999996,North America,22.347999999999999,51.695300000000003,0.432300000000000,23,25,1,0.000069444451688,9.000000000000000
-1,Minneapolis,27,44.783690000000000,-93.275180000000006,15,0,0.000000000000000,44.977300000000000,-93.265468999999996,North America,21.542000000000002,51.695300000000003,0.416700000000000,24,26,1,0.000069444451688,9.000000000000000
-1,Minneapolis,28,44.818610000000000,-93.276960000000003,16,0,0.000000000000000,44.977300000000000,-93.265468999999996,North America,17.668700000000001,51.695300000000003,0.341800000000000,25,27,1,0.000069444451688,9.000000000000000
-1,Minneapolis,29,44.826720000000002,-93.275760000000005,16,0,0.000000000000000,44.977300000000000,-93.265468999999996,North America,16.763300000000001,51.695300000000003,0.324300000000000,26,28,1,0.000069444451688,9.000000000000000
-1,Minneapolis,30,44.840580000000003,-93.287840000000003,16,0,0.000000000000000,44.977300000000000,-93.265468999999996,North America,15.304300000000000,51.695300000000003,0.296000000000000,27,29,1,0.000069444451688,9.000000000000000
-1,Minneapolis,31,44.836959999999998,-93.286079999999998,16,1,0.062000000000000,44.977300000000000,-93.265468999999996,North America,15.689299999999999,51.695300000000003,0.303500000000000,,,,,
-1,Minneapolis,32,44.858730000000001,-93.276539999999997,17,0,0.000000000000000,44.977300000000000,-93.265468999999996,North America,13.213200000000001,51.695300000000003,0.255600000000000,28,31,1,0.000069444451688,9.000000000000000
-1,Minneapolis,33,44.866650000000000,-93.283630000000002,16,1,0.062000000000000,44.977300000000000,-93.265468999999996,North America,12.386500000000000,51.695300000000003,0.239600000000000,29,32,1,0.000069444451688,9.000000000000000
-1,Minneapolis,34,44.873339999999999,-93.279100000000000,15,0,0.000000000000000,44.977300000000000,-93.265468999999996,North America,11.609500000000001,51.695300000000003,0.224600000000000,30,33,1,0.000069444451688,9.000000000000000
-1,Minneapolis,35,44.888620000000003,-93.286720000000003,16,1,0.062000000000000,44.977300000000000,-93.265468999999996,North America,10.001700000000000,51.695300000000003,0.193500000000000,31,34,1,0.000069444451688,9.000000000000000
-1,Minneapolis,36,44.898040000000002,-93.296989999999994,15,0,0.000000000000000,44.977300000000000,-93.265468999999996,North America,9.155900000000001,51.695300000000003,0.177100000000000,32,35,1,0.000069444451688,9.000000000000000
-1,Minneapolis,37,44.910690000000002,-93.301770000000005,15,0,0.000000000000000,44.977300000000000,-93.265468999999996,North America,7.938600000000000,51.695300000000003,0.153600000000000,33,36,1,0.000069444451688,9.000000000000000
-1,Minneapolis,38,44.932920000000003,-93.291139999999999,16,0,0.000000000000000,44.977300000000000,-93.265468999999996,North America,5.332300000000000,51.695300000000003,0.103100000000000,34,37,1,0.000069444451688,9.000000000000000
-1,Minneapolis,39,44.942070000000001,-93.287180000000006,15,2,0.133000000000000,44.977300000000000,-93.265468999999996,North America,4.273700000000000,51.695300000000003,0.082700000000000,35,38,1,0.000069444451688,9.000000000000000
-1,Minneapolis,40,44.950339999999997,-93.286330000000007,15,0,0.000000000000000,44.977300000000000,-93.265468999999996,North America,3.417700000000000,51.695300000000003,0.066100000000000,36,39,1,0.000069444451688,9.000000000000000
-1,Minneapolis,41,44.956550000000000,-93.290360000000007,16,1,0.062000000000000,44.977300000000000,-93.265468999999996,North America,3.026300000000000,51.695300000000003,0.058500000000000,,,,,
-1,Minneapolis,42,44.963709999999999,-93.303150000000002,15,0,0.000000000000000,44.977300000000000,-93.265468999999996,North America,3.327200000000000,51.695300000000003,0.064400000000000,37,41,1,0.000069444451688,9.000000000000000
-1,Minneapolis,43,44.971480000000000,-93.285079999999994,15,1,0.067000000000000,44.977300000000000,-93.265468999999996,North America,1.672900000000000,51.695300000000003,0.032400000000000,38,42,1,0.000069444451688,9.000000000000000
-1,Minneapolis,44,44.979210000000002,-93.257099999999994,15,0,0.000000000000000,44.977300000000000,-93.265468999999996,North America,0.691700000000000,51.695300000000003,0.013400000000000,39,43,1,0.000069444451688,9.000000000000000
