OID,city,population,populati_1,populati_2,total_plan,numCyanoge,freqHCN,latitude_c,longitude_,continent,distance,max_dist,std_distan,F1_Winnipeg_gcs_PET_Jan_OID,F1_Winnipeg_gcs_PET_Jan_FID_,F1_Winnipeg_gcs_PET_Jan_COUNT,F1_Winnipeg_gcs_PET_Jan_AREA,F1_Winnipeg_gcs_PET_Jan_MEAN
-1,Winnipeg,17,49.803939999999997,-97.160100000000000,20,1,0.050000000000000,49.895138000000003,-97.138373999999999,North America,10.259700000000000,30.441900000000000,0.337000000000000,14,16,1,0.000069444451688,0.000000000000000
-1,Winnipeg,18,49.792769999999997,-97.153210000000001,19,0,0.000000000000000,49.895138000000003,-97.138373999999999,North America,11.432399999999999,30.441900000000000,0.375500000000000,15,17,1,0.000069444451688,0.000000000000000
-1,Winnipeg,19,49.785380000000004,-97.154020000000003,20,1,0.050000000000000,49.895138000000003,-97.138373999999999,North America,12.256000000000000,30.441900000000000,0.402600000000000,16,18,1,0.000069444451688,0.000000000000000
-1,Winnipeg,20,49.781250000000000,-97.152119999999996,17,1,0.059000000000000,49.895138000000003,-97.138373999999999,North America,12.702100000000000,30.441900000000000,0.417300000000000,17,19,1,0.000069444451688,0.000000000000000
-1,Winnipeg,21,49.770260000000000,-97.169089999999997,18,1,0.056000000000000,49.895138000000003,-97.138373999999999,North America,14.059500000000000,30.441900000000000,0.461800000000000,18,20,1,0.000069444451688,0.000000000000000
-1,Winnipeg,22,49.765369999999997,-97.160679999999999,18,1,0.056000000000000,49.895138000000003,-97.138373999999999,North America,14.518000000000001,30.441900000000000,0.476900000000000,19,21,1,0.000069444451688,0.000000000000000
-1,Winnipeg,23,49.757550000000002,-97.155270000000002,18,1,0.056000000000000,49.895138000000003,-97.138373999999999,North America,15.347000000000000,30.441900000000000,0.504100000000000,20,22,1,0.000069444451688,0.000000000000000
-1,Winnipeg,24,49.754730000000002,-97.144229999999993,20,6,0.300000000000000,49.895138000000003,-97.138373999999999,North America,15.618300000000000,30.441900000000000,0.513100000000000,21,23,1,0.000069444451688,0.000000000000000
-1,Winnipeg,25,49.747860000000003,-97.134789999999995,20,2,0.100000000000000,49.895138000000003,-97.138373999999999,North America,16.378599999999999,30.441900000000000,0.538000000000000,22,24,1,0.000069444451688,0.000000000000000
-1,Winnipeg,26,49.741470000000000,-97.130470000000003,20,5,0.250000000000000,49.895138000000003,-97.138373999999999,North America,17.096499999999999,30.441900000000000,0.561600000000000,23,25,1,0.000069444451688,0.000000000000000
-1,Winnipeg,27,49.735280000000003,-97.129739999999998,20,0,0.000000000000000,49.895138000000003,-97.138373999999999,North America,17.786200000000001,30.441900000000000,0.584300000000000,,,,,
-1,Winnipeg,28,49.726450000000000,-97.126080000000002,20,4,0.200000000000000,49.895138000000003,-97.138373999999999,North America,18.777999999999999,30.441900000000000,0.616800000000000,24,27,1,0.000069444451688,0.000000000000000
-1,Winnipeg,29,49.718570000000000,-97.126369999999994,18,2,0.111000000000000,49.895138000000003,-97.138373999999999,North America,19.652400000000000,30.441900000000000,0.645600000000000,25,28,1,0.000069444451688,0.000000000000000
-1,Winnipeg,30,49.710729999999998,-97.126750000000001,20,0,0.000000000000000,49.895138000000003,-97.138373999999999,North America,20.522200000000002,30.441900000000000,0.674100000000000,26,29,1,0.000069444451688,0.000000000000000
-1,Winnipeg,31,49.703299999999999,-97.126829999999998,20,2,0.100000000000000,49.895138000000003,-97.138373999999999,North America,21.347500000000000,30.441900000000000,0.701300000000000,27,30,1,0.000069444451688,0.000000000000000
-1,Winnipeg,32,49.827800000000003,-97.144930000000002,7,1,0.143000000000000,49.895138000000003,-97.138373999999999,North America,7.502400000000000,30.441900000000000,0.246400000000000,28,31,1,0.000069444451688,0.000000000000000
-1,Winnipeg,33,49.825360000000003,-97.139080000000007,16,1,0.062000000000000,49.895138000000003,-97.138373999999999,North America,7.759100000000000,30.441900000000000,0.254900000000000,29,32,1,0.000069444451688,0.000000000000000
-1,Winnipeg,34,49.695509999999999,-97.128749999999997,20,2,0.100000000000000,49.895138000000003,-97.138373999999999,North America,22.208400000000001,30.441900000000000,0.729500000000000,30,33,1,0.000069444451688,0.000000000000000
-1,Winnipeg,35,49.680059999999997,-97.114519999999999,20,0,0.000000000000000,49.895138000000003,-97.138373999999999,North America,23.976800000000001,30.441900000000000,0.787600000000000,31,34,1,0.000069444451688,0.000000000000000
-1,Winnipeg,36,49.671550000000003,-97.115009999999998,12,2,0.167000000000000,49.895138000000003,-97.138373999999999,North America,24.918399999999998,30.441900000000000,0.818600000000000,32,35,1,0.000069444451688,0.000000000000000
-1,Winnipeg,37,49.667050000000003,-97.112660000000005,13,0,0.000000000000000,49.895138000000003,-97.138373999999999,North America,25.429300000000001,30.441900000000000,0.835300000000000,,,,,
-1,Winnipeg,38,49.663980000000002,-97.109909999999999,20,0,0.000000000000000,49.895138000000003,-97.138373999999999,North America,25.784700000000001,30.441900000000000,0.847000000000000,33,37,1,0.000069444451688,0.000000000000000
-1,Winnipeg,39,49.658799999999999,-97.107249999999993,19,3,0.158000000000000,49.895138000000003,-97.138373999999999,North America,26.374400000000001,30.441900000000000,0.866400000000000,34,38,1,0.000069444451688,0.000000000000000
-1,Winnipeg,40,49.650190000000002,-97.088700000000003,11,0,0.000000000000000,49.895138000000003,-97.138373999999999,North America,27.469600000000000,30.441900000000000,0.902400000000000,35,39,1,0.000069444451688,0.000000000000000
-1,Winnipeg,41,49.637819999999998,-97.106639999999999,12,0,0.000000000000000,49.895138000000003,-97.138373999999999,North America,28.703099999999999,30.441900000000000,0.942900000000000,36,40,1,0.000069444451688,0.000000000000000
-1,Winnipeg,42,49.629359999999998,-97.111609999999999,20,5,0.250000000000000,49.895138000000003,-97.138373999999999,North America,29.615600000000001,30.441900000000000,0.972900000000000,37,41,1,0.000069444451688,0.000000000000000
-1,Winnipeg,43,49.621830000000003,-97.113759999999999,18,0,0.000000000000000,49.895138000000003,-97.138373999999999,North America,30.441900000000000,30.441900000000000,1.000000000000000,38,42,1,0.000069444451688,0.000000000000000
