OID,city,population,populati_1,populati_2,total_plan,numCyanoge,freqHCN,latitude_c,longitude_,continent,distance,max_dist,std_distan,F12_Providence_gcs_PET_Dec_OID,F12_Providence_gcs_PET_Dec_FID_,F12_Providence_gcs_PET_Dec_COUNT,F12_Providence_gcs_PET_Dec_AREA,F12_Providence_gcs_PET_Dec_MEAN
-1,Providence,33,41.790579999999999,-71.273560000000003,16,2,0.125000000000000,41.823988999999997,-71.412834000000004,North America,12.126600000000000,17.514900000000001,0.692400000000000,25,32,1,0.000069444451688,20.000000000000000
-1,Providence,34,41.787219999999998,-71.290379999999999,16,4,0.250000000000000,41.823988999999997,-71.412834000000004,North America,10.942200000000000,17.514900000000001,0.624700000000000,26,33,1,0.000069444451688,20.000000000000000
-1,Providence,35,41.782559999999997,-71.299760000000006,16,5,0.312000000000000,41.823988999999997,-71.412834000000004,North America,10.443500000000000,17.514900000000001,0.596300000000000,27,34,1,0.000069444451688,20.000000000000000
-1,Providence,36,41.797480000000000,-71.316829999999996,16,3,0.188000000000000,41.823988999999997,-71.412834000000004,North America,8.485200000000001,17.514900000000001,0.484500000000000,28,35,1,0.000069444451688,20.000000000000000
-1,Providence,37,41.779319999999998,-71.296779999999998,16,1,0.062000000000000,41.823988999999997,-71.412834000000004,North America,10.826400000000000,17.514900000000001,0.618100000000000,,,,,
-1,Providence,38,41.776800000000001,-71.287809999999993,16,3,0.188000000000000,41.823988999999997,-71.412834000000004,North America,11.616199999999999,17.514900000000001,0.663200000000000,29,37,1,0.000069444451688,20.000000000000000
-1,Providence,39,41.788280000000000,-71.242649999999998,16,2,0.125000000000000,41.823988999999997,-71.412834000000004,North America,14.653900000000000,17.514900000000001,0.836700000000000,30,38,1,0.000069444451688,20.000000000000000
-1,Providence,40,41.766489999999997,-71.236450000000005,16,7,0.438000000000000,41.823988999999997,-71.412834000000004,North America,15.958800000000000,17.514900000000001,0.911200000000000,31,39,1,0.000069444451688,20.000000000000000
-1,Providence,41,41.717449999999999,-71.264340000000004,16,6,0.375000000000000,41.823988999999997,-71.412834000000004,North America,17.087900000000001,17.514900000000001,0.975600000000000,32,40,1,0.000069444451688,20.000000000000000
-1,Providence,42,41.753079999999997,-71.264799999999994,15,3,0.200000000000000,41.823988999999997,-71.412834000000004,North America,14.587700000000000,17.514900000000001,0.832900000000000,33,41,1,0.000069444451688,20.000000000000000
-1,Providence,43,41.776080000000000,-71.211550000000003,16,1,0.062000000000000,41.823988999999997,-71.412834000000004,North America,17.514900000000001,17.514900000000001,1.000000000000000,34,42,1,0.000069444451688,20.000000000000000
