OID,city,population,populati_1,populati_2,total_plan,numCyanoge,freqHCN,latitude_c,longitude_,continent,distance,max_dist,std_distan,F2_Kyoto_gcs_PET_Feb_OID,F2_Kyoto_gcs_PET_Feb_FID_,F2_Kyoto_gcs_PET_Feb_COUNT,F2_Kyoto_gcs_PET_Feb_AREA,F2_Kyoto_gcs_PET_Feb_MEAN
-1,Kyoto,17,34.979970000000002,135.680970000000002,20,18,0.900000000000000,35.003655000000002,135.759676000000013,Asia,7.638100000000000,24.630299999999998,0.310100000000000,10,16,1,0.000069444451688,38.000000000000000
-1,Kyoto,18,34.973889999999997,135.670780000000008,20,7,0.350000000000000,35.003655000000002,135.759676000000013,Asia,8.748500000000000,24.630299999999998,0.355200000000000,11,17,1,0.000069444451688,39.000000000000000
-1,Kyoto,19,34.976819999999996,135.665699999999987,20,6,0.300000000000000,35.003655000000002,135.759676000000013,Asia,9.066000000000001,24.630299999999998,0.368100000000000,12,18,1,0.000069444451688,38.000000000000000
-1,Kyoto,20,34.974119999999999,135.663759999999996,20,3,0.150000000000000,35.003655000000002,135.759676000000013,Asia,9.334500000000000,24.630299999999998,0.379000000000000,13,19,1,0.000069444451688,38.000000000000000
-1,Kyoto,21,35.108510000000003,135.521320000000003,20,2,0.100000000000000,35.003655000000002,135.759676000000013,Asia,24.630299999999998,24.630299999999998,1.000000000000000,14,20,1,0.000069444451688,35.000000000000000
-1,Kyoto,22,35.104320000000001,135.528410000000008,20,9,0.450000000000000,35.003655000000002,135.759676000000013,Asia,23.841999999999999,24.630299999999998,0.968000000000000,15,21,1,0.000069444451688,36.000000000000000
-1,Kyoto,23,35.099110000000003,135.530360000000002,20,3,0.150000000000000,35.003655000000002,135.759676000000013,Asia,23.417800000000000,24.630299999999998,0.950800000000000,16,22,1,0.000069444451688,36.000000000000000
-1,Kyoto,24,35.094889999999999,135.533580000000001,19,3,0.158000000000000,35.003655000000002,135.759676000000013,Asia,22.946100000000001,24.630299999999998,0.931600000000000,17,23,1,0.000069444451688,37.000000000000000
-1,Kyoto,25,35.089109999999998,135.536939999999987,20,4,0.200000000000000,35.003655000000002,135.759676000000013,Asia,22.392600000000002,24.630299999999998,0.909100000000000,18,24,1,0.000069444451688,37.000000000000000
-1,Kyoto,26,35.084310000000002,135.538250000000005,20,3,0.150000000000000,35.003655000000002,135.759676000000013,Asia,22.062899999999999,24.630299999999998,0.895800000000000,,,,,
-1,Kyoto,27,35.078029999999998,135.536740000000009,20,3,0.150000000000000,35.003655000000002,135.759676000000013,Asia,21.916399999999999,24.630299999999998,0.889800000000000,19,26,1,0.000069444451688,37.000000000000000
-1,Kyoto,28,35.073860000000003,135.537160000000000,17,6,0.353000000000000,35.003655000000002,135.759676000000013,Asia,21.710400000000000,24.630299999999998,0.881500000000000,20,27,1,0.000069444451688,37.000000000000000
-1,Kyoto,29,35.068600000000004,135.540050000000008,20,4,0.200000000000000,35.003655000000002,135.759676000000013,Asia,21.260000000000002,24.630299999999998,0.863200000000000,,,,,
-1,Kyoto,30,35.063299999999998,135.547899999999998,20,3,0.150000000000000,35.003655000000002,135.759676000000013,Asia,20.390599999999999,24.630299999999998,0.827900000000000,21,29,1,0.000069444451688,37.000000000000000
-1,Kyoto,31,35.059429999999999,135.552320000000009,20,2,0.100000000000000,35.003655000000002,135.759676000000013,Asia,19.872399999999999,24.630299999999998,0.806800000000000,22,30,1,0.000069444451688,37.000000000000000
-1,Kyoto,32,35.053959999999996,135.551729999999992,20,9,0.450000000000000,35.003655000000002,135.759676000000013,Asia,19.743200000000002,24.630299999999998,0.801600000000000,23,31,1,0.000069444451688,37.000000000000000
-1,Kyoto,33,35.048940000000002,135.555329999999998,18,5,0.278000000000000,35.003655000000002,135.759676000000013,Asia,19.276299999999999,24.630299999999998,0.782600000000000,24,32,1,0.000069444451688,37.000000000000000
-1,Kyoto,34,35.042900000000003,135.562129999999996,20,8,0.400000000000000,35.003655000000002,135.759676000000013,Asia,18.510200000000001,24.630299999999998,0.751500000000000,25,33,1,0.000069444451688,37.000000000000000
-1,Kyoto,35,35.035870000000003,135.567859999999996,20,2,0.100000000000000,35.003655000000002,135.759676000000013,Asia,17.831000000000000,24.630299999999998,0.723900000000000,26,34,1,0.000069444451688,37.000000000000000
-1,Kyoto,36,35.028230000000001,135.571169999999995,20,3,0.150000000000000,35.003655000000002,135.759676000000013,Asia,17.382999999999999,24.630299999999998,0.705800000000000,27,35,1,0.000069444451688,38.000000000000000
-1,Kyoto,37,35.027189999999997,135.577900000000000,20,2,0.100000000000000,35.003655000000002,135.759676000000013,Asia,16.759599999999999,24.630299999999998,0.680400000000000,28,36,1,0.000069444451688,38.000000000000000
-1,Kyoto,38,35.027290000000001,135.585070000000002,20,5,0.250000000000000,35.003655000000002,135.759676000000013,Asia,16.116800000000001,24.630299999999998,0.654300000000000,29,37,1,0.000069444451688,37.000000000000000
-1,Kyoto,39,35.022849999999998,135.586960000000005,20,6,0.300000000000000,35.003655000000002,135.759676000000013,Asia,15.873500000000000,24.630299999999998,0.644500000000000,30,38,1,0.000069444451688,38.000000000000000
-1,Kyoto,40,35.019250000000000,135.589460000000003,20,8,0.400000000000000,35.003655000000002,135.759676000000013,Asia,15.598699999999999,24.630299999999998,0.633300000000000,,,,,
-1,Kyoto,41,35.015999999999998,135.590290000000010,19,4,0.211000000000000,35.003655000000002,135.759676000000013,Asia,15.487700000000000,24.630299999999998,0.628800000000000,31,40,1,0.000069444451688,38.000000000000000
-1,Kyoto,42,35.016320000000000,135.600879999999989,20,9,0.450000000000000,35.003655000000002,135.759676000000013,Asia,14.530700000000000,24.630299999999998,0.590000000000000,32,41,1,0.000069444451688,38.000000000000000
-1,Kyoto,43,35.013599999999997,135.583449999999999,15,0,0.000000000000000,35.003655000000002,135.759676000000013,Asia,16.088000000000001,24.630299999999998,0.653200000000000,,,,,
-1,Kyoto,44,35.007219999999997,135.608569999999986,20,5,0.250000000000000,35.003655000000002,135.759676000000013,Asia,13.768400000000000,24.630299999999998,0.559000000000000,33,43,1,0.000069444451688,37.000000000000000
