OID,city,population,populati_1,populati_2,total_plan,numCyanoge,freqHCN,latitude_c,longitude_,continent,distance,max_dist,std_distan,F12_Waterloo_gcs_PET_Dec_OID,F12_Waterloo_gcs_PET_Dec_FID_,F12_Waterloo_gcs_PET_Dec_COUNT,F12_Waterloo_gcs_PET_Dec_AREA,F12_Waterloo_gcs_PET_Dec_MEAN
-1,Waterloo,20,43.453436000000004,-80.583768000000006,NA,NA,0.150000000000000,43.464255999999999,-80.520409000000001,North America,5.253511157310000,8.290743176390000,0.633700000000000,8,19,1,0.000069444451688,12.000000000000000
-1,Waterloo,21,43.449814000000003,-80.586759999999998,NA,NA,0.250000000000000,43.464255999999999,-80.520409000000001,North America,5.591124625160000,8.290743176390000,0.674400000000000,9,20,1,0.000069444451688,12.000000000000000
-1,Waterloo,22,43.445773000000003,-80.587547000000001,NA,NA,0.111111111000000,43.464255999999999,-80.520409000000001,North America,5.795872873700000,8.290743176390000,0.699100000000000,,,,,
-1,Waterloo,23,43.440967999999998,-80.589292999999998,NA,NA,0.380952381000000,43.464255999999999,-80.520409000000001,North America,6.133808412140000,8.290743176390000,0.739800000000000,10,22,1,0.000069444451688,11.000000000000000
-1,Waterloo,24,43.440584000000001,-80.593789000000001,NA,NA,0.333333333000000,43.464255999999999,-80.520409000000001,North America,6.481858726800000,8.290743176390000,0.781800000000000,11,23,1,0.000069444451688,11.000000000000000
-1,Waterloo,25,43.439416000000001,-80.597999999999999,NA,NA,0.100000000000000,43.464255999999999,-80.520409000000001,North America,6.845311086860000,8.290743176390000,0.825700000000000,,,,,
-1,Waterloo,26,43.439464999999998,-80.599914999999996,NA,NA,0.500000000000000,43.464255999999999,-80.520409000000001,North America,6.984875424750000,8.290743176390000,0.842500000000000,,,,,
-1,Waterloo,27,43.438872000000003,-80.603793999999994,NA,NA,0.631578947000000,43.464255999999999,-80.520409000000001,North America,7.298905700410000,8.290743176390000,0.880400000000000,12,26,1,0.000069444451688,12.000000000000000
-1,Waterloo,28,43.438276000000002,-80.605984000000007,NA,NA,0.200000000000000,43.464255999999999,-80.520409000000001,North America,7.487597788110000,8.290743176390000,0.903100000000000,,,,,
-1,Waterloo,29,43.437752000000003,-80.611079000000004,NA,NA,0.095238095000000,43.464255999999999,-80.520409000000001,North America,7.890245155570000,8.290743176390000,0.951700000000000,13,28,1,0.000069444451688,12.000000000000000
-1,Waterloo,30,43.436995000000003,-80.616003000000006,NA,NA,0.050000000000000,43.464255999999999,-80.520409000000001,North America,8.290743176390000,8.290743176390000,1.000000000000000,,,,,
