OID,city,population,populati_1,populati_2,total_plan,numCyanoge,freqHCN,latitude_c,longitude_,continent,distance,max_dist,std_distan,F4_Santiago_gcs_PET_Apr_OID,F4_Santiago_gcs_PET_Apr_FID_,F4_Santiago_gcs_PET_Apr_COUNT,F4_Santiago_gcs_PET_Apr_AREA,F4_Santiago_gcs_PET_Apr_MEAN
-1,Santiago,20,-33.661090000000002,-70.663380000000004,11,8,0.727000000000000,-33.442137000000002,-70.645768000000004,South America,24.401100000000000,47.888700000000000,0.509500000000000,19,19,1,0.000069444451688,95.000000000000000
-1,Santiago,21,-33.647720000000000,-70.604759999999999,20,16,0.800000000000000,-33.442137000000002,-70.645768000000004,South America,23.173500000000001,47.888700000000000,0.483900000000000,20,20,1,0.000069444451688,95.000000000000000
-1,Santiago,22,-33.436669999999999,-70.636669999999995,20,12,0.600000000000000,-33.442137000000002,-70.645768000000004,South America,1.040300000000000,47.888700000000000,0.021700000000000,21,21,1,0.000069444451688,95.000000000000000
-1,Santiago,23,-33.439340000000001,-70.644250000000000,19,15,0.789000000000000,-33.442137000000002,-70.645768000000004,South America,0.341400000000000,47.888700000000000,0.007100000000000,22,22,1,0.000069444451688,95.000000000000000
-1,Santiago,24,-33.441139999999997,-70.637950000000004,19,17,0.895000000000000,-33.442137000000002,-70.645768000000004,South America,0.733800000000000,47.888700000000000,0.015300000000000,,,,,
-1,Santiago,25,-33.435639999999999,-70.631379999999993,20,10,0.500000000000000,-33.442137000000002,-70.645768000000004,South America,1.518000000000000,47.888700000000000,0.031700000000000,23,24,1,0.000069444451688,95.000000000000000
-1,Santiago,26,-33.440640000000002,-70.632170000000002,20,10,0.500000000000000,-33.442137000000002,-70.645768000000004,South America,1.272600000000000,47.888700000000000,0.026600000000000,,,,,
-1,Santiago,27,-33.446089999999998,-70.630840000000006,20,16,0.800000000000000,-33.442137000000002,-70.645768000000004,South America,1.453100000000000,47.888700000000000,0.030300000000000,24,26,1,0.000069444451688,95.000000000000000
-1,Santiago,28,-33.453020000000002,-70.628460000000004,20,11,0.550000000000000,-33.442137000000002,-70.645768000000004,South America,2.010800000000000,47.888700000000000,0.042000000000000,25,27,1,0.000069444451688,95.000000000000000
-1,Santiago,29,-33.462829999999997,-70.624279999999999,20,10,0.500000000000000,-33.442137000000002,-70.645768000000004,South America,3.044400000000000,47.888700000000000,0.063600000000000,26,28,1,0.000069444451688,95.000000000000000
-1,Santiago,30,-33.466549999999998,-70.624060000000000,20,14,0.700000000000000,-33.442137000000002,-70.645768000000004,South America,3.380100000000000,47.888700000000000,0.070600000000000,,,,,
-1,Santiago,31,-33.477600000000002,-70.623050000000006,16,8,0.500000000000000,-33.442137000000002,-70.645768000000004,South America,4.471100000000000,47.888700000000000,0.093400000000000,27,30,1,0.000069444451688,95.000000000000000
-1,Santiago,32,-33.484620000000000,-70.620739999999998,20,17,0.850000000000000,-33.442137000000002,-70.645768000000004,South America,5.263600000000000,47.888700000000000,0.109900000000000,28,31,1,0.000069444451688,95.000000000000000
-1,Santiago,33,-33.490470000000002,-70.618139999999997,20,15,0.750000000000000,-33.442137000000002,-70.645768000000004,South America,5.954100000000000,47.888700000000000,0.124300000000000,,,,,
-1,Santiago,34,-33.498240000000003,-70.615269999999995,20,19,0.950000000000000,-33.442137000000002,-70.645768000000004,South America,6.849800000000000,47.888700000000000,0.143000000000000,29,33,1,0.000069444451688,95.000000000000000
-1,Santiago,35,-33.508130000000001,-70.612769999999998,20,8,0.400000000000000,-33.442137000000002,-70.645768000000004,South America,7.950800000000000,47.888700000000000,0.166000000000000,30,34,1,0.000069444451688,95.000000000000000
-1,Santiago,36,-33.511879999999998,-70.605999999999995,20,14,0.700000000000000,-33.442137000000002,-70.645768000000004,South America,8.587500000000000,47.888700000000000,0.179300000000000,31,35,1,0.000069444451688,96.000000000000000
-1,Santiago,37,-33.520060000000001,-70.599950000000007,20,11,0.550000000000000,-33.442137000000002,-70.645768000000004,South America,9.650499999999999,47.888700000000000,0.201500000000000,32,36,1,0.000069444451688,96.000000000000000
-1,Santiago,38,-33.547600000000003,-70.587739999999997,20,14,0.700000000000000,-33.442137000000002,-70.645768000000004,South America,12.902500000000000,47.888700000000000,0.269400000000000,33,37,1,0.000069444451688,95.000000000000000
-1,Santiago,39,-33.560749999999999,-70.584819999999993,20,14,0.700000000000000,-33.442137000000002,-70.645768000000004,South America,14.348900000000000,47.888700000000000,0.299600000000000,34,38,1,0.000069444451688,95.000000000000000
-1,Santiago,40,-33.569290000000002,-70.583439999999996,20,8,0.400000000000000,-33.442137000000002,-70.645768000000004,South America,15.274200000000000,47.888700000000000,0.319000000000000,35,39,1,0.000069444451688,95.000000000000000
-1,Santiago,41,-33.577060000000003,-70.581580000000002,20,10,0.500000000000000,-33.442137000000002,-70.645768000000004,South America,16.140000000000001,47.888700000000000,0.337000000000000,36,40,1,0.000069444451688,95.000000000000000
-1,Santiago,42,-33.588340000000002,-70.580079999999995,20,14,0.700000000000000,-33.442137000000002,-70.645768000000004,South America,17.360199999999999,47.888700000000000,0.362500000000000,37,41,1,0.000069444451688,94.000000000000000
-1,Santiago,43,-33.602440000000001,-70.576939999999993,20,12,0.600000000000000,-33.442137000000002,-70.645768000000004,South America,18.932400000000001,47.888700000000000,0.395300000000000,38,42,1,0.000069444451688,95.000000000000000
-1,Santiago,44,-33.614319999999999,-70.575100000000006,20,14,0.700000000000000,-33.442137000000002,-70.645768000000004,South America,20.235399999999998,47.888700000000000,0.422600000000000,39,43,1,0.000069444451688,94.000000000000000
