OID,city,population,populati_1,populati_2,total_plan,numCyanoge,freqHCN,latitude_c,longitude_,continent,distance,max_dist,std_distan,F7_Detroit_gcs_PET_Jul_OID,F7_Detroit_gcs_PET_Jul_FID_,F7_Detroit_gcs_PET_Jul_COUNT,F7_Detroit_gcs_PET_Jul_AREA,F7_Detroit_gcs_PET_Jul_MEAN
-1,Detroit,14,42.093840000000000,-83.372879999999995,15,3,0.200000000000000,42.332939000000003,-83.047836000000004,North America,37.728600000000000,60.250700000000002,0.626200000000000,13,13,1,0.000069444451688,163.000000000000000
-1,Detroit,15,42.093980000000002,-83.343919999999997,15,0,0.000000000000000,42.332939000000003,-83.047836000000004,North America,36.064000000000000,60.250700000000002,0.598600000000000,14,14,1,0.000069444451688,162.000000000000000
-1,Detroit,16,42.094099999999997,-83.319379999999995,15,5,0.333000000000000,42.332939000000003,-83.047836000000004,North America,34.719200000000001,60.250700000000002,0.576200000000000,15,15,1,0.000069444451688,160.000000000000000
-1,Detroit,17,42.094690000000000,-83.294269999999997,15,3,0.200000000000000,42.332939000000003,-83.047836000000004,North America,33.372500000000002,60.250700000000002,0.553900000000000,16,16,1,0.000069444451688,159.000000000000000
-1,Detroit,18,42.111559999999997,-83.283379999999994,15,5,0.333000000000000,42.332939000000003,-83.047836000000004,North America,31.339300000000001,60.250700000000002,0.520100000000000,17,17,1,0.000069444451688,159.000000000000000
-1,Detroit,19,42.128549999999997,-83.272340000000000,15,8,0.533000000000000,42.332939000000003,-83.047836000000004,North America,29.294799999999999,60.250700000000002,0.486200000000000,18,18,1,0.000069444451688,159.000000000000000
-1,Detroit,20,42.142449999999997,-83.262649999999994,15,7,0.467000000000000,42.332939000000003,-83.047836000000004,North America,27.593299999999999,60.250700000000002,0.458000000000000,19,19,1,0.000069444451688,158.000000000000000
-1,Detroit,21,42.158000000000001,-83.248589999999993,15,6,0.400000000000000,42.332939000000003,-83.047836000000004,North America,25.523800000000001,60.250700000000002,0.423600000000000,20,20,1,0.000069444451688,158.000000000000000
-1,Detroit,22,42.174320000000002,-83.237089999999995,15,5,0.333000000000000,42.332939000000003,-83.047836000000004,North America,23.530999999999999,60.250700000000002,0.390600000000000,21,21,1,0.000069444451688,158.000000000000000
-1,Detroit,23,42.188650000000003,-83.222530000000006,15,8,0.533000000000000,42.332939000000003,-83.047836000000004,North America,21.542899999999999,60.250700000000002,0.357600000000000,22,22,1,0.000069444451688,158.000000000000000
-1,Detroit,24,42.202779999999997,-83.206249999999997,15,5,0.333000000000000,42.332939000000003,-83.047836000000004,North America,19.477699999999999,60.250700000000002,0.323300000000000,23,23,1,0.000069444451688,158.000000000000000
-1,Detroit,25,42.217700000000001,-83.192859999999996,15,8,0.533000000000000,42.332939000000003,-83.047836000000004,North America,17.509100000000000,60.250700000000002,0.290600000000000,24,24,1,0.000069444451688,158.000000000000000
-1,Detroit,26,42.234879999999997,-83.194230000000005,15,7,0.467000000000000,42.332939000000003,-83.047836000000004,North America,16.245699999999999,60.250700000000002,0.269600000000000,25,25,1,0.000069444451688,159.000000000000000
-1,Detroit,27,42.252090000000003,-83.194320000000005,15,3,0.200000000000000,42.332939000000003,-83.047836000000004,North America,15.032999999999999,60.250700000000002,0.249500000000000,26,26,1,0.000069444451688,159.000000000000000
-1,Detroit,28,42.267960000000002,-83.182119999999998,15,3,0.200000000000000,42.332939000000003,-83.047836000000004,North America,13.197400000000000,60.250700000000002,0.219000000000000,27,27,1,0.000069444451688,159.000000000000000
-1,Detroit,29,42.282789999999999,-83.169970000000006,15,2,0.133000000000000,42.332939000000003,-83.047836000000004,North America,11.487600000000000,60.250700000000002,0.190700000000000,28,28,1,0.000069444451688,159.000000000000000
-1,Detroit,30,42.291429999999998,-83.144940000000005,15,11,0.733000000000000,42.332939000000003,-83.047836000000004,North America,9.222700000000000,60.250700000000002,0.153100000000000,29,29,1,0.000069444451688,159.000000000000000
-1,Detroit,31,42.300210000000000,-83.120130000000003,11,4,0.364000000000000,42.332939000000003,-83.047836000000004,North America,6.969700000000000,60.250700000000002,0.115700000000000,30,30,1,0.000069444451688,159.000000000000000
-1,Detroit,32,42.308340000000001,-83.095939999999999,15,3,0.200000000000000,42.332939000000003,-83.047836000000004,North America,4.808700000000000,60.250700000000002,0.079800000000000,31,31,1,0.000069444451688,159.000000000000000
-1,Detroit,33,42.313890000000001,-83.082220000000007,15,5,0.333000000000000,42.332939000000003,-83.047836000000004,North America,3.532300000000000,60.250700000000002,0.058600000000000,32,32,1,0.000069444451688,159.000000000000000
-1,Detroit,34,42.322719999999997,-83.066419999999994,15,2,0.133000000000000,42.332939000000003,-83.047836000000004,North America,1.904000000000000,60.250700000000002,0.031600000000000,33,33,1,0.000069444451688,159.000000000000000
-1,Detroit,35,42.327889999999996,-83.045659999999998,15,3,0.200000000000000,42.332939000000003,-83.047836000000004,North America,0.589200000000000,60.250700000000002,0.009800000000000,34,34,1,0.000069444451688,158.000000000000000
-1,Detroit,36,42.331220000000002,-83.032030000000006,15,5,0.333000000000000,42.332939000000003,-83.047836000000004,North America,1.313300000000000,60.250700000000002,0.021800000000000,35,35,1,0.000069444451688,159.000000000000000
-1,Detroit,37,42.332419999999999,-83.043189999999996,15,3,0.200000000000000,42.332939000000003,-83.047836000000004,North America,0.386200000000000,60.250700000000002,0.006400000000000,,,,,
-1,Detroit,38,42.337380000000003,-83.049859999999995,14,2,0.143000000000000,42.332939000000003,-83.047836000000004,North America,0.521100000000000,60.250700000000002,0.008600000000000,36,37,1,0.000069444451688,159.000000000000000
-1,Detroit,39,42.332610000000003,-83.054860000000005,13,3,0.231000000000000,42.332939000000003,-83.047836000000004,North America,0.578500000000000,60.250700000000002,0.009600000000000,37,38,1,0.000069444451688,158.000000000000000
-1,Detroit,40,42.336959999999998,-83.061700000000002,15,7,0.467000000000000,42.332939000000003,-83.047836000000004,North America,1.224200000000000,60.250700000000002,0.020300000000000,38,39,1,0.000069444451688,159.000000000000000
