OID,city,population,populati_1,populati_2,total_plan,numCyanoge,freqHCN,latitude_c,longitude_,continent,distance,max_dist,std_distan,F12_Denver_gcs_PET_Dec_OID,F12_Denver_gcs_PET_Dec_FID_,F12_Denver_gcs_PET_Dec_COUNT,F12_Denver_gcs_PET_Dec_AREA,F12_Denver_gcs_PET_Dec_MEAN
-1,Denver,21,39.585999999999999,-104.998199999999997,20,2,0.100000000000000,39.745485000000002,-104.990108000000006,North America,17.747399999999999,58.245800000000003,0.304700000000000,18,20,1,0.000069444451688,28.000000000000000
-1,Denver,22,39.577199999999998,-104.987799999999993,16,0,0.000000000000000,39.745485000000002,-104.990108000000006,North America,18.713500000000000,58.245800000000003,0.321300000000000,19,21,1,0.000069444451688,28.000000000000000
-1,Denver,23,39.566499999999998,-104.990499999999997,20,2,0.100000000000000,39.745485000000002,-104.990108000000006,North America,19.902300000000000,58.245800000000003,0.341700000000000,20,22,1,0.000069444451688,28.000000000000000
-1,Denver,24,39.556100000000001,-104.986400000000003,15,7,0.467000000000000,39.745485000000002,-104.990108000000006,North America,21.061000000000000,58.245800000000003,0.361600000000000,21,23,1,0.000069444451688,28.000000000000000
-1,Denver,25,39.551699999999997,-104.983500000000006,15,0,0.000000000000000,39.745485000000002,-104.990108000000006,North America,21.555299999999999,58.245800000000003,0.370100000000000,,,,,
-1,Denver,26,39.541100000000000,-105.002799999999993,18,6,0.333000000000000,39.745485000000002,-104.990108000000006,North America,22.752500000000001,58.245800000000003,0.390600000000000,22,25,1,0.000069444451688,27.000000000000000
-1,Denver,27,39.527130000000000,-105.020880000000005,15,2,0.133000000000000,39.745485000000002,-104.990108000000006,North America,24.422499999999999,58.245800000000003,0.419300000000000,23,26,1,0.000069444451688,28.000000000000000
-1,Denver,28,39.523989999999998,-105.003360000000001,20,4,0.200000000000000,39.745485000000002,-104.990108000000006,North America,24.655300000000000,58.245800000000003,0.423300000000000,24,27,1,0.000069444451688,27.000000000000000
-1,Denver,29,39.519390000000001,-104.947670000000002,20,10,0.500000000000000,39.745485000000002,-104.990108000000006,North America,25.401900000000001,58.245800000000003,0.436100000000000,25,28,1,0.000069444451688,27.000000000000000
-1,Denver,30,39.483449999999998,-105.035870000000003,19,1,0.053000000000000,39.745485000000002,-104.990108000000006,North America,29.399500000000000,58.245800000000003,0.504700000000000,26,29,1,0.000069444451688,28.000000000000000
-1,Denver,31,39.480780000000003,-105.005640000000000,20,5,0.250000000000000,39.745485000000002,-104.990108000000006,North America,29.463899999999999,58.245800000000003,0.505900000000000,27,30,1,0.000069444451688,28.000000000000000
-1,Denver,32,39.437420000000003,-104.969960000000000,18,8,0.444000000000000,39.745485000000002,-104.990108000000006,North America,34.298699999999997,58.245800000000003,0.588900000000000,28,31,1,0.000069444451688,28.000000000000000
-1,Denver,33,39.435360000000003,-104.963229999999996,20,7,0.350000000000000,39.745485000000002,-104.990108000000006,North America,34.561199999999999,58.245800000000003,0.593400000000000,29,32,1,0.000069444451688,28.000000000000000
-1,Denver,34,39.421840000000003,-104.991119999999995,21,1,0.048000000000000,39.745485000000002,-104.990108000000006,North America,35.987800000000000,58.245800000000003,0.617900000000000,30,33,1,0.000069444451688,27.000000000000000
-1,Denver,35,39.231740000000002,-104.903729999999996,9,0,0.000000000000000,39.745485000000002,-104.990108000000006,North America,57.604700000000001,58.245800000000003,0.989000000000000,31,34,1,0.000069444451688,25.000000000000000
-1,Denver,36,39.228050000000003,-104.884479999999996,16,3,0.188000000000000,39.745485000000002,-104.990108000000006,North America,58.245800000000003,58.245800000000003,1.000000000000000,32,35,1,0.000069444451688,26.000000000000000
-1,Denver,37,39.230919999999998,-104.883870000000002,21,3,0.143000000000000,39.745485000000002,-104.990108000000006,North America,57.938800000000001,58.245800000000003,0.994700000000000,,,,,
-1,Denver,38,39.477690000000003,-105.004329999999996,20,8,0.400000000000000,39.745485000000002,-104.990108000000006,North America,29.802399999999999,58.245800000000003,0.511700000000000,,,,,
-1,Denver,39,39.476109999999998,-105.006349999999998,18,0,0.000000000000000,39.745485000000002,-104.990108000000006,North America,29.985399999999998,58.245800000000003,0.514800000000000,,,,,
-1,Denver,40,39.526600000000002,-104.934590000000000,20,0,0.000000000000000,39.745485000000002,-104.990108000000006,North America,24.798900000000000,58.245800000000003,0.425800000000000,33,39,1,0.000069444451688,27.000000000000000
-1,Denver,41,39.538829999999997,-105.020930000000007,20,15,0.750000000000000,39.745485000000002,-104.990108000000006,North America,23.129999999999999,58.245800000000003,0.397100000000000,34,40,1,0.000069444451688,28.000000000000000
-1,Denver,42,39.525179999999999,-104.914050000000003,19,0,0.000000000000000,39.745485000000002,-104.990108000000006,North America,25.347899999999999,58.245800000000003,0.435200000000000,35,41,1,0.000069444451688,27.000000000000000
-1,Denver,43,39.534260000000003,-104.918430000000001,20,5,0.250000000000000,39.745485000000002,-104.990108000000006,North America,24.275800000000000,58.245800000000003,0.416800000000000,36,42,1,0.000069444451688,27.000000000000000
