OID,city,population,populati_1,populati_2,total_plan,numCyanoge,freqHCN,latitude_c,longitude_,continent,distance,max_dist,std_distan,BUFF_DIST,ORIG_FID,antwerp_198024_20180726_NDVI_pcs_OID,antwerp_198024_20180726_NDVI_pcs_FID_,antwerp_198024_20180726_NDVI_pcs_COUNT,antwerp_198024_20180726_NDVI_pcs_AREA,antwerp_198024_20180726_NDVI_pcs_MEAN
-1,Antwerp,20,51.158160000000002,4.425580000000000,18,2,0.111000000000000,51.219448000000000,4.402464000000000,Europe,7.002700000000000,14.071199999999999,0.497700000000000,100.000000000000000,19,19,19,35,31500.000000000000000,0.402274546453000
-1,Antwerp,21,51.153430000000000,4.420120000000000,20,11,0.550000000000000,51.219448000000000,4.402464000000000,Europe,7.443300000000000,14.071199999999999,0.529000000000000,100.000000000000000,20,20,20,36,32400.000000000000000,0.450944245276000
-1,Antwerp,22,51.150199999999998,4.418770000000000,20,11,0.550000000000000,51.219448000000000,4.402464000000000,Europe,7.783400000000000,14.071199999999999,0.553100000000000,100.000000000000000,21,21,21,35,31500.000000000000000,0.481594777959000
-1,Antwerp,23,51.147410000000001,4.416580000000000,12,7,0.583000000000000,51.219448000000000,4.402464000000000,Europe,8.070499999999999,14.071199999999999,0.573500000000000,100.000000000000000,22,22,22,34,30600.000000000000000,0.464179210803000
-1,Antwerp,24,51.145269999999996,4.417450000000000,18,9,0.500000000000000,51.219448000000000,4.402464000000000,Europe,8.314100000000000,14.071199999999999,0.590900000000000,100.000000000000000,23,23,23,35,31500.000000000000000,0.770920477595000
-1,Antwerp,25,51.142560000000003,4.415020000000000,15,6,0.400000000000000,51.219448000000000,4.402464000000000,Europe,8.594200000000001,14.071199999999999,0.610800000000000,100.000000000000000,24,24,24,35,31500.000000000000000,0.662424951792000
-1,Antwerp,26,51.138399999999997,4.415320000000000,15,2,0.133000000000000,51.219448000000000,4.402464000000000,Europe,9.056600000000000,14.071199999999999,0.643600000000000,100.000000000000000,25,25,25,35,31500.000000000000000,0.732034655980000
-1,Antwerp,27,51.136609999999997,4.416050000000000,12,1,0.083000000000000,51.219448000000000,4.402464000000000,Europe,9.259700000000000,14.071199999999999,0.658100000000000,100.000000000000000,26,26,26,35,31500.000000000000000,0.573642557859000
-1,Antwerp,28,51.138919999999999,4.410600000000000,14,8,0.571000000000000,51.219448000000000,4.402464000000000,Europe,8.972200000000001,14.071199999999999,0.637600000000000,100.000000000000000,27,27,27,37,33300.000000000000000,0.771472059392000
-1,Antwerp,29,51.138880000000000,4.402400000000000,16,1,0.062000000000000,51.219448000000000,4.402464000000000,Europe,8.958800000000000,14.071199999999999,0.636700000000000,100.000000000000000,28,28,28,35,31500.000000000000000,0.533290245703000
-1,Antwerp,30,51.195050000000002,4.426240000000000,20,4,0.200000000000000,51.219448000000000,4.402464000000000,Europe,3.178600000000000,14.071199999999999,0.225900000000000,100.000000000000000,29,29,29,34,30600.000000000000000,0.391349134200000
-1,Antwerp,31,51.163919999999997,4.429190000000000,20,10,0.500000000000000,51.219448000000000,4.402464000000000,Europe,6.449200000000000,14.071199999999999,0.458300000000000,100.000000000000000,30,30,30,32,28800.000000000000000,0.605198333040000
-1,Antwerp,32,51.132019999999997,4.402680000000000,19,12,0.632000000000000,51.219448000000000,4.402464000000000,Europe,9.721600000000000,14.071199999999999,0.690900000000000,100.000000000000000,31,31,31,37,33300.000000000000000,0.475959399262000
-1,Antwerp,33,51.128700000000002,4.400010000000000,14,10,0.714000000000000,51.219448000000000,4.402464000000000,Europe,10.092200000000000,14.071199999999999,0.717200000000000,100.000000000000000,32,32,32,35,31500.000000000000000,0.456055486202000
-1,Antwerp,34,51.126710000000003,4.401060000000000,20,14,0.700000000000000,51.219448000000000,4.402464000000000,Europe,10.312500000000000,14.071199999999999,0.732900000000000,100.000000000000000,33,33,33,35,31500.000000000000000,0.481132652930000
-1,Antwerp,35,51.115729999999999,4.396090000000000,16,5,0.312000000000000,51.219448000000000,4.402464000000000,Europe,11.541499999999999,14.071199999999999,0.820200000000000,100.000000000000000,34,34,34,35,31500.000000000000000,0.410408117941000
-1,Antwerp,36,51.113259999999997,4.396150000000000,15,2,0.133000000000000,51.219448000000000,4.402464000000000,Europe,11.815799999999999,14.071199999999999,0.839700000000000,100.000000000000000,35,35,35,37,33300.000000000000000,0.604633312773000
-1,Antwerp,37,51.110680000000002,4.394930000000000,20,1,0.050000000000000,51.219448000000000,4.402464000000000,Europe,12.105900000000000,14.071199999999999,0.860300000000000,100.000000000000000,36,36,36,32,28800.000000000000000,0.581080980599000
-1,Antwerp,38,51.106110000000001,4.398170000000000,20,4,0.200000000000000,51.219448000000000,4.402464000000000,Europe,12.606199999999999,14.071199999999999,0.895900000000000,100.000000000000000,37,37,37,35,31500.000000000000000,0.484845126527000
-1,Antwerp,39,51.096100000000000,4.398200000000000,16,7,0.438000000000000,51.219448000000000,4.402464000000000,Europe,13.718900000000000,14.071199999999999,0.975000000000000,100.000000000000000,38,38,38,36,32400.000000000000000,0.484281267557000
-1,Antwerp,40,51.092970000000001,4.395900000000000,10,1,0.100000000000000,51.219448000000000,4.402464000000000,Europe,14.071199999999999,14.071199999999999,1.000000000000000,100.000000000000000,39,39,39,37,33300.000000000000000,0.426438239781000
