OID,city,population,populati_1,populati_2,total_plan,numCyanoge,freqHCN,latitude_c,longitude_,continent,distance,max_dist,std_distan,BUFF_DIST,ORIG_FID,raleigh_016035_20160725_NDVI_pcs_OID,raleigh_016035_20160725_NDVI_pcs_FID_,raleigh_016035_20160725_NDVI_pcs_COUNT,raleigh_016035_20160725_NDVI_pcs_AREA,raleigh_016035_20160725_NDVI_pcs_MEAN
-1,Raleigh,11,35.939549999999997,-78.693910000000002,16,4,0.250000000000000,35.774994000000000,-78.640092999999993,North America,18.929700000000000,29.692100000000000,0.637500000000000,100.000000000000000,10,10,10,34,30600.000000000000000,0.668951155508000
-1,Raleigh,12,35.939749999999997,-78.696269999999998,16,4,0.250000000000000,35.774994000000000,-78.640092999999993,North America,19.006699999999999,29.692100000000000,0.640100000000000,100.000000000000000,11,11,11,34,30600.000000000000000,0.690464080257000
-1,Raleigh,13,35.944479999999999,-78.677490000000006,16,9,0.562000000000000,35.774994000000000,-78.640092999999993,North America,19.144900000000000,29.692100000000000,0.644800000000000,100.000000000000000,12,12,12,36,32400.000000000000000,0.740086451173000
-1,Raleigh,14,35.940500000000000,-78.671570000000003,16,9,0.562000000000000,35.774994000000000,-78.640092999999993,North America,18.620799999999999,29.692100000000000,0.627100000000000,100.000000000000000,13,13,13,36,32400.000000000000000,0.771987410055000
-1,Raleigh,15,35.943579999999997,-78.674040000000005,16,7,0.438000000000000,35.774994000000000,-78.640092999999993,North America,18.993900000000000,29.692100000000000,0.639700000000000,100.000000000000000,14,14,14,37,33300.000000000000000,0.806489438624000
-1,Raleigh,16,35.973250000000000,-78.686009999999996,16,12,0.750000000000000,35.774994000000000,-78.640092999999993,North America,22.429900000000000,29.692100000000000,0.755400000000000,100.000000000000000,15,15,15,36,32400.000000000000000,0.704506921271000
-1,Raleigh,17,35.978619999999999,-78.698769999999996,16,9,0.562000000000000,35.774994000000000,-78.640092999999993,North America,23.251200000000001,29.692100000000000,0.783100000000000,100.000000000000000,16,16,16,35,31500.000000000000000,0.699281300817000
-1,Raleigh,18,35.989789999999999,-78.692580000000007,16,3,0.188000000000000,35.774994000000000,-78.640092999999993,North America,24.347799999999999,29.692100000000000,0.820000000000000,100.000000000000000,17,17,17,35,31500.000000000000000,0.506490803191000
-1,Raleigh,19,35.911799999999999,-78.675629999999998,16,6,0.375000000000000,35.774994000000000,-78.640092999999993,North America,15.545700000000000,29.692100000000000,0.523600000000000,100.000000000000000,18,18,18,35,31500.000000000000000,0.745874995845000
-1,Raleigh,20,35.909829999999999,-78.666139999999999,16,5,0.312000000000000,35.774994000000000,-78.640092999999993,North America,15.175800000000001,29.692100000000000,0.511100000000000,100.000000000000000,19,19,19,36,32400.000000000000000,0.704060903854000
-1,Raleigh,21,35.905189999999997,-78.682280000000006,16,9,0.562000000000000,35.774994000000000,-78.640092999999993,North America,14.968200000000000,29.692100000000000,0.504100000000000,100.000000000000000,20,20,20,32,28800.000000000000000,0.813348812982000
-1,Raleigh,22,35.899839999999998,-78.681929999999994,16,6,0.375000000000000,35.774994000000000,-78.640092999999993,North America,14.385400000000001,29.692100000000000,0.484500000000000,100.000000000000000,21,21,21,35,31500.000000000000000,0.278527757419000
-1,Raleigh,23,35.889440000000000,-78.680890000000005,16,6,0.375000000000000,35.774994000000000,-78.640092999999993,North America,13.246600000000001,29.692100000000000,0.446100000000000,100.000000000000000,22,22,22,35,31500.000000000000000,0.533942176614000
-1,Raleigh,24,35.894370000000002,-78.679550000000006,16,10,0.625000000000000,35.774994000000000,-78.640092999999993,North America,13.742300000000000,29.692100000000000,0.462800000000000,100.000000000000000,23,23,23,35,31500.000000000000000,0.590700002228000
-1,Raleigh,25,35.896909999999998,-78.680350000000004,15,3,0.200000000000000,35.774994000000000,-78.640092999999993,North America,14.033799999999999,29.692100000000000,0.472600000000000,100.000000000000000,24,24,24,37,33300.000000000000000,0.530056334025000
-1,Raleigh,26,35.877389999999998,-78.678330000000003,16,7,0.438000000000000,35.774994000000000,-78.640092999999993,North America,11.896300000000000,29.692100000000000,0.400700000000000,100.000000000000000,25,25,25,37,33300.000000000000000,0.674881471170000
-1,Raleigh,27,35.881149999999998,-78.678510000000003,16,7,0.438000000000000,35.774994000000000,-78.640092999999993,North America,12.301600000000001,29.692100000000000,0.414300000000000,100.000000000000000,26,26,26,37,33300.000000000000000,0.592351322239000
-1,Raleigh,28,35.885320000000000,-78.678790000000006,16,8,0.500000000000000,35.774994000000000,-78.640092999999993,North America,12.754099999999999,29.692100000000000,0.429500000000000,100.000000000000000,27,27,27,35,31500.000000000000000,0.393017974283000
-1,Raleigh,29,35.872030000000002,-78.680130000000005,16,8,0.500000000000000,35.774994000000000,-78.640092999999993,North America,11.377700000000001,29.692100000000000,0.383200000000000,100.000000000000000,28,28,28,37,33300.000000000000000,0.531940457789000
-1,Raleigh,30,35.858029999999999,-78.680890000000005,16,4,0.250000000000000,35.774994000000000,-78.640092999999993,North America,9.939000000000000,29.692100000000000,0.334700000000000,100.000000000000000,29,29,29,36,32400.000000000000000,0.311191366778000
-1,Raleigh,31,35.846049999999998,-78.680520000000001,16,11,0.688000000000000,35.774994000000000,-78.640092999999993,North America,8.701499999999999,29.692100000000000,0.293100000000000,100.000000000000000,30,30,30,37,33300.000000000000000,0.602940128059000
-1,Raleigh,32,35.840190000000000,-78.671899999999994,16,9,0.562000000000000,35.774994000000000,-78.640092999999993,North America,7.796300000000000,29.692100000000000,0.262600000000000,100.000000000000000,31,31,31,35,31500.000000000000000,0.641733069931000
-1,Raleigh,33,35.825470000000003,-78.666120000000006,16,6,0.375000000000000,35.774994000000000,-78.640092999999993,North America,6.083700000000000,29.692100000000000,0.204900000000000,100.000000000000000,32,32,32,36,32400.000000000000000,0.543550377091000
-1,Raleigh,34,35.816549999999999,-78.661410000000004,16,13,0.812000000000000,35.774994000000000,-78.640092999999993,North America,5.004800000000000,29.692100000000000,0.168600000000000,100.000000000000000,33,33,33,36,32400.000000000000000,0.516206920561000
-1,Raleigh,35,35.811950000000003,-78.650649999999999,16,8,0.500000000000000,35.774994000000000,-78.640092999999993,North America,4.218200000000000,29.692100000000000,0.142100000000000,100.000000000000000,34,34,34,37,33300.000000000000000,0.685450485429000
-1,Raleigh,36,35.802480000000003,-78.644610000000000,16,5,0.312000000000000,35.774994000000000,-78.640092999999993,North America,3.083300000000000,29.692100000000000,0.103800000000000,100.000000000000000,35,35,35,35,31500.000000000000000,0.535546757494000
-1,Raleigh,37,35.793070000000000,-78.646910000000005,16,4,0.250000000000000,35.774994000000000,-78.640092999999993,North America,2.101900000000000,29.692100000000000,0.070800000000000,100.000000000000000,36,36,36,36,32400.000000000000000,0.643577261104000
-1,Raleigh,38,35.787190000000002,-78.647250000000000,16,3,0.188000000000000,35.774994000000000,-78.640092999999993,North America,1.502000000000000,29.692100000000000,0.050600000000000,100.000000000000000,37,37,37,32,28800.000000000000000,0.286266388837000
-1,Raleigh,39,35.784680000000002,-78.647459999999995,16,2,0.125000000000000,35.774994000000000,-78.640092999999993,North America,1.265600000000000,29.692100000000000,0.042600000000000,100.000000000000000,38,38,38,34,30600.000000000000000,0.211473753676000
-1,Raleigh,40,35.782409999999999,-78.647390000000001,16,4,0.250000000000000,35.774994000000000,-78.640092999999993,North America,1.055100000000000,29.692100000000000,0.035500000000000,100.000000000000000,39,39,39,36,32400.000000000000000,0.402230691579000
