OID,city,population,populati_1,populati_2,total_plan,numCyanoge,freqHCN,latitude_c,longitude_,Country,continent,distance,max_dist,std_distan,BUFF_DIST,ORIG_FID,brighton_201025_20180715_NDVI_pcs_OID,brighton_201025_20180715_NDVI_pcs_FID_,brighton_201025_20180715_NDVI_pcs_COUNT,brighton_201025_20180715_NDVI_pcs_AREA,brighton_201025_20180715_NDVI_pcs_MEAN
-1,Brighton,11,50.834930000000000,0.157540000000000,18,10,0.556000000000000,50.822040999999999,-0.137406000000000,UK,Europe,20.765200000000000,26.007100000000001,0.798400000000000,100.000000000000000,10,10,10,35,31500.000000000000000,0.379519782748000
-1,Brighton,12,50.841479999999997,0.158030000000000,16,4,0.250000000000000,50.822040999999999,-0.137406000000000,UK,Europe,20.860900000000001,26.007100000000001,0.802100000000000,100.000000000000000,11,11,11,33,29700.000000000000000,0.425786635189000
-1,Brighton,13,50.837989999999998,0.166490000000000,20,3,0.150000000000000,50.822040999999999,-0.137406000000000,UK,Europe,21.417200000000001,26.007100000000001,0.823500000000000,100.000000000000000,12,12,12,35,31500.000000000000000,0.697950302703000
-1,Brighton,14,50.840269999999997,0.165620000000000,18,2,0.111000000000000,50.822040999999999,-0.137406000000000,UK,Europe,21.378299999999999,26.007100000000001,0.822000000000000,100.000000000000000,13,13,13,32,28800.000000000000000,0.484561917838000
-1,Brighton,15,50.839190000000002,0.172000000000000,17,0,0.000000000000000,50.822040999999999,-0.137406000000000,UK,Europe,21.813800000000001,26.007100000000001,0.838800000000000,100.000000000000000,14,14,14,36,32400.000000000000000,0.499014294810000
-1,Brighton,16,50.841830000000002,0.172640000000000,16,1,0.062000000000000,50.822040999999999,-0.137406000000000,UK,Europe,21.885500000000000,26.007100000000001,0.841500000000000,100.000000000000000,15,15,15,37,33300.000000000000000,0.499535696732000
-1,Brighton,17,50.845779999999998,0.174180000000000,17,5,0.294000000000000,50.822040999999999,-0.137406000000000,UK,Europe,22.040500000000002,26.007100000000001,0.847500000000000,100.000000000000000,16,16,16,36,32400.000000000000000,-0.409145030710000
-1,Brighton,18,50.852899999999998,0.174330000000000,20,6,0.300000000000000,50.822040999999999,-0.137406000000000,UK,Europe,22.158000000000001,26.007100000000001,0.852000000000000,100.000000000000000,17,17,17,36,32400.000000000000000,0.670960517393000
-1,Brighton,19,50.856909999999999,0.174700000000000,20,6,0.300000000000000,50.822040999999999,-0.137406000000000,UK,Europe,22.256100000000000,26.007100000000001,0.855800000000000,100.000000000000000,18,18,18,36,32400.000000000000000,0.471934124827000
-1,Brighton,20,50.850569999999998,0.171210000000000,20,8,0.400000000000000,50.822040999999999,-0.137406000000000,UK,Europe,21.903099999999998,26.007100000000001,0.842200000000000,100.000000000000000,19,19,19,35,31500.000000000000000,0.745977319990000
-1,Brighton,21,50.859589999999997,0.176770000000000,20,13,0.650000000000000,50.822040999999999,-0.137406000000000,UK,Europe,22.452100000000002,26.007100000000001,0.863300000000000,100.000000000000000,20,20,20,34,30600.000000000000000,0.538433208185000
-1,Brighton,22,50.860819999999997,0.179530000000000,20,10,0.500000000000000,50.822040999999999,-0.137406000000000,UK,Europe,22.667899999999999,26.007100000000001,0.871600000000000,100.000000000000000,21,21,21,37,33300.000000000000000,0.606319056975000
-1,Brighton,23,50.862139999999997,0.181720000000000,12,9,0.750000000000000,50.822040999999999,-0.137406000000000,UK,Europe,22.846800000000002,26.007100000000001,0.878500000000000,100.000000000000000,22,22,22,35,31500.000000000000000,0.697575931890000
-1,Brighton,24,50.863770000000002,0.183210000000000,16,9,0.562000000000000,50.822040999999999,-0.137406000000000,UK,Europe,22.984900000000000,26.007100000000001,0.883800000000000,100.000000000000000,23,23,23,36,32400.000000000000000,0.596220137344000
-1,Brighton,25,50.864620000000002,0.186250000000000,17,12,0.706000000000000,50.822040999999999,-0.137406000000000,UK,Europe,23.212900000000001,26.007100000000001,0.892600000000000,100.000000000000000,24,24,24,37,33300.000000000000000,0.596290001998000
-1,Brighton,26,50.866239999999998,0.188960000000000,16,9,0.562000000000000,50.822040999999999,-0.137406000000000,UK,Europe,23.435900000000000,26.007100000000001,0.901100000000000,100.000000000000000,25,25,25,36,32400.000000000000000,0.631074563497000
-1,Brighton,27,50.868769999999998,0.190480000000000,20,13,0.650000000000000,50.822040999999999,-0.137406000000000,UK,Europe,23.600000000000001,26.007100000000001,0.907400000000000,100.000000000000000,26,26,26,35,31500.000000000000000,0.494367530516000
-1,Brighton,28,50.870629999999998,0.192890000000000,20,11,0.550000000000000,50.822040999999999,-0.137406000000000,UK,Europe,23.810700000000001,26.007100000000001,0.915500000000000,100.000000000000000,27,27,27,34,30600.000000000000000,0.423355739783000
-1,Brighton,29,50.872230000000002,0.195640000000000,20,6,0.300000000000000,50.822040999999999,-0.137406000000000,UK,Europe,24.039100000000001,26.007100000000001,0.924300000000000,100.000000000000000,28,28,28,37,33300.000000000000000,0.458411517175000
-1,Brighton,30,50.873620000000003,0.198180000000000,20,7,0.350000000000000,50.822040999999999,-0.137406000000000,UK,Europe,24.248300000000000,26.007100000000001,0.932400000000000,100.000000000000000,29,29,29,32,28800.000000000000000,0.381650235737000
-1,Brighton,31,50.875000000000000,0.200760000000000,20,8,0.400000000000000,50.822040999999999,-0.137406000000000,UK,Europe,24.460500000000000,26.007100000000001,0.940500000000000,100.000000000000000,30,30,30,36,32400.000000000000000,0.662224159473000
-1,Brighton,32,50.876469999999998,0.202590000000000,20,5,0.250000000000000,50.822040999999999,-0.137406000000000,UK,Europe,24.624500000000001,26.007100000000001,0.946800000000000,100.000000000000000,31,31,31,32,28800.000000000000000,0.735458908603000
-1,Brighton,33,50.877650000000003,0.204860000000000,17,10,0.588000000000000,50.822040999999999,-0.137406000000000,UK,Europe,24.811100000000000,26.007100000000001,0.954000000000000,100.000000000000000,32,32,32,35,31500.000000000000000,0.797265160084000
-1,Brighton,34,50.879219999999997,0.207230000000000,17,11,0.647000000000000,50.822040999999999,-0.137406000000000,UK,Europe,25.015699999999999,26.007100000000001,0.961900000000000,100.000000000000000,33,33,33,37,33300.000000000000000,0.657524284479000
-1,Brighton,35,50.880279999999999,0.210490000000000,20,13,0.650000000000000,50.822040999999999,-0.137406000000000,UK,Europe,25.266800000000000,26.007100000000001,0.971500000000000,100.000000000000000,34,34,34,32,28800.000000000000000,0.526927569881000
-1,Brighton,36,50.878900000000002,0.212900000000000,20,14,0.700000000000000,50.822040999999999,-0.137406000000000,UK,Europe,25.391999999999999,26.007100000000001,0.976300000000000,100.000000000000000,35,35,35,32,28800.000000000000000,0.690182821825000
-1,Brighton,37,50.881019999999999,0.213150000000000,20,13,0.650000000000000,50.822040999999999,-0.137406000000000,UK,Europe,25.468200000000000,26.007100000000001,0.979300000000000,100.000000000000000,36,36,36,32,28800.000000000000000,0.590722477995000
-1,Brighton,38,50.881970000000003,0.217130000000000,20,15,0.750000000000000,50.822040999999999,-0.137406000000000,UK,Europe,25.765100000000000,26.007100000000001,0.990700000000000,100.000000000000000,37,37,37,35,31500.000000000000000,0.492143249086000
-1,Brighton,39,50.883009999999999,0.220260000000000,20,11,0.550000000000000,50.822040999999999,-0.137406000000000,UK,Europe,26.007100000000001,26.007100000000001,1.000000000000000,100.000000000000000,38,38,38,36,32400.000000000000000,0.663049427999000
-1,Brighton,40,50.883769999999998,0.217380000000000,20,12,0.600000000000000,50.822040999999999,-0.137406000000000,UK,Europe,25.834099999999999,26.007100000000001,0.993300000000000,100.000000000000000,39,39,39,37,33300.000000000000000,0.606502084313000
