OID,city,population,populati_1,populati_2,total_plan,numCyanoge,freqHCN,latitude_c,longitude_,continent,distance,max_dist,std_distan,BUFF_DIST,ORIG_FID,baton_rouge_023039_20150825_NDVI_pcs_OID,baton_rouge_023039_20150825_NDVI_pcs_FID_,baton_rouge_023039_20150825_NDVI_pcs_COUNT,baton_rouge_023039_20150825_NDVI_pcs_AREA,baton_rouge_023039_20150825_NDVI_pcs_MEAN
-1,Baton_Rouge,22,30.355630000000001,-91.115309999999994,20,16,0.800000000000000,30.447963000000001,-91.188980000000001,North America,12.463100000000001,28.749900000000000,0.433500000000000,100.000000000000000,21,21,21,35,31500.000000000000000,0.449182634481000
-1,Baton_Rouge,23,30.351150000000001,-91.113950000000003,20,15,0.750000000000000,30.447963000000001,-91.188980000000001,North America,12.948700000000001,28.749900000000000,0.450400000000000,100.000000000000000,22,22,22,34,30600.000000000000000,0.654894667513000
-1,Baton_Rouge,24,30.347719999999999,-91.108540000000005,19,16,0.842000000000000,30.447963000000001,-91.188980000000001,North America,13.555999999999999,28.749900000000000,0.471500000000000,100.000000000000000,23,23,23,36,32400.000000000000000,0.628478945129000
-1,Baton_Rouge,25,30.344880000000000,-91.105999999999995,20,18,0.900000000000000,30.447963000000001,-91.188980000000001,North America,13.954400000000000,28.749900000000000,0.485400000000000,100.000000000000000,24,24,24,34,30600.000000000000000,0.535170592806000
-1,Baton_Rouge,26,30.339459999999999,-91.105850000000004,20,14,0.700000000000000,30.447963000000001,-91.188980000000001,North America,14.461600000000001,28.749900000000000,0.503000000000000,100.000000000000000,25,25,25,35,31500.000000000000000,0.434555369190000
-1,Baton_Rouge,27,30.337569999999999,-91.109539999999996,20,17,0.850000000000000,30.447963000000001,-91.188980000000001,North America,14.447699999999999,28.749900000000000,0.502500000000000,100.000000000000000,26,26,26,35,31500.000000000000000,0.482680594921000
-1,Baton_Rouge,28,30.325500000000002,-91.117369999999994,15,14,0.933000000000000,30.447963000000001,-91.188980000000001,North America,15.251600000000000,28.749900000000000,0.530500000000000,100.000000000000000,27,27,27,36,32400.000000000000000,0.592475449873000
-1,Baton_Rouge,29,30.309439999999999,-91.123710000000003,20,20,1.000000000000000,30.447963000000001,-91.188980000000001,North America,16.626999999999999,28.749900000000000,0.578300000000000,100.000000000000000,28,28,28,36,32400.000000000000000,0.517588028477000
-1,Baton_Rouge,30,30.305430000000001,-91.121219999999994,20,20,1.000000000000000,30.447963000000001,-91.188980000000001,North America,17.130099999999999,28.749900000000000,0.595800000000000,100.000000000000000,29,29,29,36,32400.000000000000000,0.526418296413000
-1,Baton_Rouge,31,30.299550000000000,-91.118319999999997,20,20,1.000000000000000,30.447963000000001,-91.188980000000001,North America,17.840699999999998,28.749900000000000,0.620500000000000,100.000000000000000,30,30,30,32,28800.000000000000000,0.647742658388000
-1,Baton_Rouge,32,30.294090000000001,-91.115759999999995,20,20,1.000000000000000,30.447963000000001,-91.188980000000001,North America,18.495699999999999,28.749900000000000,0.643300000000000,100.000000000000000,31,31,31,35,31500.000000000000000,0.704573345184000
-1,Baton_Rouge,33,30.288499999999999,-91.113140000000001,20,18,0.900000000000000,30.447963000000001,-91.188980000000001,North America,19.166200000000000,28.749900000000000,0.666700000000000,100.000000000000000,32,32,32,36,32400.000000000000000,0.574403227203000
-1,Baton_Rouge,34,30.283680000000000,-91.110870000000006,20,20,1.000000000000000,30.447963000000001,-91.188980000000001,North America,19.744800000000001,28.749900000000000,0.686800000000000,100.000000000000000,33,33,33,35,31500.000000000000000,0.714885352339000
-1,Baton_Rouge,35,30.277460000000001,-91.107939999999999,19,19,1.000000000000000,30.447963000000001,-91.188980000000001,North America,20.491499999999998,28.749900000000000,0.712800000000000,100.000000000000000,34,34,34,36,32400.000000000000000,0.598070064353000
-1,Baton_Rouge,36,30.270689999999998,-91.104749999999996,20,15,0.750000000000000,30.447963000000001,-91.188980000000001,North America,21.304200000000002,28.749900000000000,0.741000000000000,100.000000000000000,35,35,35,35,31500.000000000000000,0.671609427248000
-1,Baton_Rouge,37,30.263839999999998,-91.101619999999997,20,17,0.850000000000000,30.447963000000001,-91.188980000000001,North America,22.123000000000001,28.749900000000000,0.769500000000000,100.000000000000000,36,36,36,35,31500.000000000000000,0.565125249113000
-1,Baton_Rouge,38,30.258790000000001,-91.098179999999999,20,18,0.900000000000000,30.447963000000001,-91.188980000000001,North America,22.768000000000001,28.749900000000000,0.791900000000000,100.000000000000000,37,37,37,36,32400.000000000000000,0.555400210950000
-1,Baton_Rouge,39,30.252900000000000,-91.093480000000000,20,19,0.950000000000000,30.447963000000001,-91.188980000000001,North America,23.546399999999998,28.749900000000000,0.819000000000000,100.000000000000000,38,38,38,35,31500.000000000000000,0.578163133349000
-1,Baton_Rouge,40,30.250900000000001,-91.085639999999998,20,20,1.000000000000000,30.447963000000001,-91.188980000000001,North America,24.051700000000000,28.749900000000000,0.836600000000000,100.000000000000000,39,39,39,35,31500.000000000000000,0.331421675214000
-1,Baton_Rouge,41,30.248989999999999,-91.077809999999999,20,20,1.000000000000000,30.447963000000001,-91.188980000000001,North America,24.562200000000001,28.749900000000000,0.854300000000000,100.000000000000000,40,40,40,35,31500.000000000000000,0.522495296597000
-1,Baton_Rouge,42,30.246820000000000,-91.070200000000000,20,19,0.950000000000000,30.447963000000001,-91.188980000000001,North America,25.102900000000002,28.749900000000000,0.873100000000000,100.000000000000000,41,41,41,36,32400.000000000000000,0.653979510897000
-1,Baton_Rouge,43,30.243430000000000,-91.057749999999999,19,19,1.000000000000000,30.447963000000001,-91.188980000000001,North America,25.996700000000001,28.749900000000000,0.904200000000000,100.000000000000000,42,42,42,36,32400.000000000000000,0.766259870595000
-1,Baton_Rouge,44,30.241019999999999,-91.050889999999995,20,18,0.900000000000000,30.447963000000001,-91.188980000000001,North America,26.553799999999999,28.749900000000000,0.923600000000000,100.000000000000000,43,43,43,35,31500.000000000000000,0.594814998763000
-1,Baton_Rouge,45,30.233000000000001,-91.022509999999997,20,17,0.850000000000000,30.447963000000001,-91.188980000000001,North America,28.749900000000000,28.749900000000000,1.000000000000000,100.000000000000000,44,44,44,37,33300.000000000000000,0.563469227504000
