OID,city,population,populati_1,populati_2,total_plan,numCyanoge,freqHCN,latitude_c,longitude_,continent,distance,max_dist,std_distan,BUFF_DIST,ORIG_FID,tacoma_046027_20160812_NDVI_pcs_OID,tacoma_046027_20160812_NDVI_pcs_FID_,tacoma_046027_20160812_NDVI_pcs_COUNT,tacoma_046027_20160812_NDVI_pcs_AREA,tacoma_046027_20160812_NDVI_pcs_MEAN
-1,Tacoma,18,47.228600000000000,-122.422039999999996,12,5,0.417000000000000,47.249580000000002,-122.439875000000001,North America,2.693500000000000,12.131700000000000,0.222000000000000,100.000000000000000,15,15,15,35,31500.000000000000000,0.294211691192000
-1,Tacoma,20,47.223689999999998,-122.421850000000006,13,2,0.154000000000000,47.249580000000002,-122.439875000000001,North America,3.184300000000000,12.131700000000000,0.262500000000000,100.000000000000000,16,16,16,32,28800.000000000000000,0.279050834943000
-1,Tacoma,21,47.222999999999999,-122.431399999999996,20,7,0.350000000000000,47.249580000000002,-122.439875000000001,North America,3.024000000000000,12.131700000000000,0.249300000000000,100.000000000000000,17,17,17,35,31500.000000000000000,0.373279274787000
-1,Tacoma,22,47.218209999999999,-122.419849999999997,17,4,0.235000000000000,47.249580000000002,-122.439875000000001,North America,3.801800000000000,12.131700000000000,0.313400000000000,100.000000000000000,18,18,18,34,30600.000000000000000,0.556775643107000
-1,Tacoma,23,47.212600000000002,-122.421400000000006,20,4,0.200000000000000,47.249580000000002,-122.439875000000001,North America,4.342200000000000,12.131700000000000,0.357900000000000,100.000000000000000,19,19,19,35,31500.000000000000000,0.416584989003000
-1,Tacoma,24,47.213509999999999,-122.408289999999994,19,9,0.474000000000000,47.249580000000002,-122.439875000000001,North America,4.666300000000000,12.131700000000000,0.384600000000000,100.000000000000000,20,20,20,36,32400.000000000000000,0.258795321402000
-1,Tacoma,27,47.209560000000003,-122.407039999999995,15,1,0.067000000000000,47.249580000000002,-122.439875000000001,North America,5.094100000000000,12.131700000000000,0.419900000000000,100.000000000000000,21,21,21,32,28800.000000000000000,0.355790181435000
-1,Tacoma,28,47.206330000000001,-122.411519999999996,14,8,0.571000000000000,47.249580000000002,-122.439875000000001,North America,5.264300000000000,12.131700000000000,0.433900000000000,100.000000000000000,22,22,22,35,31500.000000000000000,0.463848453760000
-1,Tacoma,30,47.203670000000002,-122.407079999999993,20,4,0.200000000000000,47.249580000000002,-122.439875000000001,North America,5.673900000000000,12.131700000000000,0.467700000000000,100.000000000000000,23,23,23,32,28800.000000000000000,0.491554370150000
-1,Tacoma,31,47.198200000000000,-122.408299999999997,15,6,0.400000000000000,47.249580000000002,-122.439875000000001,North America,6.190800000000000,12.131700000000000,0.510300000000000,100.000000000000000,24,24,24,32,28800.000000000000000,0.400808843318000
-1,Tacoma,32,47.199019999999997,-122.390410000000003,18,2,0.111000000000000,47.249580000000002,-122.439875000000001,North America,6.749800000000000,12.131700000000000,0.556400000000000,100.000000000000000,25,25,25,35,31500.000000000000000,0.358693310831000
-1,Tacoma,33,47.195580000000000,-122.404089999999997,20,6,0.300000000000000,47.249580000000002,-122.439875000000001,North America,6.584600000000000,12.131700000000000,0.542800000000000,100.000000000000000,26,26,26,35,31500.000000000000000,0.420913191938000
-1,Tacoma,34,47.192570000000003,-122.396220000000000,15,5,0.333000000000000,47.249580000000002,-122.439875000000001,North America,7.145300000000000,12.131700000000000,0.589000000000000,100.000000000000000,27,27,27,36,32400.000000000000000,0.595362647540000
-1,Tacoma,35,47.191620000000000,-122.390860000000004,16,3,0.188000000000000,47.249580000000002,-122.439875000000001,North America,7.432300000000000,12.131700000000000,0.612600000000000,100.000000000000000,28,28,28,36,32400.000000000000000,0.379848927673000
-1,Tacoma,36,47.188789999999997,-122.396969999999996,16,7,0.438000000000000,47.249580000000002,-122.439875000000001,North America,7.496100000000000,12.131700000000000,0.617900000000000,100.000000000000000,29,29,29,32,28800.000000000000000,0.526603271253000
-1,Tacoma,37,47.179769999999998,-122.404660000000007,20,1,0.050000000000000,47.249580000000002,-122.439875000000001,North America,8.205600000000000,12.131700000000000,0.676400000000000,100.000000000000000,30,30,30,35,31500.000000000000000,0.417255692823000
-1,Tacoma,38,47.180579999999999,-122.379270000000005,17,4,0.235000000000000,47.249580000000002,-122.439875000000001,North America,8.934200000000001,12.131700000000000,0.736400000000000,100.000000000000000,31,31,31,32,28800.000000000000000,0.610743940808000
-1,Tacoma,39,47.173859999999998,-122.396079999999998,20,2,0.100000000000000,47.249580000000002,-122.439875000000001,North America,9.046200000000001,12.131700000000000,0.745700000000000,100.000000000000000,32,32,32,35,31500.000000000000000,0.574799908910000
-1,Tacoma,40,47.173729999999999,-122.389600000000002,20,4,0.200000000000000,47.249580000000002,-122.439875000000001,North America,9.249599999999999,12.131700000000000,0.762400000000000,100.000000000000000,33,33,33,36,32400.000000000000000,0.491323764539000
-1,Tacoma,41,47.167110000000001,-122.397139999999993,15,3,0.200000000000000,47.249580000000002,-122.439875000000001,North America,9.721800000000000,12.131700000000000,0.801400000000000,100.000000000000000,34,34,34,32,28800.000000000000000,0.531202943064000
-1,Tacoma,42,47.176600000000001,-122.369190000000003,14,10,0.714000000000000,47.249580000000002,-122.439875000000001,North America,9.713800000000001,12.131700000000000,0.800700000000000,100.000000000000000,35,35,35,37,33300.000000000000000,0.798192315810000
-1,Tacoma,43,47.162170000000003,-122.371049999999997,14,4,0.286000000000000,47.249580000000002,-122.439875000000001,North America,11.022800000000000,12.131700000000000,0.908600000000000,100.000000000000000,36,36,36,34,30600.000000000000000,0.629364224041000
-1,Tacoma,44,47.164670000000001,-122.383510000000001,19,5,0.263000000000000,47.249580000000002,-122.439875000000001,North America,10.357200000000001,12.131700000000000,0.853700000000000,100.000000000000000,37,37,37,35,31500.000000000000000,0.682405952045000
-1,Tacoma,45,47.154899999999998,-122.360079999999996,15,2,0.133000000000000,47.249580000000002,-122.439875000000001,North America,12.131700000000000,12.131700000000000,1.000000000000000,100.000000000000000,38,38,38,35,31500.000000000000000,0.355044123903000
-1,Tacoma,47,47.193919999999999,-122.389830000000003,20,6,0.300000000000000,47.249580000000002,-122.439875000000001,North America,7.251800000000000,12.131700000000000,0.597800000000000,100.000000000000000,39,39,39,35,31500.000000000000000,0.591878432887000
