OID,city,population,populati_1,populati_2,total_plan,numCyanoge,freqHCN,latitude_c,longitude_,Country,continent,distance,max_dist,std_distan,Stockholm_gcs_AI_annual_OID,Stockholm_gcs_AI_annual_FID_,Stockholm_gcs_AI_annual_COUNT,Stockholm_gcs_AI_annual_AREA,Stockholm_gcs_AI_annual_MEAN
-1,Stockholm,21,59.274600000000000,18.029599999999999,16,1,0.062000000000000,59.329323000000002,18.068580999999998,Sweden,Europe,6.474800000000000,11.024900000000001,0.587300000000000,15,20,1,0.000069444451688,0.922800004482000
-1,Stockholm,22,59.267499999999998,18.029800000000002,18,1,0.056000000000000,59.329323000000002,18.068580999999998,Sweden,Europe,7.218400000000000,11.024900000000001,0.654700000000000,,,,,
-1,Stockholm,23,59.265200000000000,18.030600000000000,18,0,0.000000000000000,59.329323000000002,18.068580999999998,Sweden,Europe,7.449100000000000,11.024900000000001,0.675700000000000,16,22,1,0.000069444451688,0.924399971962000
-1,Stockholm,24,59.267600000000002,18.036200000000001,18,1,0.056000000000000,59.329323000000002,18.068580999999998,Sweden,Europe,7.105200000000000,11.024900000000001,0.644500000000000,,,,,
-1,Stockholm,25,59.265099999999997,18.037199999999999,20,12,0.600000000000000,59.329323000000002,18.068580999999998,Sweden,Europe,7.360200000000000,11.024900000000001,0.667600000000000,17,24,1,0.000069444451688,0.924399971962000
-1,Stockholm,26,59.262599999999999,18.039400000000001,17,0,0.000000000000000,59.329323000000002,18.068580999999998,Sweden,Europe,7.602000000000000,11.024900000000001,0.689500000000000,,,,,
-1,Stockholm,27,59.261299999999999,18.038000000000000,19,1,0.053000000000000,59.329323000000002,18.068580999999998,Sweden,Europe,7.760500000000000,11.024900000000001,0.703900000000000,,,,,
-1,Stockholm,28,59.257800000000003,18.029100000000000,20,0,0.000000000000000,59.329323000000002,18.068580999999998,Sweden,Europe,8.262900000000000,11.024900000000001,0.749500000000000,18,27,1,0.000069444451688,0.922800004482000
-1,Stockholm,29,59.256700000000002,18.031400000000001,20,0,0.000000000000000,59.329323000000002,18.068580999999998,Sweden,Europe,8.346700000000000,11.024900000000001,0.757100000000000,,,,,
-1,Stockholm,30,59.256900000000002,18.038000000000000,20,1,0.050000000000000,59.329323000000002,18.068580999999998,Sweden,Europe,8.238200000000001,11.024900000000001,0.747200000000000,19,29,1,0.000069444451688,0.925999999046000
-1,Stockholm,31,59.252899999999997,18.034700000000001,20,1,0.050000000000000,59.329323000000002,18.068580999999998,Sweden,Europe,8.712899999999999,11.024900000000001,0.790300000000000,,,,,
-1,Stockholm,32,59.253599999999999,18.040400000000002,17,2,0.118000000000000,59.329323000000002,18.068580999999998,Sweden,Europe,8.570700000000000,11.024900000000001,0.777400000000000,,,,,
-1,Stockholm,33,59.252699999999997,18.031900000000000,18,0,0.000000000000000,59.329323000000002,18.068580999999998,Sweden,Europe,8.771000000000001,11.024900000000001,0.795600000000000,,,,,
-1,Stockholm,34,59.264499999999998,18.032200000000000,15,1,0.067000000000000,59.329323000000002,18.068580999999998,Sweden,Europe,7.498100000000000,11.024900000000001,0.680100000000000,,,,,
-1,Stockholm,35,59.246400000000001,18.041699999999999,17,0,0.000000000000000,59.329323000000002,18.068580999999998,Sweden,Europe,9.346100000000000,11.024900000000001,0.847700000000000,20,34,1,0.000069444451688,0.919099986553000
-1,Stockholm,36,59.244799999999998,18.029100000000000,16,0,0.000000000000000,59.329323000000002,18.068580999999998,Sweden,Europe,9.662300000000000,11.024900000000001,0.876400000000000,21,35,1,0.000069444451688,0.922499954700000
-1,Stockholm,37,59.243499999999997,18.024000000000001,16,0,0.000000000000000,59.329323000000002,18.068580999999998,Sweden,Europe,9.873200000000001,11.024900000000001,0.895500000000000,22,36,1,0.000069444451688,0.925999999046000
-1,Stockholm,38,59.240099999999998,18.022099999999998,16,1,0.062000000000000,59.329323000000002,18.068580999999998,Sweden,Europe,10.266400000000001,11.024900000000001,0.931200000000000,23,37,1,0.000069444451688,0.917499959469000
-1,Stockholm,39,59.237099999999998,18.034900000000000,15,1,0.067000000000000,59.329323000000002,18.068580999999998,Sweden,Europe,10.431600000000000,11.024900000000001,0.946200000000000,24,38,1,0.000069444451688,0.922599971294000
-1,Stockholm,40,59.240200000000002,18.041100000000000,16,1,0.062000000000000,59.329323000000002,18.068580999999998,Sweden,Europe,10.032200000000000,11.024900000000001,0.910000000000000,,,,,
-1,Stockholm,41,59.240800000000000,18.050000000000001,17,0,0.000000000000000,59.329323000000002,18.068580999999998,Sweden,Europe,9.899699999999999,11.024900000000001,0.897900000000000,25,40,1,0.000069444451688,0.929399967194000
-1,Stockholm,42,59.230600000000003,18.050599999999999,16,1,0.062000000000000,59.329323000000002,18.068580999999998,Sweden,Europe,11.024900000000001,11.024900000000001,1.000000000000000,26,41,1,0.000069444451688,0.924199998379000
-1,Stockholm,43,59.231499999999997,18.073699999999999,16,1,0.062000000000000,59.329323000000002,18.068580999999998,Sweden,Europe,10.881300000000000,11.024900000000001,0.987000000000000,27,42,1,0.000069444451688,0.915600001812000
-1,Stockholm,44,59.231499999999997,18.064299999999999,18,0,0.000000000000000,59.329323000000002,18.068580999999998,Sweden,Europe,10.880100000000001,11.024900000000001,0.986900000000000,28,43,1,0.000069444451688,0.922499954700000
-1,Stockholm,45,59.239600000000003,18.059799999999999,18,0,0.000000000000000,59.329323000000002,18.068580999999998,Sweden,Europe,9.989200000000000,11.024900000000001,0.906100000000000,29,44,1,0.000069444451688,0.922299981117000
