OID,city,population,populati_1,populati_2,total_plan,numCyanoge,freqHCN,latitude_c,longitude_,Country,continent,distance,max_dist,std_distan,Anchorage_gcs_AI_annual_OID,Anchorage_gcs_AI_annual_FID_,Anchorage_gcs_AI_annual_COUNT,Anchorage_gcs_AI_annual_AREA,Anchorage_gcs_AI_annual_MEAN
,Anchorage,17,61.153939999999999,149.831050000000005,12,1,0.083000000000000,61.216313000000000,149.894851999999986,USA,North America,7.732700000000000,17.723700000000001,0.436300000000000,10,16,1,0.000069444451688,1.231699943540000
,Anchorage,18,61.151890000000002,149.823849999999993,20,4,0.200000000000000,61.216313000000000,149.894851999999986,USA,North America,8.111499999999999,17.723700000000001,0.457700000000000,11,17,1,0.000069444451688,1.235399961470000
,Anchorage,19,61.149160000000002,149.824070000000006,17,0,0.000000000000000,61.216313000000000,149.894851999999986,USA,North America,8.375500000000001,17.723700000000001,0.472600000000000,12,18,1,0.000069444451688,1.198699951170000
,Anchorage,20,61.148370999999997,149.819283000000013,17,3,0.176000000000000,61.216313000000000,149.894851999999986,USA,North America,8.572100000000001,17.723700000000001,0.483700000000000,,,,,
,Anchorage,21,61.144849999999998,149.814699999999988,13,3,0.231000000000000,61.216313000000000,149.894851999999986,USA,North America,9.033400000000000,17.723700000000001,0.509700000000000,13,20,1,0.000069444451688,1.214499950410000
,Anchorage,22,61.144599999999997,149.819050000000004,15,1,0.067000000000000,61.216313000000000,149.894851999999986,USA,North America,8.949600000000000,17.723700000000001,0.505000000000000,,,,,
,Anchorage,23,61.140400000000000,149.808060000000012,16,1,0.062000000000000,61.216313000000000,149.894851999999986,USA,North America,9.638400000000001,17.723700000000001,0.543800000000000,14,22,1,0.000069444451688,1.333299994470000
,Anchorage,24,61.137149999999998,149.804370000000006,14,3,0.214000000000000,61.216313000000000,149.894851999999986,USA,North America,10.050500000000000,17.723700000000001,0.567100000000000,,,,,
,Anchorage,25,61.132240000000003,149.804579999999987,18,3,0.167000000000000,61.216313000000000,149.894851999999986,USA,North America,10.526999999999999,17.723700000000001,0.594000000000000,15,24,1,0.000069444451688,1.333299994470000
,Anchorage,26,61.133830000000003,149.796770000000009,13,0,0.000000000000000,61.216313000000000,149.894851999999986,USA,North America,10.572100000000001,17.723700000000001,0.596500000000000,16,25,1,0.000069444451688,1.419099926950000
,Anchorage,27,61.132980000000003,149.791140000000013,15,0,0.000000000000000,61.216313000000000,149.894851999999986,USA,North America,10.806400000000000,17.723700000000001,0.609700000000000,17,26,1,0.000069444451688,1.449999928470000
,Anchorage,28,61.131169999999997,149.787810000000007,16,1,0.062000000000000,61.216313000000000,149.894851999999986,USA,North America,11.071000000000000,17.723700000000001,0.624600000000000,,,,,
,Anchorage,29,61.129700000000000,149.781749999999988,15,0,0.000000000000000,61.216313000000000,149.894851999999986,USA,North America,11.380900000000000,17.723700000000001,0.642100000000000,18,28,1,0.000069444451688,1.508499979970000
,Anchorage,30,61.126669999999997,149.778369999999995,16,1,0.062000000000000,61.216313000000000,149.894851999999986,USA,North America,11.762800000000000,17.723700000000001,0.663700000000000,,,,,
,Anchorage,31,61.124690000000001,149.773190000000000,12,1,0.083000000000000,61.216313000000000,149.894851999999986,USA,North America,12.097500000000000,17.723700000000001,0.682600000000000,19,30,1,0.000069444451688,1.620499968530000
,Anchorage,32,61.120559999999998,149.767809999999997,15,1,0.067000000000000,61.216313000000000,149.894851999999986,USA,North America,12.640000000000001,17.723700000000001,0.713200000000000,,,,,
,Anchorage,33,61.122860000000003,149.769839999999988,15,1,0.067000000000000,61.216313000000000,149.894851999999986,USA,North America,12.365900000000000,17.723700000000001,0.697700000000000,,,,,
,Anchorage,34,61.120890000000003,149.759410000000003,15,1,0.067000000000000,61.216313000000000,149.894851999999986,USA,North America,12.858100000000000,17.723700000000001,0.725500000000000,20,33,1,0.000069444451688,1.546700000760000
,Anchorage,35,61.119340000000001,149.750930000000011,15,3,0.200000000000000,61.216313000000000,149.894851999999986,USA,North America,13.260199999999999,17.723700000000001,0.748200000000000,21,34,1,0.000069444451688,1.389599919320000
,Anchorage,36,61.116759999999999,149.747119999999995,15,2,0.133000000000000,61.216313000000000,149.894851999999986,USA,North America,13.612500000000001,17.723700000000001,0.768000000000000,22,35,1,0.000069444451688,1.326900005340000
,Anchorage,37,61.113880000000002,149.743290000000002,14,1,0.071000000000000,61.216313000000000,149.894851999999986,USA,North America,13.992699999999999,17.723700000000001,0.789500000000000,23,36,1,0.000069444451688,1.511899948120000
,Anchorage,38,61.113470000000000,149.738429999999994,15,1,0.067000000000000,61.216313000000000,149.894851999999986,USA,North America,14.182499999999999,17.723700000000001,0.800200000000000,24,37,1,0.000069444451688,1.413100004200000
,Anchorage,39,61.112130000000001,149.710949999999997,15,0,0.000000000000000,61.216313000000000,149.894851999999986,USA,North America,15.214200000000000,17.723700000000001,0.858400000000000,25,38,1,0.000069444451688,1.207799911500000
,Anchorage,40,61.107410000000002,149.716800000000006,13,2,0.154000000000000,61.216313000000000,149.894851999999986,USA,North America,15.421799999999999,17.723700000000001,0.870100000000000,26,39,1,0.000069444451688,1.180999994280000
,Anchorage,41,61.102910000000001,149.684969999999993,17,3,0.176000000000000,61.216313000000000,149.894851999999986,USA,North America,16.903800000000000,17.723700000000001,0.953700000000000,27,40,1,0.000069444451688,1.121999979020000
,Anchorage,42,61.103873999999998,149.677947999999986,12,2,0.167000000000000,61.216313000000000,149.894851999999986,USA,North America,17.078199999999999,17.723700000000001,0.963600000000000,28,41,1,0.000069444451688,1.127900004390000
,Anchorage,43,61.103971999999999,149.671008000000000,11,0,0.000000000000000,61.216313000000000,149.894851999999986,USA,North America,17.326000000000001,17.723700000000001,0.977600000000000,29,42,1,0.000069444451688,1.097399950030000
,Anchorage,44,61.101208999999997,149.666280300000011,15,0,0.000000000000000,61.216313000000000,149.894851999999986,USA,North America,17.723700000000001,17.723700000000001,1.000000000000000,30,43,1,0.000069444451688,1.082299947740000
