OID,city,population,populati_1,populati_2,total_plan,numCyanoge,freqHCN,latitude_c,longitude_,continent,distance,max_dist,std_distan,Rennes_gcs_AI_annual_OID,Rennes_gcs_AI_annual_FID_,Rennes_gcs_AI_annual_COUNT,Rennes_gcs_AI_annual_AREA,Rennes_gcs_AI_annual_MEAN
-1,Rennes,20,48.123600000000003,-1.607700000000000,20,17,0.850000000000000,48.111778000000001,-1.680260000000000,Europe,5.544500000000000,12.319300000000000,0.450100000000000,10,19,1,0.000069444451688,0.879999995232000
-1,Rennes,21,48.123199999999997,-1.600700000000000,20,11,0.550000000000000,48.111778000000001,-1.680260000000000,Europe,6.041100000000000,12.319300000000000,0.490400000000000,,,,,
-1,Rennes,22,48.125200000000000,-1.590600000000000,20,17,0.850000000000000,48.111778000000001,-1.680260000000000,Europe,6.821000000000000,12.319300000000000,0.553700000000000,11,21,1,0.000069444451688,0.880199968815000
-1,Rennes,23,48.127099999999999,-1.584600000000000,19,18,0.947000000000000,48.111778000000001,-1.680260000000000,Europe,7.302500000000000,12.319300000000000,0.592800000000000,,,,,
-1,Rennes,24,48.128999999999998,-1.581500000000000,20,12,0.600000000000000,48.111778000000001,-1.680260000000000,Europe,7.577000000000000,12.319300000000000,0.615100000000000,12,23,1,0.000069444451688,0.884700000286000
-1,Rennes,25,48.128599999999999,-1.578100000000000,19,16,0.842000000000000,48.111778000000001,-1.680260000000000,Europe,7.810700000000000,12.319300000000000,0.634000000000000,,,,,
-1,Rennes,26,48.126100000000001,-1.573000000000000,20,16,0.800000000000000,48.111778000000001,-1.680260000000000,Europe,8.119899999999999,12.319300000000000,0.659100000000000,13,25,1,0.000069444451688,0.883599996567000
-1,Rennes,27,48.129199999999997,-1.568600000000000,20,14,0.700000000000000,48.111778000000001,-1.680260000000000,Europe,8.511900000000001,12.319300000000000,0.690900000000000,,,,,
-1,Rennes,28,48.129899999999999,-1.564600000000000,13,11,0.846000000000000,48.111778000000001,-1.680260000000000,Europe,8.818700000000000,12.319300000000000,0.715800000000000,14,27,1,0.000069444451688,0.882499992847000
-1,Rennes,29,48.129100000000001,-1.554600000000000,20,19,0.950000000000000,48.111778000000001,-1.680260000000000,Europe,9.524500000000000,12.319300000000000,0.773100000000000,15,28,1,0.000069444451688,0.886099994183000
-1,Rennes,30,48.133600000000001,-1.553900000000000,19,16,0.842000000000000,48.111778000000001,-1.680260000000000,Europe,9.688100000000000,12.319300000000000,0.786400000000000,16,29,1,0.000069444451688,0.893399953842000
-1,Rennes,31,48.133699999999997,-1.549200000000000,20,17,0.850000000000000,48.111778000000001,-1.680260000000000,Europe,10.028900000000000,12.319300000000000,0.814100000000000,17,30,1,0.000069444451688,0.887199997902000
-1,Rennes,32,48.131000000000000,-1.546000000000000,20,18,0.900000000000000,48.111778000000001,-1.680260000000000,Europe,10.192600000000001,12.319300000000000,0.827400000000000,18,31,1,0.000069444451688,0.884999990463000
-1,Rennes,33,48.128999999999998,-1.542000000000000,20,17,0.850000000000000,48.111778000000001,-1.680260000000000,Europe,10.440200000000001,12.319300000000000,0.847500000000000,,,,,
-1,Rennes,34,48.131500000000003,-1.532500000000000,18,16,0.889000000000000,48.111778000000001,-1.680260000000000,Europe,11.185100000000000,12.319300000000000,0.907900000000000,19,33,1,0.000069444451688,0.885100007057000
-1,Rennes,35,48.132800000000003,-1.529400000000000,20,19,0.950000000000000,48.111778000000001,-1.680260000000000,Europe,11.439299999999999,12.319300000000000,0.928600000000000,,,,,
-1,Rennes,36,48.131100000000004,-1.527400000000000,20,18,0.900000000000000,48.111778000000001,-1.680260000000000,Europe,11.548200000000000,12.319300000000000,0.937400000000000,,,,,
-1,Rennes,37,48.130499999999998,-1.522600000000000,19,17,0.895000000000000,48.111778000000001,-1.680260000000000,Europe,11.886699999999999,12.319300000000000,0.964900000000000,20,36,1,0.000069444451688,0.885100007057000
-1,Rennes,38,48.133200000000002,-1.523000000000000,20,19,0.950000000000000,48.111778000000001,-1.680260000000000,Europe,11.913500000000001,12.319300000000000,0.967100000000000,,,,,
-1,Rennes,39,48.131700000000002,-1.517000000000000,20,14,0.700000000000000,48.111778000000001,-1.680260000000000,Europe,12.319300000000000,12.319300000000000,1.000000000000000,,,,,
-1,Rennes,40,48.126800000000003,-1.536500000000000,20,19,0.950000000000000,48.111778000000001,-1.680260000000000,Europe,10.801500000000001,12.319300000000000,0.876800000000000,21,39,1,0.000069444451688,0.884999990463000
-1,Rennes,41,48.123100000000001,-1.539300000000000,17,12,0.706000000000000,48.111778000000001,-1.680260000000000,Europe,10.539500000000000,12.319300000000000,0.855500000000000,22,40,1,0.000069444451688,0.887600004673000
-1,Rennes,42,48.119000000000000,-1.550900000000000,20,10,0.500000000000000,48.111778000000001,-1.680260000000000,Europe,9.636900000000001,12.319300000000000,0.782300000000000,23,41,1,0.000069444451688,0.884999990463000
