City,Population,Plant,Transect,Latitude,Longitude,Distance,Tissue,Plate,Notes,Qubit_conc,,,,,,
Toronto,42,20,A,43.64299751,-79.40337219,2.38745258,Leaf,2,,13.5,,,,,,
Toronto,43,1,A,43.63471312,-79.39920481,2.840047474,Petiole/Infl,2,,28.2,,,,,,
Toronto,43,2,A,43.63471312,-79.39920481,2.840047474,Petiole/Stolon,2,,48.2,,,,,,
Toronto,43,3,A,43.63471312,-79.39920481,2.840047474,Leaf/Petiole/Stolon,2,,43,,,,,,
Toronto,43,4,A,43.63471312,-79.39920481,2.840047474,Petiole/Stolon,2,,53.6,,,,,,
Toronto,43,5,A,43.63471312,-79.39920481,2.840047474,Leaf/Petiole,2,,49.8,,,,,,
Toronto,43,6,A,43.63471312,-79.39920481,2.840047474,Leaf/Petiole,2,,52,,,,,,
Toronto,43,7,A,43.63471312,-79.39920481,2.840047474,Petiole,2,,14.4,,,,,,
Toronto,43,8,A,43.63471312,-79.39920481,2.840047474,Leaf,2,,42,,,,,,
Toronto,43,9,A,43.63471312,-79.39920481,2.840047474,Leaf,2,,49,,,,,,
Toronto,43,10,A,43.63471312,-79.39920481,2.840047474,Petiole/Stolon,2,,35.8,,,,,,
Toronto,43,11,A,43.63471312,-79.39920481,2.840047474,Leaf,2,,33.4,,,,,,
Toronto,43,12,A,43.63471312,-79.39920481,2.840047474,Leaf/Petiole,2,,33.4,,,,,,
Toronto,43,13,A,43.63471312,-79.39920481,2.840047474,Leaf/Inf,2,,36.6,,,,,,
Toronto,43,14,A,43.63471312,-79.39920481,2.840047474,Petiole/Stolon,2,,19.5,,,,,,
Toronto,43,15,A,43.63471312,-79.39920481,2.840047474,Petiole/Stolon,2,,19.1,,,,,,
Toronto,43,16,A,43.63471312,-79.39920481,2.840047474,Infl,2,,7.28,,,,,,
Toronto,43,17,A,43.63471312,-79.39920481,2.840047474,Leaf,1,,,,,,,,
Toronto,43,18,A,43.63471312,-79.39920481,2.840047474,Infl,1,,,,,,,,
Toronto,43,19,A,43.63471312,-79.39920481,2.840047474,Leaf/Inf,1,,,,,,,,
Toronto,43,20,A,43.63471312,-79.39920481,2.840047474,Leaf,1,,,,,,,,
Toronto,1,1,A,44.0302644,-79.52738917,43.26375058,Leaf,3,,3.68,,,,,,
Toronto,1,2,A,44.0302644,-79.52738917,43.26375058,Petiole/Stolon,3,,4.74,,,,,,
Toronto,1,3,A,44.0302644,-79.52738917,43.26375058,Petiole/Stolon,3,,5.54,,,,,,
Toronto,1,4,A,44.0302644,-79.52738917,43.26375058,Leaf,3,,0,,,,,,
Toronto,1,5,A,44.0302644,-79.52738917,43.26375058,Petiole/Stolon,3,,0,,,,,,
Toronto,1,6,A,44.0302644,-79.52738917,43.26375058,Petiole/Stolon,3,,0,,,,,,
Toronto,1,7,A,44.0302644,-79.52738917,43.26375058,Leaf,3,,0,,,,,,
Toronto,1,8,A,44.0302644,-79.52738917,43.26375058,Leaf,3,,0,,,,,,
Toronto,1,9,A,44.0302644,-79.52738917,43.26375058,Leaf/Petiole,3,,16.9,,,,,,
Toronto,1,10,A,44.0302644,-79.52738917,43.26375058,Petiole/Stolon,3,,6.38,,,,,,
Toronto,1,11,A,44.0302644,-79.52738917,43.26375058,Leaf/Petiole,3,,0,,,,,,
Toronto,1,12,A,44.0302644,-79.52738917,43.26375058,Leaf,3,,2.48,,,,,,
Toronto,1,13,A,44.0302644,-79.52738917,43.26375058,Leaf/Petiole,3,,3.88,,,,,,
Toronto,1,14,A,44.0302644,-79.52738917,43.26375058,Petiole/Stolon,3,,10.6,,,,,,
Toronto,1,15,A,44.0302644,-79.52738917,43.26375058,Leaf,3,,22.6,,,,,,
Toronto,1,16,A,44.0302644,-79.52738917,43.26375058,Leaf,3,,0,,,,,,
Toronto,1,17,A,44.0302644,-79.52738917,43.26375058,Petiole/Stolon,3,,4.08,,,,,,
Toronto,1,18,A,44.0302644,-79.52738917,43.26375058,Petiole/Stolon,3,,3.1,,,,,,
Toronto,1,19,A,44.0302644,-79.52738917,43.26375058,Leaf,3,,0,,,,,,
Toronto,1,20,A,44.0302644,-79.52738917,43.26375058,Leaf,3,,0,,,,,,
Toronto,2,1,A,44.01968437,-79.52537587,42.0801242,Leaf,3,,2.64,,,,,,
Toronto,2,2,A,44.01968437,-79.52537587,42.0801242,Leaf/Petiole,3,,0,,,,,,
Toronto,2,3,A,44.01968437,-79.52537587,42.0801242,Petiole/Stolon,3,,14,,,,,,
Toronto,2,4,A,44.01968437,-79.52537587,42.0801242,Petiole/Stolon,3,,7.74,,,,,,
Toronto,2,5,A,44.01968437,-79.52537587,42.0801242,Leaf/Petiole,3,,5.48,,,,,,
Toronto,2,6,A,44.01968437,-79.52537587,42.0801242,Leaf/Petiole,3,,4.04,,,,,,
Toronto,2,7,A,44.01968437,-79.52537587,42.0801242,Leaf,3,,8.96,,,,,,
Toronto,2,8,A,44.01968437,-79.52537587,42.0801242,Leaf,3,,0,,,,,,
Toronto,2,9,A,44.01968437,-79.52537587,42.0801242,Petiole/Stolon,3,,4.7,,,,,,
Toronto,2,10,A,44.01968437,-79.52537587,42.0801242,Petiole/Stolon,3,,0,,,,,,
Toronto,2,11,A,44.01968437,-79.52537587,42.0801242,Petiole/Stolon,3,,6.3,,,,,,
Toronto,2,12,A,44.01968437,-79.52537587,42.0801242,Petiole,3,,3.62,,,,,,
Toronto,2,13,A,44.01968437,-79.52537587,42.0801242,Petiole/Stolon,3,,5.8,,,,,,
Toronto,2,14,A,44.01968437,-79.52537587,42.0801242,Petiole,3,,4.9,,,,,,
Toronto,2,15,A,44.01968437,-79.52537587,42.0801242,Leaf,3,,3.06,,,,,,
Toronto,2,16,A,44.01968437,-79.52537587,42.0801242,Leaf,3,,6.44,,,,,,
Toronto,2,17,A,44.01968437,-79.52537587,42.0801242,Leaf/Petiole,3,,0,,,,,,
Toronto,2,18,A,44.01968437,-79.52537587,42.0801242,Leaf/Petiole,3,,6.2,,,,,,
Toronto,2,19,A,44.01968437,-79.52537587,42.0801242,Leaf,3,,7.36,,,,,,
Toronto,2,20,A,44.01968437,-79.52537587,42.0801242,Petiole,3,,6.74,,,,,,
Toronto,3,1,A,44.01056937,-79.52316198,41.04521375,Petiole/Stolon,3,,9.44,,,,,,
Toronto,3,2,A,44.01056937,-79.52316198,41.04521375,Petiole/Stolon,3,,5.86,,,,,,
Toronto,3,3,A,44.01056937,-79.52316198,41.04521375,Petiole/Stolon,3,,13.5,,,,,,
Toronto,3,4,A,44.01056937,-79.52316198,41.04521375,Leaf,3,,0,,,,,,
Toronto,3,5,A,44.01056937,-79.52316198,41.04521375,Leaf/Petiole,3,,17.7,,,,,,
Toronto,3,6,A,44.01056937,-79.52316198,41.04521375,Leaf/Petiole,3,,3.85,,,,,,
Toronto,3,7,A,44.01056937,-79.52316198,41.04521375,Stolon,3,,5.36,,,,,,
Toronto,3,8,A,44.01056937,-79.52316198,41.04521375,Leaf/Petiole,3,,16.5,,,,,,
Toronto,3,9,A,44.01056937,-79.52316198,41.04521375,Petiole/Infl,3,,6.44,,,,,,
Toronto,3,10,A,44.01056937,-79.52316198,41.04521375,Leaf/Petiole,3,,2.5,,,,,,
Toronto,3,11,A,44.01056937,-79.52316198,41.04521375,Petiole/Stolon,3,,7.52,,,,,,
Toronto,3,12,A,44.01056937,-79.52316198,41.04521375,Petiole/Stolon,3,,4.56,,,,,,
Toronto,3,13,A,44.01056937,-79.52316198,41.04521375,Leaf,3,,11.7,,,,,,
Toronto,3,14,A,44.01056937,-79.52316198,41.04521375,Leaf,3,,4.44,,,,,,
Toronto,3,15,A,44.01056937,-79.52316198,41.04521375,Leaf/Inf,3,,5.54,,,,,,
Toronto,3,16,A,44.01056937,-79.52316198,41.04521375,Leaf/Petiole/Stolon,3,,6.28,,,,,,
Toronto,3,17,A,44.01056937,-79.52316198,41.04521375,Leaf,3,,4.52,,,,,,
Toronto,3,18,A,44.01056937,-79.52316198,41.04521375,Leaf/Petiole/Stolon,3,,0,,,,,,
Toronto,3,19,A,44.01056937,-79.52316198,41.04521375,Petiole,3,,0,,,,,,
Toronto,3,20,A,44.01056937,-79.52316198,41.04521375,Petiole/Stolon,3,,10.3,,,,,,
Toronto,4,1,A,43.99906923,-79.51997222,39.75423317,Leaf/Petiole/Stolon,3,,7.46,,,,,,
Toronto,4,2,A,43.99906923,-79.51997222,39.75423317,Leaf,3,,12.6,,,,,,
Toronto,4,3,A,43.99906923,-79.51997222,39.75423317,Leaf/Petiole/Stolon,3,,8.86,,,,,,
Toronto,4,4,A,43.99906923,-79.51997222,39.75423317,Petiole/Stolon,3,,6.52,,,,,,
Toronto,4,5,A,43.99906923,-79.51997222,39.75423317,Petiole/Infl,3,,5.64,,,,,,
Toronto,4,6,A,43.99906923,-79.51997222,39.75423317,Leaf/Petiole/Stolon,3,,10.5,,,,,,
Toronto,4,7,A,43.99906923,-79.51997222,39.75423317,Petiole/Stolon,3,,7.9,,,,,,
Toronto,4,8,A,43.99906923,-79.51997222,39.75423317,Leaf/Inf,3,,9.38,,,,,,
Toronto,4,9,A,43.99906923,-79.51997222,39.75423317,Leaf,3,,3.36,,,,,,
Toronto,4,10,A,43.99906923,-79.51997222,39.75423317,Leaf/Petiole,3,,4.74,,,,,,
Toronto,4,11,A,43.99906923,-79.51997222,39.75423317,Petiole/Infl,3,,4.6,,,,,,
Toronto,4,12,A,43.99906923,-79.51997222,39.75423317,Petiole/Stolon,3,,16.9,,,,,,
Toronto,4,13,A,43.99906923,-79.51997222,39.75423317,Leaf,3,,17.1,,,,,,
Toronto,4,14,A,43.99906923,-79.51997222,39.75423317,Leaf,3,,17,,,,,,
Toronto,4,15,A,43.99906923,-79.51997222,39.75423317,Leaf/Petiole,3,,6.1,,,,,,
Toronto,4,16,A,43.99906923,-79.51997222,39.75423317,Leaf,3,,8.96,,,,,,
Toronto,4,17,A,43.99906923,-79.51997222,39.75423317,Leaf/Petiole,3,,7.2,,,,,,
Toronto,4,18,A,43.99906923,-79.51997222,39.75423317,Leaf,3,,20.4,,,,,,
Toronto,4,19,A,43.99906923,-79.51997222,39.75423317,Leaf/Petiole,3,,15.9,,,,,,
Toronto,4,20,A,43.99906923,-79.51997222,39.75423317,Leaf,3,,0,,,,,,
Toronto,5,1,A,43.99338264,-79.51925626,39.11941539,Leaf,3,,8.38,,,,,,
Toronto,5,2,A,43.99338264,-79.51925626,39.11941539,Petiole/Infl,3,,12.5,,,,,,
Toronto,5,3,A,43.99338264,-79.51925626,39.11941539,Petiole/Stolon,3,,9.16,,,,,,
Toronto,5,4,A,43.99338264,-79.51925626,39.11941539,Leaf/Petiole,3,,9.74,,,,,,
Toronto,5,5,A,43.99338264,-79.51925626,39.11941539,Leaf,3,,8.92,,,,,,
Toronto,5,6,A,43.99338264,-79.51925626,39.11941539,Leaf,3,,0,,,,,,
Toronto,5,7,A,43.99338264,-79.51925626,39.11941539,Leaf,3,,23.8,,,,,,
Toronto,5,8,A,43.99338264,-79.51925626,39.11941539,Leaf,3,,0,,,,,,
Toronto,5,9,A,43.99338264,-79.51925626,39.11941539,Petiole/Infl,3,,12.7,,,,,,
Toronto,5,10,A,43.99338264,-79.51925626,39.11941539,Leaf/Inf,3,,2.66,,,,,,
Toronto,5,11,A,43.99338264,-79.51925626,39.11941539,Leaf,3,,10.9,,,,,,
Toronto,5,12,A,43.99338264,-79.51925626,39.11941539,Leaf/Petiole,3,,15.4,,,,,,
Toronto,5,13,A,43.99338264,-79.51925626,39.11941539,Petiole/Stolon,3,,17.2,,,,,,
Toronto,5,14,A,43.99338264,-79.51925626,39.11941539,Petiole/Stolon,3,,19.6,,,,,,
Toronto,5,15,A,43.99338264,-79.51925626,39.11941539,Leaf,3,,14.6,,,,,,
Toronto,5,16,A,43.99338264,-79.51925626,39.11941539,Leaf/Petiole,3,,15.4,,,,,,
Toronto,5,17,A,43.99338264,-79.51925626,39.11941539,Leaf,1,,,,,,,,
Toronto,5,18,A,43.99338264,-79.51925626,39.11941539,Leaf,1,,,,,,,,
Toronto,5,19,A,43.99338264,-79.51925626,39.11941539,Petiole,1,,,,,,,,
Toronto,5,20,A,43.99338264,-79.51925626,39.11941539,Leaf/Petiole/Inf,1,,,,,,,,
Toronto,97,1,C,43.957231,-78.997517,45.43933214,Leaf/Petiole,4,,6.46,,,,,,
Toronto,97,2,C,43.957231,-78.997517,45.43933214,Leaf/Petiole,4,,8.8,,,,,,
Toronto,97,3,C,43.957231,-78.997517,45.43933214,Petiole/Stolon,4,,19.4,,,,,,
Toronto,97,4,C,43.957231,-78.997517,45.43933214,Leaf,4,,13.4,,,,,,
Toronto,97,5,C,43.957231,-78.997517,45.43933214,Leaf,4,,7.9,,,,,,
Toronto,97,6,C,43.957231,-78.997517,45.43933214,Leaf,4,,13.9,,,,,,
Toronto,97,7,C,43.957231,-78.997517,45.43933214,Leaf,4,,37.2,,,,,,
Toronto,97,8,C,43.957231,-78.997517,45.43933214,Leaf,4,,9.18,,,,,,
Toronto,97,9,C,43.957231,-78.997517,45.43933214,Leaf,4,,13.6,,,,,,
Toronto,97,10,C,43.957231,-78.997517,45.43933214,Leaf,4,,21.2,,,,,,
Toronto,97,11,C,43.957231,-78.997517,45.43933214,Leaf,4,,13,,,,,,
Toronto,97,12,C,43.957231,-78.997517,45.43933214,Leaf,4,,4.38,,,,,,
Toronto,97,13,C,43.957231,-78.997517,45.43933214,Leaf,4,,18.9,,,,,,
Toronto,97,14,C,43.957231,-78.997517,45.43933214,Leaf/Petiole,4,,22.2,,,,,,
Toronto,97,15,C,43.957231,-78.997517,45.43933214,Leaf,4,,9.3,,,,,,
Toronto,97,16,C,43.957231,-78.997517,45.43933214,Leaf,4,,8.28,,,,,,
Toronto,97,17,C,43.957231,-78.997517,45.43933214,Leaf,4,,5.5,,,,,,
Toronto,97,18,C,43.957231,-78.997517,45.43933214,Leaf,4,,11.8,,,,,,
Toronto,97,19,C,43.957231,-78.997517,45.43933214,Leaf,4,,8.4,,,,,,
Toronto,97,20,C,43.957231,-78.997517,45.43933214,Leaf/Petiole,4,,10.3,,,,,,
Toronto,98,1,C,43.96003555,-79.00767202,45.13457307,Petiole,4,,22.8,,,,,,
Toronto,98,2,C,43.96003555,-79.00767202,45.13457307,NA,NA,No tube,,,,,,,
Toronto,98,3,C,43.96003555,-79.00767202,45.13457307,Leaf,4,,6.62,,,,,,
Toronto,98,4,C,43.96003555,-79.00767202,45.13457307,Leaf,4,,6.62,,,,,,
Toronto,98,5,C,43.96003555,-79.00767202,45.13457307,Petiole,4,,9.96,,,,,,
Toronto,98,6,C,43.96003555,-79.00767202,45.13457307,Leaf,4,,4.46,,,,,,
Toronto,98,7,C,43.96003555,-79.00767202,45.13457307,Leaf/Petiole,4,,5.1,,,,,,
Toronto,98,8,C,43.96003555,-79.00767202,45.13457307,NA,NA,No tube,,,,,,,
Toronto,98,9,C,43.96003555,-79.00767202,45.13457307,NA,NA,No tube,,,,,,,
Toronto,98,10,C,43.96003555,-79.00767202,45.13457307,Stolon,4,,13.1,,,,,,
Toronto,98,11,C,43.96003555,-79.00767202,45.13457307,Leaf,4,,8.54,,,,,,
Toronto,98,12,C,43.96003555,-79.00767202,45.13457307,Leaf,4,,3.86,,,,,,
Toronto,98,13,C,43.96003555,-79.00767202,45.13457307,NA,NA,No tube,,,,,,,
Toronto,98,14,C,43.96003555,-79.00767202,45.13457307,Leaf,4,,4.18,,,,,,
Toronto,98,15,C,43.96003555,-79.00767202,45.13457307,Leaf,4,,27.4,,,,,,
Toronto,98,16,C,43.96003555,-79.00767202,45.13457307,Leaf,4,,4.54,,,,,,
Toronto,98,17,C,43.96003555,-79.00767202,45.13457307,NA,NA,No Tube,,,,,,,
Toronto,98,18,C,43.96003555,-79.00767202,45.13457307,Leaf,4,,5,,,,,,
Toronto,98,19,C,43.96003555,-79.00767202,45.13457307,Leaf,4,,4.18,,,,,,
Toronto,98,20,C,43.96003555,-79.00767202,45.13457307,NA,NA,No Tube,,,,,,,
Toronto,99,1,C,43.9394414,-79.01742952,42.88193481,Leaf,4,,14.6,,,,,,
Toronto,99,2,C,43.9394414,-79.01742952,42.88193481,Leaf,4,,3.98,,,,,,
Toronto,99,3,C,43.9394414,-79.01742952,42.88193481,Leaf,4,,3.92,,,,,,
Toronto,99,4,C,43.9394414,-79.01742952,42.88193481,Leaf/Stolon,4,,20.8,,,,,,
Toronto,99,5,C,43.9394414,-79.01742952,42.88193481,Leaf/Petiole,4,,13.4,,,,,,
Toronto,99,6,C,43.9394414,-79.01742952,42.88193481,Leaf,4,,30.4,,,,,,
Toronto,99,7,C,43.9394414,-79.01742952,42.88193481,Leaf,4,,16.6,,,,,,
Toronto,99,8,C,43.9394414,-79.01742952,42.88193481,Leaf,4,,4.92,,,,,,
Toronto,99,9,C,43.9394414,-79.01742952,42.88193481,Leaf,4,,6.64,,,,,,
Toronto,99,10,C,43.9394414,-79.01742952,42.88193481,Leaf,4,,4.34,,,,,,
Toronto,99,11,C,43.9394414,-79.01742952,42.88193481,Leaf,4,,4.26,,,,,,
Toronto,99,12,C,43.9394414,-79.01742952,42.88193481,Leaf,4,,6.98,,,,,,
Toronto,99,13,C,43.9394414,-79.01742952,42.88193481,Leaf,4,,6.6,,,,,,
Toronto,99,14,C,43.9394414,-79.01742952,42.88193481,Leaf,4,,9.28,,,,,,
Toronto,99,15,C,43.9394414,-79.01742952,42.88193481,Leaf,4,,8.44,,,,,,
Toronto,99,16,C,43.9394414,-79.01742952,42.88193481,Petiole,4,,4.78,,,,,,
Toronto,99,17,C,43.9394414,-79.01742952,42.88193481,Leaf,4,,22,,,,,,
Toronto,99,18,C,43.9394414,-79.01742952,42.88193481,Leaf,4,,6.22,,,,,,
Toronto,99,19,C,43.9394414,-79.01742952,42.88193481,Leaf,4,,9.36,,,,,,
Toronto,99,20,C,43.9394414,-79.01742952,42.88193481,NA,NA,No Tube,,,,,,,
Toronto,100,1,C,43.93221747,-79.03384622,41.41922356,Leaf/Petiole,4,,16.6,,,,,,
Toronto,100,2,C,43.93221747,-79.03384622,41.41922356,Leaf,4,,8.52,,,,,,
Toronto,100,3,C,43.93221747,-79.03384622,41.41922356,Petiole,4,,12.4,,,,,,
Toronto,100,4,C,43.93221747,-79.03384622,41.41922356,Leaf,4,,12.3,,,,,,
Toronto,100,5,C,43.93221747,-79.03384622,41.41922356,Leaf,4,,12.9,,,,,,
Toronto,100,6,C,43.93221747,-79.03384622,41.41922356,Petiole/Stolon,4,,19.3,,,,,,
Toronto,100,7,C,43.93221747,-79.03384622,41.41922356,Petiole,4,,6.16,,,,,,
Toronto,100,8,C,43.93221747,-79.03384622,41.41922356,Leaf,4,,23.4,,,,,,
Toronto,100,9,C,43.93221747,-79.03384622,41.41922356,Leaf,4,,19.6,,,,,,
Toronto,100,10,C,43.93221747,-79.03384622,41.41922356,Infl,4,,24.4,,,,,,
Toronto,100,11,C,43.93221747,-79.03384622,41.41922356,Petiole/Stolon,4,,15.7,,,,,,
Toronto,100,12,C,43.93221747,-79.03384622,41.41922356,Leaf/Petiole,4,,2.98,,,,,,
Toronto,100,13,C,43.93221747,-79.03384622,41.41922356,Leaf,4,,14.1,,,,,,
Toronto,100,14,C,43.93221747,-79.03384622,41.41922356,Leaf,4,,10.5,,,,,,
Toronto,100,15,C,43.93221747,-79.03384622,41.41922356,Leaf,4,,22.6,,,,,,
Toronto,100,16,C,43.93221747,-79.03384622,41.41922356,Leaf,4,,24,,,,,,
Toronto,100,17,C,43.93221747,-79.03384622,41.41922356,Leaf/Petiole,4,,7.38,,,,,,
Toronto,100,18,C,43.93221747,-79.03384622,41.41922356,Leaf,4,,8.48,,,,,,
