OID,city,population,populati_1,populati_2,total_plan,numCyanoge,freqHCN,latitude_c,longitude_,continent,distance,max_dist,std_distan,BUFF_DIST,ORIG_FID,houston_025040_20180103_LST_pcs_OID,houston_025040_20180103_LST_pcs_FID_,houston_025040_20180103_LST_pcs_COUNT,houston_025040_20180103_LST_pcs_AREA,houston_025040_20180103_LST_pcs_MEAN
-1,Houston,11,29.691669999999998,-95.468059999999994,20,18,0.900000000000000,29.758938000000001,-95.367697000000007,North America,12.242200000000000,71.158100000000005,0.172000000000000,100.000000000000000,10,10,10,33,29700.000000000000000,9.864395419550000
-1,Houston,12,29.694720000000000,-95.487499999999997,13,13,1.000000000000000,29.758938000000001,-95.367697000000007,North America,13.594700000000000,71.158100000000005,0.191000000000000,100.000000000000000,11,11,11,37,33300.000000000000000,8.834281329520000
-1,Houston,13,29.691669999999998,-95.499440000000007,21,20,0.952000000000000,29.758938000000001,-95.367697000000007,North America,14.757500000000000,71.158100000000005,0.207400000000000,100.000000000000000,12,12,12,36,32400.000000000000000,10.152507887600001
-1,Houston,14,29.685829999999999,-95.513329999999996,19,18,0.947000000000000,29.758938000000001,-95.367697000000007,North America,16.243700000000000,71.158100000000005,0.228300000000000,100.000000000000000,13,13,13,36,32400.000000000000000,9.924765680580000
-1,Houston,15,29.677499999999998,-95.529439999999994,15,10,0.667000000000000,29.758938000000001,-95.367697000000007,North America,18.054700000000000,71.158100000000005,0.253700000000000,100.000000000000000,14,14,14,36,32400.000000000000000,8.838134310770000
-1,Houston,16,29.670829999999999,-95.552779999999998,18,15,0.833000000000000,29.758938000000001,-95.367697000000007,North America,20.382999999999999,71.158100000000005,0.286400000000000,100.000000000000000,15,15,15,35,31500.000000000000000,10.219617347800000
-1,Houston,17,29.661390000000001,-95.563890000000001,15,15,1.000000000000000,29.758938000000001,-95.367697000000007,North America,21.832899999999999,71.158100000000005,0.306800000000000,100.000000000000000,16,16,16,36,32400.000000000000000,10.297524963100001
-1,Houston,18,29.650829999999999,-95.575280000000006,12,12,1.000000000000000,29.758938000000001,-95.367697000000007,North America,23.376600000000000,71.158100000000005,0.328500000000000,100.000000000000000,17,17,17,37,33300.000000000000000,10.126522052200000
-1,Houston,19,29.647780000000001,-95.579719999999995,22,22,1.000000000000000,29.758938000000001,-95.367697000000007,North America,23.919100000000000,71.158100000000005,0.336100000000000,100.000000000000000,18,18,18,34,30600.000000000000000,10.316480915200000
-1,Houston,20,29.641390000000001,-95.588890000000006,20,19,0.950000000000000,29.758938000000001,-95.367697000000007,North America,25.045600000000000,71.158100000000005,0.352000000000000,100.000000000000000,19,19,19,35,31500.000000000000000,10.429243139200000
-1,Houston,21,29.636109999999999,-95.607500000000002,12,12,1.000000000000000,29.758938000000001,-95.367697000000007,North America,26.889399999999998,71.158100000000005,0.377900000000000,100.000000000000000,20,20,20,36,32400.000000000000000,9.352745569110001
-1,Houston,22,29.630559999999999,-95.614440000000002,21,21,1.000000000000000,29.758938000000001,-95.367697000000007,North America,27.781500000000001,71.158100000000005,0.390400000000000,100.000000000000000,21,21,21,37,33300.000000000000000,8.102843930280001
-1,Houston,23,29.629719999999999,-95.627219999999994,21,18,0.857000000000000,29.758938000000001,-95.367697000000007,North America,28.893899999999999,71.158100000000005,0.406100000000000,100.000000000000000,22,22,22,34,30600.000000000000000,9.715553432569999
-1,Houston,24,29.626390000000001,-95.637780000000006,15,15,1.000000000000000,29.758938000000001,-95.367697000000007,North America,29.963999999999999,71.158100000000005,0.421100000000000,100.000000000000000,23,23,23,36,32400.000000000000000,9.512733388819999
-1,Houston,25,29.610560000000000,-95.645560000000003,20,20,1.000000000000000,29.758938000000001,-95.367697000000007,North America,31.507300000000001,71.158100000000005,0.442800000000000,100.000000000000000,24,24,24,36,32400.000000000000000,9.509018549040000
-1,Houston,26,29.607500000000002,-95.658609999999996,23,22,0.957000000000000,29.758938000000001,-95.367697000000007,North America,32.762000000000000,71.158100000000005,0.460400000000000,100.000000000000000,25,25,25,36,32400.000000000000000,9.284267154780000
-1,Houston,27,29.600829999999998,-95.667220000000000,19,19,1.000000000000000,29.758938000000001,-95.367697000000007,North America,33.858100000000000,71.158100000000005,0.475800000000000,100.000000000000000,26,26,26,37,33300.000000000000000,9.497422237369999
-1,Houston,28,29.596390000000000,-95.693610000000007,19,19,1.000000000000000,29.758938000000001,-95.367697000000007,North America,36.305100000000003,71.158100000000005,0.510200000000000,100.000000000000000,27,27,27,32,28800.000000000000000,8.703152589569999
-1,Houston,29,29.592220000000001,-95.692499999999995,16,16,1.000000000000000,29.758938000000001,-95.367697000000007,North America,36.446300000000001,71.158100000000005,0.512200000000000,100.000000000000000,28,28,28,35,31500.000000000000000,10.340669506099999
-1,Houston,30,29.573160000000001,-95.745559999999998,11,11,1.000000000000000,29.758938000000001,-95.367697000000007,North America,41.948200000000000,71.158100000000005,0.589500000000000,100.000000000000000,29,29,29,32,28800.000000000000000,9.258138818050000
-1,Houston,31,29.565280000000001,-95.758889999999994,19,15,0.789000000000000,29.758938000000001,-95.367697000000007,North America,43.502099999999999,71.158100000000005,0.611300000000000,100.000000000000000,30,30,30,36,32400.000000000000000,9.843599443270000
-1,Houston,32,29.560829999999999,-95.768330000000006,17,17,1.000000000000000,29.758938000000001,-95.367697000000007,North America,44.540300000000002,71.158100000000005,0.625900000000000,100.000000000000000,31,31,31,35,31500.000000000000000,9.236337294749999
-1,Houston,33,29.560559999999999,-95.781670000000005,21,21,1.000000000000000,29.758938000000001,-95.367697000000007,North America,45.679600000000001,71.158100000000005,0.641900000000000,100.000000000000000,32,32,32,35,31500.000000000000000,9.423724554870001
-1,Houston,34,29.553059999999999,-95.795559999999995,15,15,1.000000000000000,29.758938000000001,-95.367697000000007,North America,47.259000000000000,71.158100000000005,0.664100000000000,100.000000000000000,33,33,33,35,31500.000000000000000,8.495738549490000
-1,Houston,35,29.546939999999999,-95.805560000000000,13,13,1.000000000000000,29.758938000000001,-95.367697000000007,North America,48.435299999999998,71.158100000000005,0.680700000000000,100.000000000000000,34,34,34,34,30600.000000000000000,8.564286991770000
-1,Houston,36,29.533059999999999,-95.819170000000000,17,17,1.000000000000000,29.758938000000001,-95.367697000000007,North America,50.342900000000000,71.158100000000005,0.707500000000000,100.000000000000000,35,35,35,35,31500.000000000000000,8.142612591270000
-1,Houston,37,29.546109999999999,-95.828890000000001,17,15,0.882000000000000,29.758938000000001,-95.367697000000007,North America,50.460000000000001,71.158100000000005,0.709100000000000,100.000000000000000,36,36,36,37,33300.000000000000000,8.631924132840000
-1,Houston,38,29.525829999999999,-95.844170000000005,19,19,1.000000000000000,29.758938000000001,-95.367697000000007,North America,52.841700000000003,71.158100000000005,0.742600000000000,100.000000000000000,37,37,37,36,32400.000000000000000,8.050511827610000
-1,Houston,39,29.515830000000001,-95.863060000000004,16,11,0.688000000000000,29.758938000000001,-95.367697000000007,North America,54.980100000000000,71.158100000000005,0.772600000000000,100.000000000000000,38,38,38,35,31500.000000000000000,7.511243298590000
-1,Houston,40,29.476669999999999,-95.882779999999997,18,18,1.000000000000000,29.758938000000001,-95.367697000000007,North America,58.858100000000000,71.158100000000005,0.827100000000000,100.000000000000000,39,39,39,32,28800.000000000000000,8.475067754880000
-1,Houston,41,29.509129999999999,-95.924740000000000,20,20,1.000000000000000,29.758938000000001,-95.367697000000007,North America,60.581899999999997,71.158100000000005,0.851400000000000,100.000000000000000,40,40,40,35,31500.000000000000000,8.066030160530000
