OID,city,population,populati_1,populati_2,total_plan,numCyanoge,freqHCN,latitude_c,longitude_,Country,continent,distance,max_dist,std_distan,BUFF_DIST,ORIG_FID,memphis_023036_20180105_LST_pcs_OID,memphis_023036_20180105_LST_pcs_FID_,memphis_023036_20180105_LST_pcs_COUNT,memphis_023036_20180105_LST_pcs_AREA,memphis_023036_20180105_LST_pcs_MEAN
,Memphis,15,35.117877100000001,-90.052335099999993,18,1,0.056000000000000,35.149022000000002,-90.051629000000005,USA,North America,3.463800000000000,18.396000000000001,0.188300000000000,100.000000000000000,14,14,14,34,30600.000000000000000,5.257718522320000
,Memphis,16,35.117832999999997,-90.046762099999995,16,4,0.250000000000000,35.149022000000002,-90.051629000000005,USA,North America,3.496200000000000,18.396000000000001,0.190100000000000,100.000000000000000,15,15,15,37,33300.000000000000000,6.123391329160000
,Memphis,17,35.107318200000002,-90.042595100000000,16,2,0.125000000000000,35.149022000000002,-90.051629000000005,USA,North America,4.709500000000000,18.396000000000001,0.256000000000000,100.000000000000000,16,16,16,35,31500.000000000000000,5.416369946430000
,Memphis,18,35.113977200000001,-90.043477600000003,16,4,0.250000000000000,35.149022000000002,-90.051629000000005,USA,North America,3.966700000000000,18.396000000000001,0.215600000000000,100.000000000000000,17,17,17,36,32400.000000000000000,5.472286444460000
,Memphis,19,35.099909099999998,-90.041383199999999,18,0,0.000000000000000,35.149022000000002,-90.051629000000005,USA,North America,5.540000000000000,18.396000000000001,0.301200000000000,100.000000000000000,18,18,18,34,30600.000000000000000,6.782967651380000
,Memphis,20,35.101269899999998,-90.044157700000000,18,3,0.167000000000000,35.149022000000002,-90.051629000000005,USA,North America,5.353100000000000,18.396000000000001,0.291000000000000,100.000000000000000,19,19,19,35,31500.000000000000000,6.006164311300000
,Memphis,21,35.095668699999997,-90.045853600000001,18,5,0.278000000000000,35.149022000000002,-90.051629000000005,USA,North America,5.955800000000000,18.396000000000001,0.323800000000000,100.000000000000000,20,20,20,36,32400.000000000000000,6.069468953320000
,Memphis,22,35.087240000000001,-90.044745000000006,17,1,0.059000000000000,35.149022000000002,-90.051629000000005,USA,North America,6.898300000000000,18.396000000000001,0.375000000000000,100.000000000000000,21,21,21,36,32400.000000000000000,6.113481918620000
,Memphis,23,35.086413999999998,-90.052246999999994,20,6,0.300000000000000,35.149022000000002,-90.051629000000005,USA,North America,6.961900000000000,18.396000000000001,0.378400000000000,100.000000000000000,22,22,22,35,31500.000000000000000,5.680376773320000
,Memphis,24,35.085548000000003,-90.059541999999993,19,4,0.211000000000000,35.149022000000002,-90.051629000000005,USA,North America,7.094600000000000,18.396000000000001,0.385700000000000,100.000000000000000,23,23,23,34,30600.000000000000000,5.906317670300000
,Memphis,25,35.081420999999999,-90.063128000000006,20,10,0.500000000000000,35.149022000000002,-90.051629000000005,USA,North America,7.589300000000000,18.396000000000001,0.412600000000000,100.000000000000000,24,24,24,35,31500.000000000000000,5.320656257210000
,Memphis,26,35.070774999999998,-90.066472000000005,20,12,0.600000000000000,35.149022000000002,-90.051629000000005,USA,North America,8.804800000000000,18.396000000000001,0.478600000000000,100.000000000000000,25,25,25,35,31500.000000000000000,3.231090293440000
,Memphis,27,35.066708700000000,-90.070487000000000,17,9,0.529000000000000,35.149022000000002,-90.051629000000005,USA,North America,9.312200000000001,18.396000000000001,0.506200000000000,100.000000000000000,26,26,26,36,32400.000000000000000,5.694391938590000
,Memphis,28,35.062497999999998,-90.069530700000001,17,9,0.529000000000000,35.149022000000002,-90.051629000000005,USA,North America,9.757899999999999,18.396000000000001,0.530400000000000,100.000000000000000,27,27,27,35,31500.000000000000000,5.427522469040000
,Memphis,29,35.059432600000001,-90.071105000000003,20,9,0.450000000000000,35.149022000000002,-90.051629000000005,USA,North America,10.118200000000000,18.396000000000001,0.550000000000000,100.000000000000000,28,28,28,36,32400.000000000000000,3.681814017170000
,Memphis,30,35.057141600000001,-90.072359100000000,20,9,0.450000000000000,35.149022000000002,-90.051629000000005,USA,North America,10.389200000000001,18.396000000000001,0.564800000000000,100.000000000000000,29,29,29,35,31500.000000000000000,5.406366444860000
,Memphis,31,35.049199999999999,-90.078805000000003,21,10,0.476000000000000,35.149022000000002,-90.051629000000005,USA,North America,11.371700000000001,18.396000000000001,0.618200000000000,100.000000000000000,30,30,30,35,31500.000000000000000,4.032378178940000
,Memphis,32,35.048740000000002,-90.082999999999998,18,4,0.222000000000000,35.149022000000002,-90.051629000000005,USA,North America,11.510300000000001,18.396000000000001,0.625700000000000,100.000000000000000,31,31,31,32,28800.000000000000000,6.107023797390000
,Memphis,33,35.045993699999997,-90.082185100000004,14,5,0.357000000000000,35.149022000000002,-90.051629000000005,USA,North America,11.788700000000000,18.396000000000001,0.640800000000000,100.000000000000000,32,32,32,36,32400.000000000000000,6.108600170390000
,Memphis,34,35.042812200000000,-90.081661100000005,16,10,0.625000000000000,35.149022000000002,-90.051629000000005,USA,North America,12.121900000000000,18.396000000000001,0.658900000000000,100.000000000000000,33,33,33,36,32400.000000000000000,5.483225649600000
,Memphis,35,35.042190200000000,-90.077852199999995,16,8,0.500000000000000,35.149022000000002,-90.051629000000005,USA,North America,12.116400000000001,18.396000000000001,0.658600000000000,100.000000000000000,34,34,34,35,31500.000000000000000,5.982589397710000
,Memphis,36,35.039635500000003,-90.078389500000000,19,9,0.474000000000000,35.149022000000002,-90.051629000000005,USA,North America,12.404500000000001,18.396000000000001,0.674300000000000,100.000000000000000,35,35,35,35,31500.000000000000000,4.706850411900000
,Memphis,37,35.035051400000000,-90.081127899999998,18,10,0.556000000000000,35.149022000000002,-90.051629000000005,USA,North America,12.954000000000001,18.396000000000001,0.704200000000000,100.000000000000000,36,36,36,35,31500.000000000000000,5.002330615490000
,Memphis,38,35.031308199999998,-90.081752699999996,16,9,0.562000000000000,35.149022000000002,-90.051629000000005,USA,North America,13.373100000000001,18.396000000000001,0.727000000000000,100.000000000000000,37,37,37,37,33300.000000000000000,6.371264059000000
,Memphis,39,35.026780000000002,-90.083796000000007,17,12,0.706000000000000,35.149022000000002,-90.051629000000005,USA,North America,13.904199999999999,18.396000000000001,0.755800000000000,100.000000000000000,38,38,38,35,31500.000000000000000,7.348925496140000
,Memphis,40,35.025381899999999,-90.089443900000006,14,5,0.357000000000000,35.149022000000002,-90.051629000000005,USA,North America,14.172200000000000,18.396000000000001,0.770400000000000,100.000000000000000,39,39,39,33,29700.000000000000000,6.856950008690000
,Memphis,41,35.023140400000003,-90.094117199999999,16,11,0.688000000000000,35.149022000000002,-90.051629000000005,USA,North America,14.521500000000000,18.396000000000001,0.789400000000000,100.000000000000000,40,40,40,33,29700.000000000000000,5.725419408390000
,Memphis,42,35.019550000000002,-90.099490000000003,20,11,0.550000000000000,35.149022000000002,-90.051629000000005,USA,North America,15.040900000000001,18.396000000000001,0.817600000000000,100.000000000000000,41,41,41,36,32400.000000000000000,3.557474157900000
,Memphis,43,35.014991000000002,-90.097136000000006,15,9,0.600000000000000,35.149022000000002,-90.051629000000005,USA,North America,15.468100000000000,18.396000000000001,0.840800000000000,100.000000000000000,42,42,42,35,31500.000000000000000,3.409893121580000
,Memphis,44,35.010804000000000,-90.096485000000001,19,14,0.737000000000000,35.149022000000002,-90.051629000000005,USA,North America,15.901899999999999,18.396000000000001,0.864400000000000,100.000000000000000,43,43,43,36,32400.000000000000000,3.631326649410000
,Memphis,45,35.009044799999998,-90.102778999999998,15,9,0.600000000000000,35.149022000000002,-90.051629000000005,USA,North America,16.245799999999999,18.396000000000001,0.883100000000000,100.000000000000000,44,44,44,34,30600.000000000000000,3.783680358990000
,Memphis,46,35.001492900000002,-90.107421500000001,17,8,0.471000000000000,35.149022000000002,-90.051629000000005,USA,North America,17.172200000000000,18.396000000000001,0.933500000000000,100.000000000000000,45,45,45,35,31500.000000000000000,3.837788522630000
,Memphis,47,34.991289000000002,-90.112601999999995,13,9,0.692000000000000,35.149022000000002,-90.051629000000005,USA,North America,18.396000000000001,18.396000000000001,1.000000000000000,100.000000000000000,46,46,46,35,31500.000000000000000,3.884860702060000
,Memphis,48,35.091445999999998,-90.042546999999999,21,8,0.381000000000000,35.149022000000002,-90.051629000000005,USA,North America,6.455200000000000,18.396000000000001,0.350900000000000,100.000000000000000,47,47,47,34,30600.000000000000000,6.916555804900000
,Memphis,50,35.050595000000001,-90.071226999999993,21,15,0.714000000000000,35.149022000000002,-90.051629000000005,USA,North America,11.088900000000001,18.396000000000001,0.602800000000000,100.000000000000000,49,48,49,35,31500.000000000000000,5.195934900220000
