OID,city,population,populati_1,populati_2,total_plan,numCyanoge,freqHCN,latitude_c,longitude_,Country,continent,distance,max_dist,std_distan,BUFF_DIST,ORIG_FID,temuco_233087_20140618_LST_pcs_OID,temuco_233087_20140618_LST_pcs_FID_,temuco_233087_20140618_LST_pcs_COUNT,temuco_233087_20140618_LST_pcs_AREA,temuco_233087_20140618_LST_pcs_MEAN
-1,Temuco,35,-38.760440000000003,-72.689719999999994,20,13,0.650000000000000,-38.739922000000000,-72.590157000000005,Chile,South America,8.930400000000001,20.111899999999999,0.444000000000000,100.000000000000000,34,30,34,37,33300.000000000000000,4.654854951640000
-1,Temuco,36,-38.762219999999999,-72.753330000000005,20,15,0.750000000000000,-38.739922000000000,-72.590157000000005,Chile,South America,14.365600000000001,20.111899999999999,0.714300000000000,100.000000000000000,35,31,35,36,32400.000000000000000,4.479409554810000
-1,Temuco,37,-38.763050000000000,-72.757779999999997,20,15,0.750000000000000,-38.739922000000000,-72.590157000000005,Chile,South America,14.761600000000000,20.111899999999999,0.734000000000000,100.000000000000000,36,32,36,32,28800.000000000000000,2.565937141720000
-1,Temuco,38,-38.762169999999998,-72.761939999999996,20,14,0.700000000000000,-38.739922000000000,-72.590157000000005,Chile,South America,15.100700000000000,20.111899999999999,0.750800000000000,100.000000000000000,37,33,37,36,32400.000000000000000,1.744388138070000
-1,Temuco,39,-38.761389999999999,-72.745279999999994,20,13,0.650000000000000,-38.739922000000000,-72.590157000000005,Chile,South America,13.662200000000000,20.111899999999999,0.679300000000000,100.000000000000000,38,34,38,35,31500.000000000000000,4.159834151140000
-1,Temuco,40,-38.761060000000001,-72.739999999999995,20,10,0.500000000000000,-38.739922000000000,-72.590157000000005,Chile,South America,13.205000000000000,20.111899999999999,0.656600000000000,100.000000000000000,39,35,39,35,31500.000000000000000,4.572489907060000
-1,Temuco,41,-38.763640000000002,-72.795559999999995,20,17,0.850000000000000,-38.739922000000000,-72.590157000000005,Chile,South America,18.006100000000000,20.111899999999999,0.895300000000000,100.000000000000000,40,36,40,35,31500.000000000000000,5.247609049350000
-1,Temuco,42,-38.764249999999997,-72.802499999999995,20,17,0.850000000000000,-38.739922000000000,-72.590157000000005,Chile,South America,18.611300000000000,20.111899999999999,0.925400000000000,100.000000000000000,41,37,41,37,33300.000000000000000,4.766662854170000
-1,Temuco,43,-38.764110000000002,-72.819999999999993,20,14,0.700000000000000,-38.739922000000000,-72.590157000000005,Chile,South America,20.111899999999999,20.111899999999999,1.000000000000000,100.000000000000000,42,38,42,36,32400.000000000000000,4.786566851340000
-1,Temuco,44,-38.764110000000002,-72.810559999999995,20,16,0.800000000000000,-38.739922000000000,-72.590157000000005,Chile,South America,19.300899999999999,20.111899999999999,0.959700000000000,100.000000000000000,43,39,43,36,32400.000000000000000,6.324587340540000
-1,Temuco,45,-38.758640000000000,-72.812219999999996,20,13,0.650000000000000,-38.739922000000000,-72.590157000000005,Chile,South America,19.369499999999999,20.111899999999999,0.963100000000000,100.000000000000000,44,40,44,35,31500.000000000000000,6.100713838710000
-1,Temuco,46,-38.761530000000000,-72.787499999999994,20,13,0.650000000000000,-38.739922000000000,-72.590157000000005,Chile,South America,17.281099999999999,20.111899999999999,0.859200000000000,100.000000000000000,45,41,45,36,32400.000000000000000,5.221805393790000
-1,Temuco,47,-38.763030000000001,-72.784170000000003,20,17,0.850000000000000,-38.739922000000000,-72.590157000000005,Chile,South America,17.019400000000001,20.111899999999999,0.846200000000000,100.000000000000000,46,42,46,35,31500.000000000000000,4.979283793840000
-1,Temuco,48,-38.769190000000002,-72.775279999999995,20,19,0.950000000000000,-38.739922000000000,-72.590157000000005,Chile,South America,16.379300000000001,20.111899999999999,0.814400000000000,100.000000000000000,47,43,47,35,31500.000000000000000,5.412447425930000
-1,Temuco,49,-38.759560000000000,-72.728610000000003,20,16,0.800000000000000,-38.739922000000000,-72.590157000000005,Chile,South America,12.203500000000000,20.111899999999999,0.606800000000000,100.000000000000000,48,44,48,36,32400.000000000000000,4.476863709800000
-1,Temuco,50,-38.762189999999997,-72.720280000000002,20,18,0.900000000000000,-38.739922000000000,-72.590157000000005,Chile,South America,11.552500000000000,20.111899999999999,0.574400000000000,100.000000000000000,49,45,49,35,31500.000000000000000,3.925120163740000
