OID,city,population,populati_1,populati_2,total_plan,numCyanoge,freqHCN,latitude_c,longitude_,continent,distance,max_dist,std_distan,BUFF_DIST,ORIG_FID,albuquerque_034036_20170131_LST_pcs_OID,albuquerque_034036_20170131_LST_pcs_FID_,albuquerque_034036_20170131_LST_pcs_COUNT,albuquerque_034036_20170131_LST_pcs_AREA,albuquerque_034036_20170131_LST_pcs_MEAN
-1,Albuquerque,24,35.244000000000000,-106.729600000000005,20,6,0.300000000000000,35.084384999999997,-106.650420999999994,North America,19.152300000000000,19.152300000000000,1.000000000000000,100.000000000000000,23,23,23,37,33300.000000000000000,13.193362834900000
-1,Albuquerque,25,35.240000000000002,-106.727999999999994,20,2,0.100000000000000,35.084384999999997,-106.650420999999994,North America,18.685500000000001,19.152300000000000,0.975600000000000,100.000000000000000,24,24,24,36,32400.000000000000000,12.748522290300000
-1,Albuquerque,26,35.231000000000002,-106.688999999999993,20,6,0.300000000000000,35.084384999999997,-106.650420999999994,North America,16.675799999999999,19.152300000000000,0.870700000000000,100.000000000000000,25,25,25,36,32400.000000000000000,13.471914801800001
-1,Albuquerque,27,35.215000000000003,-106.683999999999997,20,1,0.050000000000000,35.084384999999997,-106.650420999999994,North America,14.841100000000001,19.152300000000000,0.774900000000000,100.000000000000000,26,26,26,32,28800.000000000000000,12.881388298399999
-1,Albuquerque,28,35.216600000000000,-106.697999999999993,20,4,0.200000000000000,35.084384999999997,-106.650420999999994,North America,15.324800000000000,19.152300000000000,0.800200000000000,100.000000000000000,27,27,27,35,31500.000000000000000,13.678043621500001
-1,Albuquerque,29,35.207999999999998,-106.733000000000004,20,6,0.300000000000000,35.084384999999997,-106.650420999999994,North America,15.662400000000000,19.152300000000000,0.817800000000000,100.000000000000000,28,28,28,35,31500.000000000000000,14.252097209900001
-1,Albuquerque,30,35.207000000000001,-106.736000000000004,20,3,0.150000000000000,35.084384999999997,-106.650420999999994,North America,15.698300000000000,19.152300000000000,0.819700000000000,100.000000000000000,29,29,29,34,30600.000000000000000,14.821165798499999
-1,Albuquerque,31,35.206000000000003,-106.721999999999994,20,3,0.150000000000000,35.084384999999997,-106.650420999999994,North America,15.007600000000000,19.152300000000000,0.783600000000000,100.000000000000000,30,30,30,36,32400.000000000000000,14.930531364100000
-1,Albuquerque,32,35.189999999999998,-106.713999999999999,20,4,0.200000000000000,35.084384999999997,-106.650420999999994,North America,13.089800000000000,19.152300000000000,0.683500000000000,100.000000000000000,31,31,31,36,32400.000000000000000,15.120754862300000
-1,Albuquerque,33,35.179000000000002,-106.732600000000005,20,5,0.250000000000000,35.084384999999997,-106.650420999999994,North America,12.904800000000000,19.152300000000000,0.673800000000000,100.000000000000000,32,32,32,36,32400.000000000000000,14.613730643800000
-1,Albuquerque,34,35.177000000000000,-106.731499999999997,20,10,0.500000000000000,35.084384999999997,-106.650420999999994,North America,12.665699999999999,19.152300000000000,0.661300000000000,100.000000000000000,33,33,33,35,31500.000000000000000,14.582664934600000
-1,Albuquerque,35,35.168999999999997,-106.700999999999993,12,0,0.000000000000000,35.084384999999997,-106.650420999999994,North America,10.473000000000001,19.152300000000000,0.546800000000000,100.000000000000000,34,34,34,35,31500.000000000000000,15.206589187700001
-1,Albuquerque,36,35.192999999999998,-106.719600000000000,20,4,0.200000000000000,35.084384999999997,-106.650420999999994,North America,13.617500000000000,19.152300000000000,0.711000000000000,100.000000000000000,35,35,35,37,33300.000000000000000,15.037908960999999
-1,Albuquerque,37,35.195999999999998,-106.710700000000003,20,4,0.200000000000000,35.084384999999997,-106.650420999999994,North America,13.567500000000001,19.152300000000000,0.708400000000000,100.000000000000000,36,36,36,32,28800.000000000000000,14.059198668800001
-1,Albuquerque,38,35.133000000000003,-106.710499999999996,20,2,0.100000000000000,35.084384999999997,-106.650420999999994,North America,7.686900000000000,19.152300000000000,0.401400000000000,100.000000000000000,37,37,37,35,31500.000000000000000,12.354466862000001
-1,Albuquerque,39,35.137000000000000,-106.692999999999998,20,2,0.100000000000000,35.084384999999997,-106.650420999999994,North America,7.016400000000000,19.152300000000000,0.366300000000000,100.000000000000000,38,38,38,32,28800.000000000000000,12.381875129899999
-1,Albuquerque,40,35.148000000000003,-106.715000000000003,20,1,0.050000000000000,35.084384999999997,-106.650420999999994,North America,9.194500000000000,19.152300000000000,0.480100000000000,100.000000000000000,39,39,39,35,31500.000000000000000,14.099480875199999
