OID,city,population,populati_1,populati_2,total_plan,numCyanoge,freqHCN,latitude_c,longitude_,Country,continent,distance,max_dist,std_distan,BUFF_DIST,ORIG_FID,leiden_198024_20170213_LST_pcs_OID,leiden_198024_20170213_LST_pcs_FID_,leiden_198024_20170213_LST_pcs_COUNT,leiden_198024_20170213_LST_pcs_AREA,leiden_198024_20170213_LST_pcs_MEAN
-1,Leiden,23,52.180799999999998,4.538300000000000,13,0,0.000000000000000,52.161090999999999,4.490150000000000,Netherlands,Europe,3.947800000000000,7.263600000000000,0.543500000000000,100.000000000000000,22,22,22,36,32400.000000000000000,1.432150423870000
-1,Leiden,24,52.183799999999998,4.537600000000000,14,1,0.071000000000000,52.161090999999999,4.490150000000000,Netherlands,Europe,4.104500000000000,7.263600000000000,0.565100000000000,100.000000000000000,23,23,23,36,32400.000000000000000,0.954327387398000
-1,Leiden,25,52.186399999999999,4.543000000000000,15,8,0.533000000000000,52.161090999999999,4.490150000000000,Netherlands,Europe,4.572600000000000,7.263600000000000,0.629500000000000,100.000000000000000,24,24,24,36,32400.000000000000000,1.709874708120000
-1,Leiden,26,52.187800000000003,4.544700000000000,18,4,0.222000000000000,52.161090999999999,4.490150000000000,Netherlands,Europe,4.760000000000000,7.263600000000000,0.655300000000000,100.000000000000000,25,25,25,32,28800.000000000000000,1.705742405280000
-1,Leiden,27,52.188699999999997,4.547000000000000,16,4,0.250000000000000,52.161090999999999,4.490150000000000,Netherlands,Europe,4.945000000000000,7.263600000000000,0.680800000000000,100.000000000000000,26,26,26,35,31500.000000000000000,1.504049833050000
-1,Leiden,28,52.189399999999999,4.553100000000000,18,7,0.389000000000000,52.161090999999999,4.490150000000000,Netherlands,Europe,5.323100000000000,7.263600000000000,0.732800000000000,100.000000000000000,27,27,27,33,29700.000000000000000,0.935819687190000
-1,Leiden,29,52.190500000000000,4.558600000000000,17,0,0.000000000000000,52.161090999999999,4.490150000000000,Netherlands,Europe,5.699100000000000,7.263600000000000,0.784600000000000,100.000000000000000,28,28,28,37,33300.000000000000000,1.406172546710000
-1,Leiden,30,52.191099999999999,4.562700000000000,20,7,0.350000000000000,52.161090999999999,4.490150000000000,Netherlands,Europe,5.967300000000000,7.263600000000000,0.821500000000000,100.000000000000000,29,29,29,32,28800.000000000000000,1.839963231820000
-1,Leiden,31,52.191600000000001,4.568000000000000,20,11,0.550000000000000,52.161090999999999,4.490150000000000,Netherlands,Europe,6.299900000000000,7.263600000000000,0.867300000000000,100.000000000000000,30,30,30,32,28800.000000000000000,1.693951896660000
-1,Leiden,32,52.192100000000003,4.573600000000000,16,7,0.438000000000000,52.161090999999999,4.490150000000000,Netherlands,Europe,6.653500000000000,7.263600000000000,0.916000000000000,100.000000000000000,31,31,31,35,31500.000000000000000,1.204351282110000
-1,Leiden,33,52.192000000000000,4.578400000000000,20,0,0.000000000000000,52.161090999999999,4.490150000000000,Netherlands,Europe,6.929900000000000,7.263600000000000,0.954100000000000,100.000000000000000,32,32,32,36,32400.000000000000000,2.355422140200000
-1,Leiden,35,52.176499999999997,4.546600000000000,20,0,0.000000000000000,52.161090999999999,4.490150000000000,Netherlands,Europe,4.214000000000000,7.263600000000000,0.580200000000000,100.000000000000000,34,33,34,35,31500.000000000000000,1.539467415090000
-1,Leiden,36,52.177500000000002,4.557500000000000,20,0,0.000000000000000,52.161090999999999,4.490150000000000,Netherlands,Europe,4.942300000000000,7.263600000000000,0.680400000000000,100.000000000000000,35,34,35,35,31500.000000000000000,1.428727424670000
-1,Leiden,37,52.179699999999997,4.562200000000000,20,0,0.000000000000000,52.161090999999999,4.490150000000000,Netherlands,Europe,5.331600000000000,7.263600000000000,0.734000000000000,100.000000000000000,36,35,36,36,32400.000000000000000,1.405868382300000
-1,Leiden,38,52.182400000000001,4.568100000000000,20,0,0.000000000000000,52.161090999999999,4.490150000000000,Netherlands,Europe,5.820000000000000,7.263600000000000,0.801300000000000,100.000000000000000,37,36,37,32,28800.000000000000000,0.861682734651000
