OID,city,population,populati_1,populati_2,total_plan,numCyanoge,freqHCN,latitude_c,longitude_,Country,continent,distance,max_dist,std_distan,BUFF_DIST,ORIG_FID,lansing_021030_20140128_LST_pcs_OID,lansing_021030_20140128_LST_pcs_FID_,lansing_021030_20140128_LST_pcs_COUNT,lansing_021030_20140128_LST_pcs_AREA,lansing_021030_20140128_LST_pcs_MEAN
-1,Lansing,17,42.659999999999997,-84.564860199999998,16,5,0.312000000000000,42.733770999999997,-84.555380999999997,USA,North America,8.239500000000000,15.475800000000000,1,100.000000000000000,16,16,16,35,31500.000000000000000,-16.762115828700001
-1,Lansing,18,42.662680600000002,-84.564817300000001,15,3,0.200000000000000,42.733770999999997,-84.555380999999997,USA,North America,7.942400000000000,15.475800000000000,1,100.000000000000000,17,17,17,36,32400.000000000000000,-16.403166094700001
-1,Lansing,19,42.670066200000001,-84.562711300000004,18,0,0.000000000000000,42.733770999999997,-84.555380999999997,USA,North America,7.108900000000000,15.475800000000000,0,100.000000000000000,18,18,18,35,31500.000000000000000,-17.220988029099999
-1,Lansing,20,42.672555500000001,-84.563126400000002,17,8,0.471000000000000,42.733770999999997,-84.555380999999997,USA,North America,6.836200000000000,15.475800000000000,0,100.000000000000000,19,19,19,36,32400.000000000000000,-16.433277987400000
-1,Lansing,21,42.678490600000003,-84.564084600000001,16,1,0.062000000000000,42.733770999999997,-84.555380999999997,USA,North America,6.187900000000000,15.475800000000000,0,100.000000000000000,20,20,20,32,28800.000000000000000,-17.203468641200001
-1,Lansing,23,42.685604800000000,-84.563483800000000,20,8,0.400000000000000,42.733770999999997,-84.555380999999997,USA,North America,5.396600000000000,15.475800000000000,0,100.000000000000000,22,21,22,35,31500.000000000000000,-16.707850617999998
-1,Lansing,24,42.688223100000002,-84.563161899999997,18,1,0.056000000000000,42.733770999999997,-84.555380999999997,USA,North America,5.104400000000000,15.475800000000000,0,100.000000000000000,23,22,23,35,31500.000000000000000,-16.470055230800000
-1,Lansing,25,42.692576099999997,-84.561702800000006,20,5,0.250000000000000,42.733770999999997,-84.555380999999997,USA,North America,4.609700000000000,15.475800000000000,0,100.000000000000000,24,23,24,34,30600.000000000000000,-16.655405515100000
-1,Lansing,26,42.696345399999998,-84.561767200000006,20,3,0.150000000000000,42.733770999999997,-84.555380999999997,USA,North America,4.194100000000000,15.475800000000000,0,100.000000000000000,25,24,25,37,33300.000000000000000,-16.080551275000001
-1,Lansing,27,42.700338000000002,-84.559035899999998,16,2,0.125000000000000,42.733770999999997,-84.555380999999997,USA,North America,3.729600000000000,15.475800000000000,0,100.000000000000000,26,25,26,37,33300.000000000000000,-16.332270638800001
-1,Lansing,28,42.703349600000003,-84.560659299999998,20,2,0.100000000000000,42.733770999999997,-84.555380999999997,USA,North America,3.410100000000000,15.475800000000000,0,100.000000000000000,27,26,27,36,32400.000000000000000,-17.114007701300000
-1,Lansing,29,42.706487500000001,-84.558298899999997,16,4,0.250000000000000,42.733770999999997,-84.555380999999997,USA,North America,3.043100000000000,15.475800000000000,0,100.000000000000000,28,27,28,36,32400.000000000000000,-16.744115732200001
-1,Lansing,30,42.712163699999998,-84.558406199999993,16,2,0.125000000000000,42.733770999999997,-84.555380999999997,USA,North America,2.415300000000000,15.475800000000000,0,100.000000000000000,29,28,29,35,31500.000000000000000,-15.436594761200000
-1,Lansing,31,42.715017400000001,-84.558363299999996,20,9,0.450000000000000,42.733770999999997,-84.555380999999997,USA,North America,2.099500000000000,15.475800000000000,0,100.000000000000000,30,29,30,36,32400.000000000000000,-15.866888569500000
-1,Lansing,33,42.718632399999997,-84.552608399999997,20,0,0.000000000000000,42.733770999999997,-84.555380999999997,USA,North America,1.698500000000000,15.475800000000000,0,100.000000000000000,32,30,32,36,32400.000000000000000,-14.157338081500001
-1,Lansing,34,42.722541900000003,-84.552307999999996,16,0,0.000000000000000,42.733770999999997,-84.555380999999997,USA,North America,1.273600000000000,15.475800000000000,0,100.000000000000000,33,31,33,34,30600.000000000000000,-13.798833467500000
-1,Lansing,35,42.725095600000003,-84.552007599999996,16,3,0.188000000000000,42.733770999999997,-84.555380999999997,USA,North America,1.003200000000000,15.475800000000000,0,100.000000000000000,34,32,34,36,32400.000000000000000,-13.848730862800000
-1,Lansing,36,42.727136899999998,-84.556503000000006,16,3,0.188000000000000,42.733770999999997,-84.555380999999997,USA,North America,0.743300000000000,15.475800000000000,0,100.000000000000000,35,33,35,36,32400.000000000000000,-14.449909698400001
-1,Lansing,37,42.728799899999999,-84.554335699999996,18,1,0.056000000000000,42.733770999999997,-84.555380999999997,USA,North America,0.559300000000000,15.475800000000000,0,100.000000000000000,36,34,36,34,30600.000000000000000,-14.131514203800000
-1,Lansing,38,42.731436700000003,-84.557747500000005,16,2,0.125000000000000,42.733770999999997,-84.555380999999997,USA,North America,0.323600000000000,15.475800000000000,0,100.000000000000000,37,35,37,36,32400.000000000000000,-13.446204568100001
-1,Lansing,39,42.732949599999998,-84.554834999999997,16,5,0.312000000000000,42.733770999999997,-84.555380999999997,USA,North America,0.101600000000000,15.475800000000000,0,100.000000000000000,38,36,38,37,33300.000000000000000,-14.898760435900000
-1,Lansing,40,42.735636800000002,-84.555290900000003,16,7,0.438000000000000,42.733770999999997,-84.555380999999997,USA,North America,0.207600000000000,15.475800000000000,0,100.000000000000000,39,37,39,35,31500.000000000000000,-14.464288813800000
