OID,city,population,populati_1,populati_2,total_plan,numCyanoge,freqHCN,latitude_c,longitude_,continent,distance,max_dist,std_distan,BUFF_DIST,ORIG_FID,norrtalje_193018_20140218_LST_pcs_OID,norrtalje_193018_20140218_LST_pcs_FID_,norrtalje_193018_20140218_LST_pcs_COUNT,norrtalje_193018_20140218_LST_pcs_AREA,norrtalje_193018_20140218_LST_pcs_MEAN
-1,Norrtalje,24,59.781170000000003,18.771350000000002,20,1,0.050000000000000,59.759723999999999,18.701070999999999,Europe,4.600700000000000,6.587100000000000,0.698400000000000,100.000000000000000,23,23,23,36,32400.000000000000000,1.660773749820000
-1,Norrtalje,25,59.782919999999997,18.773730000000000,14,1,0.071000000000000,59.759723999999999,18.701070999999999,Europe,4.816400000000000,6.587100000000000,0.731200000000000,100.000000000000000,24,24,24,35,31500.000000000000000,1.348813531310000
-1,Norrtalje,26,59.784199999999998,18.776170000000000,17,0,0.000000000000000,59.759723999999999,18.701070999999999,Europe,5.008100000000000,6.587100000000000,0.760300000000000,100.000000000000000,25,25,25,35,31500.000000000000000,1.885392263770000
-1,Norrtalje,27,59.783980000000000,18.779769999999999,18,0,0.000000000000000,59.759723999999999,18.701070999999999,Europe,5.165700000000000,6.587100000000000,0.784200000000000,100.000000000000000,26,26,26,32,28800.000000000000000,2.069909711730000
-1,Norrtalje,28,59.783430000000003,18.782950000000000,20,1,0.050000000000000,59.759723999999999,18.701070999999999,Europe,5.287600000000000,6.587100000000000,0.802700000000000,100.000000000000000,27,27,27,34,30600.000000000000000,1.569863814160000
-1,Norrtalje,29,59.783169999999998,18.786780000000000,17,0,0.000000000000000,59.759723999999999,18.701070999999999,Europe,5.460600000000000,6.587100000000000,0.829000000000000,100.000000000000000,28,28,28,36,32400.000000000000000,2.000169338700000
-1,Norrtalje,30,59.782980000000002,18.790379999999999,18,1,0.056000000000000,59.759723999999999,18.701070999999999,Europe,5.628800000000000,6.587100000000000,0.854500000000000,100.000000000000000,29,29,29,36,32400.000000000000000,2.368708085360000
-1,Norrtalje,31,59.782370000000000,18.793620000000001,17,0,0.000000000000000,59.759723999999999,18.701070999999999,Europe,5.760600000000000,6.587100000000000,0.874500000000000,100.000000000000000,30,30,30,36,32400.000000000000000,1.991337649340000
-1,Norrtalje,32,59.781599999999997,18.796720000000001,18,0,0.000000000000000,59.759723999999999,18.701070999999999,Europe,5.881300000000000,6.587100000000000,0.892900000000000,100.000000000000000,31,31,31,32,28800.000000000000000,1.376792369920000
-1,Norrtalje,33,59.780729999999998,18.800219999999999,16,8,0.500000000000000,59.759723999999999,18.701070999999999,Europe,6.022100000000000,6.587100000000000,0.914200000000000,100.000000000000000,32,32,32,32,28800.000000000000000,1.801210177450000
-1,Norrtalje,34,59.780020000000000,18.803370000000001,15,8,0.533000000000000,59.759723999999999,18.701070999999999,Europe,6.155700000000000,6.587100000000000,0.934500000000000,100.000000000000000,33,33,33,33,29700.000000000000000,1.425865891030000
-1,Norrtalje,35,59.779449999999997,18.806930000000001,16,1,0.062000000000000,59.759723999999999,18.701070999999999,Europe,6.319300000000000,6.587100000000000,0.959300000000000,100.000000000000000,34,34,34,35,31500.000000000000000,1.466826234650000
-1,Norrtalje,36,59.779429999999998,18.812030000000000,17,1,0.059000000000000,59.759723999999999,18.701070999999999,Europe,6.587100000000000,6.587100000000000,1.000000000000000,100.000000000000000,35,35,35,35,31500.000000000000000,1.951199139310000
