OID,city,population,populati_1,populati_2,total_plan,numCyanoge,freqHCN,latitude_c,longitude_,continent,distance,max_dist,std_distan,BUFF_DIST,ORIG_FID,rockford_024031_20150205_LST_pcs_OID,rockford_024031_20150205_LST_pcs_FID_,rockford_024031_20150205_LST_pcs_COUNT,rockford_024031_20150205_LST_pcs_AREA,rockford_024031_20150205_LST_pcs_MEAN
-1,Rockford,30,42.115090000000002,-89.096010000000007,20,2,0.100000000000000,42.271394999999998,-89.093965999999995,North America,17.381100000000000,21.341400000000000,0.814400000000000,100.000000000000000,29,28,29,35,31500.000000000000000,-16.252005266200001
-1,Rockford,31,42.111890000000002,-89.095900000000000,20,2,0.100000000000000,42.271394999999998,-89.093965999999995,North America,17.736899999999999,21.341400000000000,0.831100000000000,100.000000000000000,30,29,30,34,30600.000000000000000,-16.779721000500000
-1,Rockford,32,42.107210000000002,-89.095799999999997,19,2,0.105000000000000,42.271394999999998,-89.093965999999995,North America,18.257200000000001,21.341400000000000,0.855500000000000,100.000000000000000,31,30,31,35,31500.000000000000000,-16.425258998800000
-1,Rockford,33,42.103980000000000,-89.095820000000003,20,2,0.100000000000000,42.271394999999998,-89.093965999999995,North America,18.616299999999999,21.341400000000000,0.872300000000000,100.000000000000000,32,31,32,36,32400.000000000000000,-16.087675451900001
-1,Rockford,34,42.100740000000002,-89.096249999999998,20,3,0.150000000000000,42.271394999999998,-89.093965999999995,North America,18.976900000000001,21.341400000000000,0.889200000000000,100.000000000000000,33,32,33,36,32400.000000000000000,-14.206014875699999
-1,Rockford,35,42.098260000000003,-89.096310000000003,20,4,0.200000000000000,42.271394999999998,-89.093965999999995,North America,19.252700000000001,21.341400000000000,0.902100000000000,100.000000000000000,34,33,34,35,31500.000000000000000,-15.296561414499999
-1,Rockford,36,42.092399999999998,-89.095540000000000,20,5,0.250000000000000,42.271394999999998,-89.093965999999995,North America,19.903800000000000,21.341400000000000,0.932600000000000,100.000000000000000,35,34,35,35,31500.000000000000000,-16.056370886400000
-1,Rockford,37,42.088720000000002,-89.095519999999993,20,1,0.050000000000000,42.271394999999998,-89.093965999999995,North America,20.312899999999999,21.341400000000000,0.951800000000000,100.000000000000000,36,35,36,35,31500.000000000000000,-16.817530412800000
-1,Rockford,38,42.085529999999999,-89.095420000000004,20,5,0.250000000000000,42.271394999999998,-89.093965999999995,North America,20.667600000000000,21.341400000000000,0.968400000000000,100.000000000000000,37,36,37,35,31500.000000000000000,-17.016897114100001
-1,Rockford,39,42.079470000000001,-89.095439999999996,20,0,0.000000000000000,42.271394999999998,-89.093965999999995,North America,21.341400000000000,21.341400000000000,1.000000000000000,100.000000000000000,38,37,38,36,32400.000000000000000,-16.493651277900000
-1,Rockford,40,42.095120000000001,-89.095590000000001,20,4,0.200000000000000,42.271394999999998,-89.093965999999995,North America,19.601299999999998,21.341400000000000,0.918500000000000,100.000000000000000,39,38,39,35,31500.000000000000000,-16.117696726300000
