OID,city,population,populati_1,populati_2,total_plan,numCyanoge,freqHCN,latitude_c,longitude_,continent,distance,max_dist,std_distan,Frankfurt_gcs_AI_annual_OID,Frankfurt_gcs_AI_annual_FID_,Frankfurt_gcs_AI_annual_COUNT,Frankfurt_gcs_AI_annual_AREA,Frankfurt_gcs_AI_annual_MEAN
-1,Frankfurt,11,50.123640000000002,8.693070000000001,20,7,0.350000000000000,50.110644000000001,8.682092000000001,Europe,1.643500000000000,17.040099999999999,0.096400000000000,8,10,1,0.000069444451688,0.803699970245000
-1,Frankfurt,12,50.130220000000001,8.689370000000000,16,6,0.375000000000000,50.110644000000001,8.682092000000001,Europe,2.237700000000000,17.040099999999999,0.131300000000000,9,11,1,0.000069444451688,0.815099954605000
-1,Frankfurt,13,50.133319999999998,8.693830000000000,20,2,0.100000000000000,50.110644000000001,8.682092000000001,Europe,2.656700000000000,17.040099999999999,0.155900000000000,10,12,1,0.000069444451688,0.817599952221000
-1,Frankfurt,14,50.137020000000000,8.694150000000000,20,7,0.350000000000000,50.110644000000001,8.682092000000001,Europe,3.056300000000000,17.040099999999999,0.179400000000000,11,13,1,0.000069444451688,0.830199956894000
-1,Frankfurt,15,50.143490000000000,8.694340000000000,17,4,0.235000000000000,50.110644000000001,8.682092000000001,Europe,3.755200000000000,17.040099999999999,0.220400000000000,12,14,1,0.000069444451688,0.836199998856000
-1,Frankfurt,16,50.145200000000003,8.697870000000000,15,0,0.000000000000000,50.110644000000001,8.682092000000001,Europe,4.003700000000000,17.040099999999999,0.235000000000000,,,,,
-1,Frankfurt,17,50.149189999999997,8.700659999999999,16,3,0.188000000000000,50.110644000000001,8.682092000000001,Europe,4.485800000000000,17.040099999999999,0.263200000000000,13,16,1,0.000069444451688,0.839499950409000
-1,Frankfurt,18,50.153660000000002,8.700360000000000,14,7,0.500000000000000,50.110644000000001,8.682092000000001,Europe,4.957200000000000,17.040099999999999,0.290900000000000,14,17,1,0.000069444451688,0.845200002193000
-1,Frankfurt,19,50.158580000000001,8.702030000000001,15,11,0.733000000000000,50.110644000000001,8.682092000000001,Europe,5.516400000000000,17.040099999999999,0.323700000000000,15,18,1,0.000069444451688,0.834499955177000
-1,Frankfurt,20,50.162810000000000,8.714639999999999,17,3,0.176000000000000,50.110644000000001,8.682092000000001,Europe,6.247200000000000,17.040099999999999,0.366600000000000,16,19,1,0.000069444451688,0.841699957848000
-1,Frankfurt,21,50.165939999999999,8.712630000000001,5,0,0.000000000000000,50.110644000000001,8.682092000000001,Europe,6.522500000000000,17.040099999999999,0.382800000000000,,,,,
-1,Frankfurt,22,50.171579999999999,8.708769999999999,15,5,0.333000000000000,50.110644000000001,8.682092000000001,Europe,7.037400000000000,17.040099999999999,0.413000000000000,17,21,1,0.000069444451688,0.842700004578000
-1,Frankfurt,23,50.177639999999997,8.707770000000000,11,4,0.364000000000000,50.110644000000001,8.682092000000001,Europe,7.671000000000000,17.040099999999999,0.450200000000000,18,22,1,0.000069444451688,0.803699970245000
-1,Frankfurt,24,50.179450000000003,8.706390000000001,15,3,0.200000000000000,50.110644000000001,8.682092000000001,Europe,7.844400000000000,17.040099999999999,0.460300000000000,,,,,
-1,Frankfurt,25,50.184030000000000,8.708010000000000,15,11,0.733000000000000,50.110644000000001,8.682092000000001,Europe,8.366500000000000,17.040099999999999,0.491000000000000,19,24,1,0.000069444451688,0.804699957371000
-1,Frankfurt,26,50.191339999999997,8.712100000000000,12,8,0.667000000000000,50.110644000000001,8.682092000000001,Europe,9.224200000000000,17.040099999999999,0.541300000000000,20,25,1,0.000069444451688,0.804899990559000
-1,Frankfurt,27,50.195950000000003,8.712460000000000,16,9,0.562000000000000,50.110644000000001,8.682092000000001,Europe,9.729200000000001,17.040099999999999,0.571000000000000,21,26,1,0.000069444451688,0.808399975300000
-1,Frankfurt,28,50.198090000000001,8.716980000000000,15,2,0.133000000000000,50.110644000000001,8.682092000000001,Europe,10.036199999999999,17.040099999999999,0.589000000000000,22,27,1,0.000069444451688,0.814199984074000
-1,Frankfurt,29,50.201999999999998,8.719170000000000,15,10,0.667000000000000,50.110644000000001,8.682092000000001,Europe,10.496100000000000,17.040099999999999,0.616000000000000,23,28,1,0.000069444451688,0.831599950790000
-1,Frankfurt,30,50.208840000000002,8.718620000000000,17,13,0.765000000000000,50.110644000000001,8.682092000000001,Europe,11.224700000000000,17.040099999999999,0.658700000000000,24,29,1,0.000069444451688,0.837699949741000
-1,Frankfurt,31,50.211520000000000,8.722849999999999,15,10,0.667000000000000,50.110644000000001,8.682092000000001,Europe,11.586600000000001,17.040099999999999,0.680000000000000,,,,,
-1,Frankfurt,32,50.215710000000001,8.721439999999999,14,3,0.214000000000000,50.110644000000001,8.682092000000001,Europe,12.014300000000000,17.040099999999999,0.705100000000000,,,,,
-1,Frankfurt,33,50.219510000000000,8.729880000000000,13,7,0.538000000000000,50.110644000000001,8.682092000000001,Europe,12.574800000000000,17.040099999999999,0.738000000000000,25,32,1,0.000069444451688,0.850799977779000
-1,Frankfurt,34,50.223460000000003,8.722210000000000,15,5,0.333000000000000,50.110644000000001,8.682092000000001,Europe,12.865900000000000,17.040099999999999,0.755000000000000,26,33,1,0.000069444451688,0.847000002861000
-1,Frankfurt,35,50.230080000000001,8.730910000000000,18,7,0.389000000000000,50.110644000000001,8.682092000000001,Europe,13.728300000000001,17.040099999999999,0.805600000000000,27,34,1,0.000069444451688,0.835199952126000
-1,Frankfurt,36,50.231630000000003,8.723800000000001,17,9,0.529000000000000,50.110644000000001,8.682092000000001,Europe,13.777100000000001,17.040099999999999,0.808500000000000,28,35,1,0.000069444451688,0.837499976158000
-1,Frankfurt,37,50.236379999999997,8.730060000000000,15,0,0.000000000000000,50.110644000000001,8.682092000000001,Europe,14.392500000000000,17.040099999999999,0.844600000000000,29,36,1,0.000069444451688,0.832699954510000
-1,Frankfurt,38,50.243800000000000,8.731420000000000,15,9,0.600000000000000,50.110644000000001,8.682092000000001,Europe,15.217200000000000,17.040099999999999,0.893000000000000,30,37,1,0.000069444451688,0.820800006390000
-1,Frankfurt,39,50.248559999999998,8.734680000000001,16,10,0.625000000000000,50.110644000000001,8.682092000000001,Europe,15.786099999999999,17.040099999999999,0.926400000000000,31,38,1,0.000069444451688,0.819700002670000
-1,Frankfurt,40,50.251269999999998,8.732450000000000,15,6,0.400000000000000,50.110644000000001,8.682092000000001,Europe,16.042800000000000,17.040099999999999,0.941500000000000,32,39,1,0.000069444451688,0.826599955559000
-1,Frankfurt,41,50.259549999999997,8.738640000000000,10,3,0.300000000000000,50.110644000000001,8.682092000000001,Europe,17.040099999999999,17.040099999999999,1.000000000000000,33,40,1,0.000069444451688,0.831200003624000
