OID,city,population,populati_1,populati_2,total_plan,numCyanoge,freqHCN,latitude_c,longitude_,continent,distance,max_dist,std_distan,BUFF_DIST,ORIG_FID,Quito_pcs__GMIS_OID,Quito_pcs__GMIS_FID_,Quito_pcs__GMIS_COUNT,Quito_pcs__GMIS_AREA,Quito_pcs__GMIS_MEAN
-1,Quito,25,-0.132660000000000,-78.497990000000001,20,0,0.000000000000000,-0.186867000000000,-78.479535999999996,South America,6.367300000000000,23.664700000000000,0.269100000000000,100.000000000000000,24,19,24,35,31500.000000000000000,67.599999999999994
-1,Quito,26,-0.145870000000000,-78.490819999999999,20,1,0.050000000000000,-0.186867000000000,-78.479535999999996,South America,4.728200000000000,23.664700000000000,0.199800000000000,100.000000000000000,25,20,25,35,31500.000000000000000,94.057142857100004
-1,Quito,27,-0.146860000000000,-78.484600000000000,19,0,0.000000000000000,-0.186867000000000,-78.479535999999996,South America,4.484100000000000,23.664700000000000,0.189500000000000,100.000000000000000,26,21,26,33,29700.000000000000000,18.727272727300001
-1,Quito,28,-0.157280000000000,-78.484719999999996,20,7,0.350000000000000,-0.186867000000000,-78.479535999999996,South America,3.340000000000000,23.664700000000000,0.141100000000000,100.000000000000000,27,22,27,35,31500.000000000000000,96.257142857100007
-1,Quito,29,-0.161080000000000,-78.479960000000005,20,3,0.150000000000000,-0.186867000000000,-78.479535999999996,South America,2.867800000000000,23.664700000000000,0.121200000000000,100.000000000000000,28,23,28,37,33300.000000000000000,65.459459459499996
-1,Quito,30,-0.166310000000000,-78.480040000000002,20,5,0.250000000000000,-0.186867000000000,-78.479535999999996,South America,2.286500000000000,23.664700000000000,0.096600000000000,100.000000000000000,29,24,29,32,28800.000000000000000,92.906250000000000
-1,Quito,31,-0.170610000000000,-78.482150000000004,20,0,0.000000000000000,-0.186867000000000,-78.479535999999996,South America,1.830900000000000,23.664700000000000,0.077400000000000,100.000000000000000,30,25,30,37,33300.000000000000000,68.243243243199998
-1,Quito,32,-0.177070000000000,-78.481930000000006,20,2,0.100000000000000,-0.186867000000000,-78.479535999999996,South America,1.121400000000000,23.664700000000000,0.047400000000000,100.000000000000000,31,26,31,35,31500.000000000000000,36.200000000000003
-1,Quito,33,-0.183230000000000,-78.483580000000003,20,1,0.050000000000000,-0.186867000000000,-78.479535999999996,South America,0.604800000000000,23.664700000000000,0.025600000000000,100.000000000000000,32,27,32,34,30600.000000000000000,4.529411764710000
-1,Quito,34,-0.188880000000000,-78.486490000000003,18,1,0.056000000000000,-0.186867000000000,-78.479535999999996,South America,0.805000000000000,23.664700000000000,0.034000000000000,100.000000000000000,33,28,33,32,28800.000000000000000,16.093750000000000
-1,Quito,35,-0.200600000000000,-78.494569999999996,18,1,0.056000000000000,-0.186867000000000,-78.479535999999996,South America,2.264200000000000,23.664700000000000,0.095700000000000,100.000000000000000,34,29,34,35,31500.000000000000000,77.685714285700001
-1,Quito,36,-0.208460000000000,-78.496639999999999,20,0,0.000000000000000,-0.186867000000000,-78.479535999999996,South America,3.063000000000000,23.664700000000000,0.129400000000000,100.000000000000000,35,30,35,35,31500.000000000000000,52.942857142900003
-1,Quito,37,-0.210380000000000,-78.500389999999996,20,1,0.050000000000000,-0.186867000000000,-78.479535999999996,South America,3.494700000000000,23.664700000000000,0.147700000000000,100.000000000000000,36,31,36,37,33300.000000000000000,64.297297297300005
-1,Quito,38,-0.213330000000000,-78.501990000000006,20,0,0.000000000000000,-0.186867000000000,-78.479535999999996,South America,3.859100000000000,23.664700000000000,0.163100000000000,100.000000000000000,37,32,37,34,30600.000000000000000,62.323529411800003
-1,Quito,39,-0.215800000000000,-78.503749999999997,18,0,0.000000000000000,-0.186867000000000,-78.479535999999996,South America,4.195200000000000,23.664700000000000,0.177300000000000,100.000000000000000,38,33,38,35,31500.000000000000000,77.714285714300004
-1,Quito,40,-0.228550000000000,-78.511200000000002,20,0,0.000000000000000,-0.186867000000000,-78.479535999999996,South America,5.820600000000000,23.664700000000000,0.246000000000000,100.000000000000000,39,34,39,36,32400.000000000000000,96.083333333300004
-1,Quito,41,-0.231350000000000,-78.519840000000002,20,0,0.000000000000000,-0.186867000000000,-78.479535999999996,South America,6.674600000000000,23.664700000000000,0.282000000000000,100.000000000000000,40,35,40,35,31500.000000000000000,4.657142857140000
