OID,city,population,populati_1,populati_2,total_plan,numCyanoge,freqHCN,latitude_c,longitude_,continent,distance,max_dist,std_distan,BUFF_DIST,ORIG_FID,Orangeville_pcs__GMIS_OID,Orangeville_pcs__GMIS_FID_,Orangeville_pcs__GMIS_COUNT,Orangeville_pcs__GMIS_AREA,Orangeville_pcs__GMIS_MEAN
-1,Orangeville,21,43.905174000000002,-80.150283000000002,NA,NA,0.150000000000000,43.919240000000002,-80.097409999999996,North America,4.514968333340000,6.634869742480000,0.680500000000000,100.000000000000000,20,20,20,35,31500.000000000000000,0.000000000000000
-1,Orangeville,22,43.901260999999998,-80.152942999999993,NA,NA,0.400000000000000,43.919240000000002,-80.097409999999996,North America,4.877190498760000,6.634869742480000,0.735100000000000,100.000000000000000,21,21,21,35,31500.000000000000000,5.028571428570000
-1,Orangeville,23,43.907007000000000,-80.155816999999999,NA,NA,0.550000000000000,43.919240000000002,-80.097409999999996,North America,4.872358006020000,6.634869742480000,0.734400000000000,100.000000000000000,22,22,22,35,31500.000000000000000,10.314285714300000
-1,Orangeville,24,43.907595999999998,-80.160728000000006,NA,NA,0.350000000000000,43.919240000000002,-80.097409999999996,North America,5.234648725040000,6.634869742480000,0.789000000000000,100.000000000000000,23,23,23,37,33300.000000000000000,0.000000000000000
-1,Orangeville,25,43.905498999999999,-80.162865999999994,NA,NA,0.400000000000000,43.919240000000002,-80.097409999999996,North America,5.461437782020000,6.634869742480000,0.823100000000000,100.000000000000000,24,24,24,35,31500.000000000000000,14.199999999999999
-1,Orangeville,26,43.904645000000002,-80.166585999999995,NA,NA,0.400000000000000,43.919240000000002,-80.097409999999996,North America,5.774139126710000,6.634869742480000,0.870300000000000,100.000000000000000,25,25,25,34,30600.000000000000000,6.823529411760000
-1,Orangeville,27,43.904100000000000,-80.169047000000006,NA,NA,0.500000000000000,43.919240000000002,-80.097409999999996,North America,5.980390642790000,6.634869742480000,0.901400000000000,100.000000000000000,26,26,26,37,33300.000000000000000,8.459459459460000
-1,Orangeville,28,43.903678999999997,-80.170767999999995,NA,NA,0.500000000000000,43.919240000000002,-80.097409999999996,North America,6.125878811310000,6.634869742480000,0.923300000000000,100.000000000000000,27,27,27,28,25200.000000000000000,6.178571428570000
-1,Orangeville,29,43.902650000000001,-80.176451000000000,NA,NA,0.450000000000000,43.919240000000002,-80.097409999999996,North America,6.594982792700000,6.634869742480000,0.994000000000000,100.000000000000000,28,28,28,35,31500.000000000000000,10.228571428600000
-1,Orangeville,30,43.901260999999998,-80.176384999999996,NA,NA,0.166666667000000,43.919240000000002,-80.097409999999996,North America,6.634869742480000,6.634869742480000,1.000000000000000,100.000000000000000,29,29,29,31,27900.000000000000000,0.000000000000000
