OID,city,population,populati_1,populati_2,total_plan,numCyanoge,freqHCN,latitude_c,longitude_,Country,continent,distance,max_dist,std_distan,BUFF_DIST,ORIG_FID,Newcastle_pcs__GMIS_OID,Newcastle_pcs__GMIS_FID_,Newcastle_pcs__GMIS_COUNT,Newcastle_pcs__GMIS_AREA,Newcastle_pcs__GMIS_MEAN
-1,Newcastle,15,-32.922490000000003,151.691399999999987,16,16,1.000000000000000,-32.928277999999999,151.781666999999999,Australia,Oceania,8.449600000000000,26.383400000000002,0.320300000000000,100.000000000000000,10,10,10,35,31500.000000000000000,26.600000000000001
-1,Newcastle,16,-32.920589999999997,151.692829999999987,16,4,0.250000000000000,-32.928277999999999,151.781666999999999,Australia,Oceania,8.335599999999999,26.383400000000002,0.315900000000000,100.000000000000000,11,11,11,32,28800.000000000000000,13.218750000000000
-1,Newcastle,17,-32.923830000000002,151.694029999999998,16,7,0.438000000000000,-32.928277999999999,151.781666999999999,Australia,Oceania,8.194500000000000,26.383400000000002,0.310600000000000,100.000000000000000,12,12,12,32,28800.000000000000000,55.812500000000000
-1,Newcastle,18,-32.901760000000003,151.691010000000006,16,2,0.125000000000000,-32.928277999999999,151.781666999999999,Australia,Oceania,8.961399999999999,26.383400000000002,0.339700000000000,100.000000000000000,13,13,13,37,33300.000000000000000,65.486486486499999
-1,Newcastle,19,-32.905960000000000,151.691210000000012,16,0,0.000000000000000,-32.928277999999999,151.781666999999999,Australia,Oceania,8.800700000000001,26.383400000000002,0.333600000000000,100.000000000000000,14,14,14,35,31500.000000000000000,26.542857142900001
-1,Newcastle,20,-32.899479999999997,151.699039999999997,16,7,0.438000000000000,-32.928277999999999,151.781666999999999,Australia,Oceania,8.351300000000000,26.383400000000002,0.316500000000000,100.000000000000000,15,15,15,37,33300.000000000000000,25.405405405400000
-1,Newcastle,21,-32.901580000000003,151.701799999999992,20,14,0.700000000000000,-32.928277999999999,151.781666999999999,Australia,Oceania,8.024600000000000,26.383400000000002,0.304200000000000,100.000000000000000,16,16,16,35,31500.000000000000000,35.742857142900000
-1,Newcastle,22,-32.896340000000002,151.714709999999997,20,3,0.150000000000000,-32.928277999999999,151.781666999999999,Australia,Oceania,7.188800000000000,26.383400000000002,0.272500000000000,100.000000000000000,17,17,17,34,30600.000000000000000,28.705882352900002
-1,Newcastle,23,-32.897309999999997,151.707120000000003,20,13,0.650000000000000,-32.928277999999999,151.781666999999999,Australia,Oceania,7.764200000000000,26.383400000000002,0.294300000000000,100.000000000000000,18,18,18,35,31500.000000000000000,37.885714285699997
-1,Newcastle,24,-32.897419999999997,151.699770000000001,20,7,0.350000000000000,-32.928277999999999,151.781666999999999,Australia,Oceania,8.379600000000000,26.383400000000002,0.317600000000000,100.000000000000000,19,19,19,36,32400.000000000000000,36.277777777799997
-1,Newcastle,25,-32.892919999999997,151.693970000000007,16,12,0.750000000000000,-32.928277999999999,151.781666999999999,Australia,Oceania,9.081700000000000,26.383400000000002,0.344200000000000,100.000000000000000,20,20,20,36,32400.000000000000000,24.611111111100001
-1,Newcastle,26,-32.875819999999997,151.701159999999987,16,11,0.688000000000000,-32.928277999999999,151.781666999999999,Australia,Oceania,9.513999999999999,26.383400000000002,0.360600000000000,100.000000000000000,21,21,21,32,28800.000000000000000,11.781250000000000
-1,Newcastle,27,-32.872019999999999,151.705540000000013,16,12,0.750000000000000,-32.928277999999999,151.781666999999999,Australia,Oceania,9.468200000000000,26.383400000000002,0.358900000000000,100.000000000000000,22,22,22,35,31500.000000000000000,48.228571428599999
-1,Newcastle,28,-32.864649999999997,151.706410000000005,16,4,0.250000000000000,-32.928277999999999,151.781666999999999,Australia,Oceania,9.971299999999999,26.383400000000002,0.377900000000000,100.000000000000000,23,23,23,36,32400.000000000000000,38.694444444399998
-1,Newcastle,29,-32.862879999999997,151.704839999999990,16,13,0.812000000000000,-32.928277999999999,151.781666999999999,Australia,Oceania,10.214399999999999,26.383400000000002,0.387200000000000,100.000000000000000,24,24,24,33,29700.000000000000000,14.878787878800001
-1,Newcastle,32,-32.846930000000000,151.693219999999997,16,6,0.375000000000000,-32.928277999999999,151.781666999999999,Australia,Oceania,12.248500000000000,26.383400000000002,0.464300000000000,100.000000000000000,26,25,26,35,31500.000000000000000,49.171428571400000
-1,Newcastle,33,-32.843440000000001,151.690769999999986,16,9,0.562000000000000,-32.928277999999999,151.781666999999999,Australia,Oceania,12.689800000000000,26.383400000000002,0.481000000000000,100.000000000000000,27,26,27,32,28800.000000000000000,22.562500000000000
-1,Newcastle,34,-32.831589999999998,151.685849999999988,16,13,0.812000000000000,-32.928277999999999,151.781666999999999,Australia,Oceania,13.987500000000001,26.383400000000002,0.530200000000000,100.000000000000000,28,27,28,35,31500.000000000000000,53.942857142900003
-1,Newcastle,35,-32.827840000000002,151.685390000000012,16,4,0.250000000000000,-32.928277999999999,151.781666999999999,Australia,Oceania,14.337500000000000,26.383400000000002,0.543400000000000,100.000000000000000,29,28,29,37,33300.000000000000000,73.432432432400006
-1,Newcastle,36,-32.809429999999999,151.664729999999992,16,3,0.188000000000000,-32.928277999999999,151.781666999999999,Australia,Oceania,17.143999999999998,26.383400000000002,0.649800000000000,100.000000000000000,30,29,30,35,31500.000000000000000,8.171428571430001
-1,Newcastle,37,-32.808650000000000,151.661069999999995,16,5,0.312000000000000,-32.928277999999999,151.781666999999999,Australia,Oceania,17.429900000000000,26.383400000000002,0.660600000000000,100.000000000000000,31,30,31,36,32400.000000000000000,27.027777777800001
-1,Newcastle,38,-32.806319999999999,151.655380000000008,16,3,0.188000000000000,-32.928277999999999,151.781666999999999,Australia,Oceania,17.972700000000000,26.383400000000002,0.681200000000000,100.000000000000000,32,31,32,32,28800.000000000000000,8.531250000000000
-1,Newcastle,39,-32.803649999999998,151.651859999999999,16,5,0.312000000000000,-32.928277999999999,151.781666999999999,Australia,Oceania,18.412700000000001,26.383400000000002,0.697900000000000,100.000000000000000,33,32,33,36,32400.000000000000000,25.555555555600002
-1,Newcastle,40,-32.801630000000003,151.648799999999994,16,11,0.688000000000000,-32.928277999999999,151.781666999999999,Australia,Oceania,18.770099999999999,26.383400000000002,0.711400000000000,100.000000000000000,34,33,34,32,28800.000000000000000,9.906250000000000
-1,Newcastle,41,-32.799280000000003,151.644540000000006,16,5,0.312000000000000,-32.928277999999999,151.781666999999999,Australia,Oceania,19.229700000000001,26.383400000000002,0.728900000000000,100.000000000000000,35,34,35,35,31500.000000000000000,23.114285714299999
-1,Newcastle,42,-32.793450000000000,151.638470000000012,16,4,0.250000000000000,-32.928277999999999,151.781666999999999,Australia,Oceania,20.091200000000001,26.383400000000002,0.761500000000000,100.000000000000000,36,35,36,35,31500.000000000000000,9.028571428570000
-1,Newcastle,43,-32.789189999999998,151.636359999999996,16,14,0.875000000000000,-32.928277999999999,151.781666999999999,Australia,Oceania,20.576799999999999,26.383400000000002,0.779900000000000,100.000000000000000,37,36,37,35,31500.000000000000000,67.400000000000006
-1,Newcastle,44,-32.784720000000000,151.634129999999999,16,5,0.312000000000000,-32.928277999999999,151.781666999999999,Australia,Oceania,21.088699999999999,26.383400000000002,0.799300000000000,100.000000000000000,38,37,38,36,32400.000000000000000,80.555555555599994
-1,Newcastle,45,-32.776380000000003,151.631990000000002,18,16,0.889000000000000,-32.928277999999999,151.781666999999999,Australia,Oceania,21.926400000000001,26.383400000000002,0.831100000000000,100.000000000000000,39,38,39,37,33300.000000000000000,12.810810810800000
-1,Newcastle,46,-32.768599999999999,151.631120000000010,18,17,0.944000000000000,-32.928277999999999,151.781666999999999,Australia,Oceania,22.650300000000001,26.383400000000002,0.858500000000000,100.000000000000000,40,39,40,37,33300.000000000000000,0.000000000000000
-1,Newcastle,47,-32.755899999999997,151.635979999999989,17,14,0.824000000000000,-32.928277999999999,151.781666999999999,Australia,Oceania,23.508299999999998,26.383400000000002,0.891000000000000,100.000000000000000,41,40,41,35,31500.000000000000000,0.000000000000000
-1,Newcastle,48,-32.737209999999997,151.642159999999990,17,15,0.882000000000000,-32.928277999999999,151.781666999999999,Australia,Oceania,24.925500000000000,26.383400000000002,0.944700000000000,100.000000000000000,42,41,42,34,30600.000000000000000,0.000000000000000
-1,Newcastle,49,-32.730670000000003,151.640230000000003,17,12,0.706000000000000,-32.928277999999999,151.781666999999999,Australia,Oceania,25.640899999999998,26.383400000000002,0.971900000000000,100.000000000000000,43,42,43,32,28800.000000000000000,0.000000000000000
-1,Newcastle,50,-32.724060000000001,151.637910000000005,18,13,0.722000000000000,-32.928277999999999,151.781666999999999,Australia,Oceania,26.383400000000002,26.383400000000002,1.000000000000000,100.000000000000000,44,43,44,35,31500.000000000000000,0.000000000000000
