OID,city,population,populati_1,populati_2,total_plan,numCyanoge,freqHCN,latitude_c,longitude_,Country,continent,distance,max_dist,std_distan,BUFF_DIST,ORIG_FID,Norfolk_pcs__GMIS_OID,Norfolk_pcs__GMIS_FID_,Norfolk_pcs__GMIS_COUNT,Norfolk_pcs__GMIS_AREA,Norfolk_pcs__GMIS_MEAN
-1,Norfolk,21,36.715957000000003,-76.238298999999998,14,5,0.357000000000000,36.845714000000001,-76.288634000000002,USA,North America,15.108700000000001,35.752899999999997,0,100.000000000000000,20,20,20,35,31500.000000000000000,90.200000000000003
-1,Norfolk,22,36.725735000000000,-76.242221000000001,14,6,0.429000000000000,36.845714000000001,-76.288634000000002,USA,North America,13.966699999999999,35.752899999999997,0,100.000000000000000,21,21,21,35,31500.000000000000000,90.885714285700004
-1,Norfolk,23,36.739235000000001,-76.241467000000000,15,5,0.333000000000000,36.845714000000001,-76.288634000000002,USA,North America,12.562799999999999,35.752899999999997,0,100.000000000000000,22,22,22,35,31500.000000000000000,57.171428571400000
-1,Norfolk,24,36.750321000000000,-76.245681000000005,15,3,0.200000000000000,36.845714000000001,-76.288634000000002,USA,North America,11.275600000000001,35.752899999999997,0,100.000000000000000,23,23,23,36,32400.000000000000000,51.527777777799997
-1,Norfolk,25,36.758378999999998,-76.248450000000005,15,5,0.333000000000000,36.845714000000001,-76.288634000000002,USA,North America,10.349299999999999,35.752899999999997,0,100.000000000000000,24,24,24,36,32400.000000000000000,39.083333333299997
-1,Norfolk,26,36.768737000000002,-76.251938999999993,15,6,0.400000000000000,36.845714000000001,-76.288634000000002,USA,North America,9.161700000000000,35.752899999999997,0,100.000000000000000,25,25,25,35,31500.000000000000000,75.685714285700001
-1,Norfolk,27,36.785235000000000,-76.258458000000005,11,3,0.273000000000000,36.845714000000001,-76.288634000000002,USA,North America,7.241600000000000,35.752899999999997,0,100.000000000000000,26,26,26,36,32400.000000000000000,73.916666666699996
-1,Norfolk,28,36.793588000000000,-76.260703000000007,15,11,0.733000000000000,36.845714000000001,-76.288634000000002,USA,North America,6.306900000000000,35.752899999999997,0,100.000000000000000,27,27,27,35,31500.000000000000000,35.314285714299999
-1,Norfolk,29,36.804583000000001,-76.262898000000007,15,7,0.467000000000000,36.845714000000001,-76.288634000000002,USA,North America,5.115200000000000,35.752899999999997,0,100.000000000000000,28,28,28,35,31500.000000000000000,31.571428571399998
-1,Norfolk,30,36.813868999999997,-76.263465999999994,15,5,0.333000000000000,36.845714000000001,-76.288634000000002,USA,North America,4.190000000000000,35.752899999999997,0,100.000000000000000,29,29,29,36,32400.000000000000000,34.722222222200003
-1,Norfolk,31,36.828899000000000,-76.260808999999995,15,4,0.267000000000000,36.845714000000001,-76.288634000000002,USA,North America,3.102900000000000,35.752899999999997,0,100.000000000000000,30,30,30,36,32400.000000000000000,58.222222222200003
-1,Norfolk,32,36.835780000000000,-76.263064999999997,15,1,0.067000000000000,36.845714000000001,-76.288634000000002,USA,North America,2.529300000000000,35.752899999999997,0,100.000000000000000,31,31,31,32,28800.000000000000000,73.781250000000000
-1,Norfolk,33,36.847040999999997,-76.271874999999994,15,3,0.200000000000000,36.845714000000001,-76.288634000000002,USA,North America,1.498600000000000,35.752899999999997,0,100.000000000000000,32,32,32,36,32400.000000000000000,73.583333333300004
-1,Norfolk,34,36.853597999999998,-76.278857000000002,15,4,0.267000000000000,36.845714000000001,-76.288634000000002,USA,North America,1.235100000000000,35.752899999999997,0,100.000000000000000,33,33,33,35,31500.000000000000000,87.914285714299993
-1,Norfolk,35,36.852333999999999,-76.285657000000000,14,1,0.071000000000000,36.845714000000001,-76.288634000000002,USA,North America,0.782300000000000,35.752899999999997,0,100.000000000000000,34,34,34,35,31500.000000000000000,81.542857142900004
-1,Norfolk,36,36.846924000000001,-76.285781000000000,15,5,0.333000000000000,36.845714000000001,-76.288634000000002,USA,North America,0.287300000000000,35.752899999999997,0,100.000000000000000,35,35,35,32,28800.000000000000000,73.250000000000000
-1,Norfolk,37,36.846860999999997,-76.294678000000005,9,2,0.222000000000000,36.845714000000001,-76.288634000000002,USA,North America,0.552700000000000,35.752899999999997,0,100.000000000000000,36,36,36,35,31500.000000000000000,76.200000000000003
-1,Norfolk,38,36.843603000000002,-76.288229000000001,15,0,0.000000000000000,36.845714000000001,-76.288634000000002,USA,North America,0.237500000000000,35.752899999999997,0,100.000000000000000,37,37,37,35,31500.000000000000000,78.685714285700001
-1,Norfolk,39,36.849063000000001,-76.290701999999996,15,3,0.200000000000000,36.845714000000001,-76.288634000000002,USA,North America,0.415400000000000,35.752899999999997,0,100.000000000000000,38,38,38,35,31500.000000000000000,99.057142857100004
-1,Norfolk,40,36.860801000000002,-76.285964000000007,15,1,0.067000000000000,36.845714000000001,-76.288634000000002,USA,North America,1.694300000000000,35.752899999999997,0,100.000000000000000,39,39,39,35,31500.000000000000000,66.599999999999994
