OID,city,population,populati_1,populati_2,total_plan,numCyanoge,freqHCN,latitude_c,longitude_,continent,distance,max_dist,std_distan,BUFF_DIST,ORIG_FID,Calgary_pcs__GMIS_OID,Calgary_pcs__GMIS_FID_,Calgary_pcs__GMIS_COUNT,Calgary_pcs__GMIS_AREA,Calgary_pcs__GMIS_MEAN
-1,Calgary,23,50.878059999999998,-114.086720000000000,18,3,0.167000000000000,51.047328999999998,-114.072387000000006,North America,18.848600000000001,35.048999999999999,0.537800000000000,100.000000000000000,22,22,22,35,31500.000000000000000,3.771428571430000
-1,Calgary,24,50.874580000000002,-114.034139999999994,14,1,0.071000000000000,51.047328999999998,-114.072387000000006,North America,19.394700000000000,35.048999999999999,0.553400000000000,100.000000000000000,23,23,23,36,32400.000000000000000,64.333333333300004
-1,Calgary,25,50.870469999999997,-114.032830000000004,20,1,0.050000000000000,51.047328999999998,-114.072387000000006,North America,19.859999999999999,35.048999999999999,0.566600000000000,100.000000000000000,24,24,24,35,31500.000000000000000,10.171428571400000
-1,Calgary,26,50.858840000000001,-114.023370000000000,10,0,0.000000000000000,51.047328999999998,-114.072387000000006,North America,21.238399999999999,35.048999999999999,0.606000000000000,100.000000000000000,25,25,25,35,31500.000000000000000,4.371428571430000
-1,Calgary,27,50.841549999999998,-114.013530000000003,20,0,0.000000000000000,51.047328999999998,-114.072387000000006,North America,23.250200000000000,35.048999999999999,0.663400000000000,100.000000000000000,26,26,26,36,32400.000000000000000,27.583333333300001
-1,Calgary,28,50.774740000000001,-113.975499999999997,12,4,0.333000000000000,51.047328999999998,-114.072387000000006,North America,31.062400000000000,35.048999999999999,0.886300000000000,100.000000000000000,27,27,27,36,32400.000000000000000,27.000000000000000
-1,Calgary,29,50.738849999999999,-113.969719999999995,10,5,0.500000000000000,51.047328999999998,-114.072387000000006,North America,35.048999999999999,35.048999999999999,1.000000000000000,100.000000000000000,28,28,28,32,28800.000000000000000,43.812500000000000
-1,Calgary,30,50.875860000000003,-113.980109999999996,10,0,0.000000000000000,51.047328999999998,-114.072387000000006,North America,20.132000000000001,35.048999999999999,0.574400000000000,100.000000000000000,29,29,29,36,32400.000000000000000,45.083333333299997
-1,Calgary,31,50.886600000000001,-113.951939999999993,8,3,0.375000000000000,51.047328999999998,-114.072387000000006,North America,19.762599999999999,35.048999999999999,0.563900000000000,100.000000000000000,30,30,30,35,31500.000000000000000,70.457142857099996
-1,Calgary,32,51.051879999999997,-114.053319999999999,12,0,0.000000000000000,51.047328999999998,-114.072387000000006,North America,1.425700000000000,35.048999999999999,0.040700000000000,100.000000000000000,31,31,31,32,28800.000000000000000,74.000000000000000
-1,Calgary,33,51.057369999999999,-114.071730000000002,10,0,0.000000000000000,51.047328999999998,-114.072387000000006,North America,1.117500000000000,35.048999999999999,0.031900000000000,100.000000000000000,32,32,32,35,31500.000000000000000,56.114285714300003
-1,Calgary,34,51.054949999999998,-114.079400000000007,9,2,0.222000000000000,51.047328999999998,-114.072387000000006,North America,0.979000000000000,35.048999999999999,0.027900000000000,100.000000000000000,33,33,33,35,31500.000000000000000,62.228571428599999
-1,Calgary,35,51.048900000000003,-114.095020000000005,20,4,0.200000000000000,51.047328999999998,-114.072387000000006,North America,1.591800000000000,35.048999999999999,0.045400000000000,100.000000000000000,34,34,34,32,28800.000000000000000,43.031250000000000
-1,Calgary,36,51.044379999999997,-114.103290000000001,19,5,0.263000000000000,51.047328999999998,-114.072387000000006,North America,2.185100000000000,35.048999999999999,0.062300000000000,100.000000000000000,35,35,35,37,33300.000000000000000,87.918918918900005
-1,Calgary,37,51.041139999999999,-114.088660000000004,20,0,0.000000000000000,51.047328999999998,-114.072387000000006,North America,1.329600000000000,35.048999999999999,0.037900000000000,100.000000000000000,36,36,36,32,28800.000000000000000,70.375000000000000
-1,Calgary,38,51.036929999999998,-114.084080000000000,10,3,0.300000000000000,51.047328999999998,-114.072387000000006,North America,1.416100000000000,35.048999999999999,0.040400000000000,100.000000000000000,37,37,37,35,31500.000000000000000,77.914285714299993
-1,Calgary,39,51.035260000000001,-114.077479999999994,20,1,0.050000000000000,51.047328999999998,-114.072387000000006,North America,1.388400000000000,35.048999999999999,0.039600000000000,100.000000000000000,38,38,38,33,29700.000000000000000,37.424242424200003
-1,Calgary,40,51.031370000000003,-114.078559999999996,10,0,0.000000000000000,51.047328999999998,-114.072387000000006,North America,1.826300000000000,35.048999999999999,0.052100000000000,100.000000000000000,39,39,39,35,31500.000000000000000,60.142857142899999
