OID,city,population,populati_1,populati_2,total_plan,numCyanoge,freqHCN,latitude_c,longitude_,continent,distance,max_dist,std_distan,BUFF_DIST,ORIG_FID,Reading_pcs__GMIS_OID,Reading_pcs__GMIS_FID_,Reading_pcs__GMIS_COUNT,Reading_pcs__GMIS_AREA,Reading_pcs__GMIS_MEAN
-1,Reading,17,51.431530000000002,-0.944950000000000,15,11,0.733000000000000,51.455039999999997,-0.969090000000000,Europe,3.103700000000000,9.240200000000000,0.335900000000000,100.000000000000000,16,16,16,36,32400.000000000000000,47.694444444399998
-1,Reading,18,51.429650000000002,-0.943310000000000,15,15,1.000000000000000,51.455039999999997,-0.969090000000000,Europe,3.341100000000000,9.240200000000000,0.361600000000000,100.000000000000000,17,17,17,36,32400.000000000000000,54.333333333299997
-1,Reading,19,51.427840000000003,-0.941120000000000,15,2,0.133000000000000,51.455039999999997,-0.969090000000000,Europe,3.592500000000000,9.240200000000000,0.388800000000000,100.000000000000000,18,18,18,34,30600.000000000000000,32.176470588199997
-1,Reading,20,51.425860000000000,-0.939150000000000,15,0,0.000000000000000,51.455039999999997,-0.969090000000000,Europe,3.851500000000000,9.240200000000000,0.416800000000000,100.000000000000000,19,19,19,33,29700.000000000000000,54.878787878799997
-1,Reading,21,51.424039999999998,-0.937470000000000,15,2,0.133000000000000,51.455039999999997,-0.969090000000000,Europe,4.084800000000000,9.240200000000000,0.442100000000000,100.000000000000000,20,20,20,32,28800.000000000000000,11.531250000000000
-1,Reading,22,51.422460000000001,-0.935940000000000,15,5,0.333000000000000,51.455039999999997,-0.969090000000000,Europe,4.290000000000000,9.240200000000000,0.464300000000000,100.000000000000000,21,21,21,35,31500.000000000000000,26.485714285699999
-1,Reading,23,51.420960000000001,-0.934530000000000,15,14,0.933000000000000,51.455039999999997,-0.969090000000000,Europe,4.483200000000000,9.240200000000000,0.485200000000000,100.000000000000000,22,22,22,33,29700.000000000000000,58.939393939399999
-1,Reading,24,51.419629999999998,-0.932570000000000,15,13,0.867000000000000,51.455039999999997,-0.969090000000000,Europe,4.680900000000000,9.240200000000000,0.506600000000000,100.000000000000000,23,23,23,32,28800.000000000000000,36.937500000000000
-1,Reading,25,51.418010000000002,-0.933470000000000,15,10,0.667000000000000,51.455039999999997,-0.969090000000000,Europe,4.801100000000000,9.240200000000000,0.519600000000000,100.000000000000000,24,24,24,32,28800.000000000000000,20.718750000000000
-1,Reading,26,51.416089999999997,-0.933450000000000,15,0,0.000000000000000,51.455039999999997,-0.969090000000000,Europe,4.986100000000000,9.240200000000000,0.539600000000000,100.000000000000000,25,25,25,33,29700.000000000000000,9.333333333330000
-1,Reading,27,51.414140000000003,-0.932480000000000,15,15,1.000000000000000,51.455039999999997,-0.969090000000000,Europe,5.208000000000000,9.240200000000000,0.563600000000000,100.000000000000000,26,26,26,36,32400.000000000000000,0.000000000000000
-1,Reading,28,51.411690000000000,-0.931840000000000,15,13,0.867000000000000,51.455039999999997,-0.969090000000000,Europe,5.468400000000000,9.240200000000000,0.591800000000000,100.000000000000000,27,27,27,34,30600.000000000000000,0.000000000000000
-1,Reading,29,51.409739999999999,-0.929370000000000,15,5,0.333000000000000,51.455039999999997,-0.969090000000000,Europe,5.740600000000000,9.240200000000000,0.621300000000000,100.000000000000000,28,28,28,35,31500.000000000000000,0.000000000000000
-1,Reading,30,51.408420000000000,-0.925440000000000,15,15,1.000000000000000,51.455039999999997,-0.969090000000000,Europe,6.002500000000000,9.240200000000000,0.649600000000000,100.000000000000000,29,29,29,36,32400.000000000000000,0.000000000000000
-1,Reading,31,51.406320000000001,-0.923100000000000,15,15,1.000000000000000,51.455039999999997,-0.969090000000000,Europe,6.286000000000000,9.240200000000000,0.680300000000000,100.000000000000000,30,30,30,35,31500.000000000000000,0.000000000000000
-1,Reading,32,51.404220000000002,-0.920870000000000,15,3,0.200000000000000,51.455039999999997,-0.969090000000000,Europe,6.565700000000000,9.240200000000000,0.710600000000000,100.000000000000000,31,31,31,35,31500.000000000000000,0.000000000000000
-1,Reading,33,51.403219999999997,-0.917050000000000,15,5,0.333000000000000,51.455039999999997,-0.969090000000000,Europe,6.798400000000000,9.240200000000000,0.735700000000000,100.000000000000000,32,32,32,36,32400.000000000000000,0.000000000000000
-1,Reading,34,51.400730000000003,-0.915810000000000,15,15,1.000000000000000,51.455039999999997,-0.969090000000000,Europe,7.079200000000000,9.240200000000000,0.766100000000000,100.000000000000000,33,33,33,35,31500.000000000000000,3.000000000000000
-1,Reading,35,51.399360000000001,-0.911430000000000,15,3,0.200000000000000,51.455039999999997,-0.969090000000000,Europe,7.369800000000000,9.240200000000000,0.797600000000000,100.000000000000000,34,34,34,36,32400.000000000000000,1.250000000000000
-1,Reading,36,51.398099999999999,-0.908940000000000,15,10,0.667000000000000,51.455039999999997,-0.969090000000000,Europe,7.581500000000000,9.240200000000000,0.820500000000000,100.000000000000000,35,35,35,32,28800.000000000000000,1.687500000000000
-1,Reading,37,51.395910000000001,-0.910570000000000,15,15,1.000000000000000,51.455039999999997,-0.969090000000000,Europe,7.726100000000000,9.240200000000000,0.836100000000000,100.000000000000000,36,36,36,35,31500.000000000000000,0.000000000000000
-1,Reading,38,51.392940000000003,-0.905080000000000,15,15,1.000000000000000,51.455039999999997,-0.969090000000000,Europe,8.208500000000001,9.240200000000000,0.888300000000000,100.000000000000000,37,37,37,36,32400.000000000000000,14.666666666699999
-1,Reading,39,51.391210000000001,-0.903510000000000,15,6,0.400000000000000,51.455039999999997,-0.969090000000000,Europe,8.429200000000000,9.240200000000000,0.912200000000000,100.000000000000000,38,38,38,36,32400.000000000000000,5.750000000000000
-1,Reading,40,51.389330000000001,-0.904010000000000,15,11,0.733000000000000,51.455039999999997,-0.969090000000000,Europe,8.587800000000000,9.240200000000000,0.929400000000000,100.000000000000000,39,39,39,37,33300.000000000000000,16.810810810800000
-1,Reading,41,51.387279999999997,-0.905810000000000,15,9,0.600000000000000,51.455039999999997,-0.969090000000000,Europe,8.719099999999999,9.240200000000000,0.943600000000000,100.000000000000000,40,40,40,36,32400.000000000000000,5.750000000000000
-1,Reading,42,51.385500000000000,-0.907680000000000,15,15,1.000000000000000,51.455039999999997,-0.969090000000000,Europe,8.827500000000001,9.240200000000000,0.955300000000000,100.000000000000000,41,41,41,35,31500.000000000000000,19.485714285699999
-1,Reading,43,51.381160000000001,-0.908090000000000,15,15,1.000000000000000,51.455039999999997,-0.969090000000000,Europe,9.240200000000000,9.240200000000000,1.000000000000000,100.000000000000000,42,42,42,35,31500.000000000000000,4.200000000000000
