OID,city,population,populati_1,populati_2,total_plan,numCyanoge,freqHCN,latitude_c,longitude_,continent,distance,max_dist,std_distan,BUFF_DIST,ORIG_FID,Albuquerque_pcs__GMIS_OID,Albuquerque_pcs__GMIS_FID_,Albuquerque_pcs__GMIS_COUNT,Albuquerque_pcs__GMIS_AREA,Albuquerque_pcs__GMIS_MEAN
-1,Albuquerque,16,35.139000000000003,-106.655000000000001,20,4,0.200000000000000,35.084384999999997,-106.650420999999994,North America,6.087200000000000,19.152300000000000,0.317800000000000,100.000000000000000,15,15,15,37,33300.000000000000000,37.810810810800000
-1,Albuquerque,17,35.185000000000002,-106.694999999999993,20,5,0.250000000000000,35.084384999999997,-106.650420999999994,North America,11.899699999999999,19.152300000000000,0.621300000000000,100.000000000000000,16,16,16,36,32400.000000000000000,29.500000000000000
-1,Albuquerque,18,35.151000000000003,-106.742000000000004,20,1,0.050000000000000,35.084384999999997,-106.650420999999994,North America,11.146699999999999,19.152300000000000,0.582000000000000,100.000000000000000,17,17,17,36,32400.000000000000000,0.000000000000000
-1,Albuquerque,19,35.192000000000000,-106.742000000000004,20,2,0.100000000000000,35.084384999999997,-106.650420999999994,North America,14.578600000000000,19.152300000000000,0.761200000000000,100.000000000000000,18,18,18,36,32400.000000000000000,74.666666666699996
-1,Albuquerque,20,35.192000000000000,-106.730000000000004,20,3,0.150000000000000,35.084384999999997,-106.650420999999994,North America,13.984100000000000,19.152300000000000,0.730200000000000,100.000000000000000,19,19,19,36,32400.000000000000000,73.666666666699996
-1,Albuquerque,21,35.195000000000000,-106.727000000000004,20,4,0.200000000000000,35.084384999999997,-106.650420999999994,North America,14.134100000000000,19.152300000000000,0.738000000000000,100.000000000000000,20,20,20,35,31500.000000000000000,60.799999999999997
-1,Albuquerque,22,35.198000000000000,-106.733999999999995,20,1,0.050000000000000,35.084384999999997,-106.650420999999994,North America,14.743100000000000,19.152300000000000,0.769800000000000,100.000000000000000,21,21,21,36,32400.000000000000000,66.805555555599994
-1,Albuquerque,23,35.198000000000000,-106.740600000000001,20,2,0.100000000000000,35.084384999999997,-106.650420999999994,North America,15.061199999999999,19.152300000000000,0.786400000000000,100.000000000000000,22,22,22,35,31500.000000000000000,95.514285714300001
-1,Albuquerque,24,35.244000000000000,-106.729600000000005,20,6,0.300000000000000,35.084384999999997,-106.650420999999994,North America,19.152300000000000,19.152300000000000,1.000000000000000,100.000000000000000,23,23,23,37,33300.000000000000000,45.783783783799997
-1,Albuquerque,25,35.240000000000002,-106.727999999999994,20,2,0.100000000000000,35.084384999999997,-106.650420999999994,North America,18.685500000000001,19.152300000000000,0.975600000000000,100.000000000000000,24,24,24,36,32400.000000000000000,59.527777777799997
-1,Albuquerque,26,35.231000000000002,-106.688999999999993,20,6,0.300000000000000,35.084384999999997,-106.650420999999994,North America,16.675799999999999,19.152300000000000,0.870700000000000,100.000000000000000,25,25,25,36,32400.000000000000000,50.111111111100001
-1,Albuquerque,27,35.215000000000003,-106.683999999999997,20,1,0.050000000000000,35.084384999999997,-106.650420999999994,North America,14.841100000000001,19.152300000000000,0.774900000000000,100.000000000000000,26,26,26,32,28800.000000000000000,40.250000000000000
-1,Albuquerque,28,35.216600000000000,-106.697999999999993,20,4,0.200000000000000,35.084384999999997,-106.650420999999994,North America,15.324800000000000,19.152300000000000,0.800200000000000,100.000000000000000,27,27,27,35,31500.000000000000000,79.028571428600003
-1,Albuquerque,29,35.207999999999998,-106.733000000000004,20,6,0.300000000000000,35.084384999999997,-106.650420999999994,North America,15.662400000000000,19.152300000000000,0.817800000000000,100.000000000000000,28,28,28,35,31500.000000000000000,28.800000000000001
-1,Albuquerque,30,35.207000000000001,-106.736000000000004,20,3,0.150000000000000,35.084384999999997,-106.650420999999994,North America,15.698300000000000,19.152300000000000,0.819700000000000,100.000000000000000,29,29,29,34,30600.000000000000000,6.852941176470000
-1,Albuquerque,31,35.206000000000003,-106.721999999999994,20,3,0.150000000000000,35.084384999999997,-106.650420999999994,North America,15.007600000000000,19.152300000000000,0.783600000000000,100.000000000000000,30,30,30,36,32400.000000000000000,51.638888888899999
-1,Albuquerque,32,35.189999999999998,-106.713999999999999,20,4,0.200000000000000,35.084384999999997,-106.650420999999994,North America,13.089800000000000,19.152300000000000,0.683500000000000,100.000000000000000,31,31,31,36,32400.000000000000000,31.055555555600002
-1,Albuquerque,33,35.179000000000002,-106.732600000000005,20,5,0.250000000000000,35.084384999999997,-106.650420999999994,North America,12.904800000000000,19.152300000000000,0.673800000000000,100.000000000000000,32,32,32,36,32400.000000000000000,46.416666666700003
-1,Albuquerque,34,35.177000000000000,-106.731499999999997,20,10,0.500000000000000,35.084384999999997,-106.650420999999994,North America,12.665699999999999,19.152300000000000,0.661300000000000,100.000000000000000,33,33,33,35,31500.000000000000000,59.342857142900002
-1,Albuquerque,35,35.168999999999997,-106.700999999999993,12,0,0.000000000000000,35.084384999999997,-106.650420999999994,North America,10.473000000000001,19.152300000000000,0.546800000000000,100.000000000000000,34,34,34,35,31500.000000000000000,83.742857142899993
-1,Albuquerque,36,35.192999999999998,-106.719600000000000,20,4,0.200000000000000,35.084384999999997,-106.650420999999994,North America,13.617500000000000,19.152300000000000,0.711000000000000,100.000000000000000,35,35,35,37,33300.000000000000000,36.945945945900000
-1,Albuquerque,37,35.195999999999998,-106.710700000000003,20,4,0.200000000000000,35.084384999999997,-106.650420999999994,North America,13.567500000000001,19.152300000000000,0.708400000000000,100.000000000000000,36,36,36,32,28800.000000000000000,35.437500000000000
-1,Albuquerque,38,35.133000000000003,-106.710499999999996,20,2,0.100000000000000,35.084384999999997,-106.650420999999994,North America,7.686900000000000,19.152300000000000,0.401400000000000,100.000000000000000,37,37,37,35,31500.000000000000000,56.257142857100000
-1,Albuquerque,39,35.137000000000000,-106.692999999999998,20,2,0.100000000000000,35.084384999999997,-106.650420999999994,North America,7.016400000000000,19.152300000000000,0.366300000000000,100.000000000000000,38,38,38,32,28800.000000000000000,39.406250000000000
-1,Albuquerque,40,35.148000000000003,-106.715000000000003,20,1,0.050000000000000,35.084384999999997,-106.650420999999994,North America,9.194500000000000,19.152300000000000,0.480100000000000,100.000000000000000,39,39,39,35,31500.000000000000000,58.028571428600003
