OID,city,population,populati_1,populati_2,total_plan,numCyanoge,freqHCN,latitude_c,longitude_,continent,distance,max_dist,std_distan,BUFF_DIST,ORIG_FID,La_Verne_pcs__GMIS_OID,La_Verne_pcs__GMIS_FID_,La_Verne_pcs__GMIS_COUNT,La_Verne_pcs__GMIS_AREA,La_Verne_pcs__GMIS_MEAN
-1,La_Verne,30,34.128410000000002,-117.724639999999994,15,1,0.067000000000000,34.100842999999998,-117.767836000000003,North America,5.020900000000000,6.107700000000000,0.822100000000000,100.000000000000000,29,29,29,16,14400.000000000000000,37.312500000000000
-1,La_Verne,31,34.128270000000001,-117.719719999999995,15,0,0.000000000000000,34.100842999999998,-117.767836000000003,North America,5.377900000000000,6.107700000000000,0.880500000000000,100.000000000000000,30,30,30,36,32400.000000000000000,46.777777777799997
-1,La_Verne,32,34.128210000000003,-117.719220000000007,15,7,0.467000000000000,34.100842999999998,-117.767836000000003,North America,5.412100000000000,6.107700000000000,0.886100000000000,100.000000000000000,31,31,31,11,9900.000000000000000,22.545454545500000
-1,La_Verne,33,34.128140000000002,-117.718680000000006,15,3,0.200000000000000,34.100842999999998,-117.767836000000003,North America,5.449000000000000,6.107700000000000,0.892200000000000,100.000000000000000,32,32,32,8,7200.000000000000000,27.250000000000000
-1,La_Verne,34,34.127980000000001,-117.718230000000005,15,1,0.067000000000000,34.100842999999998,-117.767836000000003,North America,5.473600000000000,6.107700000000000,0.896200000000000,100.000000000000000,33,33,33,13,11700.000000000000000,46.923076923099998
-1,La_Verne,35,34.128390000000003,-117.716930000000005,15,2,0.133000000000000,34.100842999999998,-117.767836000000003,North America,5.598700000000000,6.107700000000000,0.916700000000000,100.000000000000000,34,34,34,27,24300.000000000000000,50.925925925900003
-1,La_Verne,36,34.128579999999999,-117.716840000000005,15,1,0.067000000000000,34.100842999999998,-117.767836000000003,North America,5.617200000000000,6.107700000000000,0.919700000000000,100.000000000000000,35,35,35,5,4500.000000000000000,57.399999999999999
-1,La_Verne,37,34.132100000000001,-117.713279999999997,15,0,0.000000000000000,34.100842999999998,-117.767836000000003,North America,6.107700000000000,6.107700000000000,1.000000000000000,100.000000000000000,36,36,36,35,31500.000000000000000,41.342857142900002
-1,La_Verne,38,34.131419999999999,-117.712770000000006,15,6,0.400000000000000,34.100842999999998,-117.767836000000003,North America,6.103900000000000,6.107700000000000,0.999400000000000,100.000000000000000,37,37,37,20,18000.000000000000000,43.850000000000001
-1,La_Verne,39,34.130940000000002,-117.713359999999994,15,3,0.200000000000000,34.100842999999998,-117.767836000000003,North America,6.029100000000000,6.107700000000000,0.987100000000000,100.000000000000000,38,38,38,15,13500.000000000000000,65.000000000000000
-1,La_Verne,40,34.131520000000002,-117.713620000000006,15,1,0.067000000000000,34.100842999999998,-117.767836000000003,North America,6.045400000000000,6.107700000000000,0.989800000000000,100.000000000000000,39,39,39,5,4500.000000000000000,61.000000000000000
