Sample Results,,,,,,,,,,,,,
,,,,,,,,,,,,,
Sample Read#,Well ID,Name,Location,260 Raw,280 Raw,230 Raw,320 Raw,260,280,230,260/280,260/230,ng/µL
1,SPL19,Tor97.19,C5,0.46,0.384,0.562,0.245,0.247,0.16,0.318,1.538,0.775,246.54
1,SPL20,Tor97.20,D5,0.262,0.202,0.332,0.134,0.145,0.077,0.179,1.873,0.81,144.87
1,SPL21,Tor98.1,E5,0.147,0.133,0.196,0.106,0.042,0.028,0.052,1.506,0.818,42.443
1,SPL22,Tor98.3,F5,0.262,0.205,0.3,0.127,0.155,0.09,0.151,1.716,1.02,154.556
1,SPL23,Tor98.4,G5,0.245,0.183,0.283,0.108,0.156,0.085,0.153,1.834,1.02,156.243
1,SPL24,Tor98.5,H5,0.181,0.134,0.228,0.074,0.121,0.067,0.125,1.795,0.967,120.808
1,SPL25,Tor98.6,A6,0.241,0.207,0.371,0.146,0.105,0.068,0.207,1.532,0.507,104.792
1,SPL26,Tor98.7,B6,0.15,0.122,0.216,0.082,0.074,0.044,0.105,1.665,0.707,74.061
1,SPL27,Tor98.10,C6,0.19,0.134,0.213,0.071,0.135,0.072,0.114,1.878,1.179,134.765
1,SPL28,Tor98.11,D6,0.548,0.491,0.707,0.352,0.227,0.163,0.367,1.398,0.619,227.434
1,SPL29,Tor98.12,E6,0.291,0.235,0.352,0.149,0.164,0.099,0.189,1.646,0.867,163.658
1,SPL30,Tor98.14,F6,0.195,0.159,0.257,0.108,0.097,0.058,0.123,1.677,0.791,96.931
1,SPL31,Tor98.15,G6,0.439,0.31,0.443,0.15,0.34,0.188,0.296,1.812,1.149,339.986
1,SPL32,Tor98.16,H6,0.168,0.126,0.194,0.078,0.102,0.054,0.083,1.875,1.23,102.004
1,SPL33,Tor98.18,A8,0.176,0.127,0.24,0.074,0.113,0.06,0.138,1.882,0.82,113.053
1,SPL34,Tor98.19,B8,0.211,0.154,0.245,0.091,0.131,0.068,0.122,1.92,1.079,131.151
1,SPL35,Tor99.1,C8,0.323,0.228,0.353,0.12,0.226,0.121,0.215,1.868,1.053,226.307
1,SPL36,Tor99.2,D8,0.349,0.221,0.292,0.093,0.284,0.142,0.175,1.997,1.627,284.412
1,SPL37,Tor99.3,E8,0.205,0.142,0.219,0.076,0.141,0.072,0.11,1.967,1.281,140.738
1,SPL38,Tor99.4,F8,0.451,0.277,0.368,0.105,0.384,0.191,0.244,2.011,1.573,383.768
1,SPL39,Tor99.5,G8,0.472,0.38,0.565,0.233,0.262,0.162,0.325,1.62,0.808,262.339
1,SPL40,Tor99.6,H8,0.609,0.421,0.549,0.202,0.453,0.245,0.338,1.851,1.339,453.287
1,SPL41,Tor99.7,A9,0.287,0.205,0.325,0.104,0.206,0.114,0.202,1.805,1.017,205.753
1,SPL42,Tor99.8,B9,0.189,0.136,0.224,0.068,0.132,0.074,0.13,1.785,1.012,131.952
1,SPL43,Tor99.9,C9,0.316,0.192,0.276,0.079,0.265,0.127,0.174,2.09,1.527,265.418
1,SPL44,Tor99.10,D9,0.205,0.131,0.204,0.062,0.158,0.077,0.11,2.066,1.435,158.232
1,SPL45,Tor99.11,E9,0.212,0.183,0.285,0.156,0.06,0.029,0.096,2.092,0.623,59.863
1,SPL46,Tor99.12,F9,0.545,0.41,0.566,0.252,0.324,0.175,0.303,1.856,1.07,324.183
1,SPL47,Tor99.13,G9,0.211,0.137,0.201,0.065,0.161,0.079,0.103,2.037,1.569,161.43
1,SPL48,Tor99.14,H9,0.199,0.148,0.235,0.092,0.116,0.062,0.11,1.891,1.061,116.488
2,SPL1,Tor99.15,A2,0.905,0.579,0.713,0.126,0.865,0.504,0.6,1.718,1.442,865.385
2,SPL2,Tor99.16,B2,0.326,0.222,0.339,0.094,0.254,0.14,0.219,1.815,1.161,254.349
2,SPL3,Tor99.17,C2,0.763,0.492,0.615,0.168,0.654,0.356,0.441,1.839,1.483,653.735
2,SPL4,Tor99.18,D2,0.348,0.293,0.469,0.192,0.168,0.109,0.253,1.542,0.664,167.775
2,SPL5,Tor99.19,E2,0.331,0.204,0.292,0.071,0.283,0.146,0.191,1.944,1.481,282.912
2,SPL6,Tor100.1,F2,0.165,0.114,0.176,0.052,0.119,0.066,0.083,1.814,1.447,119.474
2,SPL7,Tor100.2,G2,0.157,0.118,0.219,0.069,0.092,0.051,0.11,1.804,0.836,92.242
2,SPL8,Tor100.3,H2,0.198,0.136,0.214,0.065,0.141,0.075,0.108,1.881,1.31,141.391
2,SPL9,Tor100.4,A3,0.313,0.245,0.402,0.146,0.185,0.11,0.236,1.685,0.782,184.736
2,SPL10,Tor100.5,B3,0.251,0.187,0.298,0.102,0.163,0.093,0.167,1.748,0.975,162.896
2,SPL11,Tor100.6,C3,0.31,0.19,0.287,0.064,0.272,0.14,0.196,1.945,1.387,271.961
2,SPL12,Tor100.7,D3,0.162,0.119,0.211,0.067,0.102,0.056,0.107,1.823,0.946,101.661
2,SPL13,Tor100.8,E3,0.362,0.226,0.306,0.08,0.311,0.162,0.2,1.924,1.551,310.835
2,SPL14,Tor100.9,F3,0.41,0.276,0.396,0.122,0.31,0.165,0.249,1.881,1.247,310.138
2,SPL15,Tor100.10,G3,0.347,0.208,0.295,0.063,0.31,0.157,0.202,1.968,1.535,309.645
2,SPL16,Tor100.11,H3,0.204,0.141,0.243,0.068,0.147,0.078,0.141,1.877,1.045,146.973
2,SPL17,Tor100.12,A5,0.129,0.093,0.173,0.055,0.08,0.042,0.081,1.925,0.983,80.042
2,SPL18,Tor100.13,B5,0.31,0.195,0.269,0.077,0.265,0.134,0.168,1.976,1.572,264.898
2,SPL19,Tor100.14,C5,0.256,0.17,0.28,0.087,0.192,0.094,0.171,2.034,1.12,192.001
2,SPL20,Tor100.15,D5,0.242,0.161,0.227,0.072,0.193,0.101,0.127,1.923,1.522,193.473
2,SPL21,Tor100.16,E5,0.295,0.181,0.255,0.066,0.265,0.133,0.17,1.995,1.562,265.032
2,SPL22,Tor100.17,F5,0.16,0.113,0.196,0.064,0.108,0.056,0.103,1.928,1.048,108.166
2,SPL23,Tor100.18,G5,0.229,0.148,0.223,0.065,0.189,0.095,0.134,1.98,1.411,189.055
2,SPL24,Tor100.19,H5,0.134,0.097,0.166,0.056,0.086,0.045,0.073,1.914,1.181,86.325
2,SPL25,Tor100.20,A6,0.174,0.119,0.204,0.059,0.128,0.066,0.113,1.94,1.137,128.402
2,SPL26,Tor101.1,B6,0.212,0.138,0.21,0.064,0.168,0.085,0.118,1.993,1.422,168.427
2,SPL27,Tor101.2,C6,0.162,0.114,0.208,0.063,0.112,0.058,0.119,1.929,0.945,112.226
2,SPL28,Tor101.3,D6,0.288,0.201,0.319,0.104,0.214,0.113,0.202,1.894,1.056,213.575
2,SPL29,Tor101.4,E6,0.322,0.193,0.286,0.066,0.298,0.148,0.208,2.023,1.432,298.337
2,SPL30,Tor101.5,F6,0.334,0.24,0.363,0.131,0.236,0.127,0.222,1.854,1.063,236.441
2,SPL31,Tor101.6,G6,0.264,0.173,0.258,0.081,0.213,0.107,0.157,1.982,1.356,212.715
2,SPL32,Tor101.7,H6,0.276,0.165,0.225,0.054,0.259,0.129,0.148,1.999,1.742,258.53
2,SPL33,Tor101.8,A8,0.218,0.153,0.234,0.087,0.147,0.075,0.117,1.955,1.26,147.072
2,SPL34,Tor101.9,B8,0.224,0.159,0.261,0.09,0.148,0.075,0.141,1.974,1.05,147.974
2,SPL35,Tor101.10,C8,0.311,0.256,0.407,0.163,0.164,0.104,0.227,1.578,0.721,163.736
2,SPL36,Tor101.11,D8,0.196,0.134,0.228,0.069,0.136,0.07,0.129,1.953,1.056,136.395
2,SPL37,Tor101.12,E8,0.379,0.223,0.351,0.072,0.343,0.169,0.264,2.033,1.298,343.184
2,SPL38,Tor101.13,F8,0.243,0.155,0.245,0.066,0.194,0.097,0.149,1.992,1.302,194.132
2,SPL39,Tor101.14,G8,0.215,0.136,0.211,0.058,0.17,0.085,0.124,2.004,1.371,170.047
2,SPL40,Tor101.15,H8,0.426,0.241,0.297,0.063,0.405,0.198,0.21,2.044,1.925,404.548
2,SPL41,Tor101.16,A9,0.223,0.135,0.191,0.053,0.192,0.093,0.107,2.071,1.797,191.951
2,SPL42,Tor101.17,B9,0.201,0.127,0.192,0.056,0.16,0.078,0.108,2.042,1.484,159.648
2,SPL43,Tor101.18,C9,0.365,0.295,0.441,0.189,0.197,0.119,0.237,1.646,0.828,196.665
2,SPL44,Tor101.19,D9,0.189,0.129,0.207,0.067,0.134,0.068,0.108,1.957,1.235,133.959
2,SPL45,Tor101.20,E9,0.215,0.145,0.238,0.074,0.156,0.079,0.135,1.975,1.15,155.644
2,SPL46,NA1,F9,0.049,0.045,0.099,0.04,0.002,0,0.013,-18,0.155,2.042
2,SPL47,NA2,G9,0.045,0.042,0.086,0.039,0.003,0.002,0.002,1.643,1.643,2.618
2,SPL48,NA3,H9,0.048,0.046,0.088,0.042,0.002,0.002,-0.001,0.889,-2.286,1.822
,,Yellow background indicates a high reference wavelength read,,,,,,,,,,,
