Sample Results,,,,,,,,,,,,,
,,,,,,,,,,,,,
Sample Read#,Well ID,Name,Location,260 Raw,280 Raw,230 Raw,320 Raw,260,280,230,260/280,260/230,ng/µL
1,SPL22,Tor53.2,F5,0.061,0.053,0.147,0.042,0.016,0.01,0.036,1.704,0.451,16.331
1,SPL23,Tor53.3,G5,0.054,0.049,0.141,0.042,0.009,0.006,0.029,1.471,0.311,8.884
1,SPL24,Tor53.4,H5,0.053,0.047,0.135,0.041,0.008,0.005,0.017,1.744,0.472,8.03
1,SPL25,Tor53.5,A6,0.145,0.111,0.27,0.073,0.078,0.041,0.14,1.909,0.557,77.925
1,SPL26,Tor53.6,B6,0.167,0.139,0.332,0.095,0.078,0.048,0.19,1.617,0.412,78.404
1,SPL27,Tor53.7,C6,0.168,0.133,0.298,0.083,0.091,0.056,0.167,1.633,0.545,90.984
1,SPL28,Tor53.8,D6,0.141,0.125,0.233,0.106,0.034,0.017,0.075,1.925,0.444,33.523
1,SPL29,Tor53.9,E6,0.105,0.089,0.221,0.067,0.039,0.023,0.095,1.716,0.407,38.717
1,SPL30,Tor53.10,F6,0.123,0.094,0.217,0.057,0.07,0.04,0.101,1.724,0.692,69.696
1,SPL31,Tor53.11,G6,0.131,0.105,0.229,0.068,0.069,0.041,0.101,1.66,0.68,68.834
1,SPL32,Tor53.12,H6,0.549,0.477,0.645,0.373,0.204,0.121,0.232,1.682,0.881,204.128
1,SPL33,Tor53.13,A8,0.091,0.075,0.181,0.056,0.036,0.02,0.061,1.841,0.593,36.218
1,SPL34,Tor53.14,B8,0.128,0.098,0.225,0.062,0.069,0.039,0.101,1.791,0.685,69.467
1,SPL35,Tor53.15,C8,0.314,0.254,0.494,0.159,0.171,0.106,0.298,1.614,0.575,171.386
1,SPL36,Tor53.16,D8,0.157,0.126,0.303,0.09,0.07,0.038,0.158,1.825,0.444,70.077
1,SPL37,Tor53.17,E8,0.147,0.12,0.209,0.086,0.064,0.036,0.05,1.797,1.269,64.085
1,SPL38,Tor53.18,F8,0.283,0.183,0.304,0.076,0.227,0.117,0.171,1.934,1.331,226.956
1,SPL39,Tor53.19,G8,0.067,0.057,0.158,0.045,0.02,0.011,0.036,1.788,0.555,19.946
1,SPL40,Tor53.20,H8,0.075,0.064,0.166,0.051,0.021,0.013,0.043,1.646,0.492,20.937
1,SPL41,Tor54.1,A9,0.237,0.166,0.269,0.074,0.184,0.104,0.142,1.762,1.295,183.948
1,SPL42,Tor54.2,B9,0.059,0.049,0.141,0.04,0.014,0.007,0.031,1.952,0.451,14.076
1,SPL43,Tor54.3,C9,0.071,0.06,0.156,0.049,0.02,0.009,0.036,2.096,0.549,19.872
1,SPL44,Tor54.4,D9,0.112,0.087,0.192,0.059,0.053,0.028,0.072,1.894,0.739,53.126
1,SPL45,Tor54.5,E9,0.084,0.071,0.178,0.054,0.029,0.017,0.058,1.723,0.5,29.076
1,SPL46,Tor54.6,F9,0.131,0.094,0.187,0.049,0.088,0.049,0.072,1.811,1.228,87.908
1,SPL47,Tor54.7,G9,0.14,0.105,0.202,0.061,0.083,0.046,0.074,1.808,1.118,82.764
1,SPL48,Tor54.8,H9,0.1,0.084,0.191,0.059,0.041,0.026,0.063,1.591,0.652,40.765
2,SPL1,Tor54.9,A2,0.275,0.2,0.378,0.107,0.181,0.101,0.211,1.802,0.857,181.127
2,SPL2,Tor54.10,B2,0.1,0.088,0.22,0.065,0.032,0.023,0.082,1.409,0.39,31.891
2,SPL3,Tor54.11,C2,0.139,0.116,0.271,0.074,0.066,0.044,0.128,1.519,0.515,66.172
2,SPL4,Tor54.13,D2,0.113,0.094,0.231,0.065,0.047,0.029,0.096,1.626,0.491,47.207
2,SPL5,Tor54.14,E2,0.143,0.11,0.244,0.058,0.088,0.055,0.116,1.599,0.763,88.431
2,SPL6,Tor54.15,F2,0.544,0.416,0.82,0.217,0.356,0.218,0.577,1.635,0.617,355.88
2,SPL7,Tor54.16,G2,0.131,0.115,0.203,0.095,0.034,0.019,0.027,1.81,1.256,33.502
2,SPL8,Tor54.17,H2,0.084,0.067,0.186,0.047,0.027,0.015,0.059,1.824,0.462,27.373
2,SPL9,Tor54.18,A3,0.111,0.085,0.208,0.052,0.06,0.034,0.087,1.747,0.691,60.218
2,SPL10,Tor54.19,B3,0.137,0.115,0.262,0.084,0.054,0.032,0.11,1.661,0.488,53.733
2,SPL11,Tor54.20,C3,0.123,0.092,0.207,0.051,0.074,0.043,0.087,1.703,0.85,74.028
2,SPL12,Tor55.1,D3,0.095,0.075,0.186,0.048,0.044,0.025,0.086,1.764,0.506,43.537
2,SPL13,Tor55.2,E3,0.58,0.505,0.861,0.341,0.262,0.18,0.493,1.452,0.531,261.809
2,SPL14,Tor55.3,F3,0.452,0.357,0.69,0.189,0.284,0.183,0.463,1.551,0.614,284.237
2,SPL15,Tor55.4,G3,0.192,0.146,0.3,0.086,0.111,0.063,0.144,1.759,0.77,110.976
2,SPL16,Tor55.5,H3,0.09,0.07,0.169,0.042,0.048,0.028,0.05,1.685,0.964,47.8
2,SPL17,Tor55.7,A5,0.092,0.073,0.19,0.05,0.041,0.022,0.072,1.818,0.561,40.544
2,SPL18,Tor55.9,B5,0.135,0.105,0.236,0.07,0.07,0.038,0.107,1.825,0.65,69.526
2,SPL19,Tor55.10,C5,0.192,0.147,0.259,0.087,0.115,0.066,0.127,1.752,0.908,115.06
2,SPL20,Tor55.11,D5,0.349,0.288,0.46,0.173,0.2,0.131,0.25,1.519,0.798,199.695
2,SPL21,Tor55.12,E5,0.154,0.117,0.25,0.065,0.099,0.058,0.13,1.7,0.762,98.797
2,SPL22,Tor55.13,F5,0.164,0.115,0.243,0.062,0.115,0.06,0.127,1.921,0.907,115.266
2,SPL23,Tor55.14,G5,0.119,0.09,0.195,0.052,0.074,0.042,0.082,1.756,0.91,74.271
2,SPL24,Tor55.15,H5,0.051,0.045,0.142,0.038,0.01,0.005,0.029,1.761,0.335,9.565
2,SPL25,Tor55.16,A6,0.102,0.086,0.209,0.062,0.041,0.024,0.082,1.719,0.497,40.591
2,SPL26,Tor55.17,B6,0.069,0.057,0.152,0.043,0.025,0.014,0.041,1.812,0.613,24.883
2,SPL27,Tor55.18,C6,0.651,0.584,1.004,0.417,0.266,0.192,0.605,1.382,0.439,265.754
2,SPL28,Tor55.19,D6,0.081,0.068,0.164,0.052,0.026,0.014,0.057,1.897,0.454,26.06
2,SPL29,Tor55.20,E6,0.064,0.054,0.155,0.043,0.019,0.011,0.046,1.767,0.41,18.884
2,SPL30,Tor56.1,F6,0.911,0.853,1.011,0.581,0.383,0.319,0.421,1.201,0.91,383.325
2,SPL31,Tor56.2,G6,0.1,0.074,0.17,0.043,0.062,0.034,0.06,1.798,1.022,61.663
2,SPL32,Tor56.3,H6,0.058,0.049,0.145,0.039,0.016,0.009,0.034,1.863,0.482,16.225
2,SPL33,Tor56.4,A8,0.108,0.093,0.201,0.066,0.044,0.028,0.071,1.556,0.615,43.74
2,SPL34,Tor56.5,B8,0.232,0.216,0.406,0.146,0.093,0.078,0.213,1.191,0.435,92.699
2,SPL35,Tor56.6,C8,0.208,0.168,0.357,0.103,0.114,0.072,0.205,1.589,0.555,113.725
2,SPL36,Tor56.7,D8,0.066,0.056,0.162,0.045,0.018,0.01,0.048,1.775,0.373,18.004
2,SPL37,Tor56.8,E8,0.084,0.068,0.174,0.049,0.034,0.019,0.052,1.778,0.643,33.628
2,SPL38,Tor56.9,F8,0.1,0.078,0.189,0.056,0.044,0.023,0.064,1.931,0.689,44.065
2,SPL39,Tor56.10,G8,0.159,0.15,0.324,0.116,0.043,0.036,0.144,1.197,0.299,43.16
2,SPL40,Tor56.11,H8,0.057,0.049,0.148,0.04,0.012,0.008,0.034,1.486,0.361,12.382
2,SPL41,Tor56.12,A9,0.468,0.42,0.705,0.283,0.209,0.156,0.405,1.338,0.515,208.536
2,SPL42,Tor56.13,B9,0.085,0.067,0.152,0.049,0.034,0.018,0.033,1.916,1.01,33.761
2,SPL43,Tor56.15,C9,0.137,0.106,0.228,0.069,0.071,0.039,0.095,1.836,0.752,71.494
2,SPL44,Tor56.16,D9,0.093,0.073,0.17,0.052,0.039,0.02,0.055,1.988,0.718,39.386
2,SPL45,Tor56.17,E9,0.108,0.087,0.194,0.062,0.046,0.026,0.066,1.799,0.694,45.952
2,SPL46,Tor56.18,F9,0.31,0.267,0.489,0.194,0.126,0.081,0.25,1.561,0.503,125.907
2,SPL47,Tor56.19,G9,0.134,0.104,0.207,0.064,0.072,0.042,0.076,1.732,0.946,72.177
2,SPL48,Tor56.20,H9,0.146,0.118,0.238,0.073,0.077,0.049,0.1,1.578,0.774,77.431
,,Yellow background indicates a high reference wavelength read,,,,,,,,,,,
